POA_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA2127,2786,2906,5697,812,894,1711,4330,4307,8639,105,94,196,148,136,284,27,43,71,61,48,111,12,14,24,11,5,21,46,37,80,0,0,0,4736,4688,9423,1589,1877,3468,149,121,271,7290,7578,14868,433,476,909,10508,10961,21471
POA2128,505,483,987,80,70,148,313,318,635,5,9,12,3,8,9,0,0,0,3,0,6,0,0,0,0,0,0,0,0,4,0,0,0,329,335,666,97,68,160,20,8,29,525,481,1007,1197,243,1444,2230,1207,3437
POA2130,1460,1589,3043,130,149,281,1156,1367,2523,25,32,59,24,22,48,7,11,23,10,9,17,3,4,6,4,7,13,10,18,25,0,0,0,1239,1475,2720,217,250,466,43,64,105,1631,1932,3567,176,135,303,3264,3651,6917
POA2131,4609,5044,9651,561,570,1131,3194,3277,6481,84,86,166,82,62,144,26,15,47,23,38,58,4,7,7,9,11,18,33,41,69,0,0,0,3459,3533,6988,1521,1398,2917,107,121,221,5639,5624,11259,552,570,1123,10793,11233,22029
POA2132,3033,3325,6357,132,169,299,1078,1226,2312,24,40,60,21,16,34,8,12,20,6,13,22,0,3,6,3,0,9,10,11,20,0,0,0,1151,1328,2479,285,292,584,32,18,53,1598,1817,3412,216,245,461,4848,5384,10235
POA2133,3297,3623,6917,242,250,490,1023,1094,2115,12,8,14,12,14,28,0,5,7,10,7,23,0,0,0,9,3,12,7,9,13,0,0,0,1073,1149,2219,158,152,308,19,7,29,1490,1555,3048,191,198,389,4982,5375,10360
POA2134,2909,3178,6081,451,482,929,2096,2069,4166,67,71,140,47,48,102,24,31,53,22,27,51,9,4,13,0,7,7,15,14,31,0,0,0,2286,2277,4559,2293,2441,4741,93,73,166,5121,5275,10402,568,533,1105,8596,8986,17583
POA2135,5666,6026,11688,559,553,1116,2588,2561,5150,49,54,105,63,55,115,10,16,23,22,9,33,3,4,8,10,8,15,22,20,48,0,0,0,2757,2738,5500,3030,2255,5283,104,55,154,6451,5602,12053,716,614,1331,12832,12238,25072
POA2136,2150,2260,4410,137,121,253,843,899,1740,14,7,24,11,10,14,4,6,8,12,8,22,0,0,0,0,0,0,6,5,14,0,0,0,879,944,1823,233,244,482,23,14,37,1269,1326,2592,168,204,376,3590,3788,7372
POA2137,7221,7884,15105,873,979,1854,2996,3157,6151,63,79,143,116,78,190,20,20,41,50,46,91,9,3,13,6,4,13,25,26,49,0,0,0,3282,3410,6700,730,832,1561,85,83,165,4973,5309,10283,500,482,983,12693,13674,26363
POA2138,3696,3947,7641,618,624,1236,2475,2508,4972,84,80,161,65,80,149,23,24,44,37,39,77,7,5,11,0,0,3,27,22,54,0,0,0,2727,2750,5479,1401,1669,3073,84,98,179,4825,5145,9966,452,430,886,8969,9524,18491
POA2140,2738,2752,5489,764,669,1440,2978,2674,5651,95,67,162,118,86,212,33,18,52,32,28,61,13,11,20,12,5,12,27,23,58,0,0,4,3314,2920,6231,2596,2256,4855,110,86,202,6789,5938,12725,688,515,1201,10211,9204,19420
POA2141,7394,7422,14820,1020,969,1986,3604,3288,6892,55,65,117,65,50,115,26,29,58,31,15,50,4,4,9,0,0,4,21,26,45,0,0,0,3804,3474,7281,2427,2111,4534,235,162,393,7483,6718,14202,1003,677,1685,15880,14820,30703
POA2142,6000,5941,11941,735,638,1373,2785,2362,5146,59,50,111,60,52,110,28,10,40,26,18,45,7,4,9,5,6,8,11,11,15,0,0,0,2979,2508,5486,2593,2101,4696,119,72,195,6429,5319,11748,1351,1028,2375,13778,12294,26067
POA2143,2714,2743,5451,155,150,309,1027,972,1998,7,14,21,13,6,13,6,0,11,9,4,17,0,0,0,0,0,5,0,0,3,0,0,0,1071,990,2060,401,369,772,41,24,67,1670,1536,3205,231,237,471,4615,4518,9135
POA2144,8818,8339,17160,1272,1029,2301,3118,2564,5685,74,49,126,41,31,72,18,4,25,26,15,40,15,8,23,8,4,11,14,4,17,0,0,0,3318,2683,5997,4799,3207,8005,196,99,290,9583,7011,16598,1770,1291,3058,20171,16639,36816
POA2145,20267,20894,41160,2062,1946,4005,9409,9016,18428,209,159,375,150,150,302,70,64,135,87,76,165,17,5,21,19,12,35,48,44,91,0,0,0,10015,9536,19546,5639,5222,10855,244,238,482,17959,16936,34892,2735,2587,5324,40958,40419,81379
POA2146,4861,5039,9894,400,398,805,2237,2050,4280,37,35,75,39,24,65,18,10,31,15,23,38,0,0,4,0,0,8,14,5,20,0,0,0,2369,2152,4514,922,860,1781,51,50,100,3743,3458,7203,524,454,975,9123,8948,18074
POA2147,10735,10933,21669,670,703,1369,3735,3575,7304,65,65,129,85,79,166,15,22,39,39,26,65,0,3,6,12,10,24,15,8,26,0,0,0,3968,3786,7753,1017,1021,2038,125,92,216,5777,5603,11374,974,940,1910,17488,17472,34963
POA2148,16510,16558,33064,1263,1275,2540,7686,7455,15145,141,101,239,131,135,263,49,46,93,61,47,103,12,14,27,14,12,26,23,32,56,0,0,0,8114,7838,15952,3400,3339,6738,203,138,343,12986,12589,25571,2083,1995,4078,31575,31137,62715
POA2150,4257,4253,8514,1057,911,1968,4314,3628,7943,169,132,302,132,100,232,59,56,115,77,52,137,19,13,25,13,9,21,38,29,68,0,0,0,4814,4017,8833,5688,5309,11002,147,93,237,11706,10340,22044,1192,1010,2205,17162,15604,32761
POA2151,5320,5536,10857,524,542,1059,2466,2541,5013,50,50,100,48,49,93,28,19,44,36,22,57,12,5,14,6,0,6,18,19,34,0,0,0,2656,2705,5364,781,810,1586,59,45,104,4024,4097,8122,521,525,1047,9864,10159,20025
POA2152,2821,3191,6002,235,250,482,1384,1490,2879,23,22,43,15,20,34,12,10,23,10,11,14,8,5,7,6,0,6,3,5,11,0,0,0,1453,1562,3011,249,271,520,37,35,71,1963,2125,4083,208,261,469,4988,5572,10557
POA2153,17908,18548,36461,1028,1078,2102,7043,7177,14217,113,131,245,127,129,260,67,55,126,52,55,106,11,16,23,12,9,23,43,33,77,0,0,0,7469,7607,15079,1596,1823,3416,148,119,263,10237,10625,20858,776,916,1690,28920,30090,59017
POA2154,11518,12350,23858,446,484,938,4664,4901,9564,95,85,184,95,89,180,34,31,67,40,59,100,6,8,17,7,9,20,28,26,57,0,0,0,4970,5205,10178,1242,1355,2599,82,105,184,6736,7152,13886,597,768,1359,18850,20264,39110
POA2155,16810,17138,33953,1076,1119,2197,12727,13336,26061,142,161,304,209,230,435,76,71,149,102,111,210,17,13,25,25,15,42,91,55,139,0,0,0,13380,13992,27373,2300,2585,4883,169,176,346,16930,17872,34802,983,884,1862,34718,35895,70615
POA2156,4472,4469,8941,184,207,390,1431,1416,2849,14,10,30,11,17,31,0,0,3,0,4,7,0,0,0,0,0,5,4,0,7,0,0,0,1469,1447,2913,106,106,219,25,45,79,1782,1804,3594,173,227,403,6431,6504,12938
POA2157,1256,1234,2494,168,142,311,426,423,850,4,0,9,8,5,14,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,440,436,874,34,34,64,0,3,10,639,616,1256,54,45,98,1949,1897,3854
POA2158,2752,2788,5540,191,207,400,984,1014,1997,11,12,26,15,15,30,0,0,0,8,16,23,6,0,9,0,3,3,0,11,8,0,0,0,1033,1068,2103,125,128,253,20,12,30,1370,1407,2778,132,119,256,4264,4316,8573
POA2159,1663,1661,3328,88,99,189,526,565,1099,4,4,13,4,10,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,542,593,1132,50,42,92,0,3,5,680,741,1419,99,88,188,2438,2492,4937
POA2160,9456,9668,19123,1058,976,2035,3801,3635,7437,87,53,136,51,55,107,33,28,66,56,20,76,12,7,24,0,3,3,9,9,21,0,0,0,4047,3817,7858,1886,1730,3616,161,152,310,7144,6676,13824,1830,1595,3422,18433,17938,36367
POA2161,9018,8983,18000,888,865,1750,3032,2878,5905,54,54,103,50,35,87,40,28,67,30,17,49,8,12,12,4,0,0,0,5,6,0,0,0,3211,3028,6239,1119,1032,2150,125,103,229,5345,5021,10370,1628,1497,3125,15985,15509,31493
POA2162,5672,5734,11411,438,444,882,1838,1869,3704,20,25,45,12,18,29,7,3,8,17,12,28,0,3,5,0,0,0,6,4,11,0,0,0,1896,1933,3825,527,485,1006,64,42,109,2923,2907,5823,844,839,1679,9440,9477,18916
POA2163,2672,2715,5386,178,175,351,977,944,1923,12,11,25,10,9,12,5,5,9,14,0,14,0,0,0,4,0,4,3,4,4,0,0,0,1022,968,1996,282,239,526,35,26,65,1528,1419,2939,1005,547,1549,5197,4675,9878
POA2164,6185,6346,12534,425,492,923,1663,1755,3418,21,19,48,28,19,52,0,0,3,6,7,13,0,0,0,0,0,4,0,4,0,0,0,0,1720,1820,3544,942,931,1871,53,41,98,3142,3285,6433,530,493,1023,9861,10120,19984
POA2165,12018,12545,24569,1124,1207,2331,3161,3200,6358,84,66,153,29,30,62,12,8,15,9,7,16,4,13,14,3,5,4,7,7,14,0,0,0,3319,3333,6647,2877,2927,5799,109,88,196,7426,7550,14976,1525,1512,3030,20972,21604,42578
POA2166,15633,16231,31859,1771,1817,3590,4116,4143,8252,83,68,156,51,35,90,37,32,74,14,22,30,3,0,6,0,5,9,9,11,18,0,0,0,4315,4316,8631,1625,1877,3502,212,165,374,7922,8176,16104,1831,1819,3649,25389,26227,51610
POA2167,2624,2686,5314,182,182,362,1198,1243,2443,20,12,27,42,38,81,9,4,12,24,16,42,0,0,0,0,0,0,5,7,14,0,0,0,1301,1324,2621,272,304,576,40,39,79,1788,1853,3641,322,467,789,4741,5003,9744
POA2168,13698,14008,27703,666,736,1403,3715,3927,7646,58,68,131,32,41,74,8,10,17,26,35,62,0,3,9,4,0,4,8,5,15,0,0,0,3864,4084,7957,852,952,1807,105,129,232,5496,5908,11401,1518,1466,2988,20705,21376,42082
POA2170,30129,30968,61096,2299,2506,4803,11779,11905,23687,155,148,301,212,217,426,64,67,127,70,68,137,11,6,16,22,14,34,44,37,75,0,0,7,12358,12462,24819,3408,3621,7032,377,368,746,18443,18966,37402,3987,3960,7947,52552,53898,106455
POA2171,12040,12116,24154,495,464,958,4012,4170,8180,46,47,99,87,93,183,16,19,32,13,18,31,5,7,4,21,17,36,6,19,25,0,0,0,4214,4377,8593,507,567,1071,81,69,150,5292,5483,10777,643,675,1316,17972,18271,36242
POA2172,1012,952,1971,77,89,164,174,179,352,7,14,22,25,23,48,8,0,12,5,4,5,0,0,0,6,5,6,7,5,11,0,0,0,230,231,466,30,29,64,5,3,14,350,357,706,31,33,61,1390,1344,2733
POA2173,4067,4105,8174,488,465,954,1204,1157,2360,88,54,140,294,198,493,47,30,73,43,19,64,13,11,19,48,30,75,27,24,51,0,0,5,1764,1514,3280,241,260,506,46,26,73,2533,2277,4810,328,199,519,6928,6577,13507
POA2174,1107,1114,2219,106,97,205,3291,3407,6699,30,21,53,57,57,114,6,18,29,27,15,37,0,3,4,13,17,25,3,4,15,0,0,0,3432,3540,6972,344,407,754,46,40,85,3935,4083,8016,313,302,615,5353,5494,10851
POA2175,640,627,1269,16,19,36,128,133,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,133,263,12,4,11,0,0,6,157,158,311,61,54,115,863,839,1699
POA2176,16304,16989,33296,691,679,1374,3463,3616,7077,54,63,113,19,23,45,5,9,13,4,9,16,0,0,0,8,5,7,8,3,10,0,0,0,3558,3732,7286,1568,1698,3270,79,102,176,5900,6207,12107,1091,1100,2197,23298,24297,47601
POA2177,5349,5608,10951,316,357,674,1422,1469,2887,21,23,46,16,11,26,0,4,0,0,7,7,0,0,0,0,0,0,0,3,3,0,0,0,1466,1514,2978,362,410,775,41,42,80,2178,2325,4507,412,414,829,7938,8347,16284
POA2178,1513,1412,2925,51,37,82,341,332,670,4,5,5,7,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,341,692,23,23,43,10,3,14,429,402,839,131,109,237,2072,1924,3999
POA2179,1827,1763,3591,138,124,262,4270,4436,8707,33,27,62,41,33,77,8,9,16,9,10,20,0,0,0,4,5,8,5,8,15,0,0,0,4373,4527,8900,312,399,706,61,58,121,4880,5105,9980,509,373,883,7219,7245,14457
POA2190,8208,8406,16616,552,575,1126,2362,2359,4714,16,17,41,15,19,31,8,11,17,5,7,13,4,6,4,0,0,4,7,0,3,0,0,0,2419,2416,4833,527,438,967,54,86,140,3557,3509,7064,978,963,1940,12742,12878,25616
POA2191,2026,2126,4154,162,161,324,570,598,1165,11,4,14,8,8,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,592,616,1211,66,94,166,15,15,31,836,891,1727,162,147,313,3028,3163,6192
POA2192,3502,3603,7108,354,349,705,1489,1393,2885,11,11,25,23,21,44,5,4,12,12,11,26,0,5,5,4,0,6,9,10,16,0,0,0,1554,1451,3006,486,437,919,39,27,68,2433,2267,4698,615,585,1194,6544,6452,13000
POA2193,4458,4722,9177,247,255,499,2223,2290,4517,37,48,81,29,42,76,9,4,20,24,18,40,0,6,6,8,4,10,11,17,30,4,0,4,2347,2428,4775,742,722,1470,68,53,124,3403,3457,6863,395,376,772,8253,8562,16817
POA2194,5513,5594,11112,711,661,1364,2852,2707,5561,41,31,75,40,34,71,18,12,31,16,14,33,0,7,16,6,0,6,16,11,35,0,0,0,2996,2821,5819,2357,1868,4225,106,80,189,6169,5427,11598,1113,966,2082,12797,11990,24784
POA2195,6090,5813,11903,1430,1081,2507,2165,1699,3864,53,37,94,56,35,89,20,13,31,20,13,35,9,4,9,13,4,11,10,8,21,0,0,0,2341,1816,4155,2061,1486,3551,105,41,148,5942,4425,10367,1307,1006,2312,13341,11240,24587
POA2196,9728,9756,19481,782,730,1516,3040,2991,6031,47,38,84,39,34,70,10,5,17,43,12,51,3,0,4,0,3,0,10,8,13,0,0,0,3188,3094,6279,1069,839,1908,99,68,163,5140,4734,9871,1097,1009,2104,15960,15501,31460
POA2197,2894,2990,5883,207,208,413,866,904,1766,9,7,19,5,7,15,5,3,9,0,5,4,0,0,0,0,0,0,6,5,11,0,0,0,892,926,1814,149,148,298,47,39,89,1299,1319,2617,432,430,860,4617,4738,9356
POA2198,2827,2923,5742,266,223,492,839,928,1764,7,0,9,17,7,21,0,0,5,3,6,7,0,0,0,0,0,0,0,3,4,0,0,0,860,946,1807,95,106,204,18,11,31,1245,1288,2535,441,418,864,4518,4628,9144
POA2199,5514,5500,11016,369,390,761,1894,1974,3866,16,27,38,19,12,29,4,0,3,17,14,26,0,0,0,3,0,3,6,3,15,0,0,0,1951,2035,3984,429,454,887,85,74,151,2835,2955,5787,692,653,1347,9041,9108,18147
POA2200,11672,12077,23751,1098,1149,2250,5151,4971,10118,76,52,134,49,54,104,27,37,66,26,35,63,6,0,10,6,8,15,12,17,28,0,0,0,5360,5168,10524,1896,1953,3852,164,156,320,8517,8428,16943,1790,1815,3608,21978,22326,44301
POA2203,3132,3510,6638,327,330,663,1986,2170,4158,67,75,142,39,54,94,17,17,30,26,21,47,3,0,3,3,6,12,18,22,46,0,0,0,2160,2366,4527,313,362,671,49,50,100,2844,3113,5959,342,346,684,6315,6960,13280
POA2204,6303,6636,12936,482,459,945,3724,3967,7693,130,134,257,69,107,171,15,23,41,39,38,80,15,13,29,4,13,18,41,38,80,0,0,0,4043,4331,8373,751,764,1512,147,162,308,5422,5713,11136,676,588,1263,12397,12939,25334
POA2205,4160,4196,8362,567,538,1106,3538,3302,6834,99,81,184,96,94,191,33,20,55,41,44,80,9,5,17,9,4,12,31,25,58,0,0,0,3858,3575,7436,2438,2482,4917,146,103,250,7009,6699,13704,1009,821,1834,12178,11713,23894
POA2206,6402,6665,13064,414,412,835,1637,1649,3282,22,24,45,18,14,34,18,7,25,10,5,9,0,0,0,4,4,10,11,8,12,0,0,0,1717,1710,3419,219,252,463,42,38,81,2387,2410,4803,421,506,927,9209,9584,18790
POA2207,8372,8918,17288,484,491,976,2665,2745,5414,35,38,68,40,44,81,6,13,18,18,11,32,0,0,0,0,0,5,8,10,16,0,0,0,2781,2858,5641,573,561,1129,67,71,140,3903,3979,7882,752,785,1536,13026,13685,26711
POA2208,4000,4279,8282,196,197,394,1209,1234,2440,18,20,35,17,10,26,6,5,10,7,9,18,0,3,6,3,3,9,3,4,4,0,0,0,1267,1278,2549,194,232,424,20,24,45,1681,1739,3413,233,239,473,5915,6260,12178
POA2209,4486,4850,9337,267,281,545,1657,1681,3337,10,10,19,19,15,37,5,4,10,16,11,31,3,4,4,0,0,0,0,0,0,0,0,0,1710,1733,3440,467,419,883,54,36,89,2492,2464,4957,332,346,677,7313,7658,14969
POA2210,9362,9904,19266,638,635,1272,3483,3690,7181,44,32,71,57,36,96,27,25,52,21,25,46,11,6,15,3,4,10,16,13,30,0,0,0,3666,3829,7497,717,681,1403,107,126,234,5133,5272,10406,905,942,1855,15403,16119,31522
POA2211,5147,5401,10546,299,338,636,1853,1924,3779,28,30,56,29,17,39,15,4,15,15,12,22,0,0,0,4,8,14,4,8,12,0,0,3,1943,1991,3934,261,288,546,62,56,120,2572,2674,5241,419,428,846,8133,8501,16640
POA2212,4609,4958,9569,315,314,631,1953,2072,4025,21,14,33,21,19,44,5,8,12,9,5,12,7,3,10,4,8,8,12,14,23,0,0,0,2023,2135,4165,353,357,711,53,36,89,2746,2840,5589,432,524,952,7787,8327,16114
POA2213,6901,7274,14177,439,435,873,2515,2686,5198,17,29,48,24,25,51,4,5,11,13,9,27,0,0,9,0,0,9,7,13,20,0,0,0,2590,2769,5359,304,314,622,42,27,73,3370,3552,6926,378,413,789,10651,11235,21889
POA2214,1319,1396,2717,74,66,144,363,367,729,3,3,12,6,0,3,0,3,3,3,0,5,0,0,0,0,0,0,4,0,4,0,0,0,378,381,757,26,34,57,9,12,17,484,487,974,60,36,98,1861,1924,3790
POA2216,6673,7003,13675,931,821,1757,2743,2602,5348,42,44,85,53,51,109,17,12,27,15,18,32,5,0,3,12,5,11,14,12,30,0,0,0,2901,2747,5652,1809,1588,3400,126,113,245,5773,5272,11046,914,810,1726,13362,13090,26450
POA2217,6620,7028,13644,757,763,1520,3287,3350,6637,51,62,114,60,53,112,18,23,33,19,12,39,10,7,13,15,9,25,17,19,35,0,0,0,3471,3531,6998,1577,1491,3066,96,78,174,5900,5870,11768,798,905,1698,13311,13798,27109
POA2218,4204,4327,8526,380,378,754,1763,1669,3434,22,16,40,26,23,43,9,10,22,13,12,27,0,8,12,4,0,5,7,4,7,0,0,0,1844,1744,3593,876,817,1694,50,38,87,3149,2977,6122,354,336,692,7706,7636,15339
POA2219,3749,4299,8046,458,492,951,1336,1408,2745,12,20,32,26,26,48,5,0,5,8,0,8,0,0,0,4,3,7,10,8,18,0,0,0,1389,1468,2860,152,171,323,31,21,56,2030,2151,4187,368,419,789,6145,6876,13024
POA2220,7313,7836,15152,798,852,1650,3510,3399,6912,59,55,117,58,57,113,20,20,41,23,22,41,5,12,20,15,9,22,15,17,30,0,0,0,3709,3580,7292,3367,3005,6369,142,100,237,8015,7539,15548,776,744,1522,16106,16120,32222
POA2221,5316,5661,10981,443,463,908,1426,1540,2963,17,18,34,17,20,43,6,3,11,4,6,14,3,0,3,4,0,3,8,4,11,0,0,0,1490,1587,3080,275,258,537,48,48,95,2254,2360,4612,325,378,708,7893,8409,16302
POA2222,3350,3529,6875,274,275,547,1325,1364,2688,10,13,26,8,10,18,11,4,15,16,20,33,0,0,0,5,0,3,0,7,14,0,0,0,1374,1420,2795,562,495,1058,42,32,69,2252,2220,4470,276,372,654,5880,6118,11996
POA2223,6113,6498,12608,529,572,1106,2214,2269,4482,29,28,57,30,34,62,8,7,17,11,13,25,0,0,9,11,8,18,13,13,22,0,0,0,2318,2367,4684,470,479,949,49,48,95,3362,3468,6829,355,464,821,9828,10430,20261
POA2224,4380,4747,9129,351,344,692,1415,1530,2949,11,10,25,35,33,71,11,3,17,12,16,27,0,4,4,6,0,8,7,8,14,0,0,0,1492,1610,3110,142,163,306,38,29,66,2023,2144,4169,272,284,549,6676,7177,13852
POA2225,1848,1891,3735,153,158,311,464,462,926,3,5,5,5,8,13,0,4,6,9,9,18,0,0,3,0,6,3,0,3,4,0,0,0,492,491,978,48,39,87,10,10,16,702,697,1393,56,58,116,2601,2649,5246
POA2226,4007,4152,8161,302,301,603,1280,1280,2558,21,17,37,23,30,51,10,3,11,13,11,17,0,0,0,3,0,0,7,3,10,0,0,0,1343,1346,2689,157,169,326,31,21,50,1829,1840,3666,205,221,427,6037,6213,12252
POA2227,4451,4625,9080,372,374,748,1719,1863,3584,25,18,43,46,32,80,4,8,7,7,15,27,0,0,0,3,4,6,8,5,13,0,0,0,1814,1944,3763,145,165,312,36,36,76,2367,2526,4890,206,213,423,7023,7364,14392
POA2228,5002,5498,10502,560,592,1154,2867,3193,6063,28,26,55,52,48,99,10,9,17,14,12,20,5,5,10,0,7,6,17,8,28,0,0,0,2995,3302,6296,393,426,818,70,61,135,4013,4386,8401,456,427,881,9477,10304,19780
POA2229,7999,8623,16616,727,770,1498,4078,4178,8255,41,40,76,95,82,178,12,5,18,27,27,52,9,9,14,4,7,17,20,21,40,0,0,0,4278,4367,8644,365,406,771,80,62,142,5457,5602,11057,629,678,1309,14080,14897,28978
POA2230,7395,7715,15111,1347,1303,2655,4080,4319,8395,66,60,124,116,125,238,19,15,32,31,25,58,5,5,6,10,9,14,22,14,33,0,0,0,4348,4557,8910,467,546,1009,115,108,215,6271,6511,12787,643,678,1322,14313,14913,29225
POA2231,821,801,1624,120,117,240,148,162,307,0,0,0,3,5,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,154,170,325,10,13,29,9,8,16,299,312,605,56,50,104,1172,1163,2337
POA2232,9508,9952,19460,832,923,1754,4392,4671,9063,65,58,123,92,81,177,10,17,30,20,28,41,7,10,18,12,10,19,20,11,34,0,0,0,4617,4888,9510,425,534,957,118,87,206,5987,6439,12425,585,662,1249,16080,17050,33134
POA2233,9920,10263,20182,690,721,1411,2441,2651,5097,20,25,47,35,34,74,8,5,12,16,25,44,8,11,14,9,4,14,5,5,10,0,0,0,2544,2767,5312,153,167,320,48,43,93,3428,3709,7136,349,461,810,13694,14427,28123
POA2234,10324,10542,20864,790,823,1608,2568,2679,5250,18,13,31,33,35,62,4,10,10,15,14,30,3,0,8,0,0,9,18,16,29,0,0,0,2662,2771,5433,182,197,381,40,53,92,3671,3844,7515,295,321,614,14290,14708,28996
POA2250,18460,19608,38067,1788,1874,3660,8821,9364,18185,118,143,264,201,231,430,38,41,77,71,62,132,12,14,28,12,15,26,38,38,79,0,0,0,9320,9906,19227,907,987,1892,270,226,496,12287,12988,25273,1825,2138,3961,32572,34732,67301
POA2251,9637,10489,20129,898,931,1824,3622,3924,7548,60,72,126,53,56,113,9,11,16,23,32,56,11,14,24,16,13,26,14,17,28,0,0,0,3800,4130,7929,272,308,578,67,77,140,5036,5444,10471,625,756,1383,15297,16688,31983
POA2256,4154,4460,8614,432,472,904,1860,2148,4014,29,29,51,26,26,50,10,3,15,15,27,41,0,0,0,5,3,13,9,13,24,0,0,0,1960,2249,4207,136,169,304,76,85,165,2608,2974,5582,484,556,1039,7245,7992,15232
POA2257,7833,8424,16254,1376,1447,2823,3106,3527,6628,68,67,138,72,85,157,10,8,13,25,38,60,6,8,11,8,11,16,13,21,29,0,0,0,3307,3758,7062,273,283,557,105,108,210,5062,5596,10666,892,1001,1891,13784,15019,28801
POA2258,1587,1562,3149,69,72,139,641,681,1319,5,4,13,6,9,18,0,3,3,4,6,10,0,0,0,0,0,0,5,6,12,0,0,0,665,711,1370,43,32,70,10,5,13,785,819,1602,118,106,227,2492,2488,4978
POA2259,16554,17151,33711,1895,2175,4068,8814,9535,18348,79,92,170,182,208,392,29,23,57,39,56,98,22,15,36,10,20,28,34,36,76,0,0,0,9215,9990,19202,429,473,898,315,276,595,11851,12908,24762,1846,2008,3855,30258,32067,62323
POA2260,6646,6937,13579,857,831,1690,3288,3559,6844,61,54,119,73,90,164,4,7,16,20,13,31,8,17,25,11,5,13,14,9,29,0,0,0,3486,3762,7246,351,370,723,79,64,142,4776,5025,9802,546,559,1106,11964,12521,24491
POA2261,14224,15284,29503,1874,2098,3971,6259,6909,13169,84,101,176,129,170,297,20,20,35,38,37,68,12,14,25,11,16,28,29,30,58,0,0,0,6573,7289,13862,373,405,774,190,198,390,9009,9989,19005,1607,1816,3427,24842,27089,51934
POA2262,5571,5746,11320,696,723,1423,2615,2863,5480,21,20,43,51,68,120,7,13,25,9,10,22,7,8,16,8,7,17,6,13,19,0,0,0,2726,3011,5738,59,78,137,92,77,159,3572,3886,7459,615,633,1245,9754,10267,20022
POA2263,6089,6316,12404,872,961,1830,2978,3289,6269,27,25,52,83,109,190,3,8,7,7,13,28,3,4,18,12,11,18,7,9,20,0,0,0,3128,3465,6599,129,153,282,116,118,231,4244,4696,8943,878,902,1778,11206,11909,23119
POA2264,3927,4101,8030,602,700,1307,2162,2342,4508,29,36,60,74,71,144,4,15,19,25,20,47,0,3,8,3,10,9,17,12,25,0,0,0,2314,2508,4824,84,106,191,78,77,150,3080,3389,6472,388,411,794,7392,7901,15294
