POA_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
POA5235,0,7,0,0,3,0,0,4,0,11,3,4,0,0,0,0,0,0,0,6,23,13,73,0,4,0,15,23,0,150,13,0,24,0,0,0,0,11,0,49,27,6,10,0,0,0,3,8,0,57,3,7,0,3,0,0,0,3,0,20,4,4,4,0,0,0,3,0,0,12,9,6,0,0,0,0,0,0,0,32,4,11,0,11,4,3,3,4,0,35,4,5,0,0,0,0,0,6,0,16,3,0,10,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,3,5,0,17,90,64,118,17,12,7,29,69,6,421,5,6,4,0,7,4,0,0,0,26,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,12,3,8,0,5,0,0,8,0,39
POA5236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,0,0,0,0,4,0,31,0,0,9,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,8,22,0,0,0,4,8,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
POA5237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,19,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,14,3,15,3,5,0,3,9,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA5238,3,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,5,28,13,81,6,7,8,23,22,4,187,8,0,22,3,0,0,8,3,0,50,24,0,6,0,0,0,5,6,0,39,0,5,0,5,0,4,0,0,0,16,0,3,0,0,3,0,0,0,0,12,9,9,0,0,6,6,3,7,0,36,3,6,0,13,0,0,0,8,0,31,0,0,0,0,0,0,0,0,0,5,4,0,17,0,0,0,3,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,0,4,0,0,0,3,3,0,28,97,40,140,22,13,16,46,64,13,447,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,19
POA5240,0,8,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,4,5,3,16,0,0,0,5,0,0,27,0,0,3,0,0,0,0,0,0,9,9,0,6,0,0,0,0,4,0,17,0,8,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,9,0,3,0,3,0,0,0,0,12,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,27,4,6,4,0,7,0,107,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,5
POA5241,0,8,3,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,10,10,21,72,8,0,0,6,20,6,151,10,0,24,0,0,0,0,3,0,47,4,0,5,0,0,3,0,4,0,26,3,4,0,0,0,0,0,4,0,13,0,8,0,0,0,0,0,0,0,18,15,12,0,0,7,7,0,7,0,51,0,7,0,20,4,0,0,3,0,42,0,5,0,0,0,0,4,0,0,9,3,0,19,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,18,67,81,134,36,15,14,21,56,8,423,0,6,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5
POA5242,4,3,0,0,0,0,0,0,0,12,4,3,0,0,0,0,0,5,0,10,21,7,38,0,3,3,11,6,0,95,10,3,20,0,0,0,0,3,0,41,14,0,0,0,0,5,0,0,0,19,0,9,0,5,0,0,0,0,0,16,3,12,0,0,0,0,0,0,0,22,17,9,9,3,4,0,0,4,0,53,3,14,0,4,0,0,0,0,0,25,6,5,0,0,0,0,0,3,0,13,0,5,4,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,73,79,79,21,8,12,15,23,9,321,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,3,0,4,3,0,0,0,13
POA5243,3,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,11,5,8,17,0,0,0,4,0,0,38,4,3,10,0,0,0,0,0,0,17,3,5,0,0,0,0,0,4,0,15,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,9,0,0,4,4,0,0,0,26,3,14,0,0,0,0,0,0,0,9,6,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,48,26,4,3,5,4,7,4,145,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
POA5244,7,16,4,0,0,0,0,0,0,31,4,8,3,0,0,0,0,0,0,19,42,31,110,9,7,11,17,19,6,247,22,5,58,4,0,0,4,6,0,92,30,16,23,0,0,0,9,9,0,92,7,23,0,6,0,0,0,4,0,43,4,18,0,6,0,0,0,0,0,31,44,14,7,3,13,7,3,4,0,102,11,16,5,15,0,3,0,8,0,54,0,7,3,0,0,0,0,7,0,19,3,0,16,0,0,0,5,0,0,26,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,3,0,18,5,5,8,0,3,0,4,6,3,41,183,153,244,51,29,40,44,57,8,821,6,7,6,3,0,0,0,0,0,31,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,10,6,4,0,7,0,0,9,0,40
POA5245,7,10,3,0,0,5,0,0,4,27,4,5,0,0,0,0,0,0,0,14,34,30,49,3,5,5,5,14,3,146,15,5,50,0,0,0,0,0,0,73,6,6,6,0,3,0,0,7,0,29,4,27,3,0,0,0,0,0,0,31,0,12,3,5,0,0,0,0,0,19,42,23,4,5,12,13,4,0,0,99,5,15,0,4,6,0,0,4,8,52,3,5,7,0,4,4,0,0,0,24,4,0,3,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,4,3,5,0,0,12,134,141,132,24,38,29,18,26,16,556,0,6,0,4,4,0,0,0,0,21,3,3,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,7,4,3,3,0,0,0,0,0,23
POA5250,8,11,0,0,0,0,0,0,0,20,4,10,3,0,5,0,3,0,0,24,41,23,100,6,10,8,8,8,3,198,14,0,38,3,0,0,0,3,0,73,12,7,8,0,0,0,3,3,0,41,0,20,0,3,3,0,0,0,0,35,5,27,0,4,0,0,0,0,0,39,44,32,0,4,13,5,4,3,0,116,9,13,3,14,6,5,0,0,0,57,4,9,4,0,0,3,0,0,0,23,12,0,10,0,0,0,3,6,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,10,4,0,6,0,0,0,0,0,0,14,159,149,173,47,42,26,31,37,12,686,4,9,3,0,0,0,3,3,0,26,0,0,0,0,3,0,0,0,0,3,4,4,3,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,5,4,0,16
POA5251,18,49,15,0,4,3,3,4,5,106,32,76,29,6,5,12,12,9,3,176,128,111,403,22,34,12,74,60,12,852,41,20,200,4,8,14,20,38,5,347,27,26,40,5,13,12,8,27,3,160,18,98,17,38,6,3,0,3,4,193,19,104,3,17,4,10,6,5,0,172,145,129,31,27,80,60,19,34,3,522,52,86,12,130,26,27,17,17,0,370,12,35,16,9,8,5,5,16,0,111,21,3,95,21,10,11,11,29,3,199,0,0,0,0,0,0,0,0,0,0,9,8,15,12,3,0,7,6,0,59,16,3,19,7,0,0,7,16,16,83,540,738,905,293,192,171,200,255,49,3340,15,34,18,7,18,10,0,7,0,96,7,12,0,0,4,3,0,0,3,32,3,14,5,0,11,3,0,4,0,44,3,7,6,4,5,4,0,0,0,33,12,18,11,11,11,6,0,0,0,73
POA5252,9,16,4,0,0,0,0,0,0,36,8,22,11,0,0,0,0,3,0,40,35,29,194,6,19,16,48,23,3,372,17,10,71,3,3,3,9,11,3,127,15,4,25,3,0,5,8,7,0,73,6,20,4,8,0,0,0,4,0,54,5,37,3,4,0,0,0,0,0,57,64,27,9,7,15,9,11,10,0,161,10,12,5,49,14,4,8,3,0,109,6,16,8,8,0,0,5,4,0,46,10,4,32,0,4,4,0,14,0,66,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,12,3,0,11,3,0,3,6,5,3,38,187,202,377,100,70,52,97,87,19,1189,9,18,5,8,9,4,0,0,0,50,3,0,0,0,4,0,0,0,0,8,5,0,3,0,0,0,0,0,0,15,5,4,0,0,0,0,0,0,0,21,3,9,9,3,7,0,0,0,0,35
POA5253,5,3,4,0,0,6,0,0,0,25,8,14,13,0,3,4,0,7,0,57,77,21,321,17,19,19,72,108,16,681,27,3,116,4,6,10,20,28,3,210,34,12,23,8,4,8,15,34,0,132,11,38,5,20,5,4,9,5,0,89,5,33,4,7,9,5,0,4,0,67,59,30,24,14,23,26,19,23,7,224,13,31,8,99,17,10,13,17,5,205,8,11,3,10,3,3,4,6,4,46,15,0,49,13,3,6,7,37,0,134,0,0,0,0,0,0,0,0,0,0,7,3,7,9,4,0,9,15,0,44,7,0,29,3,0,9,25,23,18,114,268,200,607,207,92,107,187,303,53,2030,6,4,4,4,0,8,0,0,0,25,4,0,0,0,0,4,0,3,0,15,4,4,4,10,10,4,3,15,0,50,0,0,4,0,3,0,0,8,0,18,11,5,3,6,0,7,0,12,0,52
POA5254,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,3,30,10,71,3,8,4,25,9,8,161,9,0,17,0,0,0,4,3,0,34,8,0,4,0,0,0,3,0,0,31,0,3,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,15,7,3,0,0,5,3,0,0,4,29,3,3,5,7,4,0,0,0,0,26,0,3,0,0,0,0,0,0,0,6,5,0,9,0,4,4,3,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,5,0,0,0,0,0,0,17,76,33,124,19,19,16,40,23,11,367,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,14
POA5255,10,20,7,0,5,0,0,0,0,44,3,7,3,6,6,8,3,0,0,34,59,45,243,10,16,9,53,51,7,488,27,4,97,0,0,0,21,14,3,176,60,12,32,0,0,5,20,24,4,160,9,27,0,12,5,0,3,3,0,66,16,26,0,3,0,0,7,3,0,55,45,37,16,3,12,27,12,19,0,167,14,20,11,42,7,4,7,8,4,111,0,6,5,0,4,5,0,3,0,28,17,0,20,4,0,10,11,7,3,71,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,5,0,0,0,16,3,0,17,0,0,3,3,10,6,54,270,211,450,84,62,77,143,146,25,1471,9,13,6,5,3,0,0,0,0,32,4,3,0,0,4,0,0,0,0,10,4,8,3,5,5,3,4,7,0,44,0,0,8,0,9,0,0,0,0,18,13,8,13,6,5,3,0,8,4,64
POA5256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,8,32,3,0,4,6,8,3,69,6,0,7,0,0,0,7,0,0,15,10,0,3,0,0,0,7,6,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,0,0,4,0,0,0,0,0,12,3,3,6,0,3,0,0,3,0,22,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,7,32,16,54,11,10,7,13,24,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,0,8
POA5259,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,11,5,14,0,3,6,9,10,0,48,4,0,4,0,0,0,0,5,0,15,17,0,0,0,0,0,7,6,0,36,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,20,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,3,0,0,0,0,0,4,6,51,12,29,4,5,10,16,19,5,153,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,3,0,3,0,12
POA5260,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,33,0,0,3,11,7,0,65,3,0,3,0,0,0,0,6,0,11,4,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,6,4,0,13,0,5,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,26,14,60,10,3,11,23,29,4,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
POA5261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,29,0,5,0,0,0,0,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA5262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,6,0,29,0,0,4,0,0,0,0,0,0,9,13,0,0,0,0,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,3,17,3,0,0,3,11,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,8
POA5263,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA5264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,22,0,3,0,10,11,0,47,7,0,8,0,0,0,5,3,0,18,13,3,4,0,0,0,0,6,0,29,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,3,0,11,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,8,0,19,50,14,35,3,5,4,14,27,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,4,0,15
POA5265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,3,0,0,13,5,0,0,0,0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,5,3,0,0,5,4,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9
POA5266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,11,0,0,3,6,9,0,31,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,4,0,5,24,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,6,18,3,0,7,17,16,5,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,10
POA5267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,42,0,0,5,16,3,0,107,11,0,12,0,0,0,6,5,0,30,47,6,9,0,0,0,6,6,0,81,0,0,0,0,0,0,0,0,0,3,9,4,0,0,0,0,0,0,0,8,11,0,0,0,0,5,0,4,0,25,5,0,0,5,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,10,0,0,0,3,0,0,0,0,11,130,16,66,9,7,15,34,28,0,301,6,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,4,0,0,7,5,0,9,0,34
