POA_CODE_2021,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
POA3923,0,0,0,0,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,10,3,7,4,0,0,38,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,13,0,0,0,0,4,3,0,0,0,13,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,3,0,0,19,0,0,0,7,0,4,0,0,0,13,0,0,0,0,0,4,0,0,0,5,0,0,0,0,4,3,0,0,0,12,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,3,3,0,0,8,0,0,0,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,4
POA3925,5,0,10,4,9,5,0,0,0,29,0,0,0,0,7,0,0,0,0,11,3,0,13,7,12,12,5,0,0,59,0,0,0,3,11,7,7,0,0,27,16,18,46,64,57,51,11,0,0,266,0,0,0,6,8,7,0,0,0,26,0,6,14,8,17,9,6,0,0,59,10,6,11,18,17,10,6,0,0,81,0,0,5,5,8,19,6,0,0,46,0,0,0,3,0,3,0,0,0,9,0,0,0,0,3,0,3,0,0,11,0,0,3,3,3,5,5,0,0,17,0,0,3,13,9,14,9,0,0,56,0,4,7,8,4,13,5,0,0,41,0,0,13,14,8,11,4,0,0,53,0,0,11,13,21,19,6,0,0,70,0,0,10,10,4,20,3,0,0,49,3,0,8,7,13,7,0,0,0,39,0,5,3,6,5,5,3,0,0,23,0,0,0,7,10,7,3,0,0,36
POA3926,0,4,7,7,15,6,7,6,0,48,0,0,0,0,9,3,0,0,0,13,0,3,8,14,16,21,9,0,0,75,0,0,0,4,5,0,0,0,0,8,4,20,28,49,34,35,8,0,0,172,4,0,0,0,12,4,3,0,0,21,18,11,4,7,11,8,4,0,0,61,10,5,4,4,3,3,0,0,0,39,0,0,0,0,11,8,6,0,0,25,0,0,0,3,0,0,0,0,0,6,0,0,0,0,12,3,6,0,0,23,0,0,0,0,5,3,0,0,0,10,0,3,4,13,11,17,6,0,0,62,0,4,0,3,12,12,6,0,0,39,0,3,3,10,11,8,8,0,0,40,0,0,3,12,13,15,8,4,0,49,0,0,0,9,3,13,12,0,0,38,0,0,5,6,4,0,4,0,0,16,0,3,0,5,0,7,3,0,0,13,0,3,4,4,4,6,8,3,0,35
POA3927,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,6,6,8,7,13,8,0,0,40,0,0,0,0,0,0,0,0,0,5,3,9,13,15,20,15,10,0,0,80,0,0,0,0,0,4,7,0,0,8,7,3,0,4,0,5,0,0,0,26,5,0,3,3,3,3,0,0,0,23,0,0,0,0,9,9,0,0,0,17,0,0,0,0,4,3,0,0,0,5,0,0,3,4,0,0,4,0,0,7,0,0,0,0,0,0,3,0,0,5,0,6,0,9,11,11,5,0,0,40,0,0,0,3,3,7,4,0,0,14,0,5,0,0,9,6,0,0,0,18,0,0,0,6,18,6,5,0,0,36,0,4,0,0,0,4,0,0,0,20,0,0,3,0,0,9,0,0,0,14,0,0,0,0,5,5,0,0,0,9,0,0,0,3,3,3,4,0,0,15
POA3928,0,5,0,0,6,8,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5,3,0,0,0,8
POA3929,0,0,0,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,6,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,8,7,8,7,0,0,40,0,0,0,0,5,5,3,0,0,15,4,3,0,0,0,3,3,0,0,19,0,5,0,6,0,0,0,0,0,14,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,0,0,19,0,0,0,0,6,4,4,0,0,21,0,0,0,0,8,8,9,5,0,27,0,0,0,6,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,6,3,0,14,0,0,0,0,0,4,6,0,0,7,0,0,0,0,0,0,0,0,0,6,0,4,0,0,5,4,0,0,0,15
POA3930,0,4,0,5,15,12,7,0,0,44,0,0,0,5,13,8,0,0,0,23,11,30,25,68,127,119,37,5,0,413,0,0,6,17,24,14,3,0,0,62,36,76,110,205,221,118,48,9,0,827,3,5,9,34,62,43,16,0,0,183,86,74,24,68,69,47,29,9,0,400,111,37,24,24,30,17,11,0,0,257,7,9,14,33,37,35,13,0,0,150,3,12,10,16,37,21,0,4,0,100,0,4,9,55,82,52,9,4,0,208,0,9,8,22,40,17,5,5,0,102,3,20,37,110,184,106,53,12,0,520,0,10,3,34,39,45,8,3,0,145,3,5,16,39,70,62,16,3,0,210,9,16,15,48,59,69,28,4,0,252,7,13,32,48,73,96,41,9,0,321,22,11,11,14,26,10,4,0,0,90,0,8,15,20,33,21,12,5,0,111,7,10,24,41,46,50,18,8,0,202
POA3931,3,6,8,15,9,15,9,0,0,69,0,0,6,8,10,6,4,0,0,29,21,33,51,85,169,121,23,0,0,513,0,6,10,16,24,14,4,0,0,69,66,135,313,317,263,196,44,8,0,1340,0,10,25,45,59,47,19,0,0,205,56,72,54,68,90,77,33,6,0,450,101,66,45,38,37,19,14,3,0,324,5,10,23,34,52,60,32,3,0,223,0,0,6,13,14,10,0,0,0,43,0,0,13,30,39,36,16,3,0,135,0,5,25,21,24,23,6,6,0,108,0,15,55,82,95,76,50,7,0,383,3,5,22,28,42,38,20,3,0,157,0,9,45,71,89,59,23,6,0,300,6,7,51,64,63,56,14,3,0,282,10,5,49,57,81,76,35,4,0,308,25,12,24,20,25,19,10,4,0,141,3,22,33,30,46,36,13,5,0,183,11,26,31,42,77,56,21,7,0,268
POA3933,5,0,3,7,5,17,10,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,0,0,0,18,0,0,0,5,0,0,0,0,0,3,7,9,10,9,20,11,6,0,0,77,0,0,3,3,3,7,4,0,0,21,0,0,0,0,3,10,6,0,0,15,10,0,0,0,3,0,0,0,0,15,0,5,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,6,5,0,0,27,0,0,0,3,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,10,0,0,0,3,6,0,4,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8
POA3934,0,4,4,10,10,19,12,0,0,58,0,0,0,8,8,0,0,0,0,20,19,22,31,68,147,109,29,7,0,431,0,3,4,13,23,18,4,0,0,60,75,92,143,278,268,153,30,4,0,1038,0,5,18,32,56,51,15,4,0,188,75,56,43,50,66,46,25,4,0,366,120,58,13,21,46,34,9,5,0,293,4,13,8,21,33,40,16,3,0,143,0,0,8,21,20,6,9,0,0,63,0,9,14,19,53,30,10,0,0,136,0,8,3,20,28,29,9,0,0,105,4,9,35,91,99,92,58,11,0,404,9,11,10,19,52,25,10,3,0,133,0,3,25,59,81,56,11,5,0,244,3,13,24,56,63,60,23,4,0,247,5,12,27,48,71,64,37,0,0,268,17,17,10,11,23,13,6,0,0,99,10,18,12,20,47,31,7,0,0,144,16,16,20,54,89,38,11,4,0,245
POA3936,0,0,4,14,11,7,0,0,0,47,0,0,0,4,9,0,5,0,0,17,9,17,36,44,80,56,20,3,0,271,0,0,0,5,11,15,0,0,0,35,43,87,156,166,168,130,41,7,0,810,0,5,6,13,28,33,3,3,0,98,46,34,30,35,47,36,24,3,0,251,44,21,31,28,25,28,7,0,0,188,0,4,11,5,35,46,11,0,0,114,0,5,4,3,13,9,3,0,0,38,0,0,4,15,14,14,8,0,0,57,0,0,5,5,15,12,5,3,0,56,0,4,24,33,43,46,32,4,0,188,6,5,12,24,42,30,14,0,0,138,0,5,22,26,32,40,3,0,0,125,4,5,21,21,38,28,7,0,0,121,0,3,19,20,25,35,16,4,0,129,6,6,7,7,9,12,3,0,0,55,8,5,18,11,36,30,16,0,0,119,9,11,24,19,33,28,14,5,3,144
POA3937,0,0,0,3,9,8,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,13,7,0,0,37,0,0,0,0,0,0,0,0,0,0,4,7,17,9,15,15,4,0,0,66,0,5,0,0,0,6,7,0,0,9,0,4,0,4,6,7,0,0,0,24,3,5,4,6,10,3,4,0,0,27,0,0,4,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,7,0,3,0,20,0,0,0,6,0,4,3,0,0,24,0,0,0,6,13,16,12,3,0,53,0,0,0,4,3,3,0,0,0,15,0,0,0,0,4,6,0,0,0,14,0,0,4,6,3,0,7,0,0,25,0,0,0,5,7,6,15,0,0,29,3,0,0,5,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,5,3,0,4,0,0,0,14
POA3938,0,0,4,0,4,0,4,0,0,9,0,0,0,0,0,0,0,0,0,6,0,3,9,7,17,14,7,0,0,65,0,0,0,4,6,4,0,0,0,11,9,19,45,52,44,40,18,0,0,222,0,0,0,5,4,9,3,0,0,26,10,6,3,10,13,19,11,3,0,68,3,7,5,3,3,0,3,0,0,35,0,0,0,3,5,12,9,0,0,27,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,18,0,0,7,10,11,12,16,4,0,58,0,0,4,3,6,12,6,0,0,29,0,0,4,4,10,12,3,0,0,29,0,0,3,7,0,10,6,0,0,33,0,0,0,8,5,12,0,0,0,23,4,0,3,3,0,0,0,0,0,11,0,4,3,3,3,8,0,0,0,31,5,4,5,11,5,3,4,3,0,39
POA3939,4,5,15,15,17,20,3,0,0,72,0,0,4,0,0,3,0,0,0,11,8,6,40,34,67,42,17,6,0,221,0,0,12,13,17,24,4,0,0,70,34,91,216,172,156,137,43,0,0,846,0,3,19,23,13,27,4,0,0,91,58,35,54,44,41,60,21,0,0,309,53,18,65,32,34,25,9,3,0,233,0,3,12,15,23,26,24,0,0,102,0,4,4,7,8,8,3,0,0,25,0,0,8,8,8,22,0,0,0,38,0,0,5,11,7,4,4,3,0,41,0,9,19,33,28,35,33,10,0,173,6,13,19,26,52,45,18,3,0,187,0,0,29,35,35,32,9,0,0,144,0,3,32,43,34,20,13,3,0,154,5,5,29,24,39,50,14,0,0,172,10,7,14,7,23,19,3,0,0,89,5,9,25,22,36,22,11,0,0,131,9,7,24,27,30,35,8,9,0,146
POA3940,0,0,0,0,3,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,8,12,16,7,0,0,0,57,0,0,4,3,5,5,0,0,0,17,7,28,60,41,45,20,6,5,0,203,0,0,10,4,3,5,0,0,0,22,3,6,21,18,8,14,4,0,0,77,14,4,15,11,12,3,4,0,0,64,0,0,4,3,10,10,8,0,0,39,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,9,0,0,3,0,0,4,0,0,0,14,0,3,3,10,4,8,3,0,0,36,0,0,7,11,10,6,0,0,0,38,0,0,7,7,4,9,0,0,0,27,0,0,3,4,5,5,0,0,0,20,0,0,11,5,18,10,6,0,0,61,0,0,3,7,3,6,3,0,0,19,3,0,10,5,8,3,3,0,0,39,8,4,13,10,12,4,0,0,0,54
POA3941,0,0,9,3,12,10,4,0,0,38,0,0,0,3,4,0,0,0,0,6,3,12,18,21,48,53,14,4,0,176,0,0,11,11,8,4,3,0,0,42,47,61,180,193,193,158,37,9,0,880,0,3,11,13,19,16,8,0,0,78,26,15,37,24,40,37,15,0,0,198,34,25,53,33,48,26,5,0,0,221,0,4,12,10,29,35,15,5,0,111,0,0,6,4,12,7,3,0,0,30,0,0,10,9,15,16,9,0,0,52,0,0,0,14,6,10,9,3,0,39,0,4,24,35,51,47,34,9,0,208,8,6,11,33,42,43,21,4,0,163,0,0,12,17,24,17,7,0,0,81,0,13,23,17,39,25,11,0,0,125,6,4,23,26,29,31,17,3,0,131,3,7,10,12,24,14,8,3,0,81,3,10,10,17,31,20,10,0,0,102,12,12,23,31,30,39,15,0,0,174
POA3942,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,12,7,6,0,36,0,0,0,0,6,4,0,5,0,17,10,11,22,22,37,28,10,0,0,140,0,0,0,3,7,0,8,0,0,24,0,0,0,8,12,9,4,0,0,34,6,6,9,0,5,4,4,0,0,38,0,0,0,0,7,3,3,0,0,18,0,0,0,0,7,0,0,0,0,6,0,0,0,6,0,8,5,0,0,16,0,0,0,3,9,6,0,4,0,18,0,0,12,12,15,16,23,6,0,74,3,0,0,5,11,14,3,0,0,38,0,0,0,0,0,9,0,0,0,16,0,0,0,3,4,8,8,0,0,25,0,0,0,0,3,7,0,0,0,9,0,0,0,4,0,6,3,5,0,20,0,0,0,6,0,3,0,0,0,6,0,7,5,3,8,11,3,0,0,35
POA3943,0,0,0,6,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,3,13,0,0,29,0,0,0,0,0,0,3,0,0,3,0,11,10,18,7,16,13,3,0,86,0,0,0,0,0,0,9,0,0,13,0,0,0,0,5,9,4,0,0,16,0,5,8,7,14,3,5,0,0,41,0,0,0,0,0,3,5,0,0,12,0,0,0,5,0,4,0,0,0,8,0,0,3,0,7,14,6,0,0,35,0,0,0,0,0,7,13,4,0,18,0,0,7,4,0,18,21,3,0,56,0,0,0,0,0,3,5,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,10,0,0,0,7,0,3,5,5,0,21,0,0,0,4,0,0,3,0,0,9,0,5,0,0,0,6,0,0,0,7,0,0,0,3,4,3,3,6,0,20
POA3944,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,0,0,14,0,0,0,0,0,4,5,0,0,8,0,0,0,0,0,5,6,0,0,12,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,3,0,25,0,0,0,0,5,5,4,3,0,15,0,6,4,0,6,10,8,5,0,41,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,20
POA3945,0,0,6,9,13,10,20,3,0,69,0,0,0,0,0,0,0,0,0,0,3,0,0,8,7,8,0,0,0,23,0,0,3,0,0,4,0,0,0,5,0,4,11,9,9,12,3,0,0,47,0,0,0,0,5,3,0,0,0,13,0,0,0,4,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,6,4,0,0,19,0,0,0,3,3,3,0,0,0,10,0,0,4,3,0,5,0,0,0,14,0,0,5,0,0,0,5,0,0,8,0,0,0,0,3,9,0,0,0,14,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,6,0,0,0,7,0,0,4,0,0,0,0,0,0,9
POA3946,0,0,0,6,4,9,8,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,14,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3950,4,14,14,9,30,19,11,7,0,107,0,0,0,7,9,0,0,0,0,10,6,12,23,32,36,29,3,0,0,151,0,0,4,5,9,0,0,0,0,14,16,24,63,42,34,34,7,0,0,219,4,0,7,13,10,20,0,0,0,54,23,6,14,11,9,11,8,0,0,87,17,7,9,6,8,0,4,0,0,48,5,5,10,11,22,27,11,0,0,76,0,0,0,0,5,0,0,0,0,6,0,0,0,3,10,8,0,0,0,17,0,0,7,3,0,0,0,0,0,13,0,0,5,5,4,11,4,3,0,38,0,5,4,8,7,9,3,0,0,31,0,0,4,11,15,6,4,0,0,39,0,3,6,11,7,16,0,0,0,46,0,3,10,3,8,15,7,0,0,46,0,0,0,0,0,0,0,0,0,11,0,6,8,15,8,15,5,0,0,57,3,3,15,14,12,17,3,3,0,69
POA3951,0,3,5,6,20,11,18,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,6,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,8,5,0,7,9,3,0,0,39,0,0,0,0,0,4,0,0,0,7,7,5,0,0,0,4,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,5,0,0,0,10,0,0,4,0,3,0,0,0,0,10,0,0,0,0,3,8,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,4,0,0,0,16,0,0,0,0,6,0,0,0,0,11
POA3953,6,21,39,45,58,81,56,24,0,333,0,0,0,8,0,8,0,0,0,11,9,11,16,39,48,47,16,3,0,190,0,0,10,5,10,8,0,0,0,37,16,43,84,69,71,48,13,3,0,349,3,0,3,14,14,13,6,0,0,71,20,16,26,15,16,12,6,0,0,125,32,14,8,9,8,4,0,0,0,77,0,0,10,8,28,28,13,5,0,94,0,0,4,3,0,3,0,0,0,16,0,0,0,3,8,4,0,0,0,22,0,0,0,3,0,3,0,0,0,16,0,3,10,10,11,14,10,5,0,61,5,4,7,8,10,9,3,0,0,49,0,0,11,17,26,19,3,0,0,83,4,4,13,31,19,15,4,0,0,92,0,0,19,21,22,14,9,0,0,83,4,5,6,4,0,6,4,0,0,22,3,4,19,19,22,18,7,0,0,90,3,4,12,18,16,21,9,5,0,89
POA3954,0,0,0,0,3,6,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,4,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,10,4,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
POA3956,5,12,22,27,31,38,32,5,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,4,0,0,0,30,0,0,0,6,6,3,0,0,0,11,4,9,19,36,32,21,7,0,0,125,0,0,0,4,10,6,6,0,0,23,5,5,0,5,12,10,3,0,0,38,8,3,5,5,7,6,6,0,0,36,0,0,4,3,4,7,5,0,0,29,0,0,3,0,5,0,6,0,0,12,0,0,0,3,5,4,0,0,0,13,0,0,0,0,0,0,4,0,0,8,0,0,0,7,9,6,4,0,0,28,0,5,0,5,7,4,4,0,0,19,0,0,3,4,12,0,0,0,0,26,0,3,5,4,8,3,5,0,0,28,0,0,4,0,3,8,0,0,0,21,0,0,0,0,0,0,0,0,0,7,0,4,3,0,6,0,6,0,0,22,0,0,8,9,8,4,3,0,0,37
POA3957,3,0,8,3,3,4,4,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
