POA_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
POA3563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,103,215,4,4,11,3,0,3,9,0,9,0,0,0,0,0,0,8,9,16,139,109,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,37,40,75,18,20,38,0,0,0,200,171,369
POA3564,0,0,0,8,0,11,0,0,0,0,0,0,3,10,10,2806,2486,5295,203,215,419,51,5,53,26,5,32,60,23,76,21,12,35,125,155,272,3297,2899,6201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,24,19,46,34,18,50,0,0,0,0,0,0,4,0,4,4,0,4,286,440,725,332,565,897,32,23,56,3984,3948,7929
POA3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,34,0,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,22,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,14,4,4,6,0,0,0,34,30,63
POA3566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,170,0,4,3,6,0,7,3,0,3,0,0,0,4,0,5,13,5,21,112,95,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,33,6,12,20,6,4,5,139,129,270
POA3567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,92,192,3,0,5,4,0,4,4,0,6,0,0,3,0,0,0,14,10,31,130,107,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,25,62,7,11,15,0,6,4,176,151,327
POA3568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,395,854,16,19,34,12,0,13,17,6,19,11,4,13,6,0,10,35,24,60,553,450,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,60,63,124,33,66,95,9,5,12,657,588,1242
POA3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,92,201,13,13,21,5,0,5,0,0,0,0,0,0,0,0,4,11,5,14,144,110,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,31,59,9,26,33,3,0,7,185,167,353
POA3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,72,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,5,18,56,42,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,47,4,8,10,0,0,0,91,69,158
POA3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,23,25,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,5,18,0,4,3,0,0,0,42,34,71
POA3573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,39,90,0,7,4,3,0,3,0,0,0,0,0,0,4,0,4,3,4,11,63,49,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,40,0,8,8,0,0,0,91,76,167
POA3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,90,185,16,10,26,0,0,0,0,0,4,0,0,4,9,5,12,15,17,36,142,119,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,73,10,11,21,9,7,15,200,176,375
POA3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19,0,0,0,0,0,0,16,15,34
POA3579,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,788,599,1386,41,55,98,17,0,22,5,0,10,11,7,14,10,7,12,60,73,136,935,748,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,16,3,21,0,0,0,0,0,0,3,0,3,3,0,3,132,126,261,68,127,190,15,16,31,1167,1024,2195
POA3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,126,290,10,12,22,4,0,4,4,0,3,0,4,3,0,0,0,6,8,19,185,153,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,33,8,27,33,0,0,5,217,203,419
POA3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,5,26,19,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,3,7,9,0,0,0,39,30,66
POA3583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,43,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,30,19,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,14,0,4,7,0,0,0,42,34,75
POA3584,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,218,178,392,17,12,31,5,0,5,0,0,0,0,0,0,5,0,5,6,0,10,249,191,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,48,16,27,41,4,0,4,288,252,539
POA3585,0,0,0,0,9,8,0,0,0,0,0,0,10,5,19,2094,1696,3791,146,202,348,14,0,19,5,0,9,44,17,61,13,4,14,117,141,257,2454,2073,4529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,5,9,18,18,29,22,17,40,0,0,0,0,0,0,0,0,0,0,0,0,132,234,371,132,298,428,21,14,40,2766,2637,5406
POA3586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,133,303,15,13,23,4,0,4,0,0,0,0,0,0,0,0,0,8,7,8,195,149,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,21,28,46,6,21,29,0,0,0,226,198,431
POA3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,51,131,8,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,90,63,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,15,5,0,0,95,83,176
POA3589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,50,128,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,7,3,15,92,60,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,27,3,3,9,0,0,0,108,83,188
POA3590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,44,90,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,64,47,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,21,11,15,22,0,0,0,85,75,163
POA3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,31,36,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,9,11,17,0,0,0,47,48,90
POA3594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,77,172,9,12,22,3,0,0,0,0,0,0,0,0,0,0,0,10,0,10,125,91,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,15,6,11,15,0,0,3,136,117,254
POA3595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,67,157,6,7,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,104,73,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,9,17,4,9,12,0,3,6,120,90,217
POA3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,17,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,3,0,0,0,22,21,48
POA3597,0,0,0,38,0,38,0,0,0,0,0,0,0,0,0,98,49,151,10,4,14,4,0,4,0,0,0,0,0,0,5,0,3,17,10,20,167,64,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,22,0,7,12,0,0,4,179,84,268
POA3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,43,4,0,5,0,0,0,3,0,4,0,0,0,0,0,0,3,0,6,39,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,12,5,0,4,0,0,0,43,17,64
POA3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,39,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,28,22,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,3,6,5,0,0,0,43,35,79
POA3608,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,431,343,774,29,15,44,15,0,15,0,0,0,0,4,0,3,0,5,34,29,63,517,392,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,4,8,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,75,70,143,53,87,135,3,4,10,651,556,1207
POA3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,182,387,8,10,21,13,0,13,4,0,4,0,0,0,4,4,7,15,10,22,253,207,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,57,113,18,34,55,3,3,10,333,301,633
POA3612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,166,391,29,21,47,4,0,4,0,0,0,3,0,3,5,0,5,9,23,35,275,213,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,48,78,20,47,71,0,0,0,332,309,639
POA3614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,145,326,3,14,20,4,0,4,0,0,0,3,0,3,0,0,0,5,0,8,204,162,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,29,36,71,18,29,48,0,3,0,259,235,491
POA3616,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,869,751,1614,51,55,103,19,0,19,9,0,10,21,0,24,8,4,10,61,48,104,1034,863,1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,9,6,12,10,5,12,0,0,0,0,0,0,0,0,0,0,0,0,161,201,360,102,162,266,10,10,25,1320,1238,2561
POA3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,38,3,0,6,0,0,0,4,4,4,0,0,0,0,0,0,3,4,3,20,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,20,6,0,9,0,0,0,42,38,79
POA3618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,92,192,11,5,16,0,0,0,0,0,0,0,0,0,0,6,6,0,4,3,123,102,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,42,6,15,18,0,3,4,154,131,290
POA3620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299,1122,2424,82,66,142,28,0,28,19,4,24,23,9,37,15,0,14,78,100,176,1546,1302,2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,168,215,385,123,226,353,27,22,46,1880,1770,3653
POA3621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,335,726,24,19,47,13,0,13,10,4,12,13,0,13,0,0,5,24,22,43,471,387,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,67,82,153,30,68,97,9,4,13,585,544,1128
POA3622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,72,154,4,3,3,6,0,6,5,0,4,0,0,0,4,0,4,5,6,9,98,84,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,29,59,6,16,20,0,0,3,143,123,267
POA3623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,113,234,4,8,12,0,0,0,3,0,3,0,0,0,0,0,0,20,10,30,151,125,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,39,76,21,26,40,5,0,6,201,194,403
POA3624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,57,127,6,5,8,0,0,0,7,0,7,0,0,0,0,0,0,11,8,18,93,72,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,37,5,12,19,0,0,0,122,101,225
POA3629,0,0,0,8,3,9,0,0,0,0,0,0,3,5,11,1463,1253,2719,113,131,243,25,0,25,12,4,18,15,6,25,16,13,23,45,40,83,1700,1456,3157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,10,27,20,11,34,0,0,0,0,0,0,0,0,0,0,0,0,124,196,323,129,228,361,15,12,28,1984,1908,3893
POA3630,4,0,0,16,22,33,0,0,0,0,0,0,10,25,32,4993,4118,9118,394,544,936,42,0,41,24,0,29,83,45,127,31,14,45,207,271,480,5809,5044,10848,0,0,4,0,0,0,4,0,3,0,4,4,0,0,0,0,0,0,3,9,13,0,0,0,0,0,0,5,0,5,5,0,4,0,6,7,5,9,11,58,31,90,71,41,118,0,0,0,0,0,0,4,3,10,5,8,12,378,580,960,422,811,1232,48,39,94,6733,6528,13262
POA3631,0,0,0,4,5,14,0,0,3,0,0,0,9,6,13,2848,2278,5118,161,203,368,52,0,46,11,0,11,21,4,26,21,3,26,107,39,145,3226,2548,5768,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,14,15,29,18,19,36,0,0,0,0,0,0,0,0,0,0,0,0,345,439,785,231,440,670,23,17,40,3837,3464,7304
POA3633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,103,226,12,10,22,0,0,0,3,0,3,0,0,0,4,0,6,5,0,7,148,114,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,38,14,22,30,3,0,3,175,156,336
POA3634,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,312,289,604,17,26,40,18,0,18,8,4,9,0,0,0,3,0,4,25,18,39,384,340,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,68,67,142,38,47,87,9,7,9,504,458,953
POA3635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,83,177,4,7,4,0,0,0,3,0,3,0,0,0,0,0,0,8,0,10,112,86,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,20,45,11,18,29,3,0,4,155,126,278
POA3636,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,791,712,1496,32,46,76,20,0,15,4,0,9,6,4,12,9,3,12,44,49,90,903,821,1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,17,5,6,17,0,0,0,0,0,0,0,0,0,4,0,4,109,130,242,76,125,201,20,9,33,1123,1095,2216
POA3637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,83,178,5,14,18,0,0,0,3,6,6,0,0,0,0,0,0,7,4,19,118,103,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,21,54,0,17,20,0,0,5,161,148,300
POA3638,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,335,283,617,18,15,31,5,0,10,0,0,5,19,6,22,0,0,4,30,37,70,413,346,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,64,63,135,26,63,84,12,4,15,519,483,1001
POA3639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,53,112,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,3,13,81,60,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,24,53,11,20,24,3,0,3,118,106,223
POA3640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,141,305,10,22,32,7,0,7,3,6,4,0,0,0,4,0,4,27,21,44,209,184,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,27,71,15,25,43,3,9,13,274,248,515
POA3641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,163,374,13,9,25,0,0,0,5,0,5,0,0,6,0,0,0,16,16,27,245,187,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,40,74,11,28,35,4,5,8,305,262,563
POA3644,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1469,1188,2660,135,130,265,31,0,31,3,4,9,27,3,25,13,0,14,68,78,149,1745,1415,3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,5,21,15,14,30,0,0,0,0,0,0,0,0,0,0,0,0,146,166,312,133,253,386,15,15,38,2059,1862,3917
POA3646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,75,152,3,3,4,6,0,6,0,0,0,0,0,0,4,3,5,13,0,8,102,81,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,38,72,11,21,29,3,0,3,150,137,288
