POA_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
POA3662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,40,47,115,8,216,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,35,51,122,8,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
POA3663,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,18,0,28,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3664,5,0,0,14,14,0,33,0,0,0,0,3,0,3,0,0,0,0,10,0,15,0,0,0,0,7,0,4,0,0,3,6,45,0,49,0,0,0,0,0,0,4,0,0,3,0,3,0,5,0,0,0,0,6,0,8,0,0,0,4,6,0,6,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,6,0,0,0,3,9,0,15,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,8,8,8,27,36,107,3,186,0,0,5,6,7,0,23,0,0,0,0,0,0,0,0,0,4,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,5,0,3,0,11,0,0,0,0
POA3665,0,0,3,3,11,3,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,12,33,6,59,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
POA3666,6,0,33,28,97,17,176,0,0,0,0,6,0,6,0,0,7,3,24,0,36,0,0,0,4,5,0,10,0,0,5,8,86,5,106,0,0,0,0,9,0,7,0,0,4,3,11,0,20,0,0,4,0,11,0,16,0,0,0,3,21,3,34,0,0,3,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,3,0,5,10,0,19,10,3,0,46,0,0,0,0,5,0,8,0,0,8,12,17,4,41,12,7,15,0,9,0,40,4,0,14,8,9,0,33,0,0,12,8,15,0,32,0,0,3,0,25,0,32,0,0,0,3,11,0,18,34,12,124,98,376,32,683,5,9,16,25,33,9,92,0,0,0,0,0,0,0,0,0,3,0,13,0,16,0,0,3,0,0,0,3,0,0,0,7,6,0,18,0,0,0,4,3,0,9,0,0,8,10,20,4,42,0,0,3,6
POA3669,5,0,10,9,34,5,63,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,22,0,25,0,0,0,0,3,0,8,0,0,4,0,3,0,9,0,0,0,0,3,0,5,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,4,0,0,4,0,0,6,0,4,0,9,0,0,3,0,0,0,9,4,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,4,0,12,0,0,0,0,5,4,6,13,5,30,25,97,14,190,4,6,9,10,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,5,4,0,0,0,7,0,20,0,0,0,0
POA3670,0,0,6,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,3,0,6,4,3,17,12,58,0,95,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3672,0,0,19,15,33,3,68,0,0,0,0,6,0,7,9,0,9,26,103,12,164,0,0,3,5,23,0,40,15,0,31,24,284,12,371,0,0,0,6,21,0,31,0,0,10,12,41,6,74,0,0,0,6,26,0,44,0,0,0,8,33,0,43,4,0,0,5,7,0,9,0,0,4,0,0,0,8,0,0,3,3,3,0,15,8,3,19,10,11,0,47,0,0,4,0,24,4,33,7,5,18,34,40,4,117,14,15,26,15,17,3,83,15,3,24,12,28,4,94,0,4,0,5,11,0,19,0,0,3,7,50,4,65,3,0,7,3,47,15,71,81,38,182,207,819,83,1402,0,0,11,18,12,0,46,0,0,0,4,3,0,3,0,4,8,11,21,0,53,0,0,0,0,0,0,0,8,0,13,10,20,0,55,0,0,3,3,4,0,12,4,0,14,9,58,8,94,0,0,4,11
POA3673,0,4,13,16,33,3,72,0,0,0,0,15,0,13,0,0,3,5,27,0,34,0,0,0,0,7,0,5,0,0,4,3,43,0,53,0,0,0,0,3,0,7,0,0,3,3,12,0,13,0,0,0,0,9,0,8,0,0,0,0,11,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,3,3,9,7,4,0,19,0,0,0,0,0,0,6,5,0,7,5,4,0,21,0,0,4,0,7,0,14,6,0,5,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,5,5,9,7,10,52,48,184,11,315,0,0,10,12,8,6,38,0,0,0,0,0,0,0,0,0,0,7,3,0,8,0,0,0,0,0,0,0,0,0,6,0,4,0,4,0,0,0,0,0,0,4,0,0,0,5,10,0,18,0,0,3,0
POA3675,0,0,17,7,34,0,59,0,0,0,0,3,0,4,0,0,3,6,26,4,39,0,0,0,6,0,0,6,0,0,5,0,50,0,50,0,0,4,3,4,0,11,0,0,0,6,13,3,19,0,0,0,0,3,0,6,0,0,0,0,11,3,15,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,11,0,0,0,0,6,0,12,3,0,4,10,9,0,29,0,4,12,0,5,0,26,0,0,6,6,8,0,21,0,0,0,0,0,0,3,0,0,0,0,15,0,19,0,0,0,0,11,5,17,3,11,65,46,208,14,359,0,0,5,4,10,0,24,0,0,0,0,0,0,0,0,0,7,6,4,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,8,0,0,5,5,9,6,19,0,0,0,0
POA3677,0,0,5,15,53,5,83,0,0,0,0,4,0,7,7,6,43,46,237,20,363,0,0,4,0,24,0,24,11,0,25,19,386,11,449,0,0,8,11,28,0,45,7,5,17,14,115,9,165,5,0,16,25,66,6,127,0,0,13,19,86,14,131,0,0,9,0,12,0,25,5,0,13,22,4,0,39,0,0,5,3,18,0,23,10,7,45,22,32,0,119,0,0,6,11,50,3,71,11,6,44,60,76,0,199,14,26,68,12,32,6,159,46,27,125,53,86,10,344,0,4,3,9,21,0,33,4,4,6,16,106,0,136,0,0,4,5,61,25,104,134,82,473,346,1504,116,2649,0,0,3,3,11,0,28,0,0,0,0,0,0,0,9,0,32,18,49,3,117,0,0,0,0,0,0,0,0,0,5,22,22,3,51,0,0,4,3,8,0,16,4,0,35,34,144,9,229,3,0,27,28
POA3678,5,6,23,26,87,5,156,0,0,0,3,8,0,15,3,0,26,19,117,0,168,0,0,0,0,6,0,8,0,5,11,8,187,5,210,0,0,5,6,21,7,37,0,0,3,7,42,0,55,0,0,4,5,17,0,29,0,0,8,7,29,4,48,4,0,0,0,3,0,11,0,6,5,6,0,0,11,0,0,0,3,5,3,14,5,0,19,11,12,0,49,0,0,9,11,11,0,29,5,4,24,23,35,0,91,10,15,29,8,12,0,65,11,3,31,16,14,0,65,6,0,3,9,12,0,20,0,0,3,6,44,0,56,0,0,6,0,22,0,39,50,47,211,167,685,35,1187,0,7,19,23,20,8,86,0,0,0,0,0,0,0,3,4,14,11,19,4,52,0,0,0,0,0,0,0,4,0,3,8,15,3,44,0,0,3,3,6,0,18,0,3,14,8,33,4,65,0,0,8,17
POA3682,0,4,8,3,19,0,34,0,0,0,0,0,0,0,0,0,3,5,11,0,17,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,5,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,5,0,5,0,4,12,14,69,3,107,0,0,3,8,4,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0
POA3683,0,0,3,3,8,0,14,0,0,0,0,0,0,0,0,0,0,0,31,5,41,0,0,0,0,0,0,0,0,0,0,5,36,0,43,0,0,0,0,8,0,14,0,0,3,5,7,0,14,0,0,0,0,4,0,6,0,0,0,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,8,0,0,0,0,8,0,10,0,0,0,3,14,4,28,0,0,0,0,4,0,12,0,3,3,6,4,0,15,0,0,0,5,0,0,6,0,0,0,0,10,0,14,0,0,0,0,17,5,16,9,3,21,34,179,13,257,3,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,4,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,4,12,0,23,0,0,5,0
POA3685,0,0,14,10,46,0,65,0,0,4,0,0,0,9,0,0,22,15,55,4,106,0,0,0,0,3,0,3,0,0,0,4,62,5,68,0,0,0,0,4,0,8,0,0,4,6,14,0,19,0,0,3,3,13,0,17,0,0,3,0,21,0,28,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,0,5,6,7,0,21,0,0,0,0,3,0,5,4,0,6,5,10,0,23,3,3,3,4,8,0,24,0,3,8,4,9,0,24,0,0,0,0,0,0,0,0,0,3,0,16,0,20,0,0,0,0,10,0,16,17,11,79,59,282,19,456,0,0,6,7,7,4,26,0,0,0,0,0,0,0,7,0,28,9,18,0,60,0,0,0,0,0,0,0,0,0,3,6,3,0,8,0,0,0,0,5,0,5,0,0,4,13,12,3,29,0,0,10,7
POA3687,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,3,3,38,0,44,0,0,0,0,3,0,3,0,0,0,0,27,0,26,0,0,0,0,7,0,7,0,0,0,0,3,0,10,0,0,0,0,11,0,8,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,4,0,4,0,0,0,6,0,0,3,0,3,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,5,0,6,17,15,114,4,150,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,10,0,13,0,0,0,3
POA3688,0,0,4,4,9,0,20,0,0,0,0,0,0,4,4,0,5,3,38,0,48,0,0,0,0,4,0,8,0,0,0,0,24,0,31,0,0,0,0,10,0,14,0,0,0,0,16,6,18,0,0,0,0,5,0,7,0,0,0,0,19,0,17,0,0,0,3,3,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,0,0,0,0,5,0,0,6,3,8,0,17,0,7,5,3,4,0,8,0,0,0,3,6,0,13,0,0,0,0,0,0,3,0,0,0,0,9,0,9,0,0,0,0,11,0,8,8,3,24,33,166,15,247,0,0,6,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0
POA3690,7,0,14,12,30,4,62,0,0,0,0,16,0,18,21,9,119,100,557,21,825,0,0,4,15,41,0,59,4,6,25,68,777,20,900,0,6,24,19,110,0,156,13,5,40,68,225,3,357,7,0,23,28,122,8,190,0,4,24,53,220,17,320,0,0,4,14,21,0,43,7,0,17,31,18,0,78,0,0,0,6,24,0,39,15,16,97,49,59,3,244,6,7,22,18,67,4,118,37,29,110,156,256,10,590,49,37,97,47,69,0,304,67,29,136,87,123,12,453,0,0,7,0,26,0,29,3,0,18,18,191,3,234,5,3,21,19,141,21,213,244,152,800,806,3085,141,5230,3,0,0,10,13,3,28,0,0,4,0,0,0,4,11,10,51,40,83,8,196,0,0,0,0,12,0,16,3,0,21,37,68,6,142,3,0,7,11,46,3,61,7,9,46,97,249,18,422,0,0,27,34
POA3691,8,4,23,28,103,10,181,0,0,0,0,11,0,11,7,5,34,32,186,13,272,0,0,3,8,27,0,39,7,0,18,39,419,9,490,0,0,10,4,58,4,82,0,0,13,17,77,0,110,0,0,11,7,20,0,42,4,0,6,8,84,0,103,0,0,3,3,7,0,15,3,4,9,5,0,0,24,0,0,0,0,15,0,16,7,9,37,20,20,3,97,0,0,5,8,26,0,41,19,15,79,104,197,13,418,20,22,54,13,20,0,135,21,6,55,22,31,0,141,0,0,3,5,3,0,13,0,0,7,9,81,6,92,5,0,3,4,49,5,71,97,80,377,343,1437,70,2403,7,3,23,29,38,10,110,0,0,0,0,0,0,0,6,8,24,22,32,3,86,0,0,3,0,0,0,5,6,0,15,27,39,4,87,0,0,0,4,9,5,19,0,0,24,31,67,8,127,7,0,6,7
POA3695,0,0,0,4,7,4,21,0,0,0,0,0,0,0,0,0,0,3,5,0,10,0,0,0,0,0,0,0,0,0,0,5,28,0,30,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,4,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,3,0,11,11,62,0,92,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
POA3697,0,4,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,12,0,0,0,0,12,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,6,0,0,0,5,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,7,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,6,20,10,51,4,97,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0
POA3698,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,10,0,0,6,3,11,0,24,0,0,3,7,16,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,6,0,9,0,17,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,7,3,0,0,18,0,0,0,0,6,0,11,3,0,0,3,0,0,9,5,4,7,0,0,0,16,0,0,7,0,6,0,16,0,0,3,7,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,7,44,28,81,4,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,4,8
POA3699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,8,0,6,0,0,5,0,14,0,25,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,14,3,29,3,55,0,0,3,3,18,0,25,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,3,0,3,0,3,0,7,0,0,3,3,5,0,10,0,0,6,0,0,0,11,3,4,6,0,3,0,16,0,0,3,4,0,0,3,0,0,3,4,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,8,51,22,117,4,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,14,7
POA3700,0,0,0,7,10,0,21,0,0,0,0,0,0,0,0,0,0,0,23,12,38,0,0,0,0,0,0,0,0,0,0,5,34,0,42,0,0,0,0,0,0,0,0,0,0,0,15,0,11,0,0,0,0,3,0,3,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,10,0,0,0,0,0,0,3,0,0,3,8,7,0,14,0,0,0,4,4,0,12,0,0,4,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,8,0,10,8,8,28,22,142,18,215,0,3,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,0
POA3701,0,0,9,8,45,6,63,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,5,0,4,0,0,0,0,19,0,19,0,0,0,4,3,0,3,0,0,0,0,0,0,4,0,0,0,3,5,0,9,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,4,10,0,9,0,3,5,0,0,0,6,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,15,22,105,12,158,0,4,8,11,16,0,44,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,7,0,10,0,0,0,0,9,0,9,0,0,4,0
POA3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3705,0,0,0,5,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,0,33,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0
