POA_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
POA3622,9,12,9,0,22,38,11,46,3,143,0,0,4,4,7,11,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,14,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,6,0,9,4,0,0,0,0,0,0,13,0,3,9,4,4,3,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA3623,12,17,16,14,23,40,27,45,8,201,0,9,5,0,0,13,0,5,0,36,0,0,0,0,0,0,0,0,0,0,0,4,6,0,6,3,0,3,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,6,0,11,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,4,0,15,10,9,9,13,4,3,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3624,3,8,8,3,20,24,6,45,7,122,0,3,4,4,0,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,3,5,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3629,94,200,111,90,422,548,162,323,37,1984,6,21,5,16,41,18,0,21,0,130,0,0,0,0,0,0,0,0,0,0,7,12,11,8,21,27,3,11,0,110,0,0,0,0,6,7,0,0,0,22,6,6,8,3,5,14,0,0,0,44,0,4,8,0,5,6,0,0,0,25,23,53,59,22,42,14,4,4,0,231,16,58,17,14,13,9,5,5,0,134,0,8,9,3,8,4,0,0,0,33,0,3,4,0,3,6,0,0,0,14,0,0,6,0,9,5,0,0,0,30,0,0,3,0,8,0,0,0,0,12,6,9,10,7,15,13,0,3,0,69,0,19,8,3,18,8,3,3,0,65,3,8,14,18,19,19,4,3,0,88,14,29,22,35,49,36,9,17,4,205,23,72,119,104,102,50,16,20,4,523,4,6,6,0,4,0,0,4,0,24,13,16,7,10,22,7,0,4,0,85
POA3630,245,675,465,374,1582,1731,558,929,179,6733,6,18,31,34,58,53,15,11,6,223,0,0,0,0,0,0,0,0,0,0,11,50,16,24,66,58,26,15,4,272,4,7,3,5,17,22,0,0,0,62,4,18,29,10,36,29,4,3,0,136,0,9,12,3,28,12,5,3,0,70,47,254,159,85,149,58,21,14,11,795,45,218,70,32,48,42,3,18,6,482,3,15,16,4,20,17,6,10,0,87,5,5,3,8,19,8,0,4,0,52,4,5,12,10,30,23,4,3,6,84,4,10,11,8,17,10,8,10,0,69,12,43,42,22,80,35,10,14,0,260,10,59,38,34,58,48,7,14,7,283,15,35,28,19,77,65,10,25,4,274,38,114,115,98,202,113,59,90,3,831,129,293,357,370,393,320,51,90,21,2022,13,8,7,5,14,5,0,0,0,44,14,68,51,29,53,20,9,6,4,245
POA3631,129,311,223,179,778,1026,365,763,61,3837,6,32,20,17,34,33,6,14,5,160,0,0,0,0,0,0,0,0,0,0,3,26,21,11,36,29,14,17,0,165,0,4,5,8,14,24,0,7,0,59,3,20,11,15,26,20,5,16,5,119,3,8,7,3,9,9,5,4,0,51,26,141,67,42,61,28,6,10,4,387,27,100,27,16,22,11,0,11,4,225,4,8,12,0,17,16,0,4,0,66,0,6,0,0,8,5,0,0,0,22,7,10,3,8,14,9,5,6,0,62,0,4,0,3,9,6,0,3,0,36,7,17,27,17,37,23,6,14,0,161,3,15,17,9,18,12,3,3,0,81,13,14,9,30,41,35,10,12,0,157,27,68,85,60,102,78,27,42,6,492,54,128,178,178,195,150,20,43,3,951,6,10,5,3,3,3,0,4,0,28,13,27,23,12,32,12,0,8,0,139
POA3633,7,20,11,4,37,38,9,46,3,175,0,3,4,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,4,0,0,0,16,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,6,0,4,0,27,0,10,3,7,9,7,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3634,22,39,17,24,74,129,31,138,17,504,0,5,8,3,9,7,0,8,0,49,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,4,3,0,0,20,0,0,0,0,0,4,0,0,0,4,3,5,0,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,3,11,8,10,9,3,0,0,0,41,0,11,0,0,4,5,0,0,0,16,0,3,3,0,0,0,0,5,0,13,0,0,0,0,0,4,0,0,0,3,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,4,6,3,4,0,0,3,4,0,20,0,3,0,0,0,0,0,0,0,14,0,0,0,4,8,5,0,0,0,19,4,7,8,10,6,9,3,4,0,60,9,19,22,29,22,20,3,5,3,126,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,0,0,0,16
POA3635,11,15,9,7,19,44,12,30,9,155,0,4,0,8,0,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,3,0,0,0,18,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,7,4,5,8,10,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
POA3636,57,79,47,56,210,308,87,235,43,1123,7,23,9,14,21,13,5,19,4,107,0,0,0,0,0,0,0,0,0,4,0,3,0,0,10,9,5,0,0,44,0,0,0,0,0,3,0,0,0,4,0,4,4,0,5,4,0,3,0,23,0,5,0,0,5,4,0,0,0,17,6,38,27,15,19,14,4,12,0,129,8,36,7,0,7,8,0,5,0,71,0,7,5,3,6,6,0,3,0,27,0,4,0,0,0,3,4,0,0,11,3,0,0,3,7,4,0,0,0,22,0,0,0,0,8,0,0,0,0,7,9,4,11,3,8,16,0,0,0,50,4,12,0,0,3,4,0,0,4,24,4,0,3,6,4,8,0,0,0,30,3,19,27,11,31,20,7,13,0,125,15,51,58,68,49,46,10,16,3,318,0,0,3,0,0,0,0,0,0,10,0,9,9,3,10,4,0,4,5,42
POA3637,3,10,11,3,27,35,11,61,6,161,4,8,9,3,3,3,5,9,0,37,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,5,0,0,0,0,20,0,10,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,14,3,5,6,9,0,7,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3638,17,51,19,34,75,117,43,143,22,519,0,3,4,6,6,3,3,12,0,55,0,0,0,0,0,0,0,0,0,0,0,10,9,3,10,10,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13,0,0,3,6,0,0,0,0,0,8,0,21,8,3,7,6,0,0,4,47,4,3,7,0,3,3,4,4,0,25,0,0,3,4,6,4,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,20,0,3,0,3,0,4,0,0,0,8,0,0,4,0,5,5,0,0,0,16,7,11,11,11,16,12,4,6,0,67,8,17,25,35,10,20,0,3,7,126,0,0,0,0,0,0,0,0,0,4,0,4,3,7,0,3,4,0,0,18
POA3639,10,6,7,4,14,28,4,42,3,118,0,5,0,4,0,5,0,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,4,0,15,3,3,3,0,0,3,0,0,0,19,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
POA3640,12,16,9,20,54,50,20,82,8,274,0,18,5,12,18,13,0,8,0,80,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,4,3,3,5,3,0,0,0,27,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,9,3,0,0,0,0,0,16,3,11,11,10,0,3,5,3,0,54,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
POA3641,14,18,15,14,44,88,37,67,9,305,0,10,3,0,3,3,0,8,0,30,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,11,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,3,3,3,3,0,0,0,25,0,15,5,0,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,4,3,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,9,0,0,7,5,12,0,0,0,0,26,3,9,6,14,10,10,0,3,0,53,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5
POA3644,90,191,150,119,348,482,183,439,54,2059,3,40,19,15,25,14,4,32,5,154,0,0,0,0,0,0,0,0,0,0,11,14,18,13,27,32,22,10,3,157,0,0,0,0,5,0,0,0,0,8,0,12,5,9,15,9,0,5,0,51,0,4,3,3,0,3,0,0,0,16,13,68,42,33,33,23,8,5,8,225,16,78,33,14,15,7,3,8,4,177,0,3,8,4,7,4,0,0,0,31,0,7,4,0,0,0,0,0,0,9,4,4,3,3,5,6,3,0,0,32,0,0,3,0,3,3,0,3,0,19,4,4,20,6,26,16,0,7,0,82,0,28,27,3,16,3,4,0,0,83,10,5,11,7,16,13,5,6,0,71,14,32,30,24,49,21,13,29,4,221,16,60,94,82,61,49,4,10,8,386,0,0,4,0,5,0,0,0,0,15,11,14,7,13,6,8,0,5,4,69
POA3646,3,3,11,8,30,29,12,43,11,150,0,7,3,0,0,4,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,7,0,5,0,0,0,0,13,0,6,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,10,0,0,0,0,3,4,0,0,0,10,0,4,0,0,4,0,0,5,0,20,8,6,0,3,4,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA3647,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3649,5,8,7,4,18,25,9,37,5,119,0,4,3,3,4,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,5,17,0,5,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,0,3,0,0,0,0,11,0,0,7,5,4,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3658,73,139,95,69,321,411,144,287,32,1563,0,3,7,0,8,3,0,3,0,29,4,0,0,0,0,0,0,0,0,3,7,14,10,4,21,34,6,5,0,105,0,0,0,0,0,3,0,0,0,7,4,17,12,8,7,17,0,0,0,64,3,3,6,0,4,8,0,0,0,29,7,41,38,17,32,14,5,12,0,147,15,40,15,0,0,6,0,7,0,78,5,7,10,9,9,12,0,0,0,45,0,4,0,0,0,0,0,0,0,6,0,3,3,0,3,13,0,3,0,24,0,0,4,0,3,0,0,0,0,11,3,9,11,5,15,6,0,5,0,57,5,20,8,4,10,8,0,3,0,54,13,22,12,13,31,25,7,4,0,124,15,20,21,16,38,14,10,23,0,148,23,52,68,49,44,44,11,14,0,299,0,3,0,5,3,4,0,0,0,14,5,10,10,3,9,7,0,5,0,44
POA3659,8,17,14,5,32,42,21,48,8,200,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,3,3,4,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,16,0,0,3,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,6,0,0,4,0,8,5,0,0,0,24,0,0,9,3,5,0,3,0,0,25,0,5,10,9,10,4,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
POA3660,84,165,121,96,362,445,120,272,47,1722,3,16,13,3,20,7,7,16,0,85,0,0,0,0,0,0,0,0,0,0,8,27,6,3,12,18,4,0,0,86,0,0,0,0,0,6,0,0,0,5,6,9,4,3,18,9,8,8,0,65,0,5,0,7,3,8,3,0,0,24,10,47,49,24,25,26,6,8,3,202,22,80,30,10,9,7,4,10,5,171,6,5,8,3,10,8,5,7,0,48,0,0,5,0,0,0,0,0,0,5,0,3,3,4,5,5,0,4,0,30,4,4,5,0,6,0,0,0,0,17,3,3,14,12,10,9,7,11,0,63,3,20,8,9,10,4,0,0,0,52,4,17,14,12,43,26,6,8,0,136,8,10,21,30,36,20,9,25,0,163,28,57,68,78,52,47,13,21,0,361,5,6,9,4,0,7,0,0,0,28,5,8,4,3,5,8,0,0,0,40
POA3662,12,10,8,4,44,191,74,140,9,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,10,0,7,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,12,3,0,4,0,12,28,9,11,0,71,0,8,6,6,3,0,0,3,0,20,6,4,4,3,7,4,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6
POA3663,4,5,4,0,6,16,0,24,0,58,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,5,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3664,11,33,14,12,53,70,22,63,0,283,6,0,3,4,11,4,0,6,0,31,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,4,4,10,4,0,6,4,0,0,0,29,0,12,0,0,7,4,0,0,0,19,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,13,0,4,0,0,0,0,0,0,0,7,4,3,4,6,0,5,0,0,0,22,4,5,0,0,13,3,0,5,4,35,0,17,11,10,6,4,0,0,0,56,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,3,0,0,6
POA3665,4,4,4,6,16,21,3,24,5,96,0,0,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,5,4,0,3,0,15,0,4,5,3,5,0,0,0,0,16,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
POA3666,60,118,77,75,179,262,56,246,30,1107,12,31,17,13,13,34,4,27,7,161,0,0,0,0,0,0,0,0,0,0,3,6,9,10,5,5,0,0,0,30,0,0,0,0,0,3,0,0,0,6,0,4,3,4,0,0,0,0,0,18,3,3,0,0,3,8,0,0,0,13,10,19,11,12,25,18,0,3,0,102,18,25,10,0,6,10,5,8,4,75,0,3,6,3,0,5,0,0,0,20,0,8,5,0,4,0,0,0,0,18,0,0,0,6,0,6,0,0,0,19,0,4,0,0,0,3,0,0,0,11,0,9,9,0,13,17,6,9,0,59,0,8,3,0,0,0,0,0,0,20,8,11,11,3,14,24,0,4,0,74,11,19,19,13,14,17,8,19,4,113,20,31,39,46,28,26,4,17,6,216,0,0,4,0,19,13,3,0,0,41,5,10,5,4,0,3,0,0,0,22
POA3669,12,23,23,18,38,80,11,61,11,288,0,10,8,8,0,10,0,8,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,10,0,4,3,0,0,8,0,32,0,9,0,0,4,0,0,0,0,11,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,5,3,0,0,0,0,0,13,0,5,4,0,0,4,0,0,0,8,0,0,5,8,9,3,0,0,0,19,3,7,4,3,3,6,0,5,0,31,5,21,12,21,10,0,0,3,0,80,0,3,0,0,6,0,0,0,0,9,0,0,3,0,0,0,0,0,0,11
