POA_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
POA5044,9,66,0,13,8,0,0,0,0,99,4,23,0,3,0,0,0,0,0,31,112,518,18,78,90,22,0,9,10,849,0,0,0,0,0,0,0,0,0,0,26,62,0,30,39,12,0,6,4,188,30,39,7,60,51,17,0,0,5,209,21,10,41,93,105,28,0,9,3,307,4,3,4,8,11,0,0,4,0,36,6,5,5,7,24,9,0,0,0,50,0,5,0,0,4,0,0,0,0,10,3,8,0,14,9,0,0,0,10,48,287,902,85,309,357,91,3,41,32,2114,6,9,0,0,5,0,0,0,0,15,19,73,0,0,3,0,0,0,0,90,116,217,7,17,26,10,8,9,4,401,3,13,0,0,4,0,0,0,0,19,22,87,5,17,8,0,0,0,0,140,17,27,0,4,6,0,0,0,0,51,264,849,46,111,139,54,10,25,18,1526,0,0,0,0,0,0,0,0,0,3
POA5045,22,69,6,20,15,4,0,0,4,135,0,28,0,4,6,0,0,0,0,45,165,667,25,126,147,56,0,26,10,1230,0,0,0,4,0,0,0,0,0,5,40,42,10,46,48,14,0,9,5,214,47,57,19,77,80,17,4,5,8,310,41,32,62,101,124,54,4,19,4,435,0,6,7,11,15,10,0,0,0,51,11,6,6,26,28,15,0,9,0,96,5,3,0,5,5,3,0,3,0,28,3,7,0,9,8,0,0,5,5,53,420,1214,139,467,495,177,11,87,31,3036,4,10,0,0,0,0,0,0,0,15,24,122,0,3,4,0,0,0,0,155,132,331,18,52,51,19,11,13,6,629,7,19,0,5,4,0,0,0,0,32,41,114,12,26,19,6,0,0,3,221,8,41,0,9,4,6,0,0,0,62,372,1169,92,200,222,97,28,64,20,2260,0,0,0,4,0,0,0,0,0,6
POA5046,12,42,0,19,3,0,0,0,0,75,0,17,0,0,4,0,0,0,0,24,58,400,22,105,83,32,0,8,4,710,0,0,0,0,0,4,0,0,0,9,16,27,6,25,18,7,0,0,0,97,24,33,8,62,52,8,3,3,3,194,24,23,40,93,92,39,0,18,5,328,0,0,3,0,5,9,0,0,0,22,3,3,4,13,20,10,0,0,0,54,0,3,0,0,6,0,0,0,0,11,0,9,0,6,3,0,0,4,9,33,164,711,91,360,309,102,9,40,26,1803,0,3,0,0,0,0,0,0,0,10,6,53,0,0,0,0,0,0,0,71,57,209,11,56,29,8,3,6,12,391,0,12,0,0,4,0,0,0,0,17,14,58,3,15,3,0,0,0,0,111,6,29,0,3,6,0,0,0,0,36,132,664,58,145,112,60,14,30,13,1237,0,0,0,0,0,4,0,0,0,7
POA5047,6,44,0,16,3,0,0,0,0,65,0,14,0,0,0,0,0,0,0,22,37,341,18,102,77,30,0,14,5,627,0,0,0,0,3,0,0,0,0,3,11,17,0,17,19,0,0,5,0,72,19,21,9,61,26,8,0,4,3,152,27,24,41,101,78,31,0,14,6,324,6,0,0,8,5,7,0,6,0,34,0,4,0,7,15,8,0,4,0,46,5,4,0,8,0,0,0,0,0,15,0,5,3,9,4,4,0,6,3,38,119,627,80,365,257,89,4,60,26,1632,0,5,0,0,0,0,0,0,0,7,4,55,0,0,0,0,3,0,0,69,32,186,4,60,27,6,3,19,0,339,0,6,0,0,0,0,0,0,0,5,7,57,3,17,9,0,0,0,0,90,3,19,0,0,0,4,0,0,0,30,100,533,53,148,112,45,24,48,18,1080,0,0,0,0,3,0,0,0,0,3
POA5048,16,81,0,17,13,0,0,0,0,135,21,38,0,0,9,3,0,0,0,69,138,650,16,120,129,33,0,13,13,1119,0,3,0,0,0,0,0,0,0,4,33,55,0,44,36,13,0,0,0,182,33,53,14,76,64,16,0,3,4,257,36,37,52,149,104,46,0,23,5,445,4,3,3,7,6,3,0,0,0,35,3,6,3,15,31,10,0,3,0,70,0,4,0,3,5,0,0,0,0,22,5,4,6,11,8,0,0,0,5,38,352,1172,106,475,414,133,9,59,36,2752,0,9,0,0,0,0,0,0,0,9,24,127,3,0,4,0,5,0,0,162,109,294,17,47,33,7,3,14,5,536,0,14,0,0,0,0,0,0,0,14,35,120,5,24,18,7,0,0,0,203,29,50,0,3,10,5,0,0,0,96,305,1042,59,165,189,71,17,26,25,1910,0,0,0,0,0,0,0,0,0,7
POA5049,12,40,3,13,5,0,0,0,5,71,7,22,0,0,3,0,0,0,0,39,85,450,21,78,87,22,0,5,12,758,0,0,0,0,0,0,0,0,0,0,23,41,7,34,25,0,0,0,0,139,37,32,7,51,45,14,0,4,9,203,38,29,42,89,91,43,6,14,3,350,3,4,4,11,7,5,0,3,0,36,6,6,6,8,20,6,0,6,0,50,0,10,0,8,8,0,0,0,0,16,3,8,4,9,9,0,0,3,4,36,265,840,92,314,319,101,8,40,26,2001,0,10,0,0,0,0,0,0,0,14,13,97,0,0,3,0,0,0,0,118,73,218,13,26,28,5,3,5,0,363,4,15,0,0,0,0,0,0,0,22,19,62,8,13,10,0,0,0,5,117,16,31,0,5,4,0,0,3,0,54,199,710,62,123,129,46,7,25,13,1312,0,0,0,0,0,0,0,3,0,3
POA5050,9,43,0,10,6,0,0,0,0,66,3,15,0,3,0,0,0,0,0,16,59,238,6,51,53,15,4,3,0,445,0,0,0,0,0,0,0,0,0,0,6,19,0,10,15,6,0,0,0,61,10,14,3,33,16,9,0,0,0,81,19,12,16,37,45,6,0,5,0,142,0,0,0,3,10,4,0,0,0,16,3,0,3,6,12,7,0,0,0,25,0,0,0,0,0,3,0,0,0,4,0,3,0,3,4,3,0,0,0,19,132,479,37,171,175,47,5,21,10,1081,0,0,0,0,0,0,0,0,0,4,13,97,0,0,11,0,0,0,0,122,33,148,3,20,19,0,0,3,4,232,0,3,0,0,0,0,0,0,0,9,13,58,0,10,15,0,0,0,0,98,11,16,0,7,0,0,0,3,0,37,131,429,36,74,79,28,8,21,5,813,0,0,0,0,0,0,0,0,0,0
POA5051,16,117,5,9,12,5,0,0,0,166,14,59,0,6,8,0,0,0,0,85,149,803,29,109,141,37,8,16,14,1303,0,0,0,0,0,0,0,0,0,0,23,67,3,32,52,6,0,8,0,201,33,46,16,60,70,12,0,3,5,236,20,43,51,121,131,38,4,10,0,423,5,5,0,8,22,6,0,3,0,52,11,5,0,15,20,4,0,0,0,64,0,3,0,3,6,0,0,0,0,25,11,13,3,9,0,3,0,0,0,43,357,1519,105,389,495,112,13,52,32,3077,4,18,0,0,0,0,0,0,0,23,20,219,6,3,8,0,0,0,0,269,120,375,8,23,32,4,3,7,7,574,3,22,0,0,0,0,0,5,0,29,39,194,4,20,23,4,0,4,0,286,27,74,0,5,12,0,0,0,0,115,351,1311,78,170,195,63,14,40,15,2248,0,0,0,0,0,0,0,0,0,3
POA5052,14,62,0,4,9,0,0,0,0,93,0,19,0,0,3,0,0,0,0,30,76,384,17,50,56,20,0,4,6,604,0,0,0,0,0,0,0,0,0,0,8,29,0,20,18,3,0,0,0,86,14,15,0,24,24,7,0,0,5,94,18,10,18,37,21,9,0,0,0,111,3,0,0,6,0,3,0,0,0,14,11,3,7,4,3,0,0,0,0,29,0,8,0,6,3,0,0,0,0,11,4,0,0,4,7,0,0,0,3,15,190,682,40,164,156,49,6,14,15,1312,3,4,0,0,0,0,0,0,0,12,16,131,0,5,3,0,0,0,0,152,76,168,4,19,11,3,0,3,3,291,4,5,0,0,0,0,0,4,0,12,19,100,4,14,10,0,4,0,3,147,12,30,0,7,4,0,0,0,0,45,200,654,38,79,91,30,6,8,7,1109,0,0,0,0,0,0,0,0,0,0
POA5061,24,78,0,6,7,6,0,0,0,121,6,7,0,0,0,0,0,0,0,20,149,544,28,57,112,45,0,6,4,942,0,0,0,5,0,0,0,0,0,5,23,33,5,14,26,4,0,4,0,106,24,33,8,25,24,5,0,8,3,132,17,8,27,30,38,22,0,3,5,149,0,0,0,3,3,3,0,0,0,7,5,4,0,9,7,0,0,0,0,28,7,5,0,3,0,0,0,0,0,13,3,12,0,4,5,0,0,0,6,33,329,969,85,178,264,90,5,30,33,1971,4,8,0,0,4,0,0,0,0,9,31,193,3,3,3,0,0,0,3,241,158,315,15,21,49,17,6,10,12,603,10,14,0,0,3,3,0,3,0,30,55,129,0,10,11,6,0,0,0,211,12,15,0,0,4,0,0,0,0,34,366,1058,66,96,154,71,12,30,17,1870,0,0,0,5,0,0,0,0,0,5
POA5062,22,130,0,9,14,7,0,6,5,193,9,32,0,3,5,0,0,0,0,51,193,864,33,102,196,41,3,22,9,1469,0,0,0,0,0,0,0,0,0,0,24,62,4,30,42,9,0,4,0,180,32,34,10,40,63,12,0,5,0,196,32,26,34,63,75,25,0,10,8,279,4,5,5,4,11,3,0,0,0,28,8,11,3,6,23,7,0,0,0,68,4,7,0,0,4,0,0,0,0,23,7,10,0,6,10,7,0,4,5,43,437,1560,108,293,488,122,7,58,32,3100,4,20,3,0,0,0,0,0,0,20,35,266,3,0,12,0,0,0,0,320,206,442,21,34,56,12,6,17,8,795,7,30,0,3,0,0,0,0,0,37,52,198,5,14,21,4,0,0,6,309,14,35,0,4,7,0,0,0,0,68,490,1595,83,158,270,97,17,54,28,2790,0,0,0,0,0,0,0,0,0,7
POA5063,20,96,3,18,24,0,0,0,0,171,12,29,0,0,6,6,0,0,0,44,170,709,37,105,153,55,3,20,10,1265,0,0,0,0,0,0,0,0,0,4,18,48,6,28,23,11,0,9,0,144,31,33,12,37,45,16,0,5,7,184,23,19,41,59,43,36,0,7,3,231,0,3,0,3,11,3,0,0,3,22,4,3,7,3,16,12,0,3,0,45,0,14,0,3,4,0,0,0,0,22,4,10,0,0,3,5,0,0,4,29,343,1318,121,295,383,149,10,59,30,2699,3,9,0,0,0,0,0,0,0,18,27,209,0,6,5,7,0,4,0,258,145,446,24,52,60,23,9,12,4,771,10,12,0,0,5,0,0,0,0,27,43,155,4,27,37,0,0,0,0,277,20,43,5,0,4,0,0,0,0,74,388,1314,87,156,238,87,28,55,20,2376,0,0,0,0,0,0,0,0,0,4
POA5064,14,69,0,6,12,0,0,0,0,104,6,12,0,0,4,0,0,0,0,19,116,466,18,52,123,25,0,12,7,824,0,0,0,0,0,0,0,0,0,0,6,35,0,10,30,9,0,8,0,99,19,26,0,32,27,9,0,4,3,120,11,5,11,31,37,17,0,8,0,137,0,0,0,6,7,0,0,0,0,16,9,6,3,7,14,4,0,0,0,38,3,6,6,3,4,0,0,0,0,16,0,11,0,3,4,0,0,0,5,21,261,903,49,170,295,74,6,42,26,1835,9,7,3,0,0,0,0,0,0,13,19,196,9,3,5,0,0,6,0,230,161,356,9,29,59,10,4,17,10,661,0,19,0,0,3,0,0,0,0,22,39,105,0,6,11,4,0,0,0,172,13,20,0,0,0,0,0,0,0,38,295,954,61,86,159,56,12,38,16,1671,0,0,0,0,0,0,0,0,0,0
POA5065,14,77,0,14,14,0,0,0,3,121,10,16,0,3,0,0,0,0,0,24,123,539,35,81,147,33,3,26,10,993,0,0,0,0,0,0,0,0,0,0,18,34,4,13,30,6,0,3,0,108,19,18,4,26,17,12,0,9,0,99,16,6,18,42,44,18,0,5,0,162,0,0,3,0,8,4,0,0,0,20,4,0,0,8,8,5,0,0,0,31,0,8,0,0,3,0,0,0,0,11,0,10,0,3,6,5,0,0,0,25,276,993,71,220,311,92,4,57,23,2052,3,9,0,0,0,0,0,0,0,8,17,161,3,4,6,0,0,0,0,191,166,408,21,42,75,21,12,11,8,754,5,18,0,3,0,0,0,0,0,26,28,123,3,14,14,0,0,5,4,188,9,23,0,3,0,0,0,0,0,39,294,1050,87,120,209,71,14,48,23,1921,0,0,0,0,0,0,0,0,0,0
POA5066,23,98,0,11,21,5,0,0,0,158,3,20,0,0,3,0,0,0,0,35,142,658,14,65,151,38,4,10,10,1101,0,0,0,0,0,0,0,0,0,0,21,36,4,28,32,12,0,5,0,145,27,28,13,24,34,13,6,3,9,143,27,8,24,31,41,15,5,3,0,154,0,0,0,4,4,0,0,0,0,14,8,10,3,9,28,9,0,0,5,73,0,13,0,0,4,0,0,0,0,20,7,15,0,0,7,0,0,0,3,39,349,1211,66,195,383,103,9,34,35,2385,0,10,0,0,3,0,0,0,0,16,43,251,0,0,4,0,0,0,0,301,204,409,5,17,81,15,3,17,13,775,7,27,0,0,0,0,0,0,0,37,51,150,0,12,27,6,0,0,3,252,12,34,0,3,3,0,0,0,0,54,383,1260,52,110,214,87,19,35,23,2177,0,0,0,0,0,0,0,0,0,0
POA5067,16,84,0,7,16,0,3,0,3,130,5,19,0,0,4,0,0,0,0,29,141,573,36,104,116,40,4,26,3,1040,0,0,0,0,0,0,0,0,0,0,18,39,3,14,24,14,0,3,0,121,23,22,11,24,27,4,0,7,0,111,14,17,25,49,68,23,0,4,4,208,4,5,5,9,9,3,0,0,0,31,0,3,0,4,15,4,0,0,0,38,0,0,0,3,3,0,0,0,0,12,6,7,3,4,5,0,0,3,4,39,308,1114,91,251,326,113,12,51,19,2280,0,6,0,5,0,0,0,0,0,14,29,183,5,4,4,0,0,0,0,233,127,450,27,38,63,21,14,19,11,773,6,16,0,0,0,0,0,0,0,29,30,137,8,8,20,3,3,0,4,204,11,29,0,0,3,3,0,0,0,48,328,1154,91,152,167,95,23,63,15,2088,0,0,0,0,0,0,0,0,0,3
POA5068,15,83,0,12,12,0,0,0,0,127,6,19,0,4,4,0,0,0,0,29,146,694,28,109,137,35,0,16,17,1180,0,0,0,4,0,0,0,0,0,0,21,44,0,14,27,13,0,3,0,130,29,15,7,44,40,11,0,5,4,150,24,13,36,72,49,28,0,8,3,241,0,4,0,4,4,4,0,4,0,23,9,0,0,19,17,4,0,0,0,58,4,5,3,6,0,8,0,0,0,22,5,0,0,5,6,0,0,0,0,23,307,1178,98,305,347,115,13,49,32,2445,4,11,0,0,0,0,0,0,0,19,24,179,5,3,7,3,0,0,4,223,116,381,30,39,58,26,7,13,11,678,4,7,0,6,4,0,0,0,0,27,39,131,5,12,17,3,0,0,3,219,5,32,3,4,4,0,0,0,0,42,339,1239,86,155,215,66,18,52,34,2200,0,0,0,4,0,0,0,0,0,0
POA5069,15,84,3,3,12,0,0,0,0,115,4,16,0,0,0,0,0,0,0,25,101,471,22,58,101,26,3,7,13,799,0,0,0,0,0,0,0,0,0,0,15,27,0,17,13,7,0,0,0,83,21,27,3,23,20,5,0,4,0,105,21,20,23,34,43,17,0,6,3,162,3,0,0,5,4,3,0,0,0,13,0,0,0,4,13,6,0,0,0,28,0,3,0,0,0,0,0,0,0,5,5,3,0,3,3,0,0,0,4,21,246,917,59,165,243,61,9,28,25,1751,0,9,0,0,4,0,0,0,0,19,25,162,0,0,5,0,0,0,0,189,109,277,6,28,36,7,0,17,7,490,4,18,0,0,0,0,0,0,0,26,34,123,5,8,12,4,0,4,0,182,5,25,0,3,3,0,0,0,0,37,249,958,65,77,147,54,22,26,16,1620,0,0,0,0,0,0,0,0,0,0
POA5070,22,87,0,13,15,0,0,8,0,141,7,16,0,0,0,0,0,0,0,35,129,701,38,135,185,47,7,41,14,1299,0,0,0,0,0,0,0,0,0,0,23,35,7,25,34,10,0,3,0,146,33,28,17,76,58,11,0,14,0,234,27,22,41,103,80,34,10,17,0,333,4,4,4,6,9,3,0,7,0,35,7,5,9,13,15,4,0,3,0,55,0,9,5,3,9,0,0,4,0,28,3,13,3,5,12,0,0,4,8,44,322,1225,125,446,500,139,20,102,28,2913,0,7,0,0,4,0,0,0,0,17,14,163,0,4,4,0,0,0,3,198,146,423,34,98,105,32,24,36,8,903,8,19,4,8,5,0,0,0,0,39,38,134,0,9,22,3,0,8,0,216,17,25,5,0,5,0,0,0,0,54,298,1277,129,206,271,86,52,90,19,2432,0,0,0,0,0,0,0,0,0,5
POA5072,14,66,4,20,11,0,0,0,0,122,10,25,0,8,4,0,0,0,0,46,129,646,46,106,162,42,0,22,12,1160,0,0,0,0,0,0,0,0,0,4,21,52,6,35,36,5,0,5,0,167,22,36,13,34,55,24,0,7,0,199,27,20,34,85,77,25,0,18,0,289,5,0,0,0,7,3,0,3,0,23,7,4,0,6,18,6,4,0,0,49,3,4,0,5,3,0,0,3,0,20,0,10,0,10,11,11,0,0,6,53,298,1199,124,365,452,126,3,62,31,2660,4,18,0,0,0,0,0,0,0,25,16,188,9,6,12,0,0,0,0,224,124,426,18,63,86,24,10,16,9,775,3,26,0,0,0,0,0,0,0,38,23,129,4,23,26,0,0,0,0,213,14,38,0,7,7,3,0,0,0,70,318,1170,100,158,247,90,42,61,25,2213,0,0,0,0,0,0,0,0,0,4
POA5073,20,109,0,21,13,0,0,0,0,159,7,21,0,0,3,0,0,0,0,27,157,692,47,138,171,60,4,37,14,1317,0,0,0,0,0,0,0,0,0,0,22,50,12,36,47,8,0,7,0,181,38,53,11,63,69,19,0,7,0,266,34,24,61,91,112,40,6,17,0,391,4,3,0,9,8,3,0,5,0,30,9,9,4,17,30,6,0,8,0,83,4,9,0,0,3,5,0,0,0,23,8,14,0,11,16,8,0,7,9,66,351,1302,157,442,535,158,11,109,40,3115,4,10,0,0,0,0,0,0,0,13,18,146,0,0,4,0,0,0,3,184,145,450,47,83,95,28,21,25,14,910,0,17,0,4,0,0,0,0,0,27,28,159,0,25,16,4,4,0,0,246,14,29,4,0,9,0,0,0,0,59,364,1214,114,193,271,102,50,101,25,2433,0,0,0,0,0,0,0,0,0,0
POA5074,6,34,3,17,12,0,0,0,0,73,3,13,0,3,0,0,0,0,0,19,92,485,40,126,177,47,3,39,12,1007,0,0,0,0,0,0,0,0,0,0,15,31,3,24,21,6,0,14,0,130,28,37,16,75,69,22,4,10,6,258,30,24,59,117,91,46,4,29,4,402,0,3,0,8,12,3,0,0,0,23,3,8,3,18,12,9,0,0,0,56,0,3,0,3,3,0,0,3,0,17,0,7,0,4,9,3,0,0,0,42,227,867,140,466,471,160,8,106,36,2479,0,4,0,0,0,0,0,0,0,10,14,89,0,3,3,0,0,0,0,110,88,308,38,94,95,48,26,28,12,748,0,8,0,3,5,0,0,0,0,20,12,59,4,22,15,3,5,3,0,120,4,23,0,3,0,0,0,0,0,36,213,901,117,180,254,84,50,89,19,1918,0,0,0,3,0,0,0,0,0,5
POA5075,14,41,5,13,8,0,0,3,0,77,5,11,0,0,0,0,0,0,0,18,74,426,32,84,97,27,0,16,10,766,0,0,0,0,0,0,0,0,0,3,14,30,6,32,38,9,0,3,3,128,24,43,17,66,38,7,0,11,3,216,37,27,54,108,95,37,3,14,3,363,0,0,4,8,9,3,0,0,0,28,3,4,3,8,19,0,0,0,0,43,0,6,0,4,0,0,0,4,0,15,4,0,0,3,5,0,0,3,9,31,200,763,127,365,325,91,12,70,24,1969,0,3,0,0,0,0,0,0,0,12,6,60,0,0,0,0,0,0,0,73,58,217,21,45,39,22,10,16,4,434,0,7,0,0,0,0,0,0,0,10,23,61,4,14,10,0,0,3,4,116,6,14,0,4,6,0,0,0,0,30,179,705,81,136,146,56,26,51,14,1390,0,0,0,0,0,0,0,0,0,3
POA5076,7,44,4,4,11,0,0,0,0,73,5,16,0,5,4,0,0,0,0,25,61,404,13,70,88,31,0,14,6,690,0,0,0,0,0,0,0,0,0,0,22,37,4,19,23,11,0,4,0,123,17,32,3,53,48,8,0,0,3,174,24,24,40,85,82,25,0,16,0,294,0,0,3,3,3,3,0,5,0,23,3,3,0,16,16,9,0,4,0,54,0,8,0,6,3,0,0,3,0,18,0,7,3,6,12,4,0,0,0,44,177,713,78,285,317,101,4,45,19,1748,0,8,0,0,6,0,0,0,0,15,12,46,0,0,0,0,0,0,0,63,65,206,15,17,37,7,8,6,7,369,0,13,0,0,0,0,0,0,0,21,13,80,3,9,14,0,4,0,0,132,10,22,0,5,3,0,0,0,0,38,161,680,60,100,141,47,20,41,13,1262,0,0,0,0,0,0,0,0,0,0
