POA_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA2204,10,34,151,104,113,66,12,0,0,497,5,56,210,163,111,48,24,5,0,623,311,1091,4758,3577,2714,1552,363,34,3,14408
POA2205,9,33,143,70,46,37,5,3,0,336,12,81,359,156,74,41,6,0,0,725,223,1317,5934,3088,1451,884,197,12,4,13108
POA2206,5,25,60,98,90,72,19,6,0,371,13,27,72,87,110,57,23,3,0,395,332,696,1480,1948,2328,1473,375,44,0,8680
POA2207,17,35,77,92,94,68,15,0,0,408,22,39,119,139,121,85,41,5,0,569,464,1110,2538,2883,2646,1979,513,35,4,12168
POA2208,3,18,27,49,56,35,11,0,0,196,6,27,59,61,66,60,6,3,0,297,209,475,1016,1287,1311,855,225,23,4,5417
POA2209,8,20,49,70,52,40,8,5,0,247,6,26,80,83,78,50,14,0,3,340,200,579,1548,1558,1322,1069,243,24,0,6543
POA2210,22,54,73,120,123,112,25,4,0,530,15,62,166,160,151,116,37,0,0,706,568,1312,2939,3084,2978,2246,575,77,0,13777
POA2211,9,34,56,50,62,42,12,3,0,277,8,50,74,89,88,52,12,3,0,369,324,720,1589,1713,1635,1378,288,39,0,7688
POA2212,16,20,52,56,43,50,11,0,0,253,4,29,94,88,68,50,28,0,0,362,301,650,1596,1716,1523,1110,268,11,0,7182
POA2213,14,33,78,59,53,54,18,5,0,312,23,37,120,122,100,82,18,3,0,502,509,931,2069,2507,2404,1728,372,38,0,10572
POA2214,4,4,17,15,22,11,7,0,0,81,5,10,17,22,14,8,4,0,0,74,123,150,341,414,441,274,86,11,0,1831
POA2216,4,30,105,106,100,77,16,3,0,445,14,89,241,170,110,80,22,7,0,724,334,1384,3959,3221,2314,1625,452,55,4,13352
POA2217,12,23,106,94,79,58,24,0,0,403,13,67,185,164,117,81,22,0,0,658,327,1259,3885,3240,2619,1848,455,50,4,13692
POA2218,0,24,51,37,41,39,13,0,0,222,7,41,105,93,63,56,20,3,0,385,217,788,2118,1734,1411,1125,272,25,0,7686
POA2219,10,9,50,44,44,42,11,5,0,219,12,22,57,57,61,46,16,6,0,283,249,418,1138,1367,1504,1121,340,35,3,6183
POA2220,12,51,104,84,69,79,15,3,0,419,11,137,346,204,143,101,24,0,0,960,340,2313,5403,3103,2234,1842,424,35,3,15690
POA2221,8,19,34,39,63,64,13,5,0,242,7,34,55,86,81,63,17,3,5,347,352,760,1275,1545,1824,1455,422,76,3,7713
POA2222,5,22,46,35,37,31,6,0,0,182,0,19,66,72,47,46,14,0,0,271,176,631,1566,1335,1163,922,241,24,6,6055
POA2223,10,26,69,68,83,68,17,3,0,348,5,38,91,103,85,55,22,7,0,415,431,915,2058,2512,2368,1721,470,48,5,10538
POA2224,10,24,51,54,56,53,10,4,0,265,7,25,56,63,74,51,16,7,3,307,349,539,1037,1382,1608,1152,383,92,8,6548
POA2225,0,5,13,15,25,16,12,5,0,82,0,4,8,19,35,19,7,0,0,103,192,221,313,679,809,430,163,19,0,2823
POA2226,18,15,40,35,51,36,11,6,0,206,3,14,34,64,41,24,7,6,0,194,355,509,1121,1628,1653,1011,258,28,0,6566
POA2227,16,22,64,58,58,54,9,5,0,281,17,26,49,76,64,41,19,0,0,288,502,690,1357,1823,1958,1269,326,35,0,7969
POA2228,21,29,84,94,63,46,16,8,0,360,11,33,106,106,83,55,15,3,0,420,467,864,2276,2430,2147,1474,440,67,12,10193
POA2229,41,45,132,110,111,85,26,6,0,557,24,61,131,153,146,97,32,7,5,652,826,1397,2996,3409,3486,2484,750,109,15,15470
POA2230,26,48,168,90,109,103,33,4,0,590,22,57,161,136,140,96,51,12,8,682,748,1496,3903,3111,3340,2970,989,136,14,16707
POA2231,5,6,14,14,6,7,0,0,0,62,3,5,8,20,15,14,0,0,0,58,83,83,198,297,287,194,54,3,0,1207
POA2232,34,68,165,142,154,98,27,7,0,698,26,36,165,152,117,111,24,12,0,647,846,1573,4175,4363,4046,2653,658,96,4,18410
POA2233,51,69,116,143,154,95,17,6,0,652,25,44,77,121,137,74,21,3,0,503,1062,1352,2381,3708,3701,2361,574,64,3,15202
POA2234,41,62,99,126,144,123,30,5,0,623,25,43,109,105,116,94,53,0,0,561,985,1583,2532,3072,3534,3304,929,59,3,16000
POA2250,48,121,246,271,260,226,74,9,0,1252,60,118,265,281,280,199,61,26,3,1295,1997,2932,6762,7059,6990,5517,1511,201,26,32991
POA2251,34,52,79,126,139,118,35,0,0,579,28,47,83,119,156,82,32,8,3,560,1144,1181,2128,3139,3683,2996,801,88,10,15168
POA2256,3,21,53,61,50,27,6,0,0,227,8,28,50,56,53,47,18,8,0,270,324,490,1151,1352,1416,1218,315,54,4,6320
POA2257,15,42,69,117,76,81,13,3,0,423,24,39,108,115,104,94,35,10,0,521,664,941,1934,2777,2820,2408,650,87,13,12295
POA2258,9,20,17,28,28,24,3,0,0,134,5,7,19,25,32,17,5,0,0,117,195,233,464,545,594,520,137,6,0,2686
POA2259,82,125,300,240,263,175,47,6,0,1235,71,122,247,246,233,180,41,19,5,1167,2147,2774,5518,5983,6428,4530,950,123,4,28464
POA2260,17,34,70,81,94,71,27,3,0,389,29,27,75,117,120,62,30,6,0,463,893,1045,1948,2714,3087,2134,633,89,0,12538
POA2261,45,88,221,206,202,142,34,5,0,945,43,95,197,188,189,173,49,17,8,953,1499,2054,4853,5135,4946,4227,1063,107,9,23890
POA2262,22,42,107,70,76,48,7,0,0,366,23,48,91,68,74,58,21,5,0,393,555,845,2042,1682,1805,1447,289,30,3,8700
POA2263,14,40,78,60,63,58,9,0,0,318,25,37,92,82,91,65,20,10,0,416,530,875,2028,1833,1824,1607,413,30,6,9148
POA2264,18,24,55,54,80,53,17,5,0,304,20,26,70,60,59,31,9,5,0,283,394,618,1272,1206,1361,1182,325,39,0,6397
POA2265,7,12,40,43,39,13,10,0,0,160,5,11,24,22,28,25,7,0,0,125,198,277,782,663,650,533,163,17,4,3289
POA2267,0,4,6,4,10,6,4,0,0,39,3,4,6,4,10,15,0,3,0,45,66,81,175,240,237,260,79,10,0,1139
POA2278,0,11,18,16,17,8,5,0,0,77,7,7,7,10,14,5,3,0,0,52,90,141,277,299,281,236,42,0,0,1360
POA2280,38,65,86,101,113,86,30,4,0,533,27,47,61,100,99,62,23,6,0,412,937,1134,2148,2555,2907,2211,500,65,3,12461
POA2281,15,19,35,51,63,27,18,0,0,231,11,17,40,52,77,43,14,6,0,260,410,551,895,1317,1564,1322,283,30,4,6382
POA2282,15,29,40,60,62,52,12,3,0,270,14,17,40,53,49,41,16,5,0,224,674,624,1035,1713,1911,1385,354,39,0,7741
POA2283,38,52,79,79,96,56,18,3,0,414,18,43,82,84,69,70,24,0,0,392,675,915,1828,1862,2300,1969,532,53,7,10134
POA2284,16,32,59,57,49,35,12,0,0,254,10,20,56,44,45,31,7,0,0,212,344,523,1279,1198,1190,1007,191,25,0,5757
POA2285,54,87,193,149,149,104,18,0,0,755,31,63,138,128,109,75,7,7,0,558,1100,1599,4072,4178,3376,2143,410,35,0,16917
POA2286,5,9,41,22,20,14,0,0,0,112,0,14,19,26,14,11,5,0,0,94,168,213,616,454,452,311,57,3,0,2275
POA2287,45,95,205,184,153,95,19,3,0,794,49,94,187,154,151,85,26,3,4,749,1357,2301,4730,4505,3857,2550,552,53,4,19901
POA2289,26,41,73,75,67,36,20,4,0,346,11,41,65,83,35,29,10,4,0,279,723,1081,2218,2520,2297,1458,279,47,10,10636
POA2290,40,75,155,124,109,97,23,5,0,634,26,42,126,141,119,70,21,6,3,552,1078,1535,3777,3796,3583,2555,570,75,3,16967
POA2291,10,27,38,23,35,30,12,0,0,173,9,28,39,53,37,45,13,5,0,224,520,899,1639,1552,1675,1195,309,46,4,7839
POA2292,4,7,23,12,12,5,0,0,0,52,0,4,13,5,4,3,0,0,0,37,74,200,398,310,247,190,30,4,0,1446
POA2293,5,4,27,12,6,7,0,0,0,73,0,7,19,4,6,13,6,0,0,61,60,290,664,376,308,270,62,10,0,2040
POA2294,0,4,9,4,5,7,0,0,0,30,0,3,12,8,10,6,0,0,0,45,29,122,359,233,177,149,37,4,0,1105
POA2295,8,8,23,29,27,18,5,0,0,111,5,10,17,28,27,14,5,3,0,98,219,244,681,818,683,571,126,14,0,3358
POA2296,0,7,14,15,13,0,4,0,0,48,0,3,4,3,11,4,0,0,0,36,33,170,387,263,216,136,30,7,0,1242
POA2297,5,7,13,0,7,15,0,0,0,43,0,3,10,10,5,0,0,0,0,30,39,117,293,234,184,142,22,0,0,1025
POA2298,6,25,54,27,26,18,9,5,0,171,8,21,59,30,26,30,3,0,0,166,253,742,1553,1000,827,601,129,19,4,5128
POA2299,7,23,50,40,37,23,0,6,0,191,10,32,63,31,36,31,3,0,0,206,367,839,1466,1127,985,714,135,16,0,5635
POA2300,12,25,46,27,30,31,12,0,0,174,9,31,71,39,46,18,9,4,0,221,264,1031,2139,1179,1185,947,340,54,5,7142
POA2302,0,4,6,3,3,3,3,0,0,21,0,6,10,5,0,3,0,0,0,19,15,102,296,123,91,105,31,5,0,764
POA2303,9,15,26,26,24,17,10,0,0,123,8,16,34,28,28,25,11,4,0,159,248,699,1020,911,932,726,209,21,0,4754
POA2304,8,36,74,60,41,39,9,0,0,273,7,24,85,50,60,35,10,0,0,276,286,796,2467,1783,1275,977,219,12,0,7827
POA2305,9,19,35,35,44,26,15,0,0,177,10,21,29,46,35,18,11,0,0,174,508,604,1119,1502,1626,1077,287,37,0,6763
POA2306,4,9,14,6,4,11,3,0,0,49,3,3,16,16,12,7,5,0,0,55,58,86,209,158,139,112,28,3,0,793
POA2307,3,12,29,20,11,8,0,0,0,89,0,18,39,16,7,4,5,0,0,88,103,367,712,374,256,241,41,7,0,2100
POA2308,0,9,0,0,0,0,0,0,0,6,11,6,0,0,0,0,0,0,0,18,210,270,9,0,0,0,0,0,0,493
POA2311,3,0,3,8,0,0,0,0,0,15,0,5,0,0,10,0,6,0,0,20,18,14,58,92,82,98,26,14,0,411
POA2312,0,0,0,6,3,10,5,0,0,17,0,3,4,9,3,11,0,0,0,29,45,38,87,113,146,148,29,8,0,613
POA2315,8,23,33,43,51,33,12,0,0,211,15,14,31,40,51,52,15,6,0,223,435,439,845,1082,1409,1296,365,68,0,5942
POA2316,8,3,23,19,31,19,7,0,0,114,4,7,14,23,20,18,10,0,0,93,221,221,374,444,648,589,142,21,0,2656
POA2317,5,7,15,22,20,21,7,0,0,106,3,3,13,16,14,22,16,0,0,85,157,179,326,398,574,570,168,24,3,2392
POA2318,25,29,58,48,58,56,12,0,0,277,10,25,40,51,50,32,3,3,0,231,477,545,1132,1399,1479,1046,254,26,11,6361
POA2319,9,12,20,19,17,23,3,0,0,99,5,3,27,22,33,23,8,0,0,117,146,207,426,469,550,549,121,7,0,2483
POA2320,63,109,246,175,148,79,22,3,0,843,38,80,168,155,133,95,28,7,0,706,1318,1738,4146,4168,3794,2730,649,82,3,18625
POA2321,17,50,129,98,72,51,9,0,0,434,25,49,106,68,82,59,14,6,0,408,580,890,2601,2277,1861,1301,312,36,9,9861
POA2322,36,68,138,99,80,65,13,0,0,496,25,64,108,112,78,46,13,5,0,452,777,1199,3137,2656,2267,1572,302,29,0,11947
POA2323,34,64,124,101,78,75,25,4,0,506,25,51,124,93,83,60,16,4,5,457,850,1173,2580,2524,2578,1983,453,45,7,12196
POA2324,25,38,87,79,86,94,22,5,0,451,40,47,108,77,112,83,30,16,0,511,662,858,1819,1776,2055,2023,520,86,9,9810
POA2325,41,64,148,99,104,69,16,4,0,541,50,58,119,95,98,85,22,5,4,532,824,1148,2584,2462,2590,1906,497,58,13,12082
POA2326,11,14,58,21,22,14,0,0,0,148,6,18,31,32,40,23,10,7,0,169,210,313,701,710,683,539,91,12,0,3270
POA2327,11,23,52,20,19,20,4,0,0,152,13,17,30,31,29,18,7,0,0,142,218,369,850,572,675,429,95,5,0,3207
POA2328,7,6,11,5,9,0,0,0,0,39,3,5,6,10,9,5,0,0,0,43,79,106,220,235,278,215,60,22,0,1225
POA2329,0,4,9,4,5,3,0,0,0,18,8,3,9,7,9,5,0,4,0,40,46,65,150,173,175,159,82,21,3,867
POA2330,41,57,134,77,103,44,7,0,0,466,36,51,78,93,80,46,18,9,0,410,745,918,2307,2158,2224,1565,385,66,8,10381
POA2331,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,161,161,64,7,5,0,3,0,0,401
POA2333,20,30,70,56,40,32,8,0,0,258,17,29,62,34,39,25,12,5,0,222,410,520,1378,1279,1256,937,227,31,3,6040
POA2334,5,18,33,16,20,8,0,0,0,96,0,14,17,17,5,5,5,0,0,67,127,168,447,402,315,188,36,3,0,1674
POA2335,21,27,53,39,37,18,11,0,0,198,12,14,46,36,28,17,6,0,0,155,276,376,998,993,844,536,146,16,4,4183
POA2336,3,14,15,3,7,13,0,0,0,53,0,8,6,3,13,6,0,0,0,43,75,110,250,224,247,241,67,25,5,1242
POA2337,11,18,37,37,20,17,6,0,0,148,9,11,23,20,23,30,16,5,3,142,253,317,825,878,804,687,267,42,9,4070
POA2338,3,0,0,3,0,3,5,0,0,18,0,0,5,4,0,6,8,4,0,24,24,34,73,100,133,134,74,18,0,591
POA2339,0,4,0,0,0,3,0,0,0,14,0,3,4,0,7,7,6,0,0,21,14,32,46,71,66,62,41,19,0,348
POA2340,81,99,225,207,171,152,53,4,4,993,77,93,186,150,147,110,45,23,7,847,1799,1984,5305,4870,4730,3902,1229,180,19,24016
POA2341,0,0,3,6,3,3,4,0,0,24,5,6,4,9,11,9,0,0,0,26,25,34,74,102,106,108,32,5,0,486
POA2342,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,0,0,0,0,12,23,8,35,46,54,41,23,6,0,240
POA2343,3,7,9,7,25,20,10,0,0,74,3,5,12,10,15,16,6,3,0,77,110,129,323,355,446,413,193,29,0,2003
POA2344,0,3,0,6,11,4,0,0,0,19,0,0,0,0,0,0,3,6,0,12,22,30,42,65,88,95,40,10,0,388
POA2345,0,0,4,4,4,0,0,0,0,21,0,4,3,6,13,4,0,0,0,32,18,17,66,81,86,67,30,7,0,372
POA2346,0,8,7,0,9,7,6,0,0,40,3,0,12,10,9,10,0,3,0,53,79,88,205,198,271,240,105,16,4,1208
POA2347,0,0,0,0,5,3,0,0,0,15,6,0,3,4,4,7,0,0,0,36,29,27,103,112,133,191,70,18,3,684
POA2350,28,37,96,64,76,66,20,5,0,394,34,35,74,67,67,44,17,15,0,344,857,1196,2506,2209,2270,2094,674,136,13,11954
POA2352,5,4,13,12,13,10,3,0,0,58,5,3,14,6,15,11,7,3,0,55,100,127,252,282,311,251,78,9,0,1409
POA2353,0,0,3,4,4,3,0,0,0,19,0,0,3,5,8,3,4,0,0,22,35,38,97,99,107,106,33,9,0,516
POA2354,3,4,4,11,3,5,3,0,0,39,7,3,0,7,9,16,5,7,0,57,75,98,230,248,318,365,230,58,3,1616
POA2355,0,0,0,3,4,0,0,0,0,7,0,0,0,4,7,0,4,0,0,16,16,13,31,42,67,50,34,9,0,258
POA2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,3,10,4,0,0,42
POA2357,5,4,11,3,17,0,0,4,0,44,3,3,9,12,13,11,5,0,3,55,77,71,248,240,315,331,150,28,11,1464
POA2358,4,6,7,7,10,10,3,0,0,45,8,3,11,10,11,6,0,0,4,55,89,110,263,307,322,351,136,28,9,1606
POA2359,0,0,0,0,3,3,0,0,0,8,0,0,0,0,6,5,0,0,0,7,8,17,37,37,55,58,20,6,3,231
POA2360,17,31,64,43,50,36,19,3,0,269,10,31,51,46,33,43,27,12,4,256,432,526,1137,1118,1236,1081,367,99,11,6011
POA2361,4,0,0,0,0,0,0,0,0,5,0,0,0,3,0,5,3,0,0,20,14,16,34,42,81,89,42,17,4,339
POA2365,6,8,7,14,11,9,0,0,0,49,8,5,7,9,10,18,3,9,0,71,88,111,227,293,327,342,180,54,13,1635
POA2369,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,9,16,28,40,35,62,57,9,0,0,255
POA2370,10,7,36,29,25,31,7,0,0,138,9,13,26,23,21,31,18,4,0,151,218,193,484,494,599,623,270,59,8,2943
POA2371,0,0,3,0,0,0,0,0,0,7,0,0,0,5,5,7,0,0,0,19,14,18,49,46,94,94,42,9,0,377
POA2372,5,4,6,18,12,7,3,5,0,62,19,5,14,9,21,27,13,3,3,108,111,108,238,279,347,441,233,57,9,1817
POA2379,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,27,18,32,32,17,11,0,161
POA2380,18,28,63,45,35,41,16,3,0,255,6,16,50,38,21,22,13,5,0,165,306,437,1156,1064,860,844,303,45,0,5019
POA2381,0,3,0,0,6,0,0,0,0,11,0,0,4,4,0,5,4,0,0,28,25,42,121,88,86,118,51,11,3,550
POA2382,0,0,0,0,3,6,0,0,0,14,0,9,4,5,4,4,5,0,0,28,18,49,118,101,136,103,39,8,0,577
POA2386,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,6,24,25,35,29,14,3,3,138
POA2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,30,11,18,15,8,4,0,101
POA2388,4,9,7,10,9,3,0,0,0,46,4,3,11,12,3,15,6,4,0,54,55,83,205,193,193,238,88,20,0,1073
POA2390,14,14,32,46,24,39,12,0,0,177,13,15,38,22,52,28,10,5,0,184,260,347,836,760,779,768,276,37,7,4068
POA2395,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,11,10,17,37,38,39,52,30,10,0,229
POA2396,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,8,0,0,0,10,8,16,44,49,61,75,39,6,0,296
POA2397,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,11,22,28,16,27,16,0,0,128
POA2398,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,11,17,10,27,22,11,5,0,109
POA2399,0,3,6,0,3,0,3,0,0,17,0,0,7,0,0,6,0,0,0,13,11,17,59,45,46,58,17,7,3,263
POA2400,10,22,39,35,38,26,15,0,0,189,8,13,38,29,35,48,17,11,0,197,202,365,883,739,788,765,301,58,6,4116
POA2401,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,10,17,31,33,43,16,7,0,160
POA2402,0,0,6,4,11,7,0,0,0,30,5,5,0,4,10,6,0,3,0,39,31,49,104,111,143,133,52,18,0,642
POA2403,0,3,0,4,0,0,0,0,0,11,0,0,0,4,0,3,0,0,0,9,16,14,35,57,58,62,32,6,4,291
POA2404,0,0,0,0,0,0,0,0,0,4,0,0,0,6,7,3,0,0,0,20,28,42,64,99,121,150,67,23,3,597
POA2405,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,6,3,16,41,26,38,31,26,10,4,190
POA2406,0,3,0,0,0,0,0,0,0,9,0,0,5,5,0,3,0,0,0,10,11,32,51,68,71,63,25,0,0,317
POA2408,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,27,26,33,34,19,3,0,156
POA2409,0,0,5,0,0,0,0,0,0,12,0,5,5,0,0,0,0,0,0,11,22,18,35,46,44,69,29,5,0,261
POA2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,25,12,22,23,11,3,0,99
POA2411,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,7,3,11,16,16,9,4,0,0,55
POA2415,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,12,33,24,56,42,6,5,0,193
POA2420,6,9,16,15,14,20,7,0,0,89,3,7,3,10,18,18,5,0,0,65,111,142,214,304,388,404,129,35,0,1728
POA2421,6,7,12,3,13,6,0,0,0,46,5,4,9,3,10,14,0,0,0,36,57,67,145,232,242,196,63,16,0,1021
POA2422,3,4,18,6,18,21,0,0,0,72,12,8,16,20,20,25,11,3,4,123,120,102,266,344,472,522,219,50,13,2107
POA2423,0,0,0,9,8,5,0,0,0,29,9,0,12,16,14,16,3,0,0,75,85,62,149,167,292,325,94,22,3,1202
POA2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,9,9,10,14,21,38,38,18,6,0,155
POA2425,3,4,3,0,6,0,0,0,0,24,3,5,3,5,13,11,3,0,0,48,59,56,130,139,225,185,60,17,0,871
POA2426,3,0,0,0,5,0,3,0,0,14,0,0,5,0,3,0,4,0,0,20,25,17,53,56,69,70,29,5,0,332
POA2427,0,0,0,3,7,6,4,0,0,27,0,4,0,0,8,17,5,0,0,38,48,61,112,143,186,257,81,9,0,889
POA2428,13,27,56,60,90,56,28,4,0,328,26,24,52,81,76,60,36,21,6,374,593,561,1227,1584,1866,1898,646,95,10,8488
POA2429,14,8,28,25,34,23,15,0,0,155,7,11,30,18,33,45,11,0,0,155,206,253,606,600,843,906,317,60,6,3796
POA2430,24,40,91,115,114,97,27,0,0,515,36,49,79,81,124,102,39,4,5,516,966,977,2292,2378,2885,2786,818,99,13,13215
POA2431,3,3,14,10,17,9,8,0,0,62,4,0,5,15,17,20,10,0,0,66,105,111,309,337,382,483,128,15,5,1872
POA2439,11,5,15,17,13,15,4,0,0,73,6,4,9,8,11,6,10,0,0,50,129,85,201,260,369,339,92,13,5,1505
POA2440,15,20,56,53,53,52,16,0,0,280,21,29,54,69,79,73,28,12,0,361,563,660,1355,1423,1727,1747,528,92,12,8105
POA2441,3,5,12,4,15,17,0,0,0,58,10,4,9,10,18,22,4,3,0,79,111,105,244,293,390,437,147,21,3,1742
POA2443,0,9,15,16,24,25,5,0,0,108,6,4,14,17,23,27,4,9,4,100,151,173,326,412,611,719,203,28,3,2620
POA2444,31,86,154,171,172,140,45,4,0,810,40,74,120,115,132,101,42,16,6,660,1600,1857,3786,4356,4861,3937,1130,150,16,21692
POA2445,6,17,17,30,27,31,3,0,0,120,7,9,6,19,26,19,0,5,0,97,270,218,343,583,803,677,137,16,3,3050
POA2446,24,27,77,64,82,58,11,0,0,354,23,24,38,39,44,48,10,7,6,227,510,481,1096,1195,1459,1229,356,60,4,6398
POA2447,8,9,18,16,17,22,11,0,0,97,9,12,29,24,35,32,10,9,0,155,187,179,455,527,608,660,200,44,4,2855
POA2448,13,4,26,24,19,25,4,4,0,126,10,5,20,28,39,26,8,0,0,141,213,191,472,545,705,766,234,45,6,3188
POA2449,6,0,0,4,3,8,0,0,0,25,6,7,3,4,9,9,6,0,0,35,49,48,98,101,168,183,65,15,0,724
POA2450,46,84,194,183,169,113,38,7,0,827,50,73,165,194,168,135,54,18,5,853,1452,1597,3701,4188,4560,3736,1123,126,16,20509
POA2452,20,19,49,52,59,42,11,0,0,243,19,29,45,58,59,46,12,0,0,266,469,467,1191,1322,1442,1212,287,18,3,6409
POA2453,0,0,6,0,10,7,9,0,0,32,0,5,4,7,14,12,4,4,0,48,34,56,150,160,226,301,134,37,0,1095
POA2454,8,8,16,22,25,14,6,0,0,107,3,10,10,31,30,34,6,0,0,135,205,162,422,626,865,775,242,38,3,3346
POA2455,0,7,10,10,6,13,0,0,0,48,0,3,7,10,9,16,4,4,0,47,51,57,198,186,261,307,94,9,0,1164
POA2456,17,32,73,63,56,39,19,3,0,300,7,26,70,66,50,37,20,0,0,277,435,517,1627,1649,1562,1287,398,23,3,7499
POA2460,29,47,91,85,119,81,25,0,0,473,36,43,95,82,98,85,28,13,0,477,779,939,2091,2081,2467,2364,652,104,9,11496
POA2462,0,3,10,4,9,13,3,0,0,41,0,0,7,7,7,12,6,0,0,44,54,76,125,165,233,220,92,12,4,973
POA2463,5,10,10,23,30,29,5,0,0,106,9,3,30,24,27,20,16,0,0,131,218,202,432,541,726,733,206,20,0,3076
POA2464,4,9,23,18,21,22,4,0,0,107,10,11,20,21,11,19,12,0,0,100,143,167,403,524,533,580,176,17,0,2565
POA2465,0,0,4,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,14,12,20,29,40,29,10,5,0,153
POA2466,0,0,4,3,4,4,0,0,0,10,0,0,0,4,7,3,3,0,0,23,29,20,41,73,109,148,30,7,0,453
POA2469,3,6,0,4,8,8,3,0,0,32,4,3,12,6,13,19,3,3,0,69,76,74,152,197,284,400,165,29,7,1392
POA2470,19,28,60,37,40,41,12,4,0,241,19,34,53,50,58,45,21,14,3,295,426,609,1089,1080,1247,1113,374,74,10,6033
POA2471,5,5,7,11,4,9,5,0,0,39,6,3,11,10,14,7,10,6,0,62,96,95,170,225,248,232,82,21,4,1167
POA2472,3,6,4,8,9,12,0,0,0,41,3,0,5,9,6,17,3,0,0,47,58,59,138,168,181,187,62,14,0,864
POA2473,5,0,8,3,7,6,0,0,0,28,4,0,6,10,7,7,0,0,0,40,70,78,192,207,278,271,73,6,0,1180
POA2474,3,6,25,14,21,14,0,0,0,84,9,8,12,14,25,35,9,6,0,118,147,141,333,388,539,620,220,25,4,2419
POA2475,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,6,12,5,13,8,38,25,22,7,0,129
POA2476,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,6,0,18,7,10,40,37,64,85,44,18,0,311
POA2477,20,31,44,39,48,46,24,0,0,248,18,14,22,29,44,38,22,6,4,204,438,416,900,1107,1336,1267,367,82,12,5923
POA2478,20,50,105,119,117,89,30,10,0,530,35,48,98,124,101,62,28,8,6,513,951,999,2321,3020,3150,2747,915,102,12,14217
POA2479,3,4,10,19,23,4,3,0,0,72,8,10,28,40,39,22,6,0,0,163,142,140,433,571,658,512,222,36,4,2719
POA2480,47,61,173,146,202,153,48,8,0,848,62,64,148,180,169,148,56,28,0,859,1393,1535,3528,3999,4528,4216,1316,193,23,20726
POA2481,9,10,65,51,43,25,11,6,0,216,16,28,154,121,73,39,21,3,0,455,275,428,1822,1479,1249,1006,449,46,0,6741
POA2482,0,12,15,22,25,23,0,0,0,96,19,4,43,45,40,26,12,7,0,192,184,134,449,571,733,584,217,21,4,2897
POA2483,9,21,41,35,35,33,14,0,0,181,14,23,67,89,53,49,20,4,0,325,246,340,936,1153,1229,1010,302,36,3,5259
POA2484,21,29,69,79,65,75,10,0,0,351,37,36,70,79,80,89,29,7,0,429,550,535,1109,1610,1887,1884,562,77,7,8224
POA2485,7,20,56,54,55,28,16,4,0,243,11,29,79,71,59,40,24,5,0,319,308,498,1341,1165,1087,1166,380,43,9,5996
POA2486,35,56,118,133,115,89,35,3,0,584,35,47,120,99,85,84,37,8,7,525,1002,1152,2349,2653,3000,2631,740,88,17,13638
POA2487,13,22,36,57,39,39,10,0,0,216,22,17,49,75,83,56,17,5,3,327,510,457,840,1563,1662,1300,373,36,8,6742
POA2488,0,0,8,12,10,7,0,0,0,41,4,3,13,21,16,7,4,0,0,75,108,116,275,383,379,328,80,7,0,1678
POA2489,6,8,13,29,26,21,3,0,0,109,10,5,20,44,31,16,0,3,0,130,219,171,441,915,778,512,128,9,0,3184
