POA_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
POA5061,3,0,0,0,0,0,0,0,0,3,19,117,0,0,0,0,0,0,0,139,100,161,3,3,24,8,6,3,6,318,6,4,0,0,0,0,0,0,0,11,30,52,0,3,4,0,0,0,0,91,3,7,0,3,0,0,0,0,0,16,218,520,38,39,39,31,12,27,7,925,0,0,0,0,0,0,0,0,0,0,24,28,3,8,4,7,0,0,0,78,32,19,20,7,7,18,0,13,0,124,54,28,83,14,16,15,10,19,3,238,4,0,0,5,0,4,4,0,0,21,8,8,0,0,0,5,0,0,0,32,3,3,3,0,0,0,0,0,0,15,7,12,4,0,0,3,0,0,0,31,502,959,159,84,106,89,31,61,28,2028,0,3,0,0,4,0,0,0,0,10,18,78,3,0,4,0,0,0,0,102,58,157,5,14,28,9,0,5,6,289,0,10,0,0,6,0,0,3,0,16
POA5062,3,5,0,0,0,0,0,0,0,8,18,154,0,0,3,0,0,0,0,183,127,199,8,9,24,7,4,3,8,392,0,14,0,0,0,0,0,0,0,19,36,63,3,3,5,0,0,0,0,119,5,7,0,4,3,0,0,0,0,24,298,729,50,55,73,53,14,40,14,1323,0,0,0,0,0,0,0,0,0,0,33,53,13,12,11,10,0,3,7,128,59,42,32,18,16,15,4,15,4,199,87,35,192,42,29,34,24,32,7,477,3,5,6,0,0,3,0,8,0,18,24,9,4,0,3,10,6,5,0,49,6,12,4,0,0,0,0,0,0,32,10,7,4,3,0,5,0,6,5,48,715,1329,317,152,168,144,55,106,38,3022,0,13,0,0,0,0,0,0,0,12,14,109,0,0,5,0,0,6,0,142,77,241,4,25,37,0,0,8,5,402,4,14,0,0,0,0,0,0,0,18
POA5063,3,4,0,0,0,0,0,0,0,6,14,105,3,0,0,5,0,3,0,133,103,205,10,16,19,14,9,12,0,385,3,3,0,0,0,0,0,0,0,8,21,62,4,10,12,0,0,0,0,106,9,12,3,0,0,0,0,0,0,28,217,605,52,47,82,34,18,35,12,1110,0,0,0,0,0,0,0,0,0,0,33,37,14,9,12,7,0,9,0,118,45,50,41,19,18,15,3,11,0,186,64,17,143,27,22,20,17,31,3,348,0,5,6,0,3,3,0,3,0,19,5,6,6,9,6,4,0,4,0,37,0,8,3,4,0,4,0,0,0,25,6,7,3,0,0,0,0,0,5,29,528,1134,284,143,172,97,50,106,21,2536,0,8,0,0,0,0,0,0,0,6,11,103,0,0,5,0,0,0,0,128,44,240,9,33,42,8,0,5,0,384,4,12,0,0,0,0,0,0,0,11
POA5064,4,5,0,0,0,0,0,0,0,12,11,114,0,3,5,0,0,0,0,136,99,178,8,12,25,4,4,8,0,340,3,8,0,0,0,0,0,0,0,12,27,38,0,0,3,0,0,0,0,66,6,8,0,0,0,0,0,0,0,16,176,491,38,38,40,31,12,23,8,849,0,0,0,0,0,0,0,0,0,0,40,30,9,6,6,5,4,9,0,98,29,25,12,6,7,6,7,5,0,102,47,12,78,13,16,13,4,17,7,206,0,0,0,0,0,0,0,0,0,5,9,9,3,0,4,3,0,0,0,33,4,4,0,0,0,4,0,0,0,16,3,15,6,0,0,4,0,3,4,31,457,937,157,81,100,75,35,70,21,1927,3,4,3,0,0,0,0,0,0,6,10,78,4,3,6,0,0,0,0,94,56,182,0,20,38,4,0,11,9,320,0,3,0,0,0,0,0,0,0,8
POA5065,0,4,0,0,0,0,0,0,0,11,3,99,6,0,0,0,0,0,0,109,100,201,18,13,40,12,12,6,3,398,5,8,0,0,0,0,0,0,0,12,22,43,3,0,0,0,0,0,0,74,3,13,0,0,0,0,0,0,0,17,171,512,52,38,60,37,8,26,13,925,0,0,0,0,0,0,0,0,0,0,24,16,7,8,9,4,0,8,3,85,28,35,18,13,8,7,7,6,0,124,36,25,78,23,7,20,18,20,6,233,3,0,3,0,0,5,0,0,0,11,4,0,0,0,0,0,0,0,0,20,3,3,3,0,0,0,0,0,0,18,4,8,0,5,0,0,3,0,3,25,412,975,183,100,139,90,50,76,30,2058,0,0,0,0,0,0,0,0,0,6,7,64,0,0,6,0,0,0,0,78,67,207,6,30,33,12,0,7,4,359,0,18,0,3,0,0,0,0,0,21
POA5066,0,6,0,0,4,0,0,0,0,10,24,149,0,0,0,0,0,0,0,175,140,204,4,4,26,12,3,9,0,408,3,12,0,0,0,0,0,0,0,19,28,55,0,5,7,0,0,0,3,101,7,9,0,3,0,0,0,0,0,20,241,598,37,38,61,50,16,26,6,1074,0,0,0,0,0,0,0,0,0,0,47,40,11,7,10,12,4,11,3,139,42,28,22,12,11,8,0,3,3,128,64,27,105,30,16,24,16,20,5,301,0,5,0,0,3,0,0,0,0,8,8,3,0,3,3,5,0,0,0,28,4,9,5,0,0,0,0,0,0,18,3,18,0,0,4,0,0,0,8,32,612,1156,187,105,144,114,44,61,35,2463,0,7,0,0,0,0,0,0,0,8,18,103,0,0,5,0,0,0,0,121,68,204,4,14,47,4,0,11,12,361,6,9,0,0,0,0,0,0,0,16
POA5067,0,7,0,0,0,0,0,0,0,4,22,99,3,0,0,0,0,0,0,129,75,214,23,14,32,13,11,11,6,384,5,5,0,0,0,0,0,0,0,13,14,49,3,6,3,3,0,0,0,81,4,12,0,0,0,0,0,0,0,14,191,578,59,50,55,53,10,35,12,1045,0,0,0,0,0,0,0,0,0,3,39,39,13,0,10,4,4,6,4,125,35,29,17,14,14,7,11,11,0,134,54,31,123,25,26,18,23,41,10,348,6,4,5,0,3,8,0,0,0,22,12,9,0,0,5,3,0,0,0,34,3,0,0,0,0,4,0,0,0,13,8,4,0,0,0,0,0,3,6,20,457,1070,249,113,149,121,63,107,31,2359,0,3,0,0,0,0,0,0,0,5,10,87,0,4,4,0,0,0,0,105,56,238,7,28,32,13,5,5,5,388,3,8,0,0,0,0,0,0,0,22
POA5068,4,3,0,0,0,0,0,0,0,12,13,107,4,4,3,0,0,0,0,132,70,174,18,15,26,14,6,5,0,331,3,4,0,0,0,0,0,0,0,11,24,49,7,3,7,0,0,3,3,92,5,9,0,0,0,0,0,0,0,18,191,550,52,46,83,34,19,28,20,1020,0,0,0,0,0,0,0,0,0,0,22,37,23,3,5,10,4,6,0,125,26,28,31,11,16,15,3,16,0,155,101,15,161,39,19,17,22,36,10,413,0,0,0,7,0,0,0,5,0,14,6,7,0,5,0,3,0,3,0,19,3,8,0,0,0,0,0,0,0,17,5,7,3,0,7,0,0,3,3,29,466,1000,303,133,174,103,56,101,39,2381,0,6,0,0,0,0,0,0,0,7,13,76,3,0,3,0,0,0,0,92,45,207,10,22,34,8,0,5,7,348,3,4,0,6,0,0,0,0,0,12
POA5069,0,9,0,0,0,0,0,0,0,5,9,90,0,0,4,0,0,0,0,98,52,112,8,5,17,8,0,7,7,213,4,12,0,0,0,0,0,0,0,12,18,44,0,0,0,0,0,4,0,72,0,8,0,0,0,0,0,0,0,16,148,486,41,26,50,29,21,21,3,816,0,0,0,0,0,0,0,0,0,0,14,21,15,5,4,5,3,5,0,68,30,33,16,11,11,11,0,8,0,121,64,29,104,15,14,21,18,24,5,289,0,0,3,5,6,0,0,6,0,20,5,3,4,3,0,0,0,4,0,27,0,12,3,0,0,0,0,0,0,16,4,0,3,9,0,0,0,0,3,23,348,849,193,87,103,68,48,72,19,1790,0,7,0,0,0,0,0,0,0,10,11,78,0,0,0,0,0,0,0,91,53,167,5,21,17,0,0,4,4,278,0,9,0,0,0,0,0,0,0,16
POA5070,0,3,0,0,0,0,0,0,0,5,10,105,0,0,0,0,0,0,3,114,86,201,24,30,39,23,15,26,7,448,3,10,4,0,0,0,0,0,0,13,21,42,0,0,7,0,0,0,0,77,6,9,0,0,4,0,0,0,0,15,172,578,82,71,80,42,47,55,12,1132,0,0,0,0,0,0,0,0,0,5,19,24,27,21,14,0,8,7,0,137,38,44,50,17,22,24,22,23,0,244,93,23,274,43,22,43,45,51,9,598,8,3,3,4,5,3,5,9,0,26,11,14,12,9,5,13,4,3,0,66,3,5,6,6,8,4,0,0,0,26,15,4,0,0,3,0,4,7,8,36,478,1063,491,207,202,150,147,176,38,2953,0,0,0,0,4,0,0,0,0,9,7,65,0,3,6,0,0,0,0,78,62,218,8,68,62,17,6,11,0,454,4,13,0,6,0,0,0,0,0,19
POA5072,4,8,0,0,0,0,0,0,0,9,14,102,3,3,3,0,0,0,0,129,73,195,9,14,39,16,10,14,0,368,3,7,0,0,0,0,0,0,0,19,12,59,0,0,13,0,0,0,0,91,4,12,0,0,0,3,0,0,0,23,191,521,55,52,82,53,39,38,14,1048,0,0,0,0,0,0,0,0,0,0,31,36,19,12,8,9,3,5,0,128,49,48,29,24,22,15,15,3,3,201,62,38,242,43,19,29,31,50,3,515,0,3,0,4,0,3,0,0,0,10,6,8,5,3,3,9,0,3,0,41,0,6,0,4,5,0,0,3,0,15,5,7,3,3,0,0,6,0,11,34,453,1057,380,161,194,135,110,116,39,2633,0,11,0,0,0,0,0,0,0,10,7,85,3,0,6,0,0,0,0,99,53,230,11,50,50,5,0,0,6,412,6,16,0,3,0,0,0,0,0,23
POA5073,0,4,0,0,0,0,0,0,0,3,7,79,0,0,0,0,0,0,3,97,100,207,30,27,30,21,19,14,7,453,0,8,0,0,0,0,0,0,0,11,11,51,5,5,7,0,4,0,0,82,7,10,4,0,7,0,0,0,0,24,203,520,68,55,100,41,46,64,11,1109,0,0,0,0,0,0,0,0,0,0,33,37,16,11,21,11,3,12,0,146,45,58,47,28,28,22,24,24,3,279,107,36,338,60,54,43,39,58,13,754,3,5,9,7,3,0,0,5,0,35,10,5,9,9,8,6,3,15,0,64,3,11,3,0,0,0,3,3,0,29,11,9,8,0,0,8,3,6,5,46,544,1040,536,211,256,148,147,206,41,3130,0,8,0,0,0,0,0,0,0,11,8,71,0,4,3,0,0,0,0,93,49,240,15,56,63,9,0,14,3,456,0,10,0,4,0,0,0,0,0,13
POA5074,0,0,0,0,0,0,0,0,0,3,6,59,0,0,5,0,0,0,0,69,57,134,19,27,33,25,29,20,8,351,0,0,0,0,0,0,0,0,0,9,7,20,0,0,3,0,5,4,0,47,0,10,0,0,0,0,0,0,0,16,126,418,85,55,82,44,49,54,4,908,0,0,0,3,0,0,0,0,0,0,16,16,21,13,12,10,13,3,6,115,22,30,50,23,22,18,25,26,5,221,75,30,338,55,38,27,50,65,9,685,5,0,12,8,0,0,4,3,0,35,3,14,9,4,5,5,3,0,0,55,0,8,5,3,4,5,0,3,0,31,5,6,3,5,0,3,0,5,8,40,337,756,547,201,211,142,182,178,40,2581,0,4,0,0,0,0,0,0,0,8,13,37,0,0,0,0,0,0,0,46,34,176,14,71,59,18,0,9,7,395,0,6,0,0,0,0,0,0,0,11
POA5075,0,0,0,0,0,0,0,0,0,4,8,28,0,0,0,0,0,0,0,38,41,85,12,12,26,13,10,11,3,210,0,3,0,0,0,0,0,0,0,8,7,20,0,0,6,0,0,4,0,44,3,5,0,0,0,0,0,0,0,8,102,280,48,53,47,32,20,28,12,624,0,0,0,0,0,0,0,0,0,0,22,22,19,20,5,5,8,3,0,102,34,45,43,21,16,12,16,15,6,206,66,36,292,37,38,32,43,60,17,614,0,0,6,0,0,0,0,0,0,10,7,3,13,3,3,8,4,9,0,54,6,7,7,3,0,4,3,0,0,24,8,9,6,0,0,0,9,3,4,42,307,542,443,154,139,103,119,135,36,1976,0,4,0,0,0,0,0,0,0,8,0,30,0,0,0,0,0,0,0,31,16,134,5,37,14,7,0,7,6,230,0,8,0,0,0,0,0,0,0,7
POA5076,0,4,0,0,0,0,0,0,0,10,6,24,0,0,0,0,0,0,0,34,40,92,10,6,14,3,8,3,5,174,0,3,0,0,0,0,0,0,0,8,6,35,0,3,5,0,4,0,0,54,8,3,0,0,0,0,0,0,0,16,99,277,47,33,50,18,12,28,5,574,0,0,0,0,0,0,0,0,0,0,24,22,24,5,6,0,7,0,0,89,30,34,31,17,16,14,10,8,0,161,81,25,303,28,39,29,40,45,8,588,0,3,0,0,4,0,5,0,0,20,9,0,9,6,6,8,7,5,0,52,0,3,8,0,0,0,0,0,0,17,0,4,6,0,0,3,0,5,0,30,312,543,423,99,151,75,92,107,21,1821,0,6,0,0,0,0,0,0,0,3,5,19,0,0,0,0,0,0,0,27,20,118,8,15,24,4,0,7,0,192,0,8,0,0,0,0,0,0,0,10
POA5081,0,0,0,0,0,0,0,0,0,0,8,93,3,6,0,0,0,0,0,114,94,156,9,9,22,3,6,8,3,321,6,7,0,0,4,0,0,0,0,12,13,40,0,0,5,5,0,4,5,74,3,8,0,0,0,0,0,0,0,12,144,454,37,37,51,28,19,9,8,796,0,0,0,0,0,0,0,0,0,0,26,39,10,6,6,11,0,5,0,103,36,29,15,13,8,9,9,7,0,132,64,17,103,23,22,25,18,13,0,274,0,0,0,3,0,0,0,0,0,9,3,0,4,3,0,6,0,0,0,25,4,22,0,0,0,0,0,0,0,24,7,13,0,3,0,5,0,5,4,31,403,885,197,104,113,91,55,53,27,1930,0,0,0,0,0,0,0,0,0,0,10,74,0,0,0,0,0,0,0,82,40,189,3,27,37,9,0,8,0,308,3,10,0,0,0,4,0,0,0,15
POA5082,0,3,0,0,0,0,0,0,0,4,7,88,4,4,0,0,0,0,0,102,102,208,23,24,44,21,28,25,9,481,3,6,0,0,0,0,0,3,0,16,24,72,0,5,15,5,0,4,0,127,4,14,4,0,6,0,0,0,0,30,246,707,82,59,78,48,50,63,16,1354,0,0,0,0,0,0,0,0,0,8,35,45,30,10,10,6,5,7,0,153,58,60,51,28,33,21,18,24,7,298,123,53,333,53,39,45,45,52,9,756,9,0,3,3,4,4,0,9,0,30,8,5,7,8,3,0,5,3,0,42,3,7,5,0,5,0,0,5,0,26,5,8,5,5,0,3,0,7,15,53,638,1278,554,199,235,157,171,201,57,3479,0,11,0,0,0,0,0,0,0,14,14,65,0,0,0,0,0,0,0,82,70,247,6,69,50,26,7,19,3,491,3,15,0,3,6,0,0,0,0,23
POA5083,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,27,42,89,10,5,18,3,13,16,6,203,0,0,0,0,0,0,0,0,0,0,14,19,0,0,5,0,0,0,0,42,5,8,0,0,0,0,0,0,0,8,96,279,36,29,50,18,46,46,5,607,0,0,0,0,0,0,0,0,0,0,13,14,22,9,9,3,3,0,0,79,32,20,39,18,11,3,12,8,3,154,51,19,166,36,25,21,34,27,11,384,4,0,0,0,0,0,0,4,0,14,6,3,4,9,3,6,0,5,0,26,0,3,6,0,0,4,0,5,0,16,4,5,5,0,3,0,0,4,0,28,259,486,296,110,125,62,121,103,31,1595,0,4,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,26,27,105,6,30,26,7,0,17,4,229,4,0,0,0,0,0,0,0,0,3
POA5084,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,20,22,73,13,23,17,14,32,27,6,230,0,0,0,0,0,0,0,0,0,8,3,8,0,5,8,0,0,0,0,28,0,4,0,0,0,0,0,0,0,5,48,169,67,74,46,24,61,79,0,574,0,0,0,0,0,0,0,0,0,4,11,8,21,5,9,0,13,5,3,74,24,24,40,26,5,14,29,13,4,171,31,12,184,40,18,17,51,44,4,409,0,0,13,0,0,3,7,9,0,42,0,0,4,0,3,0,5,6,0,26,4,4,7,5,0,0,3,6,0,30,3,6,16,4,4,3,15,12,6,65,148,331,363,179,117,84,214,202,32,1681,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,0,0,0,0,15,16,63,12,44,23,8,0,17,6,190,0,8,0,0,0,0,0,0,0,10
POA5085,0,0,0,0,0,0,0,0,0,3,9,67,3,4,0,0,0,0,0,91,118,263,63,58,70,36,53,50,7,734,0,8,0,4,0,0,3,0,0,22,13,42,0,4,4,4,0,4,0,74,10,5,0,0,0,0,0,0,0,17,224,687,134,100,147,68,104,130,13,1611,4,0,0,0,0,0,0,0,0,3,46,45,39,17,24,13,22,17,3,216,61,65,80,70,35,16,63,40,5,435,112,60,499,129,78,46,124,126,18,1192,8,4,12,6,3,6,8,10,0,69,6,8,12,8,7,3,12,7,0,64,8,14,7,6,3,6,15,8,0,63,7,11,17,14,0,0,14,9,17,88,631,1294,868,421,379,201,417,404,70,4691,0,5,0,0,0,0,0,0,0,7,6,53,0,0,0,0,0,0,0,69,56,312,28,120,91,30,8,51,9,703,3,22,0,3,0,0,0,0,0,31
POA5086,0,0,0,0,4,0,0,0,0,4,4,33,4,0,5,0,0,3,0,44,78,206,43,33,60,25,50,48,7,552,0,9,0,0,4,0,3,0,0,21,7,33,5,0,9,0,0,3,0,65,7,7,0,4,3,0,0,0,0,19,171,419,114,86,86,55,77,84,15,1109,0,0,4,0,0,0,0,0,0,6,35,32,29,17,10,5,19,14,5,163,45,51,69,41,23,16,33,34,5,317,77,33,329,76,59,37,74,75,13,772,0,11,9,4,4,4,3,12,0,46,5,5,13,3,8,3,3,4,3,51,0,5,9,3,0,0,8,3,0,27,5,9,9,4,7,3,8,3,10,61,433,850,632,275,280,158,282,285,61,3255,0,8,0,0,0,0,0,0,0,9,0,36,0,0,4,0,0,0,0,44,49,205,22,84,60,17,6,40,6,493,0,13,0,0,3,0,0,0,0,20
POA5087,0,0,0,0,0,0,0,0,0,0,6,34,0,0,0,0,0,0,0,47,69,163,27,30,50,23,29,38,7,432,0,5,0,0,0,0,0,0,0,6,8,39,0,0,7,0,0,0,0,60,0,10,0,0,0,0,0,0,0,12,127,381,68,68,70,33,67,63,10,883,0,0,0,0,0,0,0,0,0,4,26,24,32,18,9,10,4,7,0,123,32,25,53,25,16,18,38,30,8,246,64,28,229,35,39,54,57,59,6,572,3,0,8,5,0,0,0,4,0,22,3,5,11,5,0,0,6,0,0,29,0,6,7,0,4,0,4,0,0,26,0,10,4,4,0,3,13,0,8,44,340,725,437,200,196,149,216,208,44,2516,0,9,0,0,3,0,0,0,0,12,3,34,0,0,3,0,0,0,0,45,32,184,12,74,60,17,0,28,4,408,0,11,0,4,0,4,0,0,0,19
POA5088,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,8,25,4,9,8,3,9,14,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,27,63,19,24,17,10,16,16,3,188,0,0,0,0,0,0,0,0,0,0,0,6,9,3,0,0,8,4,0,29,11,9,17,13,12,5,8,17,0,84,11,0,86,19,14,13,27,15,0,188,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,0,3,0,11,71,111,135,73,53,28,75,69,6,631,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,28,7,23,12,0,0,9,0,89,0,0,0,0,0,0,0,0,0,6
POA5089,0,3,0,0,0,0,0,0,0,3,3,20,0,0,0,0,0,0,0,38,28,56,0,0,12,0,3,0,0,100,0,0,0,0,0,0,0,0,0,3,11,17,0,0,5,5,0,0,0,32,5,0,0,0,0,0,0,0,0,15,81,192,27,26,29,12,13,13,4,390,0,0,0,0,0,0,0,0,0,0,13,18,6,9,11,5,0,3,4,77,28,33,8,24,7,3,4,4,0,120,60,27,241,33,23,22,29,33,6,468,0,0,0,0,0,0,3,0,0,8,7,5,3,0,0,5,0,4,0,20,6,3,3,0,0,0,0,0,0,13,8,3,0,5,0,0,0,4,0,16,248,376,296,99,94,45,57,62,9,1295,0,0,0,0,0,0,0,0,0,6,0,14,0,0,3,0,0,0,0,22,17,60,0,0,3,0,0,0,6,93,0,0,0,0,0,0,0,0,0,0
POA5090,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,18,13,41,3,8,3,0,15,4,0,94,0,3,0,0,0,0,0,0,0,3,3,12,4,0,6,0,0,0,0,16,0,5,0,3,0,0,0,0,0,9,35,140,20,21,21,11,20,11,4,289,0,0,0,0,0,0,0,0,0,5,3,16,4,11,3,6,9,5,0,52,25,22,10,21,10,11,12,10,0,130,47,22,256,42,29,23,35,47,5,511,0,0,7,0,3,4,4,6,0,19,6,6,3,0,4,0,3,0,0,30,0,5,0,0,0,0,3,0,0,7,0,4,4,3,0,0,0,4,8,19,139,283,312,111,82,61,98,93,25,1197,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,14,9,54,4,10,6,3,0,10,0,92,0,3,0,0,0,0,0,0,0,3
