POA_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
POA3722,6,0,24,9,0,9,0,29,0,77,9,3,40,6,0,10,7,13,0,88,27,32,92,17,10,11,20,25,0,234,59,31,90,23,9,14,26,24,6,271,65,35,83,19,8,18,32,20,6,278,61,29,68,25,11,18,40,26,3,284,35,20,21,6,8,9,15,9,3,121,13,0,0,0,0,4,0,0,0,21,3,0,0,0,0,0,0,0,0,7,272,145,419,106,34,87,136,150,22,1371,0,0,3,25,3,21,0,13,0,71,0,5,4,15,8,15,4,4,0,59,25,48,22,58,23,27,0,23,4,232,31,87,17,53,59,25,5,12,7,301,41,67,12,45,63,33,4,17,0,281,48,64,13,26,63,52,3,35,5,308,27,24,4,11,20,10,0,9,3,106,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,178,296,76,233,239,184,16,121,23,1361
POA3723,0,0,14,13,0,4,0,10,5,38,0,0,19,11,0,7,8,7,0,48,21,10,28,16,0,6,16,18,0,114,36,25,37,14,5,3,13,18,0,146,58,16,27,4,4,13,17,15,4,157,61,20,35,9,10,11,18,21,3,194,20,15,8,11,0,3,9,5,0,82,10,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,211,91,165,70,23,50,82,93,15,799,0,0,0,22,0,8,0,6,4,38,3,0,3,12,4,6,0,13,0,50,13,31,5,26,16,11,0,18,0,110,24,48,3,19,31,15,3,9,0,154,32,35,7,28,24,12,0,12,0,160,28,43,10,19,36,11,0,20,3,170,20,10,4,3,8,3,0,8,0,60,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,121,163,36,138,121,69,3,89,15,751
POA3725,0,0,4,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,7,0,4,9,3,0,0,4,3,0,17,4,0,3,0,0,0,8,0,0,26,9,4,8,8,0,0,4,6,0,28,11,0,10,0,3,0,3,8,0,39,17,5,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,4,36,15,3,5,25,22,6,157,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,5,5,0,0,0,0,0,0,0,24,5,8,0,3,3,0,0,0,3,24,8,8,0,0,3,0,0,0,0,31,7,6,0,5,9,0,0,10,0,42,10,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,3,20,17,9,0,18,3,139
POA3726,0,0,0,0,0,5,0,3,0,9,5,0,0,0,0,0,0,3,0,4,4,0,4,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,12,7,0,7,0,0,0,3,0,0,21,11,0,0,0,0,0,0,0,0,21,14,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,46,6,17,0,0,6,5,16,0,88,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,4,0,5,0,3,0,0,0,14,6,7,0,3,4,0,0,4,0,20,6,0,0,0,3,0,0,3,0,19,6,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,7,14,14,3,3,12,0,90
POA3727,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,8,3,0,5,5,0,0,0,3,0,11,3,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,4,0,0,11,10,0,3,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,20,3,0,0,6,9,3,66,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,3,5,0,0,0,0,13,0,5,0,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,8,8,0,0,0,7,0,0,4,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,5,8,11,8,0,7,0,55
POA3728,0,0,0,0,0,0,0,6,0,6,0,0,5,0,0,0,5,3,0,14,6,0,9,0,0,0,9,0,0,28,9,0,5,5,0,0,9,6,0,29,10,0,5,0,0,0,6,4,0,25,12,5,8,0,3,0,17,15,0,45,6,0,0,0,0,0,10,0,0,13,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,39,9,30,11,0,3,46,29,6,164,0,0,0,6,0,5,0,0,0,6,0,4,0,8,0,3,0,0,0,10,0,3,4,10,0,0,0,5,3,28,3,9,0,0,6,3,0,5,0,23,4,6,0,9,3,5,0,7,0,28,7,10,0,8,4,4,0,3,0,36,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,27,4,31,13,24,0,20,5,137
POA3730,3,0,55,18,0,34,0,45,5,159,12,7,69,7,0,12,7,26,6,148,48,43,132,29,0,13,24,42,0,332,91,42,109,15,15,6,25,50,14,362,110,49,109,22,15,26,53,55,4,444,79,48,82,23,12,20,47,68,11,397,40,23,17,5,4,13,22,17,5,149,7,0,4,0,6,4,3,6,0,27,0,0,0,0,0,0,0,0,0,3,383,211,578,115,56,133,179,322,43,2020,0,3,5,45,3,42,0,5,0,108,3,16,7,39,21,21,0,13,4,131,20,98,25,89,46,28,11,20,6,339,49,80,25,71,72,39,0,29,6,375,60,82,15,78,101,47,4,57,8,447,36,78,17,75,92,41,7,62,0,413,8,24,3,17,29,9,0,12,0,104,5,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,182,386,94,411,373,227,21,204,28,1920
POA3732,0,0,3,0,0,0,0,4,0,11,0,0,4,0,0,0,0,3,0,8,8,5,7,0,0,0,0,3,0,16,9,3,8,0,0,0,3,0,0,23,12,5,5,0,0,0,3,3,0,33,10,0,0,4,0,0,8,8,0,30,11,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,58,10,31,4,0,6,14,23,0,154,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,9,0,6,3,6,0,6,0,5,0,26,5,11,0,0,4,0,0,5,0,24,7,8,4,5,5,0,0,3,0,35,8,0,3,4,3,4,4,7,0,33,4,0,0,0,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,13,26,18,9,0,25,6,150
POA3733,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,5,0,3,0,0,0,0,4,0,6,3,3,0,3,0,0,0,0,0,8,0,3,5,0,0,0,0,0,0,7,7,0,3,0,0,0,0,5,0,17,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,20,7,8,9,0,5,3,17,0,64,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,7,4,0,0,4,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,13,5,6,0,6,0,49
POA3735,3,0,0,0,0,3,0,0,0,8,0,0,5,0,0,0,0,5,0,9,11,4,10,0,0,0,8,12,0,45,4,3,6,0,3,0,4,6,0,27,10,0,3,0,0,0,9,9,3,41,14,4,5,0,0,0,10,10,3,52,15,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,54,16,36,4,8,8,29,45,9,201,0,0,0,4,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,5,4,6,0,6,8,0,0,6,0,27,3,3,4,0,0,8,0,0,0,22,7,8,0,8,10,4,0,0,0,32,13,12,0,11,6,8,0,0,0,52,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,3,31,25,16,4,10,3,164
POA3737,0,0,13,4,0,13,3,28,4,67,5,0,30,8,4,6,13,20,0,80,17,17,58,13,6,4,23,20,4,165,32,26,45,5,7,8,23,30,4,180,52,23,45,12,10,15,29,33,3,217,52,22,47,16,10,18,43,34,3,239,43,13,8,5,3,6,16,9,6,102,7,0,0,0,0,0,0,0,6,16,3,0,0,0,0,0,0,0,0,4,198,100,250,62,32,79,153,175,27,1071,0,0,0,17,0,27,0,7,0,58,3,9,8,32,9,9,4,6,0,79,12,44,17,33,21,6,4,18,0,158,11,42,11,26,28,24,4,13,3,171,33,54,13,36,40,27,4,16,0,228,30,48,10,38,53,21,9,38,3,261,19,12,0,14,7,4,0,7,6,76,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,113,206,64,202,171,115,24,113,17,1024
POA3738,0,0,0,5,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,7,5,0,0,0,0,0,7,0,0,10,9,0,0,0,0,0,3,3,0,15,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,11,4,0,0,10,11,0,54,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,7,0,4,4,9,3,0,0,0,0,14,0,0,0,3,0,3,3,3,0,14,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,11,12,7,3,6,0,53
POA3739,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,5,0,0,0,0,5,0,11,0,0,0,0,0,0,0,5,0,12,4,4,0,0,4,0,0,3,0,15,3,0,5,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,12,0,6,3,3,18,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,3,0,8,0,0,4,0,8,0,0,3,0,15,0,0,0,0,5,0,0,0,0,17,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,4,6,12,5,3,13,0,57
POA3740,0,0,0,0,0,0,0,5,0,9,4,0,9,4,0,0,0,6,0,22,4,0,20,7,0,3,6,3,0,50,11,12,10,11,0,4,3,5,0,59,18,4,17,8,5,3,3,8,0,75,19,15,16,3,3,0,5,9,0,66,6,0,0,0,0,0,0,5,0,22,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,67,31,79,29,9,20,28,33,8,316,0,0,5,5,0,9,0,3,0,16,0,0,0,6,4,0,0,0,0,15,0,11,3,3,8,8,0,3,0,48,14,23,4,7,9,3,0,3,0,67,19,15,4,5,21,11,0,12,0,78,10,10,0,11,15,6,0,7,0,69,3,8,0,3,3,4,0,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,73,18,40,59,41,0,37,3,323
POA3741,0,0,3,15,0,11,3,15,0,42,0,0,26,9,0,6,0,7,4,59,26,26,42,12,0,8,10,23,3,142,41,40,44,14,0,0,8,14,4,159,41,47,39,17,4,4,6,18,4,184,44,25,35,18,9,7,15,19,3,174,18,6,14,4,0,0,6,7,3,62,3,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,172,139,203,88,17,42,50,101,22,841,0,0,0,14,0,14,0,0,0,30,0,4,13,32,9,4,0,6,0,60,19,35,16,21,16,12,4,9,0,126,39,63,13,12,13,13,0,14,0,163,45,40,10,18,45,18,3,13,3,195,35,36,7,22,18,22,6,17,0,161,13,8,0,8,4,8,0,9,0,42,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,149,183,56,117,100,90,14,67,13,792
POA3744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,15,6,6,6,4,0,0,4,0,0,29,8,9,6,0,0,0,0,4,0,32,7,3,6,3,0,0,0,3,0,27,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,25,26,15,3,3,0,16,0,116,0,0,0,3,0,5,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,11,3,17,0,0,0,0,0,0,0,34,5,9,6,4,5,0,0,3,0,33,0,7,0,3,3,4,0,3,0,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37,7,17,14,8,0,10,0,114
POA3746,0,0,0,0,0,0,0,7,0,12,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,4,0,0,10,0,3,3,0,0,0,0,0,0,13,4,0,5,0,0,0,6,0,0,21,0,4,10,6,3,0,0,3,0,25,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,34,6,0,0,8,17,6,87,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,10,0,3,0,0,5,0,0,0,0,13,0,10,3,6,4,0,0,0,0,23,0,6,4,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,6,14,15,10,0,3,0,73
POA3747,0,0,13,6,0,12,4,21,0,66,3,6,13,6,0,5,0,20,5,54,11,18,53,7,0,7,7,20,4,134,44,57,47,11,4,12,12,19,3,208,68,72,45,20,11,7,21,23,8,275,65,42,42,21,15,9,21,33,3,252,38,18,10,13,3,0,11,9,0,105,14,3,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,252,223,223,93,37,52,78,144,26,1125,0,0,6,31,4,29,0,17,4,83,3,3,6,22,0,8,0,3,0,49,10,55,14,35,12,7,0,10,0,143,40,108,16,44,23,16,0,11,0,246,46,121,14,39,48,17,0,22,4,325,46,88,8,39,45,19,4,24,5,272,15,33,4,14,12,8,0,8,3,96,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,163,412,59,217,152,110,6,89,16,1224
POA3749,0,0,9,10,0,8,0,6,0,36,0,0,9,0,4,0,3,3,0,23,10,10,8,0,0,7,0,3,0,46,19,25,21,10,5,8,3,0,0,92,33,26,20,12,3,4,10,8,0,119,36,23,27,6,3,3,11,13,0,133,7,13,3,0,0,0,13,0,0,46,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,114,106,102,41,15,36,38,43,8,499,0,0,0,10,0,11,0,6,0,27,0,4,0,6,0,4,0,3,0,17,3,22,0,10,6,6,0,3,0,50,17,52,5,12,13,9,0,10,0,116,21,45,6,8,21,7,0,9,3,126,20,55,3,11,28,0,0,16,4,132,7,11,0,0,3,0,0,3,0,32,3,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,74,180,18,56,81,35,6,49,10,503
POA3750,0,4,30,5,0,48,12,59,4,165,18,27,136,48,19,52,78,75,21,471,179,293,502,121,134,112,354,218,61,1978,286,469,388,167,191,95,446,216,54,2312,95,116,173,56,71,20,178,83,23,826,32,31,63,28,18,19,89,59,6,347,15,8,10,9,4,3,9,16,4,72,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,631,942,1304,430,438,355,1166,737,162,6166,3,5,0,23,8,94,0,12,10,156,15,60,22,117,71,72,12,34,8,405,130,563,112,398,332,134,39,102,48,1864,131,471,87,429,311,96,34,119,42,1716,40,124,30,134,132,54,16,61,11,616,14,32,10,65,63,35,8,48,3,278,0,3,0,9,11,9,0,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,1258,275,1167,929,500,117,389,115,5081
POA3751,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,0,11,0,0,4,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,4,3,7,0,37,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,4,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,7,0,0,0,24
POA3752,8,11,78,28,18,103,14,117,3,380,32,59,195,37,30,99,49,113,27,639,143,258,393,89,112,87,122,135,38,1380,326,374,311,83,133,95,162,125,45,1656,293,228,336,85,134,68,220,166,28,1559,151,123,200,61,69,37,156,97,18,917,20,16,36,20,11,6,47,25,4,180,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,974,1068,1549,399,514,502,765,786,167,6727,13,17,3,78,27,233,0,24,0,397,21,107,35,149,88,164,11,29,11,619,114,420,47,213,248,107,16,36,36,1243,177,506,70,229,375,112,17,53,25,1566,172,287,53,218,476,147,25,96,20,1494,51,104,25,150,239,87,23,74,10,770,9,29,8,20,38,14,0,14,0,136,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,549,1465,245,1069,1502,869,96,326,108,6225
POA3753,0,0,16,3,0,12,0,19,7,50,6,0,36,7,4,11,28,12,8,102,42,34,119,27,14,19,68,44,8,377,40,47,86,26,29,21,74,42,5,368,56,29,48,8,16,13,34,27,6,237,22,14,34,3,8,0,20,14,6,119,4,3,3,7,3,0,9,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,131,343,75,75,77,230,155,37,1295,0,0,0,7,0,25,0,14,3,52,0,7,8,14,11,11,0,9,4,72,28,92,19,69,78,23,10,11,5,341,38,62,12,54,78,15,0,17,3,280,26,37,4,28,47,26,3,5,3,177,13,7,4,20,35,9,3,8,0,100,8,8,0,3,4,0,0,5,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,115,218,48,192,264,109,24,68,26,1054
POA3754,8,10,130,37,13,119,28,179,14,536,34,65,341,76,43,127,90,163,26,959,290,572,896,193,220,155,315,322,64,3031,713,905,978,294,294,209,425,330,105,4253,502,439,576,163,188,139,327,231,46,2608,230,149,222,87,98,68,201,140,24,1214,36,34,51,11,31,20,47,41,6,286,14,0,4,0,0,0,3,4,0,32,0,3,0,0,0,0,0,0,0,3,1825,2185,3195,857,891,845,1442,1404,283,12926,17,7,20,139,28,380,3,66,12,674,40,127,53,282,163,208,16,62,12,957,255,953,161,611,565,249,31,134,51,3006,410,1129,177,773,864,286,43,134,51,3871,245,521,101,471,670,219,48,124,38,2434,71,179,43,208,362,129,18,83,14,1106,16,29,7,36,83,22,0,22,0,218,9,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,1054,2943,564,2518,2740,1490,167,621,178,12276
POA3755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,17,0,0,3,0,0,0,0,4,0,11,9,0,7,0,0,0,0,3,0,14,8,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,5,18,5,3,0,0,8,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,7,0,7,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,6,7,4,0,3,0,45
POA3756,3,3,61,4,5,43,11,93,0,229,15,17,153,22,12,40,25,62,5,359,66,97,374,64,51,46,156,139,29,1020,152,108,299,58,58,37,196,98,26,1027,111,82,222,38,47,42,153,78,13,791,95,59,163,30,34,21,118,47,10,588,26,18,35,6,17,7,34,13,5,154,4,5,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,477,396,1302,222,228,242,691,529,104,4187,6,5,3,32,4,107,4,30,10,203,21,30,19,84,46,60,10,27,7,295,68,205,77,209,186,83,20,47,30,924,96,183,41,180,211,70,17,59,15,865,67,114,37,148,197,58,25,57,11,710,45,66,12,86,148,38,17,50,8,460,7,16,4,9,34,9,0,10,0,91,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,303,623,199,757,828,427,91,269,74,3558
POA3757,0,0,63,11,0,27,4,46,0,151,0,10,113,9,10,21,23,40,7,230,31,29,198,23,7,19,41,49,14,402,83,45,177,29,14,16,46,42,12,467,99,62,187,31,24,22,82,70,6,579,82,47,103,23,20,14,59,39,7,395,34,24,30,5,3,5,14,12,0,128,8,0,3,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,347,211,877,129,84,127,264,296,52,2380,0,0,6,30,4,73,3,17,0,138,7,19,19,52,29,38,8,16,0,184,28,98,44,87,93,26,4,20,5,407,47,113,19,87,127,28,0,16,5,446,76,99,23,94,162,50,4,24,9,546,35,72,18,67,91,24,8,37,6,358,14,16,3,16,33,3,0,0,0,80,4,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,211,426,133,432,535,243,36,129,33,2172
