POA_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
POA2727,64,26,16,14,10,8,5,28,7,168
POA2729,182,77,89,62,81,55,95,106,26,782
POA2730,87,43,52,56,45,18,70,141,9,534
POA2731,584,560,490,409,379,286,178,330,59,3273
POA2732,206,99,101,67,91,59,62,128,23,818
POA2733,87,12,15,26,18,10,20,47,4,246
POA2734,101,46,20,25,31,16,12,23,3,272
POA2735,58,17,35,14,25,8,10,27,8,199
POA2736,56,14,26,9,13,3,11,54,0,194
POA2737,95,26,42,24,46,18,30,63,10,355
POA2738,210,187,151,131,142,81,52,109,26,1086
POA2739,115,100,92,70,77,55,37,103,8,655
POA2745,2526,3140,2444,1722,2898,1456,1370,1234,286,17065
POA2747,2663,4539,3245,2995,3974,2051,2980,2368,522,25339
POA2748,150,148,126,67,159,66,77,79,13,887
POA2749,984,1323,1363,890,1372,737,807,745,156,8369
POA2750,2683,4558,3229,2642,3704,1929,2058,2023,446,23266
POA2752,374,398,570,281,513,212,341,287,48,3017
POA2753,1124,1307,1459,973,1140,674,824,797,171,8464
POA2754,401,587,566,392,475,290,250,278,61,3309
POA2756,2494,2470,3437,1765,2682,1332,1644,1694,335,17851
POA2757,74,77,72,43,55,31,29,32,6,422
POA2758,747,855,899,460,668,320,297,369,76,4690
POA2759,1258,1810,1882,1281,2328,1144,1683,1234,253,12885
POA2760,1250,2196,1700,1762,2363,1177,2453,1705,360,14963
POA2761,1428,2922,1870,1701,2578,1331,2263,1707,326,16122
POA2762,1515,3701,1044,964,1606,721,744,608,228,11137
POA2763,1969,4337,1723,1630,2583,1380,1326,1107,339,16390
POA2765,3007,5877,2676,2004,3397,1525,1738,1413,394,22024
POA2766,548,1334,755,780,1094,495,1062,758,163,6990
POA2767,929,2246,1059,1094,1578,707,1248,1010,253,10130
POA2768,2193,4524,1215,1176,2267,1108,764,687,238,14178
POA2769,1379,2808,570,562,1245,523,328,286,122,7836
POA2770,1286,2436,2125,2361,2632,1647,3801,2712,545,19546
POA2773,569,994,305,283,395,200,88,151,40,3023
POA2774,898,1985,802,684,872,373,255,410,71,6362
POA2775,93,123,109,58,65,40,67,75,10,637
POA2776,255,642,269,205,269,154,75,125,32,2031
POA2777,1160,2478,1156,1015,1098,602,392,594,109,8614
POA2778,162,381,163,175,138,70,51,68,15,1217
POA2779,296,673,371,303,309,157,124,175,25,2425
POA2780,770,1738,643,782,604,399,205,441,84,5664
POA2782,358,838,293,314,307,201,81,153,45,2592
POA2783,146,365,148,181,149,95,59,106,13,1273
POA2784,89,161,105,78,72,35,26,41,13,628
POA2785,284,645,259,239,210,114,76,143,36,2016
POA2786,69,135,66,56,52,33,20,34,10,483
POA2787,341,238,308,203,185,124,285,253,64,1990
POA2790,696,883,973,845,810,480,659,683,110,6141
POA2791,52,22,18,18,18,0,14,9,0,150
POA2792,58,22,24,16,16,7,15,31,4,199
POA2793,97,40,54,40,35,23,33,48,3,364
POA2794,692,570,576,571,475,423,285,610,81,4282
POA2795,2625,4013,2997,3135,2499,1804,1434,2296,373,21174
POA2797,41,15,29,17,27,4,24,44,7,206
POA2798,226,244,140,104,120,67,53,79,18,1061
POA2799,242,231,301,237,214,138,218,274,33,1895
POA2800,2885,5142,3344,2882,2872,1812,1559,2204,360,23066
POA2803,42,16,15,7,8,7,12,21,3,130
POA2804,278,176,145,138,108,83,81,155,14,1186
POA2805,48,21,27,9,16,9,18,39,0,177
POA2806,77,43,45,34,23,15,50,74,5,367
POA2807,50,12,15,10,11,10,9,28,5,161
POA2808,19,8,9,9,8,3,3,13,0,72
POA2809,34,12,4,4,10,3,0,12,0,84
POA2810,369,162,140,129,111,85,106,175,21,1286
POA2817,98,23,13,15,3,3,14,20,4,191
POA2818,91,58,63,70,56,23,29,35,4,421
POA2820,391,313,291,431,252,185,187,363,60,2480
POA2821,356,264,274,249,201,135,207,251,40,1972
POA2822,39,22,26,20,20,21,19,28,3,201
POA2823,174,69,61,53,43,31,74,73,11,582
POA2824,198,87,110,67,88,48,91,120,19,832
POA2825,201,155,136,123,81,46,153,139,24,1069
POA2826,40,6,3,15,10,3,11,19,0,101
POA2827,319,200,186,202,135,129,105,173,27,1468
POA2828,125,37,19,32,29,4,10,47,14,325
POA2829,236,158,109,153,108,53,81,158,25,1079
POA2830,2494,4155,3085,3241,2761,2047,1307,2197,400,21682
POA2831,275,104,106,73,79,46,54,102,17,857
POA2832,175,95,69,130,52,26,35,80,14,678
POA2833,48,19,9,30,19,6,34,26,0,198
POA2834,95,79,47,116,64,46,44,65,10,565
POA2835,234,199,344,135,175,105,315,192,31,1721
POA2836,87,36,9,30,22,3,17,36,4,252
POA2838,18,14,0,8,0,0,3,11,3,64
POA2839,81,62,33,63,32,12,33,48,11,362
POA2840,256,153,95,166,105,38,63,114,31,1016
POA2842,88,34,15,17,19,12,24,40,4,250
POA2843,120,62,70,40,42,27,50,70,17,491
POA2844,152,64,61,44,38,25,40,76,12,508
POA2845,90,83,157,143,116,58,125,87,11,865
POA2846,20,8,24,8,9,8,4,16,6,100
POA2847,63,93,174,140,109,68,123,130,20,916
POA2848,33,39,69,58,40,42,55,51,6,391
POA2849,149,86,99,70,45,39,64,85,19,653
POA2850,1204,1345,1550,987,884,708,1099,981,158,8915
POA2852,229,155,296,155,143,111,262,202,25,1582
POA2864,106,46,53,34,48,18,27,56,9,391
POA2865,92,52,57,37,40,19,50,80,12,433
POA2866,292,213,217,148,170,92,95,176,28,1433
POA2867,79,31,13,20,27,11,23,48,7,263
POA2868,63,35,25,23,15,15,25,39,11,240
POA2869,181,56,54,71,40,21,54,52,18,549
POA2870,746,828,781,611,624,476,641,570,90,5367
POA2871,745,618,527,446,387,358,306,501,81,3969
POA2873,117,27,27,23,19,6,12,22,5,257
POA2874,60,26,13,17,9,3,7,15,0,147
POA2875,118,54,32,30,27,16,21,40,11,350
POA2876,78,23,32,18,16,8,11,16,5,209
POA2877,346,169,169,179,155,91,183,151,23,1469
POA2878,48,16,5,5,6,3,4,21,0,124
POA2879,38,30,7,32,15,3,13,30,3,173
POA2880,824,1207,1127,1190,764,650,737,789,164,7442
POA2898,63,24,37,14,30,17,4,44,11,241
POA3000,2646,8675,2578,3693,2693,2136,733,2204,550,25902
POA3002,617,1514,115,193,341,154,28,69,52,3078
POA3003,719,2087,435,519,604,323,141,344,92,5262
POA3004,1269,2908,433,506,839,459,118,259,137,6939
POA3006,2357,6010,1132,1573,1895,1001,348,998,291,15613
POA3008,1529,3988,644,724,1080,634,224,437,176,9443
POA3011,1791,4543,1183,1289,1597,846,543,897,225,12913
POA3012,2100,4605,1459,1439,1829,1002,843,1052,271,14603
POA3013,1759,3266,767,706,1064,628,262,400,143,8999
POA3015,2051,3439,946,832,1292,684,325,478,140,10185
POA3016,1778,2764,666,700,1046,602,180,385,134,8257
POA3018,1099,1915,767,649,962,467,292,417,154,6710
POA3019,385,884,460,507,522,390,474,585,135,4341
POA3020,1589,3496,2451,2064,2290,1495,2303,2679,542,18907
POA3021,1227,2540,3012,2493,2186,1617,2905,3607,666,20252
POA3022,111,298,180,157,164,86,164,159,41,1355
POA3023,2967,5656,3724,3336,4143,2593,3209,3233,813,29670
POA3024,1417,3500,1872,1989,2139,1263,1703,1517,370,15772
POA3025,825,1345,703,453,795,433,381,414,132,5482
POA3026,376,783,460,401,603,274,582,440,116,4046
POA3027,653,1516,437,421,649,388,455,344,115,4976
POA3028,1306,2642,1911,1500,1910,1056,1324,1317,323,13291
POA3029,5157,11394,6989,7046,7622,4671,8516,5789,1543,58728
POA3030,7271,13461,6704,5963,7862,4687,4798,4643,1289,56670
POA3031,1644,4263,664,863,1201,589,261,536,155,10189
POA3032,2788,5741,1320,1632,2172,1257,659,975,293,16835
POA3033,998,1757,845,683,1116,645,362,432,150,6984
POA3034,752,1336,630,481,845,490,291,432,115,5368
POA3036,521,713,377,216,510,277,116,157,62,2947
POA3037,2693,4350,3541,2557,3939,2712,2429,2571,588,25376
POA3038,1615,2548,1798,1253,2179,1346,1002,1109,294,13144
POA3039,1666,3438,760,800,1288,708,195,431,145,9434
POA3040,2625,4811,1344,1298,2211,1245,394,790,266,14985
POA3041,1222,1983,708,602,1148,619,206,381,135,7002
POA3042,1258,2047,1125,840,1362,750,416,584,160,8531
POA3043,945,1459,1197,856,1302,680,671,727,190,8026
POA3044,2319,4755,1757,1422,2209,1196,556,883,292,15393
POA3045,0,0,0,0,0,0,0,0,0,3
POA3046,1918,4422,2428,2009,2322,1254,1064,1767,346,17533
POA3047,381,894,1096,906,600,474,911,1035,232,6531
POA3048,337,764,816,743,586,448,701,733,183,5313
POA3049,553,806,729,501,807,434,355,431,97,4710
POA3051,1048,3692,558,852,896,503,209,441,136,8321
POA3052,399,1574,242,587,431,319,70,290,62,3980
POA3053,833,3506,610,1109,853,663,244,529,147,8499
POA3054,786,2492,310,479,500,307,58,118,92,5130
POA3055,1224,3406,808,934,1110,549,262,462,116,8863
POA3056,2310,7018,1242,1498,1743,900,299,636,232,15877
POA3057,1415,4062,645,759,1003,480,151,304,116,8945
POA3058,2621,6712,1947,1880,2233,1460,579,1052,316,18787
POA3059,1474,2168,1442,960,1595,1025,719,778,254,10419
POA3060,517,1325,759,668,610,476,503,612,171,5645
POA3061,113,148,278,175,179,147,178,197,44,1451
POA3062,0,0,0,0,0,0,0,0,0,6
POA3063,58,41,34,27,25,38,30,27,7,284
POA3064,4216,7923,7017,6412,6081,4152,5797,5415,1166,48172
POA3065,1089,2949,352,518,562,330,97,196,93,6186
POA3066,1020,2806,375,477,522,314,108,172,98,5889
POA3067,1105,2737,450,491,666,382,92,200,101,6224
POA3068,2104,5679,667,858,1124,598,134,294,159,11618
POA3070,2566,6680,1106,1265,1512,820,256,505,197,14919
POA3071,1750,4350,970,1052,1230,671,293,529,151,10997
POA3072,2526,6170,1938,1910,2182,1384,628,1225,328,18295
POA3073,2755,6366,3131,2742,3207,1933,1472,2222,557,24395
POA3074,609,1112,1215,963,925,703,916,1201,199,7836
POA3075,758,1466,1332,1053,1177,772,969,1299,223,9046
POA3076,1283,2469,2204,1889,2061,1450,1588,1735,350,15040
POA3078,1209,2989,524,575,783,426,136,275,89,7013
POA3079,1725,3729,654,682,1157,701,182,342,130,9308
POA3081,804,2126,797,785,761,445,367,508,130,6732
POA3082,1442,2817,2029,1630,2191,1457,1077,1311,310,14266
POA3083,1786,3588,2033,1803,2098,1473,929,1271,331,15305
POA3084,2235,5205,1166,1188,1773,968,299,686,182,13701
POA3085,1139,2314,873,771,1001,513,176,350,105,7253
POA3087,581,1323,676,501,676,340,188,295,65,4637
POA3088,2076,3971,1868,1388,2009,1108,412,747,208,13779
POA3089,1080,1692,1112,820,975,580,253,452,98,7063
POA3090,293,297,208,107,216,144,51,70,22,1406
POA3091,157,174,161,82,135,73,33,48,13,877
POA3093,381,559,242,183,260,158,45,90,37,1952
POA3094,739,1469,609,496,663,359,108,223,57,4736
POA3095,2707,4538,1829,1442,2059,1141,370,701,187,14975
POA3096,153,229,181,118,137,98,41,74,15,1039
POA3097,173,214,110,81,89,47,27,40,15,796
POA3099,396,659,495,287,333,172,106,172,36,2649
POA3101,2465,5281,693,975,1455,984,166,415,256,12700
POA3102,653,1325,223,270,442,291,53,135,57,3449
POA3103,1400,2751,399,520,838,669,132,292,144,7154
POA3104,1970,3591,664,752,1332,1023,173,435,201,10130
POA3105,884,1565,534,465,693,566,166,309,89,5276
POA3106,1497,2323,734,605,1118,810,165,347,174,7764
POA3107,1097,2024,658,572,872,626,168,324,120,6457
POA3108,1763,3649,1167,1099,1505,1097,340,682,266,11568
POA3109,2169,4314,1369,1368,1962,1412,436,783,293,14104
POA3111,1058,1826,577,497,824,586,159,327,97,5957
POA3113,935,1378,521,445,531,364,73,256,52,4563
POA3114,431,550,206,183,278,202,34,108,32,2016
POA3115,409,479,327,198,326,203,56,134,30,2168
POA3116,873,1205,1032,695,871,580,268,497,109,6136
POA3121,3946,8969,1426,1566,2228,1308,303,718,317,20792
POA3122,2257,5627,786,1125,1509,961,194,514,202,13181
POA3123,1569,3644,508,637,986,620,142,246,114,8462
POA3124,2283,4399,570,865,1338,911,141,356,163,11014
POA3125,1005,2345,601,800,934,786,271,520,149,7410
POA3126,871,1495,159,272,422,299,34,92,60,3699
POA3127,1875,4037,534,798,1161,780,142,348,148,9830
POA3128,1415,3546,1205,1293,1299,1008,379,888,232,11258
POA3129,1334,3129,854,849,1048,770,251,524,166,8928
POA3130,2557,5677,1513,1432,2234,1358,504,919,294,16494
POA3131,1489,3581,1126,1107,1493,970,396,767,173,11103
POA3132,1286,3070,905,844,1216,668,250,526,140,8910
POA3133,1578,3333,1114,1012,1437,945,366,676,199,10661
POA3134,2738,5011,2248,1918,2441,1527,576,1210,328,17999
POA3135,1491,3273,1319,1118,1311,854,333,699,151,10542
POA3136,3087,5904,3376,2592,3220,1974,1013,1803,417,23386
POA3137,860,1433,1409,891,1041,647,418,712,149,7556
POA3138,1380,2435,2132,1467,1575,1020,622,1089,231,11955
POA3139,997,957,1792,924,897,532,504,770,124,7507
POA3140,1136,1619,1567,1140,1298,773,459,824,148,8968
POA3141,3079,7430,850,1153,1752,1108,181,431,297,16281
POA3142,1579,2650,260,403,749,533,51,150,178,6550
POA3143,1097,2302,280,378,588,459,70,145,96,5419
POA3144,1218,2283,276,400,627,438,61,174,107,5582
POA3145,2381,4713,869,1142,1522,1046,242,564,195,12683
POA3146,2959,5715,798,1085,1701,1118,194,461,208,14227
POA3147,1450,2772,544,606,855,602,153,340,138,7454
POA3148,679,1639,503,523,651,442,170,335,98,5042
POA3149,2678,5826,1522,1361,2280,1482,502,1002,367,17022
POA3150,4357,9288,2663,2417,3732,2515,988,1731,574,28271
POA3151,679,1534,534,439,651,444,207,442,88,5015
POA3152,2321,4744,1941,1596,2453,1614,735,1172,338,16920
POA3153,1120,2354,1666,1289,1489,874,684,1055,209,10741
POA3154,320,456,410,246,327,212,119,186,45,2319
POA3155,1269,2626,1951,1381,1671,1051,726,1052,188,11915
POA3156,2687,4318,3203,2118,2961,1879,1120,1589,344,20221
POA3158,488,1017,567,410,447,290,158,281,71,3726
POA3159,216,357,212,167,161,88,59,82,19,1361
POA3160,717,1311,759,592,593,344,199,307,82,4896
POA3161,1659,3714,508,832,997,640,136,290,200,8973
POA3162,1808,3546,596,816,1085,714,186,343,169,9268
POA3163,2798,6938,1631,1690,2344,1453,544,977,359,18741
POA3165,2759,4754,1575,1404,2158,1418,406,743,251,15473
POA3166,1864,4292,1401,1258,1766,1205,504,806,233,13333
POA3167,647,1361,573,474,699,435,266,403,104,4961
POA3168,755,3219,1123,1327,1150,991,803,1336,261,10972
POA3169,825,2311,1293,1037,1250,785,835,1209,247,9789
POA3170,1270,2533,1106,869,1372,809,522,779,226,9479
POA3171,668,1469,1300,1045,816,742,1121,1874,344,9385
POA3172,1220,1783,1458,1052,1342,1007,1060,1632,228,10786
POA3173,1655,2893,1780,1235,1837,1252,1431,1975,344,14400
POA3174,1168,2633,2346,2215,1781,1257,2211,3268,495,17381
POA3175,1506,3062,3697,2327,2221,1594,2670,3346,570,21005
POA3177,252,462,964,497,375,323,620,737,146,4381
POA3178,2598,4212,2539,1648,2777,1842,919,1309,321,18168
POA3179,386,728,439,338,413,302,182,283,65,3133
POA3180,469,933,521,413,561,334,224,290,51,3794
POA3181,2467,5217,870,1087,1489,981,196,383,198,12883
POA3182,2551,5203,1313,1448,1659,933,319,625,253,14308
POA3183,1944,4125,923,997,1187,708,215,448,184,10733
POA3184,1905,3693,728,819,964,731,141,305,149,9438
POA3185,1426,3000,516,674,867,542,119,269,130,7553
POA3186,2922,4127,525,836,1253,939,124,268,235,11235
POA3187,1920,2714,494,660,943,729,104,249,133,7960
POA3188,2238,3184,638,805,1138,831,147,344,147,9476
POA3189,535,961,386,301,449,256,96,207,42,3224
POA3190,1240,1967,671,601,876,516,147,287,99,6410
POA3191,1305,1832,396,479,622,453,77,198,84,5452
POA3192,2041,3595,1427,1221,1706,1177,360,674,186,12377
POA3193,2471,3182,696,813,1294,918,131,355,204,10064
POA3194,1256,2098,748,710,1004,625,219,343,107,7109
POA3195,3467,5577,2307,1951,2804,1852,599,1079,276,19910
POA3196,2051,3695,1977,1487,1953,1068,575,805,221,13841
POA3197,1073,1410,931,643,938,563,263,368,130,6312
POA3198,997,1697,1431,958,1056,745,491,751,179,8309
POA3199,3356,5840,4059,3362,3213,2429,1362,2395,446,26461
POA3200,154,192,401,292,198,158,249,349,51,2038
POA3201,1052,1555,2064,1429,1535,1031,1081,1339,222,11311
POA3202,270,377,158,145,183,144,63,92,32,1462
POA3204,3234,6137,1516,1588,2245,1545,426,822,284,17796
POA3205,1416,2679,410,505,785,406,78,220,119,6620
POA3206,1396,2016,278,318,526,336,57,127,100,5164
POA3207,2385,3492,655,711,1182,654,199,329,193,9792
POA3211,93,88,101,60,86,41,64,65,22,609
POA3212,947,1642,1507,1246,1155,779,855,923,155,9212
POA3213,352,404,420,278,289,224,209,274,53,2506
POA3214,503,747,1326,1395,731,805,1269,1791,249,8831
POA3215,1054,2187,1578,1349,1236,957,738,1127,219,10451
POA3216,3478,7832,4033,4081,3426,2847,1452,2498,446,30086
POA3217,1300,2791,1689,1826,1364,1035,595,914,150,11660
POA3218,1177,2342,1054,959,944,606,374,593,125,8176
POA3219,776,1647,1526,1465,1039,876,717,1219,154,9419
POA3220,1417,2984,925,1038,998,734,250,605,146,9091
POA3221,108,109,45,35,40,32,22,34,7,419
POA3222,999,1565,1417,1177,963,808,478,861,150,8416
POA3223,507,675,533,443,456,283,197,327,77,3485
POA3224,740,1272,1218,984,869,701,468,700,132,7093
POA3225,377,631,256,225,255,153,36,126,50,2106
POA3226,1225,2380,1234,1073,986,682,242,543,124,8481
POA3227,505,798,298,245,274,196,44,124,35,2530
POA3228,2092,3661,1571,1416,1286,979,257,733,171,12168
POA3230,268,440,190,171,141,107,27,92,32,1460
POA3231,151,244,84,73,77,61,8,46,3,754
POA3232,144,103,94,66,61,56,7,57,11,602
POA3233,201,153,154,101,108,98,41,159,24,1037
POA3234,35,21,19,6,10,9,5,22,0,116
POA3235,47,59,33,29,17,15,7,24,10,249
POA3236,26,32,8,17,11,0,0,18,6,118
POA3237,49,11,10,10,11,4,6,15,4,119
POA3238,46,32,13,11,3,10,7,16,0,135
POA3239,57,33,29,19,16,7,19,36,0,214
POA3240,217,250,216,135,116,103,55,95,12,1196
POA3241,259,248,259,167,122,98,108,172,29,1468
POA3242,102,102,78,41,51,30,23,41,11,475
POA3243,86,28,21,18,13,16,9,25,0,215
POA3249,465,220,198,179,147,112,147,240,27,1727
POA3250,574,677,849,798,521,537,493,1350,119,5923
POA3251,80,40,25,20,22,12,21,46,6,283
POA3254,25,19,34,18,18,14,12,27,0,172
POA3260,484,343,283,243,194,161,152,310,40,2203
POA3264,136,116,138,158,107,75,111,148,23,1008
POA3265,515,177,172,131,102,89,84,238,22,1525
POA3266,392,136,165,123,93,94,142,268,20,1441
POA3267,52,18,11,9,11,3,5,17,9,120
POA3268,453,126,154,104,81,79,91,220,23,1327
POA3269,142,44,39,24,18,22,15,59,5,369
POA3270,34,23,26,15,6,11,4,21,3,156
POA3271,41,8,5,3,3,4,7,22,0,89
POA3272,157,81,80,77,56,46,44,120,15,677
POA3273,41,9,0,6,0,0,0,10,6,70
POA3274,48,14,9,4,9,3,9,18,3,107
POA3275,28,28,59,28,39,19,32,29,3,273
POA3276,83,17,20,19,16,10,21,40,0,234
POA3277,203,129,133,97,94,80,76,130,27,971
POA3278,46,21,24,17,15,32,11,20,0,183
POA3279,55,22,17,18,9,15,8,18,3,168
POA3280,1726,3261,2228,2172,1714,1683,856,2255,279,16169
POA3281,182,188,176,101,117,80,60,101,22,1022
POA3282,155,212,180,173,123,116,83,141,27,1213
POA3283,191,125,89,79,63,59,35,86,16,745
POA3284,342,407,218,190,153,112,54,148,31,1646
POA3285,179,110,78,52,48,33,51,75,11,634
POA3286,80,31,28,15,30,18,14,32,7,248
POA3287,83,27,26,15,16,11,21,49,0,241
POA3289,126,39,31,32,31,22,14,47,6,340
POA3292,21,8,3,9,7,0,7,7,7,76
POA3293,76,14,17,17,14,3,12,25,3,169
POA3294,182,77,54,37,45,28,18,70,3,513
POA3300,594,855,716,631,524,495,261,576,75,4734
POA3301,255,114,73,48,74,32,20,72,11,708
POA3302,66,29,15,21,17,12,0,26,0,188
POA3303,52,12,9,11,11,9,11,26,0,153
POA3304,301,108,139,115,96,78,142,168,36,1181
POA3305,623,865,902,798,549,484,676,795,139,5831
POA3309,13,0,3,4,3,0,3,4,3,43
POA3310,28,12,9,9,13,8,9,19,0,111
POA3311,99,81,74,105,53,57,62,110,8,646
POA3312,233,55,53,37,26,22,27,74,8,530
POA3314,126,34,22,24,14,17,10,34,8,297
POA3315,263,99,82,71,55,38,43,112,10,774
POA3317,41,17,9,9,6,4,0,12,0,97
POA3318,171,73,55,50,47,20,37,75,21,540
POA3319,75,13,18,9,13,7,9,41,6,192
POA3321,172,199,164,69,100,63,51,105,12,939
POA3322,22,6,6,8,5,0,5,11,0,69
POA3323,34,0,0,3,0,0,0,7,0,50
POA3324,80,21,23,22,24,18,32,40,3,267
POA3325,73,17,24,16,17,9,8,27,9,193
POA3328,120,211,233,163,135,74,101,117,16,1158
POA3329,43,24,16,25,9,17,7,16,4,166
POA3330,33,9,17,7,5,10,4,18,0,99
POA3331,413,562,701,478,462,311,275,333,60,3597
POA3332,76,67,131,77,66,40,60,65,12,600
POA3333,97,56,60,38,40,21,34,51,4,408
POA3334,54,40,33,26,22,20,22,49,6,264
POA3335,271,546,450,356,431,211,428,309,104,3108
POA3336,898,1973,1113,1011,1290,688,1022,692,187,8887
POA3337,1402,1885,2574,2326,2314,1629,2312,1992,399,16839
POA3338,1267,2198,2116,2108,1968,1284,2227,1653,350,15173
POA3340,1396,2101,2140,1525,1800,1026,1126,1121,236,12468
POA3341,121,145,173,91,111,54,86,97,18,891
POA3342,276,296,310,223,243,151,139,207,32,1884
POA3345,109,137,125,70,91,44,54,55,10,695
POA3350,3831,8476,3965,4318,3923,2871,1334,2678,442,31839
POA3351,633,659,800,533,483,357,360,520,79,4427
POA3352,1414,1668,1561,1088,1209,787,658,983,158,9517
POA3355,426,738,736,746,599,519,351,730,86,4929
POA3356,476,845,1059,1007,766,732,479,912,118,6389
POA3357,256,504,213,200,223,132,71,115,32,1753
POA3358,188,374,315,271,238,189,118,165,22,1874
POA3360,60,48,39,27,45,20,35,45,8,328
POA3361,75,28,35,21,15,16,26,30,6,254
POA3363,204,234,260,164,151,120,92,192,16,1430
POA3364,284,209,155,93,98,63,53,110,19,1088
POA3370,103,142,112,98,62,51,39,100,16,720
POA3371,56,54,53,48,45,30,39,57,10,388
POA3373,183,134,140,131,106,74,88,142,29,1025
POA3374,51,28,27,38,21,7,20,13,8,209
POA3375,46,12,3,12,11,3,0,16,0,114
POA3377,506,552,468,694,361,315,231,691,96,3917
POA3378,54,14,3,0,3,0,0,4,0,82
POA3379,155,34,25,23,23,15,11,50,4,341
POA3380,295,321,320,441,238,223,205,529,46,2624
POA3381,151,118,87,82,52,39,30,90,14,665
POA3384,66,33,30,34,21,12,19,33,8,252
POA3385,86,19,30,32,21,11,17,21,9,246
POA3387,74,9,10,11,6,6,15,23,0,154
POA3388,84,42,17,12,16,8,15,26,0,230
POA3390,73,61,37,38,41,22,40,54,10,375
POA3391,30,3,4,11,4,4,5,17,4,83
POA3392,66,24,16,21,18,21,19,35,7,229
POA3393,204,141,151,190,111,90,67,118,18,1086
POA3395,68,6,10,11,16,7,12,17,0,151
POA3396,69,42,26,34,24,12,34,45,7,293
POA3400,905,1332,988,949,763,702,441,779,121,6972
POA3401,609,344,376,232,305,192,161,241,44,2506
POA3407,88,16,17,15,8,4,10,33,0,205
POA3409,184,94,53,57,32,27,32,49,8,534
POA3412,39,25,6,19,4,0,9,20,0,118
POA3413,62,4,11,4,5,0,0,21,0,113
POA3414,123,96,76,86,60,48,86,84,11,654
POA3415,9,0,4,0,0,0,9,6,0,26
POA3418,354,180,144,115,111,67,97,262,28,1351
POA3419,118,64,38,41,37,31,26,50,9,413
POA3420,84,14,14,10,7,3,6,13,0,150
POA3423,41,22,19,20,12,7,9,18,0,154
POA3424,95,42,18,27,25,13,24,36,6,290
POA3427,305,578,476,355,483,243,284,271,74,3062
POA3428,47,36,69,17,55,28,40,15,10,321
POA3429,2354,3594,3317,2491,3068,1820,1432,1613,352,20046
POA3430,29,25,30,5,13,15,13,16,4,154
POA3431,311,508,419,257,332,151,120,145,48,2289
POA3432,19,15,15,9,15,5,7,6,8,95
POA3433,22,18,16,3,15,18,3,9,0,109
POA3434,417,524,612,324,443,238,216,291,59,3123
POA3435,220,301,272,189,192,111,103,147,37,1578
POA3437,897,1408,958,663,797,430,275,398,76,5911
POA3438,204,291,173,151,155,96,50,92,15,1229
POA3440,186,330,131,91,115,74,24,57,6,1014
POA3441,154,237,66,65,76,33,12,41,20,708
POA3442,765,1203,489,460,426,259,130,266,59,4053
POA3444,888,1062,654,516,485,353,192,527,83,4763
POA3446,87,165,80,61,53,33,25,37,8,535
POA3447,36,47,46,31,29,30,11,26,5,253
POA3448,80,95,64,45,60,31,31,55,6,468
POA3450,355,950,313,331,273,194,93,280,50,2836
POA3451,370,698,411,346,257,177,121,254,49,2682
POA3453,155,211,132,96,88,70,61,84,7,903
POA3458,208,297,158,114,101,40,39,89,21,1059
POA3460,197,269,176,158,121,83,38,122,23,1178
POA3461,441,476,296,256,175,126,75,225,41,2119
POA3462,75,116,83,50,43,36,35,69,11,522
POA3463,192,221,160,121,110,66,59,117,17,1060
POA3464,69,46,88,82,53,55,41,67,7,512
POA3465,420,421,536,545,335,369,246,583,77,3536
POA3467,82,48,58,71,36,42,51,73,14,469
POA3468,35,14,4,12,8,6,9,14,3,115
POA3469,25,22,9,8,3,9,7,16,0,91
POA3472,62,45,67,59,36,40,42,84,9,437
POA3475,52,3,7,14,5,3,8,14,5,114
POA3477,138,51,37,37,33,15,32,47,3,378
POA3478,164,119,129,148,102,90,65,190,17,1026
POA3480,205,108,83,70,62,50,61,126,17,781
POA3482,34,7,3,0,6,0,0,0,0,60
POA3483,139,82,44,38,30,26,29,35,11,436
POA3485,53,13,5,5,6,8,5,10,0,108
POA3487,20,3,8,6,0,0,0,7,0,41
POA3488,16,0,3,6,4,0,3,5,0,40
POA3489,7,5,6,3,0,0,0,0,0,23
POA3490,158,71,59,56,30,25,61,63,18,550
POA3491,28,3,0,6,0,3,5,6,0,57
POA3494,88,16,23,15,21,3,26,105,11,314
POA3496,475,323,412,307,260,259,267,461,79,2847
POA3498,482,431,460,328,351,315,188,313,69,2928
POA3500,1707,2724,1887,1953,1543,1445,942,2247,361,14809
POA3501,201,216,164,94,131,107,57,102,24,1104
POA3505,318,285,334,241,234,208,190,300,62,2170
POA3506,8,0,0,3,0,0,0,3,0,17
POA3507,20,10,0,6,5,0,3,3,0,51
POA3509,44,12,6,16,11,3,3,12,0,104
POA3512,74,25,6,13,12,4,15,27,0,178
POA3515,167,188,210,185,168,124,89,136,20,1299
POA3516,103,43,45,30,43,35,24,33,8,371
POA3517,114,56,65,57,55,36,52,92,10,538
POA3518,122,48,39,44,50,34,46,65,9,456
POA3520,4,0,4,4,0,0,0,9,0,30
POA3521,64,39,76,40,48,22,39,38,8,377
POA3522,39,21,21,14,20,11,6,15,4,157
POA3523,222,212,228,135,154,107,129,184,42,1410
POA3525,150,67,67,48,55,38,47,79,3,558
POA3527,93,39,35,23,38,20,15,41,3,311
