POA_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA3813,391,375,765,10,10,18,0,0,0,30,49,76,0,3,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,55,87,3,0,4,0,0,0,48,61,115,34,45,81,475,481,957
POA3814,1069,1071,2145,19,21,41,0,3,6,99,85,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,89,196,0,4,4,10,0,11,133,117,248,96,87,189,1303,1275,2583
POA3815,1461,1477,2936,58,53,114,0,8,3,158,171,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,174,329,8,0,8,5,4,6,221,237,459,120,137,256,1806,1848,3655
POA3816,1217,1199,2420,38,48,86,0,0,3,161,168,328,5,3,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,175,348,0,0,0,0,0,0,208,225,436,169,151,315,1593,1578,3170
POA3818,6629,7061,13687,319,395,710,6,10,22,809,853,1665,12,15,26,6,10,11,6,3,15,0,5,5,0,0,0,0,0,0,0,0,0,841,898,1737,16,24,40,19,17,34,1200,1333,2530,421,441,863,8249,8837,17083
POA3820,7478,8149,15630,485,574,1052,27,23,47,860,986,1839,26,32,59,0,8,6,11,12,20,5,5,10,0,0,0,0,0,0,0,0,0,932,1064,2000,25,37,58,20,14,29,1454,1686,3140,478,550,1027,9413,10387,19796
POA3821,1290,1323,2617,38,35,73,0,0,0,70,82,156,0,0,3,0,0,0,7,0,9,0,0,0,4,3,3,0,0,0,0,0,0,85,90,171,4,4,7,0,0,0,120,128,249,115,129,242,1528,1581,3109
POA3822,428,405,832,21,20,40,0,0,0,22,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,44,0,0,0,0,0,0,44,40,82,43,36,77,511,477,989
POA3823,869,871,1736,27,29,56,0,0,0,77,83,164,4,4,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,83,89,176,0,0,0,0,0,0,108,125,234,62,58,116,1039,1056,2094
POA3824,2152,2258,4416,87,97,180,11,8,11,184,196,377,8,8,14,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,201,214,413,6,6,10,3,7,13,296,321,616,163,184,347,2605,2765,5376
POA3825,8396,8599,16996,376,465,837,17,18,30,533,570,1099,21,16,36,0,0,4,4,0,8,3,0,3,3,4,5,0,0,0,0,0,0,573,612,1186,29,23,55,45,39,86,1022,1143,2166,879,850,1729,10295,10593,20889
POA3831,811,792,1602,25,27,47,0,0,4,73,61,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,66,136,0,9,13,0,0,0,98,99,199,99,94,189,1009,977,1988
POA3832,98,114,210,4,3,6,0,0,0,8,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,20,0,0,0,0,0,0,15,13,29,6,4,9,111,127,241
POA3833,149,119,267,0,0,0,5,0,4,8,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,22,0,0,0,0,0,0,11,11,22,28,19,51,187,151,340
POA3835,211,205,414,8,4,7,0,0,0,10,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14,0,0,0,0,0,0,18,7,28,15,17,30,238,228,471
POA3840,6651,6770,13425,321,295,615,8,12,24,505,507,1013,13,9,17,3,10,15,0,0,9,0,4,4,7,4,12,0,0,0,0,0,0,547,548,1090,16,22,38,22,9,36,901,878,1783,935,891,1830,8489,8546,17037
POA3842,1929,2004,3936,70,69,143,8,8,10,142,161,305,13,7,17,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,176,339,3,4,8,4,4,11,240,255,494,200,233,434,2379,2490,4865
POA3844,12040,12715,24760,535,658,1194,33,37,67,1177,1311,2483,33,40,72,3,4,8,3,11,15,3,4,11,6,7,14,6,5,12,0,0,0,1262,1416,2682,64,59,122,30,37,69,1890,2171,4065,964,1039,2004,14898,15932,30831
POA3847,843,881,1724,35,34,70,3,3,8,89,87,175,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,88,182,0,0,0,5,4,9,132,125,260,126,135,263,1104,1144,2247
POA3850,5620,6220,11840,503,592,1094,55,55,113,491,506,997,51,37,87,19,13,31,15,12,26,5,6,14,0,4,10,19,11,31,0,0,0,663,640,1305,34,37,73,15,10,23,1213,1283,2493,484,474,956,7316,7973,15291
POA3851,2293,2078,4377,37,27,64,7,14,17,244,224,458,6,4,8,0,4,4,0,4,4,3,0,4,0,0,0,0,0,0,0,0,0,263,239,500,8,6,16,4,5,4,305,278,584,1024,199,1228,3622,2558,6183
POA3852,41,23,60,5,0,9,27,3,31,10,6,12,15,8,21,5,0,5,4,5,7,0,0,0,0,0,0,37,15,54,0,0,0,99,36,139,0,0,0,0,0,0,107,35,144,4,5,3,145,69,210
POA3854,632,638,1278,8,15,22,3,0,0,44,33,75,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,42,38,85,0,0,0,0,0,0,54,50,110,41,40,82,732,733,1465
POA3856,435,451,888,6,8,9,0,0,0,38,45,81,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,46,89,0,0,4,0,0,0,48,57,99,39,45,86,516,552,1068
POA3857,154,166,321,0,0,0,0,0,0,6,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,21,0,0,0,6,0,6,9,8,25,18,21,38,187,194,382
POA3858,1225,1172,2396,67,47,116,0,9,8,72,84,153,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,97,171,6,7,10,21,19,36,170,174,339,187,182,373,1574,1522,3102
POA3859,389,366,753,14,25,36,0,0,0,27,25,50,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,31,27,58,0,0,6,0,0,0,49,51,99,48,39,84,479,456,934
POA3860,2935,3095,6029,198,210,413,7,9,13,168,187,358,0,4,8,0,0,4,5,0,3,0,0,0,0,0,3,0,0,0,0,0,0,183,207,385,6,4,9,3,7,8,395,424,818,268,249,516,3592,3770,7366
POA3862,1402,1404,2808,91,77,167,9,10,18,119,114,242,5,8,13,0,0,0,0,3,4,0,3,4,0,4,4,0,0,0,0,0,0,139,141,278,0,0,0,4,0,7,234,220,456,113,119,235,1750,1750,3498
POA3864,103,98,201,0,0,0,0,0,0,9,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,0,0,0,0,0,0,10,8,12,11,11,22,122,114,237
POA3865,240,203,441,5,3,6,0,0,0,13,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,12,27,3,0,0,0,0,0,19,17,38,20,18,43,282,237,519
POA3869,710,724,1430,32,46,79,0,0,0,63,61,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,59,121,0,0,0,0,0,0,94,106,201,49,38,86,855,872,1720
POA3870,523,538,1061,16,13,31,0,4,6,40,36,75,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,48,47,92,0,0,0,0,0,0,60,62,123,59,62,123,648,663,1310
POA3871,1213,1209,2423,54,65,122,3,11,14,82,87,172,4,4,5,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,91,102,195,0,5,6,4,9,9,158,177,333,127,130,257,1493,1518,3010
POA3873,154,121,277,0,0,0,0,0,0,11,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,14,0,0,0,5,0,5,12,5,23,13,16,28,181,144,330
POA3874,261,240,499,11,8,21,0,0,0,11,22,32,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,43,0,0,0,0,0,0,26,41,62,25,23,46,307,300,612
POA3875,7642,8188,15835,439,480,920,30,43,76,604,683,1287,28,37,66,0,3,9,16,9,19,9,4,13,9,4,12,0,0,5,0,0,0,695,791,1489,28,27,55,32,16,49,1192,1313,2505,684,786,1470,9521,10287,19810
POA3878,501,534,1033,29,24,57,7,6,16,68,73,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,84,163,3,0,5,0,0,4,110,112,224,27,17,49,634,662,1298
POA3880,1605,1774,3380,97,104,202,3,3,11,154,204,351,10,7,14,0,0,0,0,0,0,5,5,8,0,3,9,0,0,0,0,0,0,171,228,395,4,3,9,3,4,7,280,338,620,105,103,213,1994,2219,4209
POA3882,545,541,1086,8,9,21,7,4,3,57,64,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,66,133,0,0,3,5,0,0,73,88,160,33,31,63,651,653,1304
POA3885,786,765,1552,17,15,34,4,3,5,51,40,97,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,49,109,0,0,0,0,0,6,80,69,150,72,86,160,936,918,1855
POA3886,175,159,337,8,12,14,6,4,8,5,5,7,0,0,3,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,13,12,24,0,0,0,0,0,0,23,20,45,19,17,35,208,198,410
POA3887,106,85,192,3,3,5,5,0,5,15,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,23,0,0,0,5,0,5,20,13,36,23,16,36,151,114,267
POA3888,1375,1309,2680,78,96,181,15,17,36,76,81,157,6,14,16,0,0,0,0,5,5,0,0,0,0,4,5,0,0,0,0,0,0,99,114,219,0,0,0,3,0,3,188,215,404,193,188,380,1753,1714,3468
POA3889,66,54,128,0,0,5,5,0,3,10,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,15,0,0,0,0,0,0,12,3,14,19,12,30,102,76,171
POA3890,137,125,258,3,5,12,0,0,6,3,0,3,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,9,15,0,0,0,0,0,0,16,10,26,26,22,54,177,161,335
POA3891,48,38,86,0,0,4,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,0,0,0,0,0,0,4,7,11,11,12,27,64,56,121
POA3892,453,493,944,32,37,61,4,3,9,21,26,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,33,35,67,4,0,4,0,0,0,60,70,133,45,52,98,556,615,1178
POA3893,9,10,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,9,12,25
POA3895,94,77,172,0,3,5,0,0,0,7,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,0,0,0,0,0,0,5,6,15,4,3,11,105,97,196
POA3896,150,135,278,3,3,13,0,0,0,12,9,21,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,23,0,0,0,0,0,0,21,18,42,14,12,27,189,160,348
POA3898,255,229,489,15,8,23,0,3,8,18,30,53,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,37,68,0,0,0,0,0,0,42,48,96,72,53,124,374,328,698
POA3900,69,49,117,9,5,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,11,5,16,17,17,36,95,73,172
POA3902,168,171,336,0,4,5,0,0,0,8,16,27,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,34,0,0,0,0,0,0,11,28,39,28,25,49,209,220,424
POA3903,342,327,664,19,20,35,6,0,9,39,34,66,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,34,78,0,0,3,0,0,0,59,50,117,42,29,70,439,414,852
POA3904,751,754,1509,49,46,96,6,6,9,75,66,139,4,0,3,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,86,82,170,4,4,4,0,0,0,137,131,269,59,55,117,946,948,1894
POA3909,3293,3363,6659,198,206,406,22,26,39,243,246,491,8,12,19,0,0,0,3,3,8,0,4,5,0,5,7,0,6,7,0,0,0,287,296,580,9,11,14,14,10,22,503,522,1021,494,484,974,4287,4370,8657
POA3910,9690,10205,19896,261,302,558,10,12,20,871,967,1836,15,13,29,0,6,5,0,0,3,0,0,0,4,0,4,0,3,3,0,0,0,901,999,1900,37,36,75,26,13,41,1220,1356,2576,418,398,818,11334,11963,23288
POA3911,1511,1503,3011,18,24,40,0,0,0,127,143,269,7,5,6,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,139,151,284,0,0,5,4,0,6,161,179,333,52,72,126,1726,1748,3469
POA3912,6494,6759,13256,192,199,391,11,12,19,508,574,1085,6,11,14,0,0,0,4,3,10,0,0,0,0,4,4,0,0,3,0,0,0,530,604,1138,17,23,35,18,13,32,757,836,1589,294,292,586,7550,7889,15433
POA3913,1492,1510,3001,27,32,57,6,9,12,101,111,212,4,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,128,239,8,5,10,3,0,9,144,163,310,48,55,101,1680,1731,3411
POA3915,4040,4437,8478,210,243,458,27,28,55,310,363,671,13,15,25,0,0,0,10,19,28,0,0,3,3,7,9,0,5,3,0,0,0,374,430,809,7,9,20,15,9,19,603,700,1298,423,409,830,5068,5541,10605
POA3916,439,447,883,13,11,19,0,0,0,35,31,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,31,70,0,7,3,0,0,0,47,47,99,28,22,52,514,518,1032
POA3918,1793,1837,3628,75,79,148,7,3,11,116,117,233,4,4,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,133,127,257,0,4,7,6,4,13,222,213,424,78,84,163,2089,2129,4213
POA3919,1386,1406,2787,70,77,153,5,3,8,75,80,155,4,5,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,85,87,176,4,5,3,5,5,9,164,179,340,74,98,170,1624,1681,3301
POA3920,394,129,517,20,10,24,107,52,157,49,22,67,122,51,174,10,8,24,52,21,72,13,0,12,13,4,17,11,5,10,0,0,0,376,162,538,0,0,0,0,0,0,393,170,568,19,14,30,804,312,1118
POA3921,56,64,118,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,5,4,6,9,70,71,142
POA3922,3663,3917,7574,312,356,666,12,20,27,411,471,881,8,8,14,0,3,4,0,0,0,3,9,10,0,0,5,0,0,5,0,0,0,447,505,949,18,20,35,11,19,28,785,903,1686,368,401,772,4813,5221,10031
POA3923,341,328,663,20,16,34,0,0,3,22,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,44,0,0,0,0,0,0,49,42,85,43,45,90,428,408,840
POA3925,1610,1687,3292,92,112,204,4,11,10,226,223,454,0,0,0,0,3,5,3,5,6,5,0,6,0,0,0,3,0,3,0,0,0,241,241,485,3,3,12,5,3,8,343,367,707,251,267,524,2201,2323,4521
POA3926,1391,1497,2887,26,25,54,4,4,5,111,107,219,0,0,0,0,0,0,3,0,3,0,0,0,5,0,7,0,0,0,0,0,0,125,119,241,9,7,12,0,0,0,158,153,308,104,97,203,1649,1745,3393
POA3927,714,773,1485,36,32,64,0,0,0,70,76,143,6,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,73,77,152,4,4,10,0,0,0,108,113,222,72,70,140,887,959,1846
POA3928,182,192,372,4,5,6,0,4,3,16,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,29,0,0,0,0,0,0,18,20,37,18,26,46,215,233,451
POA3929,432,451,880,12,6,24,4,3,3,38,40,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,41,79,0,4,8,0,0,0,56,49,104,74,66,134,562,567,1123
POA3930,7786,8241,16031,229,243,468,12,14,27,624,686,1312,12,13,22,0,0,0,5,7,12,0,3,3,0,3,7,0,0,0,0,0,0,660,725,1382,44,50,89,6,5,8,944,1017,1956,316,300,615,9044,9557,18600
POA3931,9838,11329,21166,240,288,529,22,21,45,1117,1271,2393,21,20,41,4,3,7,5,6,17,9,3,10,3,0,3,5,0,6,0,0,3,1187,1338,2522,48,66,110,10,15,25,1488,1701,3190,509,672,1183,11842,13704,25545
POA3933,431,424,854,8,9,15,0,0,0,22,37,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,37,65,4,0,3,0,0,0,34,48,85,27,21,49,493,500,991
POA3934,8103,8780,16881,221,263,483,16,17,34,680,774,1454,6,11,17,3,3,6,9,3,5,0,0,4,3,3,3,3,6,4,0,0,0,719,812,1531,44,40,90,16,8,21,1001,1127,2123,330,371,700,9432,10273,19704
POA3936,5076,5425,10499,191,199,392,10,13,21,674,660,1332,9,8,16,0,0,0,0,0,9,0,0,6,5,0,0,0,0,0,0,0,0,698,695,1392,16,21,36,3,7,12,914,921,1831,461,483,936,6446,6822,13265
POA3937,746,694,1436,7,16,20,0,0,3,52,59,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,63,117,6,0,3,0,0,0,64,80,143,65,59,122,873,829,1703
POA3938,1308,1366,2679,41,49,84,0,3,0,142,135,274,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,140,284,5,12,16,0,3,4,193,194,394,109,116,221,1612,1672,3290
POA3939,5976,6625,12601,248,276,525,12,14,25,565,608,1177,16,10,32,5,0,6,0,3,5,5,0,5,7,3,4,0,0,3,0,0,0,609,649,1259,18,22,41,17,18,36,894,959,1856,630,695,1327,7502,8287,15787
POA3940,1891,2211,4105,89,107,194,10,3,11,179,215,396,4,7,13,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,227,425,3,3,4,7,0,8,295,342,636,214,250,467,2394,2802,5200
POA3941,5289,5316,10601,241,243,480,13,9,23,498,523,1026,5,13,25,0,0,0,0,3,6,3,0,3,0,7,5,0,0,0,0,0,0,528,557,1084,21,22,43,20,9,26,813,822,1634,613,609,1220,6705,6744,13455
POA3942,1039,1076,2114,52,57,114,0,0,4,113,124,241,3,6,3,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,122,132,256,5,10,17,0,0,3,182,202,384,124,129,252,1347,1408,2755
POA3943,770,797,1571,33,23,59,0,4,7,76,66,145,3,0,3,0,0,0,0,6,5,0,0,3,0,0,0,0,0,0,0,0,0,87,76,163,5,0,10,3,0,3,126,105,231,100,104,200,1000,1002,2002
POA3944,313,304,612,12,16,30,3,4,6,32,35,69,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,40,36,75,5,0,5,0,0,0,53,50,105,36,33,61,396,381,784
POA3945,468,425,896,12,8,15,0,3,3,40,38,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,42,80,0,0,4,0,0,0,51,47,100,42,37,79,558,516,1075
POA3946,120,125,251,0,7,10,0,0,0,4,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,23,0,0,0,0,0,0,9,17,31,17,11,22,148,158,303
POA3950,2045,2119,4162,124,139,266,4,3,9,145,148,295,5,4,8,3,0,4,0,3,7,0,3,3,0,0,0,3,0,8,0,0,0,160,162,325,4,9,10,3,5,9,292,321,610,140,169,316,2483,2608,5087
POA3951,434,440,868,8,5,13,0,0,0,36,28,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,71,0,0,0,0,0,0,46,36,83,27,28,55,507,500,1002
POA3953,3215,3423,6633,172,221,395,4,5,8,229,244,471,8,4,14,0,0,3,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,249,261,505,16,14,31,3,5,4,440,492,939,261,275,538,3924,4196,8119
POA3954,161,157,318,3,3,7,0,0,0,11,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22,0,0,0,0,0,0,17,17,36,9,5,12,185,179,366
POA3956,1251,1198,2445,31,33,64,0,0,0,118,134,249,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,118,137,262,9,9,13,0,0,3,162,185,344,112,106,220,1519,1481,3010
POA3957,127,130,257,8,7,17,0,0,0,13,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,25,0,0,0,0,0,0,20,23,44,6,4,7,150,152,307
POA3958,118,108,225,4,3,14,0,0,0,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,0,0,0,0,3,5,14,15,25,19,13,32,144,141,285
POA3959,504,487,988,34,28,61,0,4,3,16,28,47,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,57,0,0,0,0,0,0,59,61,125,61,50,111,627,593,1216
POA3960,1060,1099,2163,61,63,123,0,0,4,59,85,141,0,3,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,92,158,9,5,12,0,6,6,133,165,295,127,118,242,1315,1387,2701
POA3962,368,372,739,23,26,49,0,0,0,39,23,62,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,40,29,64,5,0,4,0,0,0,68,53,124,37,45,86,476,475,952
POA3964,85,73,155,7,0,8,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,7,5,9,5,4,4,91,85,171
POA3965,80,76,161,4,3,8,0,0,0,10,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,20,0,0,0,0,0,0,13,9,24,16,21,39,115,109,220
POA3966,242,209,452,4,3,7,0,0,0,16,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,31,0,0,0,0,0,0,13,23,43,24,22,44,281,255,542
POA3967,49,39,82,0,0,0,0,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,0,0,0,0,0,0,4,4,12,7,5,9,59,48,104
POA3971,1651,1692,3347,78,91,166,6,7,8,103,110,212,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,112,119,228,0,5,5,3,4,3,198,216,406,191,213,403,2038,2117,4153
POA3975,7520,7499,15020,167,180,354,11,9,21,806,803,1608,4,9,13,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,830,1656,53,84,138,16,8,27,1066,1106,2171,300,286,591,8894,8893,17782
POA3976,10819,10421,21237,174,204,383,23,32,50,1105,1007,2118,8,6,14,3,3,5,3,5,7,3,0,9,3,0,3,0,0,0,0,0,0,1150,1051,2202,119,126,244,37,18,50,1478,1404,2881,811,750,1567,13106,12573,25686
POA3977,47245,47981,95232,903,879,1786,80,81,160,5837,5929,11767,55,77,131,28,29,59,17,33,52,15,20,31,5,5,15,9,7,18,0,0,0,6064,6169,12233,310,397,705,107,81,188,7387,7526,14910,2598,2558,5159,57234,58063,115300
POA3978,15869,16210,32078,256,261,517,58,61,117,3658,3714,7369,21,24,47,10,17,24,16,18,38,13,17,31,0,0,0,6,6,9,0,0,0,3785,3848,7636,129,150,279,55,40,95,4221,4301,8523,718,743,1460,20811,21252,42063
POA3979,145,137,280,10,4,11,0,0,0,16,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,29,0,0,0,0,0,0,18,16,38,24,22,47,187,176,366
POA3980,1527,1425,2953,28,29,52,0,0,0,150,134,288,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,152,147,300,0,3,3,4,0,0,183,170,357,121,93,220,1835,1695,3526
POA3981,2195,2323,4517,43,52,96,3,0,3,206,215,420,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,213,218,433,6,10,16,4,0,8,271,281,554,155,141,289,2620,2743,5357
POA3984,2867,2793,5660,108,115,222,0,5,3,395,432,829,6,4,14,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,406,447,857,5,5,5,8,0,10,534,565,1100,286,260,541,3679,3620,7298
POA3987,647,676,1323,14,16,25,0,0,0,72,58,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,58,130,0,3,0,0,3,4,85,79,168,63,65,127,796,820,1620
POA3988,464,454,920,23,15,29,0,0,0,34,39,70,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,38,72,0,4,4,0,0,0,55,54,103,36,27,66,553,535,1083
