POA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
POA4152,14,20,5,2614,70,6,0,56,14,28,8,10,11,21,174,395,0,0,0,6,8,0,0,0,0,0,11,32,1917,278,59,1925,418,885,112,221,75,360,195,6450
POA4153,0,0,0,219,12,0,0,7,3,4,3,0,0,9,19,46,0,0,0,0,0,0,0,0,0,0,0,4,220,20,8,190,44,100,7,24,8,36,20,681
POA4154,0,0,0,876,22,9,3,19,0,8,0,0,0,0,45,106,3,0,0,0,0,0,0,0,0,0,3,7,707,59,26,626,102,256,29,44,14,49,52,1976
POA4155,0,3,0,105,0,0,0,0,0,3,0,0,0,0,10,18,0,0,0,0,0,0,0,0,0,0,0,3,62,12,4,54,13,34,5,6,3,14,13,211
POA4156,0,4,0,204,4,0,0,9,0,7,0,0,0,3,18,40,0,0,0,0,0,0,0,0,0,0,0,5,173,20,0,162,32,91,7,36,0,35,21,580
POA4157,0,5,0,431,23,0,0,24,0,4,8,6,7,13,76,163,0,0,3,4,0,0,0,0,3,0,8,17,631,122,27,720,167,317,44,90,32,164,79,2397
POA4158,0,0,0,97,3,0,0,5,0,0,0,0,0,4,9,25,0,0,0,0,0,0,0,0,0,0,3,3,115,12,9,130,33,45,7,16,3,30,14,400
POA4159,3,4,0,443,12,0,3,31,0,4,0,3,0,9,73,152,0,0,3,0,0,0,0,0,0,0,4,9,534,59,30,556,148,227,31,67,24,108,84,1869
POA4160,4,7,0,834,35,7,0,26,5,12,3,0,0,9,79,180,0,0,3,5,0,0,0,0,0,0,0,10,774,106,18,839,153,321,31,77,25,147,80,2564
POA4161,0,4,0,277,21,0,0,17,0,15,0,0,0,3,79,147,0,0,0,3,0,0,0,0,0,0,5,14,546,99,15,599,135,295,44,84,23,129,86,2060
POA4163,7,7,0,457,24,3,4,22,3,7,0,8,0,4,74,148,0,0,0,0,0,0,0,0,0,0,8,10,410,58,18,425,70,229,24,84,25,131,76,1561
POA4164,0,5,0,709,39,5,0,23,4,14,3,0,5,3,97,194,5,0,3,0,0,4,0,0,0,0,13,21,850,119,32,835,176,370,68,92,38,111,112,2799
POA4165,5,11,0,1030,61,13,10,55,11,16,4,12,10,16,204,421,7,0,5,3,0,3,0,0,0,5,13,44,1503,202,76,1571,352,669,99,182,89,293,224,5255
POA4169,0,0,0,404,11,0,0,9,0,5,0,0,0,0,36,61,0,0,0,0,0,0,0,0,0,0,0,5,278,43,12,208,67,164,8,31,13,51,40,912
POA4170,3,9,10,1594,26,7,0,17,6,19,0,4,0,5,102,189,0,0,4,6,0,0,0,0,0,0,0,15,1064,108,41,1013,271,427,50,91,32,112,116,3314
POA4171,14,8,0,1330,23,3,5,18,4,12,3,3,7,3,56,129,3,0,0,0,6,3,0,0,0,0,5,9,676,98,12,627,143,400,34,55,33,68,61,2204
POA4172,0,0,0,205,6,0,0,0,0,3,0,3,0,3,21,38,0,0,0,0,0,0,0,0,0,0,0,0,180,15,8,174,46,85,6,17,9,20,27,592
POA4173,4,0,0,204,6,3,0,8,0,3,0,0,0,4,28,54,4,0,0,0,0,0,0,0,0,0,0,4,300,40,10,318,91,151,22,36,11,63,30,1068
POA4174,0,0,0,73,3,0,0,8,0,4,0,0,0,5,22,33,0,0,0,0,0,0,0,0,0,0,0,0,122,7,12,91,31,54,11,24,4,17,18,397
POA4178,6,9,0,853,37,4,6,30,0,14,5,3,3,8,102,209,4,0,3,0,0,0,0,0,0,5,4,18,915,120,50,951,196,471,52,107,56,155,112,3188
POA4179,0,8,0,879,29,0,0,25,0,7,4,0,0,17,91,184,3,0,0,5,0,0,0,0,0,0,10,19,765,88,20,872,161,352,42,94,29,155,101,2678
POA4183,0,0,0,23,0,3,0,0,0,0,0,5,0,0,10,28,0,0,0,0,0,0,0,0,0,0,0,0,22,18,5,51,9,17,3,9,0,10,10,155
POA4184,0,0,0,8,5,0,0,3,0,7,4,5,0,13,21,60,0,0,0,0,0,0,0,0,0,4,4,16,29,20,11,49,10,40,10,44,14,125,31,379
POA4205,0,0,0,25,4,0,0,0,0,0,0,4,0,3,19,33,0,0,0,0,0,0,0,0,0,0,5,8,104,15,5,102,24,80,12,36,8,61,23,480
POA4207,5,14,0,741,78,14,8,68,14,42,11,17,19,38,310,613,11,0,9,9,0,0,0,0,0,4,46,81,1741,315,105,1788,440,1278,153,427,152,637,373,7412
POA4208,0,6,0,582,38,6,5,20,11,17,3,3,0,13,180,298,9,0,5,0,0,0,0,0,0,0,11,30,1048,113,38,961,233,510,60,138,61,159,202,3533
POA4209,5,15,0,1141,97,12,17,71,29,54,11,17,18,30,467,827,9,6,6,8,4,0,0,0,8,7,43,90,2329,496,119,2484,627,1670,220,503,195,524,541,9712
POA4210,5,8,0,579,23,3,9,35,6,14,0,0,3,9,121,242,8,0,3,3,0,0,0,0,0,0,7,23,872,168,53,1023,216,439,60,138,46,153,132,3307
POA4211,4,12,0,1084,74,16,14,78,25,48,5,27,12,37,284,610,5,0,5,10,0,3,0,0,5,5,29,59,1831,439,110,2250,473,1043,201,394,139,538,334,7742
POA4212,7,31,0,997,49,16,3,42,11,25,3,10,7,21,164,352,8,0,6,6,0,0,0,5,0,3,17,46,1083,208,55,1071,202,567,69,207,70,330,198,4055
POA4213,12,11,0,923,55,11,7,45,14,19,7,7,10,17,173,358,0,0,0,9,4,4,0,0,5,0,19,44,1018,256,54,1383,266,563,91,220,70,263,195,4374
POA4214,9,7,0,793,49,8,5,38,16,23,4,7,9,12,170,343,0,0,3,4,0,0,0,0,3,7,21,40,1038,267,71,1284,263,621,113,289,95,384,209,4634
POA4215,0,9,0,424,27,3,0,26,7,20,4,11,8,21,134,261,5,0,3,0,4,0,0,0,3,3,23,37,610,238,60,846,206,599,85,282,110,404,164,3596
POA4216,0,21,4,698,39,9,5,25,4,27,3,6,3,21,125,256,0,0,0,0,5,0,0,0,4,5,20,36,754,183,43,895,180,485,55,216,57,358,151,3369
POA4217,8,38,0,936,44,11,10,28,3,16,3,7,5,23,154,304,8,0,0,0,0,6,0,0,0,0,14,28,683,231,45,865,144,506,79,250,64,329,171,3367
POA4218,5,19,6,983,25,15,10,31,9,19,0,15,7,14,101,252,4,0,5,0,5,0,0,0,0,6,15,37,677,212,62,890,197,429,80,207,45,247,125,3163
POA4220,3,12,0,801,29,12,4,38,3,16,5,7,0,17,121,244,0,0,0,0,0,4,0,0,0,4,7,22,806,201,37,1090,204,418,87,168,47,214,134,3397
POA4221,8,9,0,733,35,5,7,38,6,12,0,6,5,15,130,263,0,0,0,0,0,5,0,0,0,0,19,27,688,207,48,1106,216,378,73,145,46,170,157,3231
POA4223,3,6,4,368,18,8,0,30,4,5,5,0,3,11,70,157,0,0,3,4,0,0,0,0,0,0,0,10,393,117,15,602,100,213,48,101,32,118,77,1826
POA4224,0,3,0,115,8,3,0,4,0,3,0,8,0,0,41,76,0,0,0,0,0,0,0,0,0,0,0,3,125,51,8,278,43,97,17,42,9,50,44,767
POA4225,0,0,0,100,4,0,0,4,0,3,0,0,0,3,27,48,0,0,0,0,0,0,0,0,0,4,6,9,85,32,9,132,32,65,8,31,10,38,31,478
POA4226,3,11,0,744,39,12,8,38,9,17,7,14,9,22,172,345,3,0,4,3,0,0,0,0,0,0,16,43,980,261,63,1222,234,575,96,233,75,333,201,4273
POA4227,0,8,0,513,26,3,6,44,4,12,3,8,0,13,109,226,3,0,0,3,0,0,0,0,0,0,6,20,655,201,36,921,166,397,83,148,45,168,117,2939
POA4228,0,3,0,219,4,4,0,10,4,4,0,0,0,4,28,64,3,0,0,0,0,0,0,0,0,0,4,10,178,63,11,242,48,92,14,40,11,50,29,771
POA4270,0,0,0,93,17,0,0,10,0,9,0,0,0,3,34,75,0,0,0,0,0,0,0,0,0,0,6,12,149,17,9,170,33,99,8,20,8,48,38,610
POA4272,0,8,0,150,14,4,0,14,8,3,0,0,3,3,41,90,3,0,0,0,0,0,0,0,0,0,3,6,172,59,10,233,51,115,31,60,26,70,44,874
POA4275,0,0,0,65,3,0,0,8,3,0,3,0,0,7,24,51,0,0,0,0,0,0,0,0,0,0,0,0,116,20,13,135,30,70,15,22,3,33,26,487
POA4280,3,0,0,393,36,0,3,20,9,15,4,9,4,14,159,274,3,0,3,4,0,4,0,0,0,3,20,36,824,98,42,781,158,455,57,122,42,180,188,2956
POA4285,6,3,0,280,33,5,3,21,3,17,8,6,6,21,133,257,8,0,3,0,0,0,0,0,0,5,6,27,614,77,41,661,125,411,55,109,39,198,141,2475
POA4287,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,13,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,12,0,3,0,6,0,13,5,58
POA4300,10,20,0,1495,74,4,17,60,15,47,8,12,11,37,376,658,5,0,6,5,0,8,0,0,4,6,40,62,2647,367,111,2421,578,1686,159,419,171,524,444,9527
POA4301,3,4,0,236,39,6,3,25,3,30,0,12,0,24,182,332,0,3,0,3,0,5,0,0,4,3,21,40,789,143,53,888,222,958,71,324,102,389,219,4175
POA4303,0,0,0,14,4,0,0,0,0,0,0,0,0,4,13,25,0,0,0,0,0,0,0,0,0,0,0,4,35,12,8,43,10,61,4,31,16,67,16,304
POA4304,0,9,0,131,14,0,5,11,0,8,0,4,5,17,61,133,4,0,0,0,0,0,0,0,0,5,8,20,350,61,28,369,96,302,26,105,40,200,75,1657
POA4305,3,14,0,694,56,4,6,40,9,39,9,22,9,42,285,522,3,0,0,0,3,0,0,0,3,8,20,46,1645,208,80,1554,413,1105,111,344,142,618,317,6547
POA4306,8,12,0,1102,85,13,6,69,22,29,8,10,12,12,260,527,7,0,0,4,5,0,0,0,0,6,23,45,1761,223,64,1683,421,823,138,206,104,284,293,6000
POA4307,0,0,0,24,3,0,0,4,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,52,6,0,62,13,28,3,4,0,14,9,189
POA4309,0,0,0,45,8,0,0,3,0,5,0,0,0,0,17,34,0,0,0,0,0,0,0,0,0,0,0,0,83,14,13,108,19,59,7,19,3,20,22,367
POA4310,0,0,0,56,8,0,4,10,4,4,0,0,0,6,39,82,0,0,0,0,0,0,0,0,0,0,0,5,107,24,16,157,40,81,19,25,12,65,46,588
POA4311,0,0,0,77,15,7,3,4,7,18,0,4,3,14,58,132,0,0,0,4,0,0,0,0,3,3,3,16,234,30,18,198,63,191,22,67,35,146,64,1075
POA4312,0,0,0,10,0,3,0,0,0,3,0,0,0,4,10,24,0,0,0,0,0,0,0,0,0,0,0,6,31,13,3,44,5,28,10,8,4,25,12,184
POA4313,0,0,0,21,4,4,0,3,0,0,0,0,0,0,19,24,0,0,0,0,0,0,0,0,0,0,0,0,43,12,3,55,12,19,5,9,8,22,19,202
POA4314,0,4,0,8,0,0,0,3,0,0,0,0,0,0,20,25,0,0,0,0,0,0,0,0,0,0,0,10,39,12,3,52,0,25,4,15,3,48,23,221
POA4340,0,0,0,56,10,0,0,8,3,8,0,0,0,0,26,59,0,0,3,0,0,0,0,0,0,3,3,8,126,21,17,136,37,91,7,26,13,58,31,565
POA4341,0,3,0,134,8,3,0,25,4,7,0,4,3,17,113,189,0,0,5,3,0,0,0,0,0,3,13,21,376,53,24,399,114,271,38,104,44,185,125,1731
POA4342,0,0,0,19,3,0,0,8,0,0,0,0,0,3,14,30,0,0,0,0,0,0,0,0,0,0,0,3,70,9,0,61,9,38,3,5,12,26,18,256
POA4343,0,0,0,88,15,0,0,5,0,8,0,3,0,6,64,121,0,0,0,0,0,0,0,0,0,0,9,11,250,56,18,253,60,190,26,66,19,114,78,1137
POA4344,0,0,0,37,8,0,0,0,0,5,0,0,0,0,11,34,0,0,0,0,0,0,0,0,0,0,0,6,66,10,8,87,24,42,4,19,7,24,14,300
POA4346,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,49,5,14,0,0,3,9,3,116
POA4347,0,0,0,8,0,0,0,5,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,25,6,0,40,3,25,4,6,3,16,6,130
POA4350,11,17,4,1670,121,14,13,109,20,59,12,19,9,45,628,1053,8,0,5,9,0,0,0,0,0,13,26,62,2658,490,71,3323,438,1677,167,566,130,874,687,11076
POA4352,0,7,0,706,70,4,11,51,8,26,3,11,4,16,327,523,4,0,0,5,0,5,0,0,0,0,8,27,1191,156,49,1402,173,515,72,133,36,187,334,4257
POA4353,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,15,0,4,0,5,0,3,3,48
POA4354,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,29,0,4,35,9,17,0,5,0,6,12,119
POA4355,0,0,0,12,4,0,0,0,3,0,0,0,0,3,9,33,0,0,0,0,0,0,0,0,0,0,0,0,29,15,0,56,8,31,6,10,0,24,17,195
POA4356,0,0,0,48,12,0,0,9,0,4,0,0,7,8,38,74,0,0,0,0,0,0,0,0,0,0,7,3,134,16,3,205,29,77,5,12,14,29,39,569
POA4357,0,0,0,15,10,0,0,5,0,4,0,0,0,4,15,35,0,0,5,0,0,0,0,0,0,0,0,3,47,10,4,62,6,38,0,9,0,18,15,214
POA4358,0,0,0,38,10,0,0,0,0,3,0,0,0,0,20,37,0,0,0,0,0,0,0,0,0,0,0,0,97,12,4,122,16,55,8,10,3,16,27,365
POA4359,0,0,0,16,0,0,0,0,0,4,0,0,0,0,13,18,0,0,0,0,0,0,0,0,0,0,0,0,35,4,3,48,5,32,3,3,0,13,13,162
POA4360,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,8,0,15,0,4,0,5,7,61
POA4361,0,0,0,12,4,3,0,0,0,0,0,0,6,3,17,34,0,0,0,0,0,0,0,0,0,0,0,3,62,16,0,75,9,24,9,7,10,20,17,247
POA4362,0,0,0,16,10,0,0,6,0,4,0,0,0,3,21,34,4,0,0,0,0,0,0,0,0,0,0,3,55,9,5,69,9,41,3,15,3,21,20,247
POA4363,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,20,3,10,0,0,0,8,5,72
POA4364,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,6,0,0,0,0,0,17
POA4365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,8,0,3,0,11,3,41
POA4370,0,4,0,138,23,0,0,31,3,12,4,0,0,9,118,207,4,0,0,6,0,0,0,0,0,0,6,14,401,71,26,526,57,234,24,89,22,155,134,1746
POA4371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,22,0,12,4,0,0,7,8,76
POA4372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,12
POA4373,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,22,0,6,0,0,0,6,9,68
POA4374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,3,0,0,0,4,4,29
POA4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,21
POA4376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,4,6,0,3,0,23
POA4377,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,20,0,9,0,5,0,11,0,62
POA4378,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,18,3,9,0,4,3,6,0,54
POA4380,0,0,0,56,10,0,0,12,0,0,0,3,0,0,35,82,0,0,5,0,0,0,0,4,6,0,4,12,114,51,4,238,28,57,16,40,7,84,43,686
POA4381,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,21,0,5,0,7,0,3,3,60
POA4382,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,11,0,4,0,0,4,0,3,40
POA4383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,0,0,9,0,33
POA4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA4385,0,0,0,8,4,0,0,3,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,21,6,12,0,7,6,11,9,99
POA4387,0,0,0,9,6,0,0,4,0,3,0,0,0,0,8,21,0,0,0,0,0,0,0,0,0,0,0,0,34,0,3,38,3,9,0,0,0,5,8,108
POA4388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,12,0,4,0,0,0,4,3,31
POA4390,0,0,0,74,26,5,0,20,4,3,0,0,0,3,50,115,0,0,0,0,0,0,0,0,0,0,0,8,217,23,5,254,34,89,12,22,0,30,54,727
POA4400,0,0,0,23,0,0,0,0,0,6,0,0,0,0,22,35,0,0,0,0,0,0,0,0,0,0,7,0,55,10,3,78,18,44,4,6,3,18,28,276
POA4401,0,4,0,37,13,0,0,12,5,0,0,4,0,0,36,70,0,0,0,0,0,0,0,0,0,0,5,4,153,15,8,140,17,78,9,37,6,58,39,555
POA4402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,20
POA4403,0,0,0,11,5,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,29,0,15,0,0,0,6,4,95
POA4404,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,27,0,9,0,0,0,0,3,56
POA4405,0,0,0,163,34,0,0,17,0,9,0,5,4,5,116,193,0,0,5,0,0,0,0,0,0,0,5,14,390,36,15,466,56,229,22,58,17,97,125,1519
POA4406,0,0,0,16,14,0,0,9,0,5,0,0,0,7,14,51,0,0,0,0,0,0,0,0,0,0,0,3,52,0,3,57,6,37,5,5,4,16,14,202
POA4407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,4,12,5,0,13,3,11,0,4,0,5,0,52
POA4408,0,0,0,3,0,0,0,3,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,18,4,7,0,5,0,3,4,49
POA4410,0,0,0,10,7,0,0,5,0,0,0,0,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,0,26,3,4,28,3,6,4,3,0,16,9,104
POA4411,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,11,0,6,0,0,0,0,0,35
POA4412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,12,0,0,0,0,0,0,3,24
POA4413,0,0,0,139,36,0,7,9,0,6,3,0,0,5,68,134,4,0,0,0,0,0,0,0,0,0,5,11,222,20,13,263,34,139,18,23,17,44,72,877
POA4415,0,0,0,22,9,0,0,3,0,3,0,0,0,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,53,7,0,48,9,21,9,14,3,10,13,182
POA4416,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,0,4,0,0,0,0,4,43
POA4417,0,0,0,4,0,0,0,5,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,27,4,12,0,3,3,9,3,81
POA4418,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,7
POA4419,0,0,0,8,5,0,0,3,0,0,0,0,0,0,10,22,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,21,3,7,0,4,0,6,13,79
POA4420,0,0,0,4,10,0,0,0,0,4,0,0,0,0,12,29,3,0,0,0,0,0,0,0,0,0,0,9,37,4,0,45,13,15,0,0,0,0,17,137
POA4421,0,0,0,9,5,0,0,5,0,0,0,3,0,0,3,19,0,0,0,3,0,0,0,0,0,3,0,4,19,3,0,23,6,14,4,11,0,49,7,137
POA4422,0,0,0,5,3,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,17,0,5,0,0,0,3,6,48
POA4423,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,4,4,0,0,0,0,0,24
POA4424,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,14,3,0,0,3,0,0,0,29
POA4425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,13
POA4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,3,12
POA4427,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,3,0,4,4,24
POA4428,0,0,0,5,0,0,0,5,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,15,7,7,4,4,0,5,7,71
POA4454,0,0,0,4,0,0,0,8,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,14,4,4,23,0,11,5,0,0,0,3,63
POA4455,0,0,0,135,27,3,5,13,3,0,0,0,0,3,93,148,0,0,0,0,0,0,0,0,0,5,7,14,302,27,14,250,43,116,6,24,9,29,102,931
POA4461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA4462,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,3,14
POA4465,0,0,0,12,7,0,0,0,0,4,0,0,0,4,20,36,0,0,0,0,0,0,0,0,0,0,0,10,43,5,0,21,3,14,0,5,0,10,20,121
POA4467,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,5,0,0,0,0,0,0,3,17
POA4468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,3,0,0,0,0,7,24
POA4470,0,0,0,27,9,0,0,5,0,4,0,0,0,0,25,47,0,0,0,0,0,0,0,0,0,0,0,0,92,0,3,67,11,19,8,11,0,13,27,260
POA4472,0,0,0,19,8,0,0,3,0,3,0,0,0,0,8,25,0,0,0,0,0,0,0,0,0,0,0,0,41,5,0,39,0,12,0,3,0,10,8,125
POA4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10
POA4477,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,3,18,0,7,15,0,5,0,0,0,4,6,56
POA4478,0,0,0,4,5,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,14,4,0,0,0,0,4,0,50
POA4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4480,0,0,0,4,8,0,0,0,0,0,0,0,0,0,9,20,0,0,0,0,0,0,0,0,0,0,4,3,31,0,0,15,4,5,0,0,0,4,16,69
POA4481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,6
POA4482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
POA4486,0,0,0,9,3,0,0,3,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,16,0,11,0,6,4,5,3,57
POA4487,0,0,0,24,15,0,0,15,0,4,4,0,0,5,17,60,0,0,0,0,0,0,0,0,0,0,0,7,94,13,6,95,19,52,6,5,4,12,20,316
POA4488,0,0,0,4,4,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,9,30
POA4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
POA4490,0,0,0,8,8,0,0,0,0,0,0,0,0,3,5,23,0,0,0,0,0,0,0,0,0,0,0,3,39,7,3,15,3,11,0,3,0,17,7,119
POA4491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3
POA4492,0,0,0,4,0,0,0,3,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,8,0,5,0,0,0,0,5,34
POA4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,12
POA4496,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,6,0,0,0,0,0,26
