POA_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA3550,16474,18644,35116,6559,4130,10685,2480,4958,7437,556,775,1338,535,449,986,10135,10313,20451,5414,7355,12771,5.3,4.4,4.8,61.5,55.3,58.2,58.3,52.9,55.4,807,968,1777,397,823,1221,2240,3242,5482,1351,1919,3270,3724,2293,6014,178,280,461,191,307,496,4090,2880,6973,15632,16944,32575,2956,3447,6406,9894,10493,20385,7757,8908,16664
POA3551,13428,13880,27308,6674,3496,10161,1848,4530,6382,522,761,1282,339,250,588,9378,9038,18412,3423,4259,7678,3.6,2.8,3.2,69.9,65.1,67.4,67.3,63.3,65.3,393,525,920,301,683,989,1531,2539,4065,1184,1552,2734,3970,1982,5949,122,200,323,183,241,422,4271,2421,6692,14466,14673,29137,2171,2213,4386,9380,9381,18761,6201,6582,12783
POA3555,8119,9379,17502,3206,1935,5139,1065,2296,3360,249,353,607,216,177,397,4743,4765,9508,2844,4031,6878,4.6,3.8,4.2,58.4,50.8,54.3,55.7,48.9,52,197,270,466,115,277,390,672,1138,1807,565,919,1478,2212,1339,3550,71,153,227,96,176,264,2380,1664,4046,7909,8871,16780,1226,1443,2663,4991,5602,10594,3653,4167,7819
POA3556,5430,6012,11444,2173,1214,3383,690,1529,2221,195,312,506,189,143,332,3246,3189,6439,1857,2444,4304,5.9,4.4,5.1,59.8,53.1,56.2,56.3,50.7,53.4,87,137,223,55,161,217,313,616,934,313,550,870,1582,972,2556,68,149,217,76,97,170,1724,1215,2936,5476,5806,11286,811,901,1717,3613,3738,7351,2312,2642,4948
POA3557,337,342,677,166,75,243,41,106,142,13,18,37,8,3,12,232,210,438,87,107,189,3.1,2.4,2.8,67.8,60.9,64.3,65.7,59.4,62.5,0,8,12,6,13,13,21,52,76,25,34,57,111,61,175,4,9,15,4,13,18,126,82,204,362,369,734,17,23,41,266,259,526,90,111,199
POA3558,410,409,821,153,70,221,38,81,118,13,10,31,9,13,20,214,169,385,144,192,330,4.2,5.3,4.7,52.1,41.6,46.8,49.9,39.4,44.6,0,10,14,8,11,19,19,45,61,17,23,34,107,56,168,0,3,3,3,8,12,115,66,182,374,364,733,47,53,96,272,259,533,131,138,269
POA3559,261,219,475,109,53,161,29,59,84,7,10,20,4,4,4,145,120,269,78,62,137,1.4,2.5,1.9,56.9,56.3,56.6,56.2,54.9,55.6,0,4,3,0,8,9,21,25,42,8,25,32,48,26,80,3,0,4,0,4,0,56,29,86,243,214,459,18,7,27,205,168,367,49,53,99
POA3561,1846,1927,3768,757,349,1105,182,485,666,71,94,163,37,29,63,1045,949,2002,655,844,1498,3.5,2.8,3.2,56.8,49.4,53,54.8,48,51.3,19,22,43,15,39,53,91,192,287,86,171,255,490,295,786,21,30,45,11,25,43,521,352,873,1814,1883,3692,206,218,425,1352,1359,2710,575,664,1239
POA3562,111,92,207,51,25,72,7,28,40,0,7,8,0,0,0,62,56,126,37,25,62,0,0,0,55.4,62.5,58.7,55.4,62.5,58.7,0,0,0,4,0,4,7,13,20,12,10,20,40,23,66,0,0,0,0,0,0,43,25,69,110,92,200,12,12,25,78,59,138,32,40,74
POA3563,354,338,697,142,66,207,42,91,128,17,18,33,11,8,19,208,180,387,120,121,241,4.3,4.4,4.4,58.1,53.8,56.1,55.6,51.5,53.6,0,0,5,0,4,5,15,32,48,17,21,42,105,50,150,3,5,4,6,0,10,106,55,168,362,325,689,35,33,70,271,230,499,106,124,225
POA3564,6766,7412,14183,2871,1582,4450,818,2020,2841,289,348,632,156,141,296,4137,4089,8224,2178,2845,5018,3.7,3.4,3.6,61.1,55.2,58,58.8,53.3,55.9,100,169,265,71,203,277,493,926,1419,400,744,1147,2055,1031,3087,49,95,140,73,125,199,2180,1247,3429,6577,7029,13607,1046,1185,2229,4402,4696,9099,2821,3148,5963
POA3565,56,45,106,24,16,39,6,17,19,0,5,6,5,3,9,34,33,72,14,15,30,8.3,5.9,7.1,64.3,69.4,66.7,58.9,65.3,61.9,0,3,6,0,0,0,3,3,10,3,3,11,15,8,20,0,0,0,0,0,0,15,11,20,67,53,116,10,9,11,44,35,79,31,18,48
POA3566,245,223,472,112,43,151,23,66,90,10,15,31,3,0,3,145,129,273,79,77,148,4.1,0,2.2,59.3,57.6,58.5,56.9,57.6,57.2,0,0,0,0,3,3,10,25,33,17,23,34,46,27,80,0,5,4,3,4,5,56,33,83,229,220,449,35,25,58,187,173,361,67,59,128
POA3567,298,253,558,136,73,208,35,68,101,5,6,18,8,0,8,182,152,338,95,92,183,4.3,0.7,2.7,61.9,58,60.1,59.2,57.6,58.5,4,0,3,0,8,8,15,27,40,6,14,25,65,39,97,0,0,0,0,0,0,61,39,104,290,262,549,31,26,57,229,191,426,77,84,166
POA3568,1237,1276,2519,498,240,738,114,303,418,43,45,88,15,12,23,671,592,1270,470,598,1070,2.2,1.7,2,54.4,46.6,50.4,53.2,45.8,49.4,7,24,36,11,31,41,59,120,175,56,121,176,334,156,482,10,23,28,12,10,25,346,194,541,1167,1207,2378,149,179,328,863,898,1759,398,438,841
POA3570,359,336,694,138,60,201,31,86,120,13,10,33,4,6,11,189,177,359,107,114,219,1.6,5.2,3.3,52.1,51.3,51.7,51.3,48.7,50,0,9,9,5,8,16,18,34,43,11,33,42,109,52,161,4,6,10,3,3,8,112,60,175,307,318,628,38,33,65,237,243,481,93,101,192
POA3571,133,125,253,73,38,103,12,21,34,4,10,13,0,0,0,91,71,156,33,44,81,0,4.2,1.9,67.7,57.7,62.8,67.7,55.3,61.7,0,3,3,0,4,3,4,18,19,7,15,24,35,12,54,0,4,4,0,0,0,42,15,58,132,137,272,3,5,11,115,112,226,21,29,42
POA3572,62,55,111,33,10,38,7,19,19,7,3,13,0,0,0,43,34,73,16,18,28,2.5,0,1.4,66.7,65.4,66.1,65,65.4,65.2,0,0,0,0,0,0,3,9,8,5,4,14,15,4,23,0,0,0,0,0,0,15,4,23,63,51,110,8,11,10,46,39,86,12,18,31
POA3573,137,140,273,69,36,108,15,32,46,3,10,12,4,0,7,91,79,171,31,43,75,4.3,2.6,3.5,69.6,55,62.2,66.7,53.6,60,0,0,3,0,5,5,9,15,21,10,12,26,36,19,56,0,0,0,0,5,5,38,21,60,134,129,262,10,17,24,100,90,187,43,44,92
POA3575,348,341,683,143,68,216,41,91,130,14,16,28,16,6,27,215,179,397,97,121,219,7.4,4.4,6,62.2,54,58.2,57.6,51.6,54.7,3,9,8,0,6,11,25,46,77,24,24,45,86,32,117,3,7,13,3,13,19,96,51,147,327,337,659,56,40,96,242,244,489,126,110,241
POA3576,25,25,48,20,10,21,0,12,12,0,0,0,0,0,0,16,14,38,5,10,12,0,11.8,5.7,81.8,63,71.4,81.8,55.6,67.3,0,0,0,0,0,0,0,8,13,3,6,5,8,3,11,0,0,0,0,0,0,13,3,9,25,34,54,3,0,5,20,27,47,4,0,8
POA3579,2224,2309,4537,891,405,1291,209,545,749,68,81,156,58,44,101,1221,1068,2288,812,1035,1847,4.4,4,4.2,54.9,46.2,50.5,52.5,44.3,48.3,23,37,54,13,42,54,109,200,311,131,201,334,612,347,961,21,39,61,21,39,60,655,425,1078,2136,2177,4313,279,310,584,1545,1550,3093,751,809,1556
POA3580,483,457,943,151,67,220,57,117,173,9,15,28,13,9,25,232,209,437,201,211,410,6.5,4.8,5.7,47.7,45.9,46.9,44.7,43.7,44.2,0,8,8,0,10,9,8,35,43,9,39,50,133,67,200,0,8,9,6,4,7,141,81,217,450,426,877,51,52,101,322,285,612,164,159,322
POA3581,69,65,132,25,18,42,7,11,21,5,3,10,0,0,0,41,30,71,27,29,55,5,0,2.9,58,46.8,52.7,55.1,46.8,51.1,0,0,3,0,6,4,3,5,9,0,3,4,19,5,22,0,5,5,0,6,3,18,10,28,60,66,129,6,3,9,49,44,97,16,27,39
POA3583,73,68,138,28,11,37,9,22,33,0,4,0,0,4,6,39,34,77,20,26,42,4.8,5.7,5.2,60,52.2,56.2,57.1,49.3,53.3,0,0,0,0,0,0,5,5,9,3,8,12,25,11,40,0,0,3,0,0,0,25,15,44,70,63,139,4,5,4,65,56,119,10,12,25
POA3584,473,450,920,203,85,286,62,140,206,17,25,42,9,6,14,290,263,553,136,146,282,2.1,3.1,2.5,61.6,58.1,59.9,60.3,56.3,58.4,5,9,13,3,12,14,20,54,69,20,40,65,145,80,223,10,11,17,3,5,12,151,95,246,480,440,927,47,49,88,371,329,698,138,133,270
POA3585,4419,4876,9290,2098,1159,3257,537,1262,1797,138,213,351,107,53,166,2874,2690,5569,1223,1874,3096,3.8,2,2.9,65.2,55.2,59.9,62.7,54.1,58.2,55,118,170,52,135,183,309,568,881,318,459,781,1094,655,1751,38,75,116,59,84,146,1190,818,2007,4392,4732,9126,653,773,1423,2903,3166,6078,1838,2040,3878
POA3586,335,303,640,175,80,253,43,105,145,10,25,33,10,4,7,234,205,441,79,79,158,3.4,1,2.3,70.4,67.1,68.8,68,66.4,67.2,4,3,9,0,11,12,13,30,43,11,23,33,116,51,171,6,0,5,0,3,7,122,60,185,352,318,669,31,37,65,275,252,533,88,85,174
POA3588,175,154,332,72,26,90,10,43,57,19,14,23,0,3,6,103,83,186,54,63,121,3,4.8,3.8,57.7,53.5,55.7,56,51,53.6,0,0,0,0,0,0,3,15,21,5,16,21,38,24,64,7,3,5,0,0,0,49,24,73,175,166,339,12,8,23,132,121,257,43,42,83
POA3589,155,138,289,80,35,118,21,29,49,5,15,23,0,0,0,108,82,191,23,30,54,0,1.2,0.5,70.8,62.2,66.8,70.8,61.5,66.4,0,0,0,0,7,6,9,15,23,4,8,9,31,16,48,0,3,3,0,4,4,29,23,57,133,103,237,28,27,55,100,71,165,51,52,103
POA3590,138,126,270,56,30,89,14,36,51,12,5,21,0,3,3,85,81,163,40,33,78,0,3.8,1.8,60.3,60.9,60.6,60.3,58.6,59.5,0,0,0,3,5,9,6,23,29,5,12,15,43,11,61,0,0,0,0,0,3,46,20,65,138,121,260,19,16,32,115,92,205,33,34,71
POA3591,74,62,140,32,15,47,5,31,36,4,7,10,4,0,4,50,48,93,22,15,36,4.3,0,2.2,63,73.4,67.9,60.3,73.4,66.4,0,3,3,3,0,3,0,3,5,3,8,10,22,10,31,0,0,0,0,0,0,24,12,38,73,62,136,4,0,9,58,55,115,9,10,21
POA3594,249,216,463,104,49,151,31,59,94,6,5,9,9,8,15,147,124,270,80,74,155,6.2,5.7,5.9,58.2,57.2,57.7,54.6,54,54.3,0,0,9,0,7,7,8,16,25,15,26,45,54,32,87,0,3,3,4,7,9,58,37,100,217,194,406,46,39,86,153,134,289,96,80,178
POA3595,287,266,553,86,36,120,20,55,76,12,3,13,5,11,16,129,103,233,121,127,247,4.7,9.6,6.9,44.4,39.7,42.2,42.4,35.9,39.3,0,0,0,0,6,6,8,13,17,3,22,23,82,43,120,4,4,10,0,0,9,85,47,132,270,234,502,40,43,80,175,159,327,113,104,218
POA3596,41,48,91,17,14,24,0,9,13,3,0,4,0,0,0,22,21,48,15,20,34,0,0,0,53.7,48.9,51.1,53.7,48.9,51.1,0,0,0,0,0,0,4,5,7,0,7,7,10,4,10,0,0,0,0,3,3,10,3,13,42,45,90,3,0,3,31,40,73,9,6,17
POA3597,238,150,383,143,39,182,34,37,72,6,9,18,3,3,6,184,92,277,39,53,89,1.1,5.6,2.6,77.3,60.4,70.8,76.5,57,69,0,3,3,0,4,4,10,19,30,19,18,39,41,13,53,0,8,7,0,4,7,44,28,70,194,156,353,58,19,81,145,107,252,100,49,148
POA3599,82,50,136,42,10,51,3,13,18,0,0,0,0,0,0,43,22,67,22,21,41,0,4.8,1.5,55.4,41.2,50,55.4,39.2,49.3,0,0,0,0,0,0,3,6,8,3,3,7,19,3,23,0,4,4,0,3,3,19,8,27,69,40,113,3,4,13,49,28,71,19,18,41
POA3607,73,65,138,33,16,48,7,19,29,0,0,0,0,0,0,44,36,83,16,14,33,4.4,2.7,3.7,61.6,58.7,60.3,58.9,57.1,58.1,0,0,0,0,0,0,7,3,9,0,14,12,22,5,28,0,3,4,0,3,5,21,10,31,70,54,125,4,10,14,56,42,103,11,17,30
POA3608,1221,1192,2409,488,244,731,130,258,382,35,56,90,22,21,44,676,577,1253,434,522,959,3.1,3.6,3.4,55.5,48.4,52,53.7,46.6,50.2,14,13,31,19,34,51,79,151,230,78,125,205,333,156,492,8,12,17,13,28,42,355,195,544,1095,1073,2173,188,185,368,705,670,1374,515,527,1040
POA3610,816,574,1394,240,115,358,69,157,220,27,32,58,18,14,35,354,317,671,413,227,638,5.6,4.8,5.2,43.4,54.6,48,40.9,52,45.5,9,10,20,3,14,15,32,72,108,44,65,116,161,96,258,7,12,14,14,9,21,180,117,294,611,541,1153,70,88,159,452,397,846,201,202,402
POA3612,845,746,1586,227,112,338,80,167,253,19,26,48,16,10,28,346,318,661,390,355,747,4.9,3.1,4.1,41.2,42.8,42,39.2,41.5,40.3,4,16,20,10,8,19,24,62,93,42,85,123,217,97,306,7,13,21,18,16,31,239,122,362,736,680,1415,95,86,179,549,497,1048,254,240,499
POA3614,372,350,716,205,100,304,34,107,147,11,26,37,6,13,18,261,244,506,83,76,154,2.3,4.5,3.4,70.8,70.8,70.8,69.2,67.6,68.4,8,21,25,3,12,18,22,60,90,29,43,71,126,41,173,0,8,8,6,3,10,135,54,195,406,366,772,41,49,90,299,265,562,127,127,251
POA3616,2249,2354,4607,969,547,1517,262,614,878,87,81,169,60,32,89,1376,1270,2652,682,912,1589,4.2,2.4,3.4,61.2,54,57.5,58.6,52.7,55.6,46,58,105,32,77,104,155,298,457,154,274,427,564,295,861,27,34,60,25,32,63,617,366,983,2240,2281,4522,291,293,585,1547,1562,3107,843,932,1775
POA3617,67,67,138,28,20,49,11,10,22,3,3,5,0,3,5,41,41,80,19,24,41,2.4,5.3,3.8,63.6,55.1,59.3,62.1,52.2,57,0,0,0,0,0,0,3,10,11,4,3,12,18,7,18,0,0,3,0,6,6,17,9,27,62,66,134,5,6,12,44,51,99,23,21,43
POA3618,299,279,581,116,64,179,29,63,86,11,14,26,14,11,21,168,141,312,107,113,220,6.6,6.3,6.5,55.3,51.1,53.3,51.7,47.9,49.8,3,3,6,4,0,7,3,18,24,22,32,52,75,28,107,10,7,19,8,9,14,89,51,137,262,244,506,47,47,95,193,189,378,112,89,204
POA3620,3370,3530,6900,1373,712,2085,366,904,1262,141,163,306,80,59,138,1962,1832,3792,1185,1441,2627,4.2,3.1,3.7,58.3,51.8,55,55.9,50.2,53,41,61,95,40,74,112,177,381,559,208,368,579,946,480,1423,25,62,90,31,61,94,1000,611,1612,3323,3393,6715,452,449,898,2409,2449,4851,1191,1222,2410
POA3621,980,947,1932,429,210,642,106,271,379,45,63,107,22,23,45,605,563,1174,314,346,658,3.6,3.5,3.6,61.6,59.6,60.7,59.4,57.5,58.5,5,14,19,4,17,20,39,97,137,54,97,153,283,162,449,8,21,32,14,18,31,308,201,510,1009,994,1999,136,127,265,760,717,1477,323,345,665
POA3622,216,209,421,110,48,159,26,65,86,10,11,19,3,0,3,142,124,273,46,71,115,2.1,0.8,1.5,68.4,59.7,64.1,67,59.2,63.1,0,4,4,0,4,5,16,26,43,6,28,41,64,24,88,3,3,7,0,5,5,68,31,96,211,225,440,19,18,41,157,157,312,72,69,145
POA3623,375,370,748,140,95,236,44,84,129,15,20,38,6,7,14,210,204,416,145,142,287,3.3,4.4,3.8,55.8,55.5,55.7,54,53.1,53.5,9,4,11,5,7,11,21,33,52,23,39,57,104,50,154,3,8,13,3,9,14,114,67,179,373,367,740,43,40,85,271,269,544,122,133,247
POA3624,226,231,461,94,42,134,19,49,75,6,9,16,8,6,9,127,105,234,77,112,187,6.2,2.9,4.7,57.3,44.2,50.7,53.7,42.9,48.3,0,0,0,0,3,3,4,24,27,10,18,33,59,35,95,5,5,10,0,0,0,62,42,99,211,212,424,41,44,84,159,153,309,80,81,161
POA3629,3896,4020,7911,1455,838,2293,400,905,1309,130,166,297,129,91,221,2119,1994,4114,1311,1631,2945,6.1,4.6,5.4,54.3,49.8,52,51,47.5,49.2,44,77,110,28,103,126,170,351,518,194,411,604,929,569,1500,44,74,115,42,71,117,1019,713,1731,3643,3680,7323,497,579,1079,2569,2597,5167,1347,1497,2843
POA3630,12452,13526,25981,4795,2928,7725,1518,3087,4604,426,510,933,470,308,777,7205,6838,14038,4215,5630,9848,6.5,4.5,5.5,57.8,50.6,54,54.1,48.3,51.1,351,435,781,181,364,546,990,1591,2583,800,1333,2129,2651,1625,4280,116,173,294,126,199,328,2896,2003,4899,12170,12710,24876,1972,2210,4180,7622,7900,15517,5652,6208,11854
POA3631,5653,5691,11335,2933,1540,4475,713,1663,2377,195,257,454,133,100,235,3972,3569,7538,1386,1828,3219,3.4,2.9,3.1,70.4,62.7,66.5,68,60.9,64.4,186,183,366,93,236,328,515,902,1422,445,666,1103,1484,681,2164,40,79,118,77,97,174,1598,848,2457,6076,5939,12011,871,939,1814,3882,3734,7616,2627,2764,5391
POA3633,263,238,501,127,72,197,36,78,115,14,8,19,6,4,13,182,165,343,73,65,139,3.3,1.9,2.6,68.4,68.4,68.4,66.2,67.1,66.6,11,12,13,3,3,11,10,39,56,18,36,51,66,39,98,3,3,8,0,0,0,71,44,112,287,231,523,24,36,62,225,179,404,69,84,154
POA3634,779,720,1501,381,190,570,84,224,307,39,44,80,12,10,19,509,466,977,195,194,390,1.6,2.4,1.9,65.5,64.8,65.2,64.4,63.3,63.9,14,20,32,9,30,42,46,80,137,42,90,130,217,105,325,3,6,16,10,18,19,227,127,359,817,755,1574,65,77,141,629,587,1216,216,211,425
POA3635,240,230,468,111,56,166,28,60,88,17,9,22,3,8,12,156,131,285,65,74,136,2.5,5.3,3.8,65.6,56.7,61.2,63.9,53.7,58.9,3,0,7,0,3,7,4,16,24,9,27,38,67,35,108,0,4,0,5,0,7,74,42,113,233,215,443,15,14,34,181,159,337,63,62,130
POA3636,2185,2315,4500,843,462,1303,183,544,723,100,93,187,51,36,83,1170,1133,2303,808,989,1797,4.2,3.1,3.6,53.6,48.9,51.2,51.4,47.3,49.3,19,34,57,16,59,78,100,239,339,132,232,363,549,336,892,23,45,67,34,39,72,611,419,1030,2068,2142,4204,293,323,609,1430,1504,2938,803,852,1651
POA3637,247,241,490,129,55,182,21,77,98,4,14,22,5,0,5,162,150,309,63,72,137,2.5,2,2.3,66.1,60.9,63.5,64.5,59.7,62.1,0,5,4,0,5,5,4,21,25,18,21,41,76,42,122,0,6,7,7,4,5,81,54,134,261,259,522,22,26,44,192,192,389,70,74,148
POA3638,906,932,1837,379,189,568,102,253,359,37,38,71,24,18,43,544,501,1042,329,383,714,4.1,3.8,3.9,59.6,53.7,56.6,57.2,51.7,54.4,3,23,30,9,24,32,44,110,151,45,93,140,254,144,402,13,16,30,7,8,15,274,172,445,908,885,1797,130,142,268,668,617,1279,326,367,690
POA3639,220,213,426,90,37,124,16,50,67,16,14,31,7,5,14,129,105,230,79,95,176,5.5,3.8,4.7,57.7,50.5,54.2,54.5,48.6,51.6,0,4,3,0,3,3,8,24,35,14,20,33,64,32,90,6,0,3,8,0,7,78,31,111,213,183,395,25,29,52,167,157,323,57,53,114
POA3640,437,391,827,202,103,309,42,125,168,22,19,35,10,7,21,282,252,536,116,102,217,4.2,2.8,3.6,64.6,64.6,64.6,61.9,62.8,62.3,0,3,3,0,13,19,33,55,85,19,57,80,108,48,162,5,6,6,10,6,15,117,63,179,426,375,805,63,54,122,310,257,565,153,158,318
POA3641,524,477,999,233,98,334,45,142,196,21,16,40,8,7,17,314,266,576,165,169,329,3.2,2.6,2.9,59.5,56.1,57.9,57.6,54.6,56.2,4,0,3,0,12,10,11,47,60,28,52,85,150,73,222,4,9,12,11,10,14,162,90,247,501,491,997,71,63,134,366,340,709,183,181,366
POA3644,3938,3906,7839,1455,752,2207,452,960,1413,147,150,297,88,73,158,2144,1932,4082,1481,1669,3146,4.1,3.8,3.9,54.5,49.5,52,52.3,47.6,50,29,41,76,15,86,99,182,365,541,207,380,585,1014,513,1531,27,60,95,48,58,102,1092,631,1729,3688,3650,7336,609,604,1214,2396,2399,4794,1682,1676,3358
POA3646,249,253,501,113,61,176,22,65,88,10,11,28,4,6,7,156,141,297,75,87,169,3.2,3.5,3.4,62.4,57,59.7,60.4,55,57.7,7,11,16,0,10,10,25,42,66,9,32,41,74,30,104,0,4,6,0,3,4,74,36,114,257,262,517,16,11,27,192,201,402,68,64,131
POA3647,25,24,50,0,3,6,4,8,15,0,3,9,4,0,3,12,17,26,12,9,19,15.4,6.7,10.7,54.2,62.5,58.3,45.8,58.3,52.1,3,5,10,0,0,0,4,0,3,4,0,4,0,0,3,0,0,0,0,0,0,0,0,3,16,7,16,11,13,30,5,0,6,17,17,38
POA3649,203,198,402,85,43,129,19,60,78,12,7,21,6,6,16,127,114,240,45,68,116,7.1,4.4,5.8,62.9,57.1,60,58.4,54.5,56.5,0,3,3,0,0,4,14,26,42,7,26,33,54,29,81,0,3,3,6,5,7,56,34,92,167,176,346,36,33,74,137,147,288,52,59,110
POA3658,2566,2529,5095,1159,563,1724,300,657,961,105,130,233,75,69,148,1640,1419,3059,742,925,1667,4.6,4.8,4.7,64,56.2,60.1,61,53.5,57.3,40,63,104,27,61,82,143,271,414,170,281,444,817,362,1177,24,49,75,31,34,69,865,445,1313,2621,2572,5194,284,264,547,1760,1713,3475,974,989,1964
POA3659,328,311,641,143,88,233,31,83,115,17,15,36,9,9,16,210,189,398,105,109,221,4.3,3.1,3.8,63.3,61.3,62.3,60.6,59.4,60,7,14,23,5,11,13,40,57,95,35,43,78,88,45,132,5,5,13,0,6,9,99,60,156,338,318,661,35,28,58,256,220,473,108,115,221
POA3660,3338,3350,6688,1200,662,1860,383,806,1190,134,142,276,104,84,190,1821,1691,3517,1207,1394,2603,5.7,5.1,5.4,54.6,50.6,52.6,51.5,48,49.7,54,67,117,29,86,116,216,338,556,201,342,547,866,442,1302,30,63,91,32,59,97,929,562,1485,3090,3146,6240,415,395,811,2155,2206,4358,1224,1221,2447
POA3662,545,292,838,448,123,572,28,59,85,15,22,36,0,9,13,496,208,703,11,57,73,0.4,4.8,1.7,90.1,71.2,83.6,89.8,67.8,82.1,12,9,21,0,12,11,42,46,84,51,32,77,108,63,170,10,6,19,7,0,4,122,74,195,373,237,607,263,144,406,50,30,80,542,307,850
POA3663,87,69,159,41,16,60,15,24,34,4,0,3,0,0,3,61,40,98,23,22,45,1.7,2.6,2.1,65.6,54.3,60.6,64.4,52.9,59.4,0,5,9,0,0,0,0,7,7,10,10,20,24,12,30,0,0,3,0,0,0,25,12,41,71,60,130,15,3,22,48,42,98,36,22,55
POA3664,463,491,954,207,123,335,60,125,189,13,28,42,6,3,12,291,284,577,159,192,347,2.7,1.7,2.2,62.9,58.3,60.5,61.1,57.3,59.2,16,17,32,8,18,21,41,79,117,47,69,119,143,63,210,4,13,13,9,11,19,161,89,242,478,477,958,54,74,129,336,314,646,180,214,393
POA3665,165,169,332,66,30,98,17,52,69,6,11,18,5,0,5,98,94,191,51,68,117,3.1,0,1.6,59.9,55,57.4,58,55,56.5,0,7,7,0,5,5,11,23,34,13,26,39,38,24,56,5,4,5,0,5,5,43,29,72,153,163,313,25,19,40,114,119,238,57,51,107
POA3666,2163,2281,4441,744,463,1207,270,483,749,92,118,212,43,28,70,1155,1090,2237,806,975,1778,3.8,2.3,3.1,53.3,47.7,50.4,51.2,46.6,48.9,48,76,130,22,76,102,202,268,470,156,247,402,522,290,807,17,36,50,22,34,51,557,357,912,2017,2094,4116,236,241,476,1420,1449,2870,741,815,1559
POA3669,615,671,1281,191,115,304,72,161,227,25,21,48,15,17,29,304,314,613,224,269,497,5.3,4.8,5,49.3,46.8,48,46.7,44.5,45.6,20,20,36,5,21,27,48,90,145,46,88,140,134,94,234,9,17,22,13,15,25,153,126,279,562,612,1168,59,63,122,386,413,798,196,225,423
POA3670,275,234,508,116,46,162,39,74,110,6,13,24,6,0,10,166,133,306,93,87,179,4.2,0.7,2.6,60.3,57.9,59.2,57.8,57.4,57.6,7,11,12,6,3,7,20,28,47,17,21,39,76,37,113,3,6,13,3,4,9,87,48,137,260,226,490,31,28,57,193,161,350,91,90,179
POA3672,4394,4916,9306,1560,878,2439,503,1108,1613,177,214,385,102,68,171,2344,2265,4615,1680,2248,3923,4.4,3,3.8,53.4,46.1,49.5,51,44.7,47.7,104,120,225,64,137,200,275,520,795,323,533,861,1158,677,1830,45,84,137,56,75,135,1265,836,2097,4050,4498,8551,584,658,1241,2651,2939,5587,1761,1959,3722
POA3673,792,773,1566,327,186,516,112,203,316,42,42,87,13,11,23,496,445,940,237,270,502,2.4,2.5,2.4,62.7,57.8,60.3,61.2,56.4,58.8,13,21,34,12,32,43,71,124,191,75,93,165,232,110,341,0,17,20,16,9,27,248,138,387,766,752,1515,83,65,148,589,567,1155,226,218,448
POA3675,780,816,1595,350,222,575,125,237,364,26,39,64,15,11,25,517,510,1022,215,247,464,2.5,1.8,2.1,66.2,62.4,64.3,64.6,61.3,62.9,12,33,41,19,46,63,78,126,202,70,113,182,249,110,365,13,16,27,8,15,28,274,137,412,803,804,1607,87,96,176,589,599,1192,263,261,522
