POA_CODE_2021,M_AgriForestFish_0,M_AgriForestFish_1_19,M_AgriForestFish_20_29,M_AgriForestFish_30_34,M_AgriForestFish_35_39,M_AgriForestFish_40_44,M_AgriForestFish_45_49,M_AgriForestFish_50_over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_19,M_Min_20_29,M_Min_30_34,M_Min_35_39,M_Min_40_44,M_Min_45_49,M_Min_50_over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_19,M_Mnfg_20_29,M_Mnfg_30_34,M_Mnfg_35_39,M_Mnfg_40_44,M_Mnfg_45_49,M_Mnfg_50_over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_19,M_EGW_WS_20_29,M_EGW_WS_30_34,M_EGW_WS_35_39,M_EGW_WS_40_44,M_EGW_WS_45_49,M_EGW_WS_50_over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_19,M_Cnstn_20_29,M_Cnstn_30_34,M_Cnstn_35_39,M_Cnstn_40_44,M_Cnstn_45_49,M_Cnstn_50_over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_19,M_WTrade_20_29,M_WTrade_30_34,M_WTrade_35_39,M_WTrade_40_44,M_WTrade_45_49,M_WTrade_50_over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_19,M_RTrade_20_29,M_RTrade_30_34,M_RTrade_35_39,M_RTrade_40_44,M_RTrade_45_49,M_RTrade_50_over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_19,M_AccomFoodS_20_29,M_AccomFoodS_30_34,M_AccomFoodS_35_39,M_AccomFoodS_40_44,M_AccomFoodS_45_49,M_AccomFoodS_50_over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_19,M_TransPostWhse_20_29,M_TransPostWhse_30_34,M_TransPostWhse_35_39,M_TransPostWhse_40_44,M_TransPostWhse_45_49,M_TransPostWhse_50_over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_19,M_InfoMedTelecom_20_29,M_InfoMedTelecom_30_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40_44,M_InfoMedTelecom_45_49,M_InfoMedTelecom_50_over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_19,M_FinInsurS_20_29,M_FinInsurS_30_34,M_FinInsurS_35_39,M_FinInsurS_40_44,M_FinInsurS_45_49,M_FinInsurS_50_over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_19,M_RentHirREserv_20_29,M_RentHirREserv_30_34,M_RentHirREserv_35_39,M_RentHirREserv_40_44,M_RentHirREserv_45_49,M_RentHirREserv_50_over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_19,M_ProScieTechServ_20_29,M_ProScieTechServ_30_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40_44,M_ProScieTechServ_45_49,M_ProScieTechServ_50_over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_19,M_AdminSupServ_20_29,M_AdminSupServ_30_34,M_AdminSupServ_35_39,M_AdminSupServ_40_44,M_AdminSupServ_45_49,M_AdminSupServ_50_over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_19,M_PubAdmiSafety_20_29,M_PubAdmiSafety_30_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40_44,M_PubAdmiSafety_45_49,M_PubAdmiSafety_50_over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_19,M_EducTrain_20_29,M_EducTrain_30_34,M_EducTrain_35_39,M_EducTrain_40_44,M_EducTrain_44_49,M_EducTrain_50_over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_19,M_HealthCareSocA_20_29,M_HealthCareSocA_30_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40_44,M_HealthCareSocA_45_49,M_HealthCareSocA_50_over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_19,M_ArtRecServ_20_29,M_ArtRecServ_30_34,M_ArtRecServ_35_39,M_ArtRecServ_40_44,M_ArtRecServ_45_49,M_ArtRecServ_50_over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_19,M_OthServ_20_29,M_OthServ_30_34,M_OthServ_35_39,M_OthServ_40_44,M_OthServ_45_49,M_OthServ_50_over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot
POA3338,3,7,3,3,25,9,4,9,0,67,4,0,0,0,4,5,4,9,0,28,20,31,33,26,279,241,84,90,10,816,7,3,7,7,52,53,14,21,0,161,23,85,88,72,254,496,123,235,20,1398,12,5,13,12,103,78,34,51,3,302,20,110,91,44,179,129,32,37,8,652,36,131,69,23,54,32,17,18,11,383,46,75,111,79,289,367,121,315,31,1434,5,3,13,4,56,41,8,8,0,136,6,5,6,11,67,95,6,19,3,211,0,8,3,7,28,23,12,13,0,90,12,30,6,16,99,170,11,29,3,377,6,31,26,20,87,57,7,26,8,268,17,18,17,14,166,163,33,60,3,492,3,30,21,21,81,59,18,29,0,275,8,28,32,50,102,68,13,28,7,348,19,12,7,7,22,11,0,5,0,87,8,36,17,9,102,93,27,38,4,336,19,19,36,25,159,126,21,33,93,534
POA3340,4,12,8,15,20,51,4,46,4,154,4,0,0,0,0,13,0,43,0,70,11,9,17,8,124,153,70,117,4,523,5,5,4,9,25,45,12,22,4,133,44,52,62,54,264,586,175,342,31,1605,7,15,6,9,57,73,16,47,0,230,16,99,54,19,103,71,28,43,9,440,20,121,21,13,23,9,7,10,9,234,44,35,45,35,118,187,68,201,16,742,4,8,7,5,26,24,11,17,0,91,3,4,3,5,33,47,10,27,0,129,0,5,5,5,15,26,6,17,0,84,7,23,12,19,74,111,20,43,3,304,8,31,16,10,29,20,10,25,3,146,27,11,16,21,113,158,40,60,0,456,7,36,15,11,64,42,24,39,0,240,4,20,15,17,39,41,6,19,3,170,8,11,10,10,35,13,5,15,0,92,13,21,23,11,70,70,20,53,0,285,16,12,18,14,59,103,11,55,61,344
POA3341,0,0,3,0,4,3,4,11,0,20,0,0,0,0,0,3,0,0,0,11,0,0,0,4,10,4,0,10,0,32,0,0,0,0,0,3,3,9,0,16,0,4,4,8,26,33,16,26,9,125,0,0,0,0,4,4,0,4,0,15,0,5,0,0,3,3,0,4,0,22,4,6,3,0,0,0,0,0,0,21,0,3,0,0,7,18,0,8,0,47,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,7,0,3,4,0,0,3,7,9,0,20,4,5,0,0,0,4,0,3,0,17,0,0,4,0,10,10,5,9,0,30,0,0,0,0,4,0,0,6,0,12,0,0,0,3,0,4,0,5,0,15,0,0,0,0,0,0,3,0,0,5,3,5,0,0,8,11,3,0,0,28,0,0,0,0,0,7,0,9,3,31
POA3342,0,3,4,0,4,6,3,24,0,52,0,0,0,0,0,0,0,9,0,15,0,3,0,5,32,22,6,19,0,88,0,0,0,0,3,5,0,8,0,18,12,12,12,9,52,89,19,43,5,243,0,3,0,0,3,12,0,7,0,30,4,10,5,3,12,9,4,0,0,49,8,22,3,4,3,3,0,0,0,47,5,6,5,3,11,18,16,36,3,97,0,0,0,0,0,5,0,0,0,13,0,0,0,0,4,8,0,0,0,14,0,0,0,0,4,5,0,0,0,14,0,0,0,0,8,11,3,8,0,37,0,3,6,0,0,0,3,0,0,13,11,3,0,0,22,31,3,13,0,86,0,6,4,0,12,7,5,3,0,38,3,11,0,6,6,5,0,0,0,32,0,0,0,6,0,0,4,0,0,10,0,0,0,5,15,3,9,6,0,39,3,0,0,4,0,14,6,8,11,46
POA3345,0,0,0,4,4,0,0,3,0,14,0,0,0,0,0,0,0,6,0,12,0,5,0,0,8,5,3,3,6,27,0,0,0,0,3,6,0,0,0,13,3,7,8,9,9,28,11,22,3,94,0,0,0,0,4,4,0,3,0,9,4,0,0,0,8,10,0,0,0,24,0,7,0,0,0,0,0,0,0,7,0,3,0,0,4,7,0,9,0,28,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,5,0,4,0,12,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,6,0,22,0,0,0,0,0,3,0,0,0,8,7,0,3,0,10,8,0,4,0,35,0,0,0,0,3,3,0,0,0,12,0,0,4,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,7,0,0,0,3,3,10,0,0,0,14,0,7,4,0,3,4,0,6,3,21
POA3350,15,27,18,11,47,66,23,67,7,282,15,14,8,0,20,26,25,94,0,199,42,63,75,65,350,464,174,231,6,1484,8,5,8,5,47,88,31,57,0,243,61,91,117,92,455,871,250,486,25,2442,11,23,23,5,86,115,57,69,4,385,70,305,207,95,264,221,80,137,16,1393,101,452,171,72,136,91,31,74,11,1142,30,65,61,40,132,165,62,141,6,697,12,16,19,11,97,69,34,31,0,288,12,11,14,8,68,121,32,72,0,340,4,12,10,7,35,50,30,68,3,223,18,69,64,53,216,387,97,207,7,1107,28,56,52,30,91,66,19,43,5,379,64,39,42,41,344,352,78,124,0,1082,30,151,67,80,283,265,110,178,12,1176,61,151,182,167,364,385,94,178,9,1585,29,77,27,19,60,65,7,26,4,314,20,40,40,34,105,122,31,76,8,485,21,50,35,27,101,122,38,80,97,565
POA3351,3,13,16,16,24,48,17,94,5,246,4,0,0,0,0,6,4,19,0,39,3,14,5,11,85,91,29,50,0,287,5,5,0,3,8,10,0,15,0,39,17,23,21,30,99,186,31,93,12,511,6,5,4,6,18,26,12,10,0,77,4,28,20,12,32,22,6,11,0,142,12,41,11,5,7,6,6,4,3,90,7,17,7,3,23,35,16,42,0,153,0,4,0,0,5,3,5,0,0,19,0,3,0,0,6,11,0,8,0,28,0,0,0,0,0,7,0,0,0,16,0,8,4,0,15,30,9,11,0,80,3,6,11,5,10,13,0,5,0,53,7,0,0,3,36,43,6,13,0,106,3,7,4,3,13,28,5,11,0,84,11,10,18,19,16,22,8,12,0,102,6,3,3,0,3,6,3,0,0,29,8,9,11,4,23,28,15,15,6,111,3,8,3,3,24,34,8,18,28,131
POA3352,12,31,34,28,50,101,26,203,8,486,3,0,5,0,4,16,8,34,3,75,13,25,14,17,127,154,62,98,7,509,0,0,0,0,18,26,14,22,4,83,40,47,46,44,135,372,113,252,10,1057,6,3,4,0,42,42,11,20,0,136,5,86,33,25,61,53,28,35,0,318,27,85,26,14,21,18,6,17,0,207,24,19,15,14,41,61,32,106,3,311,4,8,5,0,13,12,6,6,0,54,3,0,3,0,9,18,4,12,0,40,4,0,0,0,12,16,5,9,0,50,3,18,15,17,42,64,22,42,5,228,3,18,12,9,25,14,3,11,0,107,19,5,4,10,78,93,20,39,3,269,6,22,19,13,49,65,16,51,0,241,18,14,34,38,60,50,24,22,3,279,4,14,8,10,18,16,4,37,0,113,0,16,10,13,40,53,20,60,0,215,10,7,15,16,38,39,20,33,34,214
POA3355,4,6,10,0,6,7,14,4,0,49,0,0,0,0,5,6,0,10,0,20,8,27,17,14,99,106,43,35,6,352,0,0,0,0,13,8,5,3,0,39,19,25,23,12,95,155,29,72,6,424,3,4,6,7,30,30,7,6,0,100,5,43,33,23,57,38,5,11,9,217,15,41,32,3,20,14,3,5,0,142,10,8,12,6,35,44,15,41,0,169,3,0,4,0,6,8,3,5,0,32,0,0,0,0,8,15,6,5,0,37,0,0,0,0,5,7,0,6,0,20,5,9,5,3,21,35,4,14,0,100,8,23,15,11,16,15,4,4,0,87,15,12,8,7,58,36,6,18,0,158,3,21,8,10,28,23,4,20,0,118,6,21,25,17,25,39,13,21,0,161,5,8,3,9,7,8,0,3,4,36,6,5,6,6,30,30,11,12,0,103,11,20,7,4,32,37,7,18,25,157
POA3356,5,14,5,0,20,15,5,16,0,74,4,3,0,0,3,11,6,17,0,52,17,18,19,14,122,142,36,48,4,418,0,7,0,0,3,7,6,10,0,38,9,24,27,22,127,224,62,102,6,600,9,3,4,5,42,28,13,10,0,115,15,48,28,27,77,59,13,13,4,285,24,65,30,19,31,22,0,8,6,203,6,22,17,13,36,44,13,46,3,215,0,4,0,0,8,12,3,3,0,31,0,0,0,3,12,12,4,3,0,31,0,0,0,0,10,12,4,0,0,31,3,6,16,3,28,51,8,12,0,129,7,27,13,15,23,18,4,9,0,112,10,7,5,4,55,55,4,12,4,150,3,14,13,13,43,16,9,16,0,124,8,27,34,24,53,49,9,13,4,226,3,11,4,0,4,12,0,5,0,42,7,17,9,8,54,43,6,22,0,158,8,11,11,5,38,29,8,18,24,157
POA3357,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,3,0,10,0,16,0,6,0,4,22,25,11,29,0,97,0,0,0,0,3,3,0,5,0,14,7,4,5,9,31,54,13,33,5,147,3,0,0,0,3,5,0,3,0,14,3,18,0,5,11,8,4,7,0,68,4,24,9,0,3,3,0,0,0,46,0,0,0,0,4,6,0,5,0,25,0,0,0,0,4,0,3,0,0,10,0,0,0,0,3,3,0,3,0,14,0,0,0,0,4,6,0,6,0,10,0,4,10,4,8,22,5,17,0,69,4,7,0,3,5,3,0,5,0,22,3,0,5,0,19,27,7,16,0,85,0,10,9,5,22,15,9,24,0,91,0,8,5,11,12,8,3,12,0,66,3,0,3,0,0,3,0,0,0,13,4,3,0,3,8,6,0,0,0,26,0,3,0,0,3,0,0,4,8,23
POA3358,0,0,0,0,4,0,3,0,0,16,0,0,0,0,0,7,4,3,0,15,0,6,5,6,31,34,13,13,0,105,0,0,0,0,5,3,0,3,0,8,0,4,7,4,30,85,19,39,5,188,0,0,0,0,4,3,3,5,0,18,0,16,8,9,23,23,11,11,0,101,3,11,8,0,4,0,0,7,0,40,0,4,3,11,11,16,8,13,0,62,6,0,0,0,4,0,0,0,0,17,0,0,0,0,6,4,0,3,0,13,0,0,0,0,4,0,0,0,0,5,0,0,0,0,3,12,5,7,0,31,0,0,0,3,7,7,0,0,0,24,0,9,4,4,25,24,0,8,0,66,0,8,0,5,14,7,3,7,0,51,0,7,11,5,22,16,5,4,0,71,0,0,0,0,0,6,0,0,0,4,4,0,0,4,15,13,9,6,0,47,0,0,6,0,9,10,6,6,10,42
POA3360,0,3,0,0,6,10,6,12,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,5,0,0,0,0,0,0,3,0,8,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,4,8,17
POA3361,0,0,5,5,0,12,3,36,5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
POA3363,0,6,3,3,11,14,4,31,0,71,0,0,0,0,0,0,0,4,0,4,0,0,7,8,12,20,7,13,0,82,0,0,0,0,4,0,0,0,0,7,3,3,5,14,25,43,15,19,0,135,0,0,0,0,9,5,0,0,0,21,0,12,7,4,6,13,0,3,0,52,8,11,3,3,0,4,0,5,0,34,0,5,0,0,11,13,0,11,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,9,7,4,0,7,0,35,0,6,3,0,0,4,0,3,0,19,4,0,0,0,15,8,3,6,0,37,0,0,4,3,15,5,0,3,0,29,0,7,9,0,10,3,0,8,0,35,4,9,5,5,4,0,0,4,0,22,0,0,0,5,11,22,5,6,0,45,0,4,0,3,4,17,4,3,3,43
POA3364,5,6,9,9,12,31,7,72,4,148,0,0,0,0,0,0,3,4,0,6,3,5,0,3,7,10,6,10,0,39,0,0,0,0,0,3,0,0,0,5,4,5,4,7,19,27,11,23,5,102,0,0,0,0,0,5,0,3,0,13,0,7,0,0,7,0,0,0,0,29,0,6,3,0,0,3,0,0,0,15,3,4,0,0,0,0,4,7,0,31,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,6,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,12,3,4,0,29,0,4,0,0,0,8,0,3,0,21,0,0,0,0,3,9,0,0,0,15,4,0,5,0,8,3,3,0,0,21,0,0,3,4,4,7,0,0,0,27,0,0,3,0,0,0,0,0,0,8,0,4,0,4,0,4,0,5,0,23,0,5,0,0,9,8,0,4,7,34
POA3370,4,4,0,0,9,18,0,13,0,45,0,0,0,0,0,0,0,0,0,5,3,0,3,0,9,7,5,5,0,36,0,0,0,0,0,0,0,0,0,0,4,9,5,0,5,19,8,8,0,62,0,0,4,0,4,5,3,0,0,15,0,4,8,6,5,4,0,0,0,29,0,8,5,0,0,0,0,0,0,11,0,4,4,0,6,3,3,3,0,22,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,9,0,0,0,22,0,5,4,0,0,0,0,0,3,11,6,0,3,0,8,4,0,0,0,16,0,0,0,0,5,6,0,5,0,20,0,0,0,0,4,0,0,3,0,21,0,0,0,0,4,0,0,0,0,6,3,0,3,0,5,4,0,3,0,19,0,3,0,0,4,4,0,0,0,18
POA3371,6,3,0,3,0,3,4,7,0,32,0,0,0,0,0,0,0,0,0,3,3,0,3,0,6,8,0,0,0,28,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,4,3,5,3,0,0,0,0,13,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,6,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,11,0,4,0,0,0,0,0,3,0,9,0,5,0,0,0,4,0,0,0,15,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,10,0,6,0,0,0,4,0,0,3,14
POA3373,5,4,4,6,5,30,8,47,3,119,0,0,0,0,0,4,0,3,0,11,0,9,0,3,10,12,0,0,0,35,0,0,0,0,0,4,0,0,0,4,5,11,3,3,17,15,11,19,3,82,0,0,0,0,3,7,0,0,0,10,8,11,3,0,11,5,0,0,0,41,0,6,0,5,6,0,0,0,0,16,3,7,0,0,3,5,9,11,0,38,0,0,0,0,4,0,5,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,4,3,0,0,11,0,0,0,0,4,0,0,0,0,6,0,0,0,0,14,24,0,7,0,54,0,0,0,0,4,0,0,0,0,6,0,5,8,0,7,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,7,0,26,0,4,4,0,10,5,0,6,12,35
POA3374,0,0,0,0,0,4,0,5,0,17,0,0,0,0,0,0,0,3,0,7,0,0,0,0,8,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,15,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0
POA3375,0,0,5,0,7,6,4,18,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3377,12,20,15,9,21,42,17,72,7,221,3,0,0,0,5,4,0,30,0,54,8,12,17,31,75,124,32,32,0,337,4,0,0,0,4,7,4,4,0,26,9,8,14,13,42,80,12,31,3,215,0,4,6,10,28,15,5,5,0,82,10,26,15,7,33,26,9,18,0,134,7,31,14,0,8,11,0,11,4,86,4,7,7,4,9,14,5,20,0,74,0,3,0,0,4,0,0,0,0,12,0,0,0,0,3,3,0,4,0,3,0,0,0,0,4,8,0,8,0,21,0,6,0,3,5,11,7,8,0,37,3,4,5,3,0,7,0,0,4,35,17,14,5,7,76,112,15,34,6,281,4,6,5,5,18,9,10,9,0,60,13,11,15,18,38,32,7,16,0,146,0,6,3,3,6,3,0,5,0,20,0,9,10,6,20,18,3,8,0,72,0,5,0,8,15,10,0,10,16,74
POA3378,3,0,0,3,0,3,3,26,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3379,3,8,5,9,8,21,15,63,0,128,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
POA3380,0,10,6,3,15,17,8,18,0,77,11,4,0,4,9,16,9,62,0,114,18,20,12,7,57,86,21,46,0,273,0,0,0,0,3,9,0,4,0,18,3,11,7,12,23,43,12,30,0,144,0,7,3,3,5,7,4,8,0,35,0,24,12,13,28,19,4,9,0,107,3,31,12,0,10,9,0,12,0,78,7,5,3,4,10,16,5,17,0,68,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,3,4,0,7,0,3,0,0,9,9,0,0,0,22,0,12,0,0,7,6,3,0,0,33,3,11,5,6,27,33,3,3,0,107,0,0,5,0,4,7,0,9,0,25,9,13,11,19,31,29,5,7,0,118,5,5,4,0,4,11,0,0,0,28,0,4,0,0,12,13,3,0,0,36,5,4,4,0,5,12,5,6,15,52
POA3381,0,4,9,0,5,0,5,12,0,25,0,0,0,0,0,5,0,3,0,16,0,0,0,3,13,8,0,5,0,23,0,0,0,0,0,5,0,0,0,7,0,3,0,5,3,7,4,9,0,38,0,0,0,0,0,3,0,0,0,3,3,9,0,0,4,0,0,0,0,17,7,19,13,4,5,8,0,14,0,67,5,0,0,4,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,0,0,0,0,4,0,0,3,4,9,9,5,0,0,30,0,0,0,0,7,0,0,0,0,18,0,4,0,3,7,3,0,8,0,21,5,0,4,0,7,5,0,4,0,24,0,0,0,0,0,0,3,0,0,7,5,0,0,0,0,0,0,0,0,10
POA3384,0,0,6,0,0,12,4,24,0,54,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,4,0,3,0,19,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3
POA3385,0,0,0,6,0,11,3,28,0,54,0,0,0,0,0,0,0,6,0,6,0,0,0,0,9,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,11,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,4,8
