POA_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
POA3779,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,4,9,5,8,0,21,3,0,3,20,0,0,20,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19,5,8,0,32,3,0,3,29,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,10,0,34,3,0,3,34,0,0,34,0,0,5,0,10,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,25,5,12,0,37,3,0,3,42,0,0,40
POA3781,21,0,0,0,21,3,0,21,214,22,6,0,233,0,0,0,233,14,0,252,343,36,11,6,392,7,0,7,402,26,0,424,66,6,10,0,78,0,0,0,74,0,0,74,0,0,0,5,14,0,0,0,14,0,0,18,626,55,23,16,715,10,0,10,724,35,0,763,5,0,0,0,5,3,0,3,7,0,0,7,15,3,0,0,14,0,0,0,10,0,0,10,15,3,0,0,19,0,0,0,22,0,0,22,641,53,23,16,733,12,0,12,747,35,0,781,168,8,6,0,176,3,0,3,181,16,0,195,0,0,0,0,0,0,0,0,0,0,3,6,806,59,29,14,913,16,0,16,934,53,4,989
POA3782,41,0,0,0,41,3,0,44,371,56,4,0,433,3,4,7,439,14,0,449,608,90,15,7,725,6,0,6,726,41,0,770,60,7,15,4,85,0,0,0,85,0,0,85,10,9,0,6,22,0,0,0,22,3,0,25,1052,154,31,17,1257,10,0,11,1269,56,0,1327,0,0,3,0,3,0,0,0,3,0,0,3,16,0,0,0,15,0,0,0,13,0,0,13,16,0,3,0,16,0,0,0,19,0,0,19,1066,157,39,17,1277,8,0,9,1288,56,0,1350,214,18,3,10,238,4,8,7,248,22,0,270,3,0,0,3,6,0,0,0,6,0,0,6,1275,183,43,28,1523,12,11,17,1541,74,0,1620
POA3783,7,0,0,0,7,4,0,12,126,4,0,0,132,0,0,0,132,7,0,141,183,20,7,0,207,0,0,0,210,4,0,211,24,0,11,0,33,0,0,0,33,3,0,34,0,0,0,4,4,0,0,0,4,0,0,3,328,26,19,5,372,0,0,0,377,17,0,393,0,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,0,4,0,0,11,0,0,0,11,0,0,10,330,29,19,5,380,0,0,0,381,19,0,400,56,4,0,3,64,0,0,0,64,14,0,76,0,0,0,0,0,0,0,0,0,3,4,8,390,34,22,9,444,0,0,0,451,30,3,480
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,3,0,3,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,8,3,0,3,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,8,3,0,3,12,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,8,3,0,3,12,3,0,15
POA3786,9,0,0,0,9,0,0,8,82,15,8,0,98,0,0,0,98,0,0,101,119,22,0,0,142,0,9,3,150,6,0,153,9,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,3,3,209,34,5,0,253,0,9,3,256,6,3,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,37,5,0,251,0,9,3,257,6,3,263,45,4,0,0,54,0,0,0,54,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,256,40,9,0,302,0,9,3,310,12,3,327
POA3787,4,0,0,0,4,0,0,4,50,6,0,0,53,4,0,4,63,3,0,68,49,12,0,0,60,0,0,0,63,8,0,63,9,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,109,19,0,0,130,6,0,6,132,9,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,19,0,0,129,6,0,6,137,9,0,145,11,8,3,0,22,0,0,0,22,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,117,26,5,0,151,6,0,6,158,8,0,167
POA3788,10,0,0,0,10,3,0,13,76,14,3,0,91,0,0,0,91,9,0,103,112,23,0,0,130,0,0,0,139,10,0,141,19,0,0,0,23,0,0,0,23,0,0,23,0,0,0,9,9,0,0,0,9,0,0,9,212,35,3,9,257,0,0,0,261,16,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,35,3,9,257,0,0,0,261,16,0,272,32,4,0,0,36,0,0,0,35,10,4,53,0,0,0,0,0,0,0,0,0,0,0,0,244,41,5,9,296,3,0,3,296,21,4,325
POA3789,3,0,0,0,3,0,0,3,11,0,0,0,12,0,0,0,12,5,0,12,21,5,0,0,22,0,0,0,22,0,0,22,0,0,0,0,9,0,0,0,9,0,0,9,6,0,0,0,6,0,0,0,6,0,3,4,35,9,0,0,44,0,0,0,44,5,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,0,0,44,0,0,0,44,5,3,47,10,0,0,0,10,0,0,0,10,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,42,9,0,0,50,0,0,0,50,7,3,60
POA3791,5,0,0,0,5,0,0,3,55,22,5,0,80,0,0,0,80,0,0,86,69,13,4,5,89,0,0,0,89,0,0,89,15,0,0,0,17,0,0,0,17,0,0,17,0,0,0,5,3,0,0,0,3,0,0,3,135,34,6,8,187,0,0,0,187,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0,7,0,0,7,146,34,6,8,195,0,0,0,195,0,0,200,37,0,0,0,33,0,0,0,33,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,178,40,6,8,234,0,0,0,234,4,0,237
POA3792,4,0,0,0,4,0,0,3,37,6,0,0,50,4,0,4,49,0,0,53,103,10,5,3,121,0,0,0,121,0,0,121,5,3,5,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,151,17,11,3,181,4,0,4,184,0,0,185,6,0,0,0,6,0,0,0,6,0,0,6,5,4,0,0,11,0,0,0,11,0,0,11,6,4,0,0,15,0,0,0,15,0,0,15,161,23,11,3,196,4,0,4,197,0,0,200,12,3,0,0,13,0,0,0,13,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,177,29,10,3,208,4,0,4,215,3,0,217
POA3793,13,0,0,0,13,5,0,15,125,21,0,0,147,0,0,0,147,16,0,163,274,51,5,0,335,0,0,0,335,8,6,341,35,0,4,0,43,0,0,0,43,8,0,50,0,0,0,10,13,0,0,0,13,0,0,13,428,76,17,10,525,0,0,0,525,27,6,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,9,0,0,0,5,0,0,5,432,79,17,10,533,0,0,0,535,27,6,569,108,18,4,3,134,5,0,10,143,18,0,157,0,0,0,3,3,0,0,0,3,0,0,4,545,96,22,14,668,3,0,8,675,43,6,731
POA3795,12,0,0,0,12,0,0,12,49,3,0,0,52,0,0,0,52,0,0,52,132,19,4,0,149,0,0,0,149,5,0,157,11,4,4,0,19,0,0,0,19,0,0,19,0,0,0,3,3,0,0,0,3,0,0,3,188,26,5,3,225,0,0,0,225,5,0,228,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,188,26,5,3,227,0,0,0,227,5,0,228,38,0,0,0,38,0,0,0,46,3,0,47,0,0,0,0,0,0,0,0,0,0,6,6,225,31,5,3,270,0,0,0,269,6,6,283
POA3796,46,0,0,0,51,3,0,55,354,58,15,0,429,0,0,0,437,18,0,452,914,91,30,3,1035,0,0,0,1037,16,0,1051,110,7,22,0,134,0,0,0,134,5,0,140,11,0,0,0,11,0,0,0,11,0,4,10,1387,154,68,7,1608,6,0,6,1617,34,4,1655,5,0,0,0,8,0,0,0,8,0,0,8,28,0,0,0,33,0,0,0,33,0,0,33,40,0,0,0,40,0,0,0,40,0,0,37,1418,153,73,7,1649,6,0,6,1656,36,4,1696,288,46,25,6,356,0,0,0,362,27,0,389,5,0,0,5,6,0,0,0,6,0,5,16,1709,200,91,18,2019,8,0,8,2025,63,3,2098
POA3797,5,0,0,0,5,0,0,5,80,28,0,0,113,5,0,3,115,5,0,119,226,61,11,7,300,0,0,0,300,0,0,300,45,4,8,0,58,0,0,0,58,0,0,54,3,0,0,0,8,0,0,0,8,0,0,8,357,97,13,5,474,5,0,3,474,8,0,485,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,0,9,0,0,9,8,0,0,0,8,0,0,4,15,0,0,14,363,97,13,5,481,0,8,9,484,10,0,492,65,3,3,0,75,0,0,0,75,13,0,87,0,0,0,0,0,0,0,0,0,0,11,11,428,101,25,5,556,0,8,9,567,22,11,594
POA3799,12,0,0,0,12,0,0,12,100,20,0,0,118,0,0,0,118,16,0,138,236,36,10,5,289,4,3,3,295,21,0,311,29,5,10,0,46,0,0,0,46,0,0,46,11,0,0,10,18,0,0,0,18,0,0,18,371,64,26,11,473,4,3,3,479,32,0,513,4,0,5,0,10,4,0,4,12,0,0,12,6,9,4,0,9,0,0,0,9,0,0,9,5,9,6,0,19,4,0,4,19,0,0,19,380,66,30,11,491,3,3,8,499,32,0,530,129,25,7,4,167,5,5,8,166,11,0,183,4,0,0,5,9,0,0,0,9,0,6,13,513,95,38,12,660,5,7,15,674,44,9,729
POA3802,206,16,4,20,224,42,0,268,995,169,15,4,1183,28,5,33,1212,98,0,1309,1113,237,22,11,1373,28,9,36,1410,70,5,1475,119,25,17,0,161,3,0,3,165,3,0,165,4,3,0,20,29,0,7,7,29,4,4,39,2226,425,46,35,2738,58,14,74,2808,171,5,2989,44,6,0,0,50,3,0,3,49,0,3,52,56,19,0,4,81,14,6,21,92,11,0,104,95,24,0,4,124,17,6,19,149,14,3,164,2325,450,51,41,2862,70,24,91,2960,187,7,3154,824,230,37,45,1141,66,15,80,1221,285,8,1515,9,0,0,13,23,0,0,0,23,0,15,34,3152,684,89,98,4020,139,39,174,4194,471,32,4702
POA3803,88,11,0,11,97,21,0,115,312,46,5,0,360,4,4,12,371,27,0,395,383,95,6,5,490,9,0,9,501,27,3,528,26,14,12,0,47,0,0,0,51,7,0,54,0,6,0,17,25,0,0,0,25,6,0,27,725,158,20,22,927,15,4,16,944,67,3,1011,9,11,0,0,19,17,3,19,34,10,0,45,37,13,0,4,57,4,0,4,62,0,0,62,42,27,0,4,76,25,3,30,103,12,0,111,769,182,20,28,1000,36,10,42,1045,73,3,1118,462,223,23,48,755,62,3,67,818,290,0,1115,14,0,0,5,21,0,0,0,21,0,16,41,1237,404,40,81,1767,101,10,113,1883,368,25,2266
POA3804,129,0,0,0,132,7,0,140,478,51,13,8,544,3,0,3,550,13,0,567,614,97,9,9,725,7,0,8,732,24,0,761,58,6,4,0,73,0,0,0,73,5,0,76,3,0,0,5,12,0,0,0,15,3,0,18,1152,154,25,19,1357,12,0,14,1375,41,4,1416,6,3,0,0,12,0,0,0,12,0,0,12,18,3,0,0,23,0,0,0,19,4,0,30,27,4,0,0,35,0,0,0,32,4,0,40,1180,160,27,19,1384,12,5,19,1407,44,4,1455,291,88,13,16,398,14,4,13,413,74,7,489,0,6,0,5,10,0,0,0,10,0,7,16,1471,248,33,36,1793,24,4,36,1829,112,18,1957
POA3805,498,11,3,17,520,91,9,614,2551,356,56,11,2976,69,18,87,3062,183,5,3249,3239,539,79,22,3879,64,3,71,3949,163,0,4111,433,50,38,3,530,3,0,3,532,10,4,544,43,12,4,68,128,3,0,3,128,0,9,139,6275,944,172,112,7506,144,24,166,7672,353,17,8039,69,10,0,4,78,13,0,13,96,8,0,105,132,60,3,5,203,18,8,24,227,15,0,239,201,71,3,6,282,36,8,40,320,23,0,347,6468,1019,173,121,7782,176,30,206,7989,380,21,8385,2770,758,113,108,3755,162,34,202,3956,892,28,4871,5,7,0,27,45,0,0,0,43,9,63,120,9248,1787,285,252,11581,339,66,411,11984,1285,106,13376
POA3806,432,8,0,7,442,31,0,476,3205,370,52,18,3643,55,15,71,3709,163,6,3877,3855,503,59,25,4440,27,22,52,4497,119,0,4614,394,43,60,3,503,5,0,5,507,14,0,523,25,0,6,45,70,0,0,0,73,0,8,86,7481,913,173,87,8652,91,39,127,8783,291,19,9098,72,19,0,0,95,4,0,4,104,3,0,108,169,17,0,0,183,6,7,14,198,11,0,206,240,38,3,0,279,16,7,19,299,14,0,316,7719,942,173,91,8933,108,40,148,9077,309,19,9408,1776,284,36,46,2142,52,5,59,2201,208,7,2420,11,3,0,17,30,0,0,0,30,6,19,52,9511,1226,212,152,11107,158,49,206,11312,523,48,11881
POA3807,58,0,0,0,58,4,0,70,504,33,11,0,553,3,0,3,555,27,0,577,726,76,22,7,831,3,0,3,831,17,0,845,65,3,0,0,70,0,0,0,77,0,0,77,8,0,0,0,11,0,0,0,11,4,0,12,1310,118,35,8,1461,4,0,5,1476,39,0,1510,10,4,0,0,13,0,0,0,13,4,0,12,17,0,0,0,22,0,0,0,22,0,0,22,23,6,0,0,32,0,0,0,32,4,0,31,1337,125,35,8,1496,4,0,5,1501,44,0,1542,199,20,10,0,230,3,0,3,229,28,0,256,0,0,0,3,4,0,0,0,4,0,0,7,1536,139,38,8,1723,6,0,13,1736,72,0,1807
POA3808,19,0,0,0,19,0,0,19,216,18,0,4,236,0,0,0,243,12,0,256,337,46,3,0,387,0,0,0,387,10,4,397,27,6,4,0,34,0,0,0,34,0,0,34,0,0,0,0,7,0,0,0,7,0,0,7,576,69,7,3,663,0,0,0,661,24,4,688,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,3,0,0,0,3,0,0,3,582,71,7,3,668,0,0,0,672,24,4,694,56,10,3,0,66,0,0,0,69,6,0,77,0,0,0,0,0,0,0,0,0,0,0,6,640,83,9,4,737,0,0,4,736,33,7,773
POA3809,85,0,0,3,84,13,0,95,1018,123,20,7,1169,24,6,27,1197,41,3,1238,1438,195,40,4,1682,20,0,19,1701,52,3,1754,268,30,27,0,328,0,0,0,328,0,0,331,16,3,0,11,33,0,0,0,33,0,3,40,2745,355,94,25,3213,38,3,44,3257,93,8,3362,39,8,0,0,46,9,0,9,52,4,0,56,57,12,5,0,77,4,0,4,76,0,0,76,96,16,5,0,119,9,0,9,127,4,0,131,2845,369,96,25,3334,46,3,57,3384,99,14,3497,846,144,21,31,1041,18,0,18,1061,95,3,1160,6,3,0,6,21,0,0,0,21,6,34,56,3701,514,120,59,4391,66,3,74,4463,202,51,4714
POA3810,186,6,0,6,189,14,0,200,2398,251,49,16,2715,48,7,56,2774,146,10,2925,3410,525,63,24,4017,39,8,49,4066,144,8,4215,474,77,54,9,616,0,0,0,620,10,3,634,47,10,0,43,99,0,0,0,100,8,3,110,6327,860,168,88,7448,90,19,109,7557,308,25,7893,99,32,0,3,137,14,4,21,155,0,0,157,156,39,14,0,210,7,3,10,215,11,0,227,260,68,14,5,341,24,5,29,371,19,0,388,6586,934,182,96,7794,110,27,138,7927,322,25,8274,2342,364,106,53,2868,98,30,128,3001,329,22,3354,18,9,0,14,37,0,0,0,37,0,48,94,8953,1299,290,164,10701,210,63,272,10970,656,95,11722
POA3812,9,0,0,0,9,0,0,9,88,5,0,0,94,5,0,5,99,0,0,95,209,18,6,3,238,0,0,0,238,6,0,240,23,4,4,0,26,0,0,0,26,0,0,23,0,0,0,4,4,0,0,0,4,0,0,4,316,31,6,11,362,5,0,5,365,7,0,371,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,5,0,0,0,9,0,0,9,5,0,0,0,5,0,0,0,9,4,0,7,321,31,6,11,367,6,0,6,370,9,0,380,83,17,0,0,99,0,0,0,99,6,0,101,3,0,0,0,3,0,0,0,3,0,0,3,404,42,6,9,465,6,0,6,467,16,4,489
POA3813,0,0,0,0,0,0,0,4,38,3,0,0,48,0,0,0,48,3,0,48,46,7,7,0,57,0,0,0,57,0,0,63,8,0,0,0,7,0,0,0,7,0,0,11,5,0,0,0,5,0,0,0,5,0,0,5,99,11,4,0,112,0,0,0,112,6,0,124,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,95,11,4,0,116,0,0,0,116,6,0,128,35,3,0,0,44,0,0,0,44,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,134,16,4,0,155,0,0,0,155,8,0,167
POA3814,5,0,0,0,5,0,0,7,146,6,0,0,154,0,0,0,160,0,0,160,195,27,0,0,224,0,0,0,224,8,0,235,18,0,5,5,29,0,0,0,29,0,0,29,4,0,0,0,4,0,0,0,4,0,0,4,366,36,3,6,414,0,0,0,409,8,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,36,3,6,414,0,0,0,416,8,0,426,103,16,0,0,122,0,0,0,122,7,0,128,4,0,0,0,4,0,0,0,4,0,0,4,473,53,3,6,539,0,0,0,541,15,0,549
POA3815,15,0,0,0,15,7,0,15,174,17,0,0,188,5,0,5,191,12,0,205,326,21,9,6,360,0,0,0,362,6,0,374,46,0,8,0,56,0,0,0,56,0,0,56,5,0,0,0,15,0,0,0,15,0,0,15,555,35,15,15,614,5,0,5,624,21,0,641,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11,0,0,0,11,0,0,11,3,4,0,0,11,0,0,0,11,0,0,11,560,37,15,15,625,5,0,5,632,21,0,647,111,8,9,12,135,0,0,0,135,14,0,147,3,0,0,0,4,0,0,0,4,0,7,14,672,45,23,23,766,5,0,5,767,33,7,806
POA3816,10,0,0,0,10,0,0,10,115,8,4,8,131,0,0,0,131,4,0,135,185,17,0,0,203,6,0,6,202,5,0,214,38,3,3,0,47,0,0,0,47,5,0,49,0,0,0,14,11,0,0,0,11,0,0,11,337,30,7,15,390,6,0,6,395,13,0,404,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,10,0,0,10,4,0,0,0,10,0,0,0,10,0,0,10,340,30,10,21,402,6,0,6,404,13,0,413,85,20,0,6,104,9,0,9,118,13,0,129,6,0,0,0,6,0,0,0,6,0,0,6,433,46,10,25,511,9,0,9,524,22,0,551
POA3818,41,0,0,0,41,4,0,43,556,88,8,4,653,5,0,5,656,54,0,710,1076,149,24,8,1260,6,6,16,1273,56,5,1332,154,12,14,0,180,3,0,3,183,6,5,189,11,0,0,15,25,0,0,0,25,0,0,28,1797,260,43,26,2119,18,8,26,2144,109,10,2263,10,3,0,0,11,0,0,0,11,0,0,12,32,0,3,0,33,0,0,0,39,0,0,39,39,3,3,0,44,0,0,0,44,0,0,51,1837,256,47,26,2165,16,8,24,2190,112,10,2310,534,68,32,8,648,13,0,18,659,51,5,712,7,0,0,3,8,0,0,0,8,4,8,20,2373,327,78,39,2817,30,10,40,2856,162,24,3041
POA3820,62,0,0,0,62,0,0,59,684,111,17,12,822,5,0,5,829,36,0,869,1259,190,13,8,1474,17,0,17,1489,29,0,1521,179,19,21,0,220,0,0,0,220,8,0,225,8,0,0,22,28,0,0,0,28,0,0,31,2133,328,56,37,2552,19,3,19,2569,73,0,2645,16,0,0,0,16,0,0,0,16,0,0,12,22,9,5,0,32,0,0,0,38,0,0,37,36,9,5,0,44,0,0,0,47,4,0,51,2169,334,56,37,2592,23,3,26,2619,76,0,2695,507,67,6,10,589,10,0,10,597,55,3,654,4,0,0,0,4,0,0,0,4,0,3,10,2675,397,66,46,3186,34,3,38,3223,134,5,3354
POA3821,11,0,0,0,11,5,0,17,84,31,7,0,118,0,3,3,120,4,0,125,291,44,12,0,346,0,0,0,346,9,0,352,21,4,10,0,39,0,0,0,39,0,0,39,11,0,0,6,20,0,0,0,20,0,0,20,407,76,24,16,518,0,3,3,524,11,0,531,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,12,0,0,0,15,0,0,0,15,0,0,15,419,78,24,16,533,0,3,3,538,11,0,545,53,10,0,0,65,0,0,0,65,20,0,82,0,0,0,0,0,0,0,0,0,0,0,0,473,89,24,16,596,0,3,3,598,33,0,633
POA3822,3,0,0,0,3,0,0,3,39,3,4,0,53,0,0,0,53,3,0,55,72,4,3,0,76,0,0,0,76,10,0,82,9,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,3,0,0,3,122,14,6,0,140,0,0,0,141,11,0,151,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,121,12,6,0,142,0,0,0,141,11,0,149,22,7,3,5,35,0,0,0,35,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,142,19,10,6,178,0,0,0,183,18,0,195
POA3823,4,0,0,0,4,0,0,5,76,9,0,0,85,0,0,0,85,0,0,88,112,19,0,0,128,0,0,0,128,10,0,138,14,4,0,0,22,0,0,0,22,0,0,22,7,0,0,3,9,0,0,0,9,0,0,9,200,29,0,4,239,0,0,0,239,12,0,251,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,8,0,0,0,8,0,0,8,209,29,0,4,246,0,0,0,246,12,0,259,55,0,3,0,57,0,0,0,57,3,0,61,0,0,0,0,0,0,0,0,0,0,6,6,261,32,6,4,306,0,0,0,306,14,6,324
POA3824,20,0,0,0,20,0,0,20,209,27,11,0,245,6,0,6,249,12,0,264,344,30,5,14,394,10,0,10,398,20,0,414,56,7,3,0,62,0,0,0,62,0,5,62,0,0,0,9,9,0,0,0,9,0,0,9,607,63,16,20,706,7,0,7,717,32,5,749,0,0,0,0,0,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,9,0,0,9,613,63,16,20,712,10,0,10,728,32,5,760,117,31,0,3,154,0,0,0,154,9,0,168,0,0,0,0,0,0,0,0,0,0,3,6,728,94,16,28,871,10,0,10,880,46,3,933
