poa_code,postcode,seifa_irsd_score,seifa_irsd_national_rank,seifa_irsd_national_decile,seifa_irsd_national_percentile,seifa_irsd_state_rank,seifa_irsd_state_decile,seifa_irsd_state_percentile,seifa_irsd_minimum_sa1_score,seifa_irsd_maximum_sa1_score,seifa_irsd_population_without_sa1_score_share,seifa_irsad_score,seifa_irsad_national_rank,seifa_irsad_national_decile,seifa_irsad_national_percentile,seifa_irsad_state_rank,seifa_irsad_state_decile,seifa_irsad_state_percentile,seifa_irsad_minimum_sa1_score,seifa_irsad_maximum_sa1_score,seifa_irsad_population_without_sa1_score_share,seifa_ier_score,seifa_ier_national_rank,seifa_ier_national_decile,seifa_ier_national_percentile,seifa_ier_state_rank,seifa_ier_state_decile,seifa_ier_state_percentile,seifa_ier_minimum_sa1_score,seifa_ier_maximum_sa1_score,seifa_ier_population_without_sa1_score_share,seifa_ieo_score,seifa_ieo_national_rank,seifa_ieo_national_decile,seifa_ieo_national_percentile,seifa_ieo_state_rank,seifa_ieo_state_decile,seifa_ieo_state_percentile,seifa_ieo_minimum_sa1_score,seifa_ieo_maximum_sa1_score,seifa_ieo_population_without_sa1_score_share,seifa_population,seifa_state,seifa_caution_low_sa1_representation,seifa_cross_state_boundary,seifa_irsd_excluded,seifa_irsd_national_percentile_scaled,seifa_irsad_excluded,seifa_irsad_national_percentile_scaled,seifa_ier_excluded,seifa_ier_national_percentile_scaled,seifa_ieo_excluded,seifa_ieo_national_percentile_scaled,seifa_score_missing_count,seifa_any_score_available,seifa_all_scores_available,seifa_any_index_excluded,seifa_source_year
POA3926,3926,1090.6495836,2466,10,94,649,10,95,1044.7410792,1113.0096261,0.0,1077.9329278,2278,9,87,596,9,87,1050.4472946,1118.2144201,0.0,1081.3119284,2361,9,90,616,9,90,1029.7159553,1124.1717288,0.0,1087.5393369,2271,9,87,583,9,85,1048.8515492,1160.3911687,0.0,3421,VIC,False,False,False,0.94,False,0.87,False,0.9,False,0.87,0,True,True,False,2021
POA3927,3927,1093.7546322,2488,10,95,656,10,96,1049.4305084,1113.0096261,0.0,1070.5394446,2238,9,86,582,9,85,1044.6548727,1097.5442977,0.0,1085.1810818,2390,10,92,624,10,91,1048.2088039,1124.1717288,0.0,1090.4987587,2294,9,88,591,9,86,1057.5684608,1111.7539504,0.0,1857,VIC,False,False,False,0.95,False,0.86,False,0.92,False,0.88,0,True,True,False,2021
POA3928,3928,1095.8572033,2503,10,96,660,10,96,1089.1397464,1099.6400716,0.0,1102.1770309,2413,10,92,634,10,92,1084.8761474,1111.9198492,0.0,1105.7362564,2524,10,97,669,10,97,1086.1144898,1116.7860567,0.0,1132.252111,2475,10,95,642,10,94,1110.1409915,1144.7037652,0.0,453,VIC,False,False,False,0.96,False,0.92,False,0.97,False,0.95,0,True,True,False,2021
POA3929,3929,1106.2737402,2568,10,98,677,10,99,1097.5613229,1125.9969786,0.0,1111.4186875,2457,10,94,647,10,94,1093.9319681,1151.7911116,0.0,1085.665951,2394,10,92,626,10,91,1066.5286565,1119.2008148,0.0,1135.8057337,2480,10,95,643,10,94,1104.3943217,1179.6577197,0.0,1130,VIC,False,False,False,0.98,False,0.94,False,0.92,False,0.95,0,True,True,False,2021
POA3930,3930,1103.5538149,2551,10,98,673,10,98,961.74450226,1144.1850468,0.0,1115.3292959,2473,10,95,652,10,95,965.83846459,1175.9106465,0.0,1129.1834177,2584,10,99,679,10,99,891.5584707,1209.4441749,0.0,1099.4632219,2342,9,90,606,9,88,1027.3891716,1159.3973491,0.0,18734,VIC,False,False,False,0.98,False,0.95,False,0.99,False,0.9,0,True,True,False,2021
POA3931,3931,1029.245235,1729,7,66,395,6,58,819.14349559,1128.7702052,0.0005823207,1012.2820029,1750,7,67,430,7,63,822.31593498,1121.7601858,0.0005823207,1013.2965015,1505,6,58,319,5,47,862.92778714,1170.0441449,0.0005823207,1014.9895358,1795,7,69,430,7,63,911.16277271,1113.5070257,0.0005823207,25759,VIC,False,False,False,0.66,False,0.67,False,0.58,False,0.69,0,True,True,False,2021
POA3933,3933,1079.1378627,2377,10,91,622,10,91,1031.7148405,1121.8745786,0.0,1073.1901331,2253,9,86,589,9,86,1021.2748797,1099.692511,0.0,1124.4416222,2571,10,98,676,10,98,1088.7225879,1149.5782864,0.0,1027.9329795,1913,8,73,471,7,69,979.9225303,1059.9986365,0.0,1004,VIC,False,False,False,0.91,False,0.86,False,0.98,False,0.73,0,True,True,False,2021
POA3934,3934,1078.6906058,2370,10,91,619,9,90,1004.3704086,1130.069358,0.000201552,1068.2679783,2224,9,85,579,9,84,980.34130498,1149.4173214,0.000201552,1090.1096698,2434,10,93,643,10,94,958.07685503,1177.7724813,0.000201552,1060.1603792,2132,9,82,538,8,78,982.14694729,1158.0861983,0.000201552,19846,VIC,False,False,False,0.91,False,0.85,False,0.93,False,0.82,0,True,True,False,2021
POA3936,3936,1025.8828047,1670,7,64,376,6,55,928.43609084,1136.5408211,0.0,998.3624766,1591,7,61,380,6,56,902.0107556,1104.0084033,0.0,1012.9931708,1498,6,58,317,5,46,905.85185492,1143.0581667,0.0,991.74858772,1562,6,60,348,6,51,930.38390179,1069.985783,0.0,13366,VIC,False,False,False,0.64,False,0.61,False,0.58,False,0.6,0,True,True,False,2021
POA3937,3937,1081.5397003,2397,10,92,629,10,92,1024.0876916,1133.2277497,0.0,1091.3461369,2363,10,91,613,9,89,1050.0717107,1146.9755567,0.0,1102.4366426,2500,10,96,662,10,96,1072.5224966,1127.6648429,0.0,1109.6996164,2383,10,91,621,10,91,1077.327879,1172.9843365,0.0,1717,VIC,False,False,False,0.92,False,0.91,False,0.96,False,0.91,0,True,True,False,2021
POA3938,3938,1047.5680673,1981,8,76,486,8,71,982.04807388,1076.5150867,0.0,1016.1229981,1800,7,69,450,7,66,943.792165,1050.6150168,0.0,1032.0865444,1797,7,69,413,6,60,961.36452599,1086.8008417,0.0,1010.2241102,1756,7,67,416,7,61,957.46367639,1043.2254266,0.0,3311,VIC,False,False,False,0.76,False,0.69,False,0.69,False,0.67,0,True,True,False,2021
POA3939,3939,990.49254656,1128,5,43,234,4,34,878.60874723,1089.6956026,0.0,955.17823549,987,4,38,186,3,27,856.72855385,1061.3716647,0.0,990.73148384,1118,5,43,226,4,33,865.72357271,1136.2519384,0.0,953.13514652,1093,5,42,196,3,29,879.17421629,1076.6888442,0.0,15900,VIC,False,False,False,0.43,False,0.38,False,0.43,False,0.42,0,True,True,False,2021
POA3940,3940,941.75076802,500,2,20,79,2,12,855.88387015,998.27205962,0.0,911.30195153,420,2,17,62,1,9,835.85815083,967.75113361,0.0,931.83516775,298,2,12,53,1,8,855.12626039,985.95592618,0.0,914.14227601,569,3,22,68,1,10,841.55949713,978.62509093,0.0,5246,VIC,False,False,False,0.2,False,0.17,False,0.12,False,0.22,0,True,True,False,2021
POA3941,3941,1017.379447,1553,6,60,339,5,50,936.38416332,1086.8213949,0.0,986.6937268,1435,6,55,314,5,46,905.4331126,1056.8648128,0.0,1012.5429785,1487,6,57,311,5,46,905.48412963,1127.0636004,0.0,993.91048619,1582,7,61,356,6,52,924.76824532,1085.7724657,0.0,13591,VIC,False,False,False,0.6,False,0.55,False,0.57,False,0.61,0,True,True,False,2021
POA3942,3942,1075.2763334,2333,9,89,600,9,87,1055.4651653,1089.28961,0.0,1055.8470531,2142,9,82,545,8,79,1033.2946969,1071.9949247,0.0,1053.3854503,2096,8,80,520,8,76,1038.4518512,1076.2942513,0.0,1073.5097817,2204,9,84,558,9,81,1047.1170018,1107.9346899,0.0,2786,VIC,False,False,False,0.89,False,0.82,False,0.8,False,0.84,0,True,True,False,2021
POA3943,3943,1101.0408879,2532,10,97,669,10,97,1072.4999129,1141.3340364,0.0,1099.427869,2399,10,92,626,10,91,1071.7525341,1161.7027788,0.0,1055.0281272,2121,9,81,529,8,77,1012.4949404,1112.7320793,0.0,1112.665039,2398,10,92,624,10,91,1102.8772303,1128.9825762,0.0,2013,VIC,False,False,False,0.97,False,0.92,False,0.81,False,0.92,0,True,True,False,2021
POA3944,3944,1117.9519249,2609,10,100,686,10,100,1099.8290401,1143.873822,0.0,1135.6409042,2544,10,97,681,10,99,1124.1436714,1152.0858624,0.0,1098.8596749,2482,10,95,658,10,96,1096.8674341,1101.7092576,0.0,1148.3667968,2523,10,97,662,10,96,1143.3504428,1151.8739014,0.0,787,VIC,False,False,False,1.0,False,0.97,False,0.95,False,0.97,0,True,True,False,2021
POA3945,3945,1042.4315227,1902,8,73,465,7,68,987.16917925,1060.6062591,0.0,1005.9066879,1684,7,65,406,6,59,961.22306715,1023.0664836,0.0,1055.1873571,2122,9,81,530,8,77,992.13090232,1088.7428882,0.0,1002.4589035,1672,7,64,388,6,57,955.1755826,1025.6080108,0.0,1092,VIC,False,False,False,0.73,False,0.65,False,0.81,False,0.64,0,True,True,False,2021
POA3946,3946,1050.1451779,2022,8,78,503,8,73,1015.7485147,1083.0208945,0.0,1015.7230919,1794,7,69,448,7,65,989.54714876,1040.7415911,0.0,1070.8987287,2271,9,87,585,9,85,1070.8290333,1070.9653422,0.0,1020.8858549,1864,8,71,452,7,66,998.0098732,1042.7503098,0.0,303,VIC,False,False,False,0.78,False,0.69,False,0.87,False,0.71,0,True,True,False,2021
POA3950,3950,972.73725818,858,4,33,157,3,23,891.21831065,1063.3206095,0.0,933.03690762,681,3,26,119,2,18,873.81319848,1014.2569546,0.0,985.4698611,1046,4,40,205,3,30,935.94784597,1082.3679755,0.0,925.41542069,715,3,28,100,2,15,878.20945387,1053.1699098,0.0,5133,VIC,False,False,False,0.33,False,0.26,False,0.4,False,0.28,0,True,True,False,2021
POA3951,3951,1069.7871519,2272,9,87,579,9,84,1038.1906131,1083.0208945,0.0,1028.3101414,1919,8,74,484,8,71,1008.3356095,1043.698188,0.0,1077.3133602,2330,9,89,607,9,88,1066.3233478,1093.8137118,0.0,1018.039502,1832,7,70,442,7,65,1002.9315543,1053.1699098,0.0,1020,VIC,False,False,False,0.87,False,0.74,False,0.89,False,0.7,0,True,True,False,2021
POA3953,3953,997.35041395,1232,5,47,258,4,38,802.67701305,1083.8336028,0.0,960.39213864,1063,5,41,213,4,31,796.37944155,1044.1278994,0.0,1001.24882,1304,5,50,269,4,39,839.01642495,1093.8137118,0.0,954.61371798,1114,5,43,201,3,30,830.85891909,1047.2370885,0.0,8194,VIC,False,False,False,0.47,False,0.41,False,0.5,False,0.43,0,True,True,False,2021
POA3954,3954,1049.070869,2005,8,77,497,8,73,1049.070869,1049.070869,0.0,1009.8470967,1725,7,66,420,7,61,1009.8470967,1009.8470967,0.0,1062.42061,2193,9,84,556,9,81,1062.42061,1062.42061,0.0,1028.699001,1920,8,74,473,7,69,1028.699001,1028.699001,0.0,366,VIC,False,False,False,0.77,False,0.66,False,0.84,False,0.74,0,True,True,False,2021
POA3956,3956,1010.0589364,1442,6,55,314,5,46,971.64735566,1078.4168177,0.0,978.45127795,1311,5,50,275,4,40,943.73137052,1050.6048755,0.0,1011.472174,1471,6,57,304,5,45,959.50267108,1099.1711395,0.0,997.78286261,1625,7,62,371,6,54,928.4810509,1118.620742,0.0,3037,VIC,False,False,False,0.55,False,0.5,False,0.57,False,0.62,0,True,True,False,2021
POA3957,3957,1039.5627384,1864,8,72,447,7,65,1039.5627384,1039.5627384,0.0,1016.8297405,1807,7,69,453,7,66,1016.8297405,1016.8297405,0.0,1049.4389634,2037,8,78,497,8,73,1049.4389634,1049.4389634,0.0,1047.6170934,2056,8,79,512,8,75,1047.6170934,1047.6170934,0.0,310,VIC,False,False,False,0.72,False,0.69,False,0.78,False,0.79,0,True,True,False,2021
POA3958,3958,1078.4168177,2363,10,91,615,9,90,1078.4168177,1078.4168177,0.0,1044.2241412,2048,8,79,517,8,75,1044.2241412,1044.2241412,0.0,1099.1711395,2484,10,95,659,10,96,1099.1711395,1099.1711395,0.0,1033.6702329,1968,8,75,487,8,71,1033.6702329,1033.6702329,0.0,284,VIC,False,False,False,0.91,False,0.79,False,0.95,False,0.75,0,True,True,False,2021
POA3959,3959,1058.6473384,2136,9,82,532,8,78,1021.0671102,1070.2545556,0.0,1015.509426,1790,7,69,447,7,65,963.78330629,1050.6048755,0.0,1034.25892,1827,7,70,421,7,62,1015.333481,1058.6407716,0.0,1033.3440203,1961,8,75,485,8,71,969.94783538,1118.620742,0.0,1223,VIC,False,False,False,0.82,False,0.69,False,0.7,False,0.75,0,True,True,False,2021
POA3960,3960,989.77606129,1114,5,43,229,4,34,920.55246991,1070.2545556,0.005893186,957.7336417,1019,4,39,197,3,29,897.56545722,1029.9078101,0.005893186,979.07106771,914,4,35,177,3,26,872.34277895,1053.43877,0.005893186,977.84658733,1407,6,54,297,5,44,900.31253393,1119.0547771,0.0,2715,VIC,False,False,False,0.43,False,0.39,False,0.35,False,0.54,0,True,True,False,2021
POA3962,3962,963.46416448,732,3,28,131,2,19,913.29149147,1035.7880497,0.0,927.61455324,603,3,23,103,2,15,878.73449523,1003.3077735,0.0,962.20979992,646,3,25,118,2,18,904.60160623,1020.688801,0.0,922.79059572,679,3,26,93,2,14,862.14342089,1009.664931,0.0,954,VIC,False,False,False,0.28,False,0.23,False,0.25,False,0.26,0,True,True,False,2021
POA3964,3964,983.09860885,999,4,39,192,3,28,983.09860885,983.09860885,0.0,942.20634928,810,4,31,147,3,22,942.20634928,942.20634928,0.0,1003.9972781,1348,6,52,275,4,40,1003.9972781,1003.9972781,0.0,945.72839577,986,4,38,171,3,25,945.72839577,945.72839577,0.0,174,VIC,True,False,False,0.39,False,0.31,False,0.52,False,0.38,0,True,True,False,2021
POA3965,3965,971.78488966,850,4,33,155,3,23,943.03626759,975.47407447,0.0,921.93771691,535,3,21,91,2,14,916.42232346,922.6454832,0.0,971.67661247,783,3,30,149,3,22,969.65235082,987.45102777,0.0,898.26670984,383,2,15,39,1,6,896.44508348,912.46205397,0.0,220,VIC,False,False,False,0.33,False,0.21,False,0.3,False,0.15,0,True,True,False,2021
POA3966,3966,963.00466975,725,3,28,130,2,19,943.03626759,1035.7880497,0.0,934.8393423,706,3,27,128,2,19,916.42232346,1003.3077735,0.0,996.80665367,1221,5,47,252,4,37,987.45102777,1020.688801,0.0,933.98807773,835,4,32,127,2,19,912.46205397,1009.664931,0.0,544,VIC,False,False,False,0.28,False,0.27,False,0.47,False,0.32,0,True,True,False,2021
POA3967,3967,947.16754287,542,3,21,89,2,13,943.03626759,962.12437324,0.0,923.09072556,553,3,22,93,2,14,916.42232346,947.23294613,0.0,992.8660209,1158,5,45,234,4,34,987.45102777,1012.4704114,0.0,928.1796657,757,3,29,110,2,16,912.46205397,985.08356018,0.0,108,VIC,True,False,False,0.21,False,0.22,False,0.45,False,0.29,0,True,True,False,2021
POA3971,3971,940.80300071,493,2,19,77,2,12,800.72518728,1025.5389553,0.0,911.67047937,428,2,17,63,1,10,809.49767771,994.43161291,0.0,960.909393,624,3,24,111,2,17,847.62154537,1058.3233362,0.0,912.17699183,552,3,22,65,1,10,846.89128737,1008.4327285,0.0,4195,VIC,False,False,False,0.19,False,0.17,False,0.24,False,0.22,0,True,True,False,2021
POA3975,3975,1020.6167437,1587,7,61,352,6,52,919.99055072,1085.3966257,0.0,1025.5573118,1890,8,73,472,7,69,939.19208686,1090.7891316,0.0,1078.4964195,2339,9,90,609,9,89,962.6807967,1152.7323057,0.0,1015.1403854,1798,7,69,431,7,63,921.77513131,1078.792894,0.0,18048,VIC,False,False,False,0.61,False,0.73,False,0.9,False,0.69,0,True,True,False,2021
POA3976,3976,904.33571189,245,1,10,33,1,5,818.76420773,1027.4333262,0.0,907.22451586,384,2,15,53,1,8,846.25589921,1006.5701019,0.0,963.31168167,659,3,26,123,2,18,908.20536051,1045.6229237,0.0,913.89940622,567,3,22,67,1,10,847.84046689,993.87365345,0.0,26082,VIC,False,False,False,0.1,False,0.15,False,0.26,False,0.22,0,True,True,False,2021
POA3977,3977,989.9323548,1119,5,43,230,4,34,735.38941014,1122.3550436,0.0027402406,974.72063541,1261,5,49,262,4,38,741.60597228,1152.0441038,0.0027402406,1037.875666,1875,8,72,440,7,64,784.60318642,1173.7903105,0.0027402406,960.89066977,1196,5,46,228,4,34,407.49550284,1103.9828913,0.0027402406,117143,VIC,False,False,False,0.43,False,0.49,False,0.72,False,0.46,0,True,True,False,2021
POA3978,3978,1046.4429558,1958,8,75,479,7,70,934.30460987,1132.8424373,0.0003703532,1037.2814749,1989,8,76,499,8,73,898.69411518,1138.3837914,0.0003703532,1086.1752019,2398,10,92,628,10,92,951.52007978,1184.0667235,0.0003703532,1024.9272666,1894,8,73,463,7,68,789.53383904,1132.3021112,0.0003703532,43202,VIC,False,False,False,0.75,False,0.76,False,0.92,False,0.73,0,True,True,False,2021
POA3979,3979,1056.8525164,2099,8,80,526,8,77,1053.1014999,1060.6062591,0.0,1016.1156722,1799,7,69,449,7,66,1015.4470021,1016.7848284,0.0,1081.0469011,2360,9,90,615,9,90,1078.8037912,1083.2916413,0.0,1006.8274074,1713,7,66,401,6,59,991.13213588,1022.5112804,0.0,365,VIC,False,False,False,0.8,False,0.69,False,0.9,False,0.66,0,True,True,False,2021
POA3980,3980,1022.8539895,1624,7,62,360,6,53,987.74960038,1059.8850176,0.0,968.81006494,1182,5,46,242,4,36,932.61824216,1012.0159166,0.0,1057.8939747,2157,9,83,544,8,79,999.12963634,1115.4023357,0.0,905.85963674,477,2,19,55,1,8,860.74133784,964.35893025,0.0,3571,VIC,False,False,False,0.62,False,0.46,False,0.83,False,0.19,0,True,True,False,2021
POA3981,3981,1002.8158146,1321,6,51,284,5,42,920.84276065,1057.9154183,0.0,959.0508431,1039,4,40,207,4,31,884.40495398,1018.2149409,0.0,1047.0464054,2009,8,77,489,8,71,936.24399143,1103.7010701,0.0,911.27131223,536,3,21,64,1,10,839.70030802,995.25981319,0.0,5437,VIC,False,False,False,0.51,False,0.4,False,0.77,False,0.21,0,True,True,False,2021
POA3984,3984,980.00992829,958,4,37,186,3,27,897.60070372,1078.5202306,0.0,935.52701421,719,3,28,130,2,19,855.19706999,1020.152426,0.0,1008.4556066,1416,6,54,288,5,42,924.17062384,1127.2578014,0.0,909.09124303,509,2,20,60,1,9,837.06983184,995.25981319,0.0,7374,VIC,False,False,False,0.37,False,0.28,False,0.54,False,0.2,0,True,True,False,2021
POA3987,3987,1025.7296784,1666,7,64,373,6,55,988.60787444,1078.554117,0.0,980.93174015,1351,6,52,293,5,43,929.44185821,1053.334462,0.0,1073.4420496,2297,9,88,594,9,87,1009.7111001,1107.5929266,0.0,939.46881533,904,4,35,146,3,22,876.1750888,1064.1770413,0.0,1644,VIC,False,False,False,0.64,False,0.52,False,0.88,False,0.35,0,True,True,False,2021
POA3988,3988,1040.5182202,1877,8,72,453,7,66,1004.9040873,1078.554117,0.0,1005.1868932,1675,7,64,403,6,59,959.04638298,1053.334462,0.0,1065.6994991,2232,9,86,572,9,83,1035.1807227,1107.5929266,0.0,981.59423176,1447,6,56,306,5,45,915.70597063,1064.1770413,0.0,1094,VIC,False,False,False,0.72,False,0.64,False,0.86,False,0.56,0,True,True,False,2021
POA3990,3990,985.81622528,1046,4,40,209,4,31,985.81622528,985.81622528,0.0,948.92047646,890,4,34,160,3,24,948.92047646,948.92047646,0.0,1015.6022821,1534,6,59,329,5,48,1015.6022821,1015.6022821,0.0,939.86169531,910,4,35,149,3,22,939.86169531,939.86169531,0.0,118,VIC,True,False,False,0.4,False,0.34,False,0.59,False,0.35,0,True,True,False,2021
POA3991,3991,947.42813345,548,3,21,91,2,14,947.42813345,947.42813345,0.0,931.48928981,661,3,26,114,2,17,931.48928981,931.48928981,0.0,1008.5681859,1421,6,55,290,5,43,1008.5681859,1008.5681859,0.0,919.24196849,631,3,25,80,2,12,919.24196849,919.24196849,0.0,405,VIC,False,False,False,0.21,False,0.26,False,0.55,False,0.25,0,True,True,False,2021
POA3992,3992,998.97747472,1263,5,49,268,4,39,963.55726765,1068.9802197,0.0,954.51644012,972,4,38,181,3,27,915.09676696,1020.586594,0.0,1030.9116603,1778,7,68,409,6,60,1002.6802263,1086.5076826,0.0,944.45928768,969,4,37,166,3,25,901.0722511,1022.5112804,0.0,1281,VIC,False,False,False,0.49,False,0.38,False,0.68,False,0.37,0,True,True,False,2021
POA3995,3995,955.62912985,641,3,25,105,2,16,760.78543259,1084.0070665,0.0,918.59223253,496,2,19,82,2,12,760.7929566,1057.6723212,0.0,963.33691495,662,3,26,124,2,18,780.04736266,1095.8841305,0.0,920.5094833,651,3,25,84,2,13,791.84992942,1063.5194415,0.0,11596,VIC,False,False,False,0.25,False,0.19,False,0.26,False,0.25,0,True,True,False,2021
POA3996,3996,1043.1386846,1910,8,73,467,7,68,985.29570034,1104.9152697,0.0,1012.1727793,1749,7,67,429,7,63,951.38478895,1088.8942531,0.0,1020.2532186,1623,7,62,355,6,52,920.54012818,1139.4806098,0.0,1023.2913008,1884,8,72,458,7,67,951.45096497,1123.017069,0.0,6649,VIC,False,False,False,0.73,False,0.67,False,0.62,False,0.72,0,True,True,False,2021
POA4000,4000,1015.0239436,1524,6,59,291,7,68,753.91220853,1102.0566665,0.0015240155,1074.6723051,2269,9,87,388,10,91,832.49590791,1166.36666,0.0015240155,861.70413686,71,1,3,16,1,4,707.54143357,1002.5471893,0.0015240155,1116.8368783,2423,10,93,409,10,96,811.99550103,1184.4529141,0.0015240155,20341,QLD,False,False,False,0.59,False,0.87,False,0.03,False,0.93,0,True,True,False,2021
POA4005,4005,1086.5554605,2438,10,93,411,10,97,976.40371952,1152.8030611,0.0,1127.6498346,2523,10,97,422,10,99,1020.5690423,1205.124677,0.0,978.27582746,900,4,35,178,5,42,816.04550661,1140.1647807,0.0,1157.7731555,2547,10,97,423,10,99,1075.0089366,1234.742457,0.0,17714,QLD,False,False,False,0.93,False,0.97,False,0.35,False,0.97,0,True,True,False,2021
POA4006,4006,1062.1396092,2179,9,84,384,9,90,908.63792413,1149.6608537,0.0010650936,1091.1255666,2362,9,90,402,10,94,968.95514591,1188.0140144,0.0010650936,894.72873186,132,1,6,22,1,6,726.8227267,1046.4644377,0.0010650936,1120.2572802,2439,10,93,411,10,97,1016.8901682,1201.9160591,0.0010650936,24411,QLD,False,False,False,0.84,False,0.9,False,0.06,False,0.93,0,True,True,False,2021
POA4007,4007,1078.7809495,2373,10,91,406,10,95,1008.8204351,1175.1825553,0.0107436412,1106.1056414,2432,10,93,416,10,98,1041.7152443,1209.8591366,0.0107436412,1012.4587789,1485,6,57,277,7,65,882.41425751,1224.7635601,0.0107436412,1114.7057114,2409,10,92,406,10,95,1006.1281354,1205.8492958,0.0107436412,15451,QLD,False,False,False,0.91,False,0.93,False,0.57,False,0.92,0,True,True,False,2021
POA4008,4008,988.61932064,1093,5,42,206,5,49,988.61932064,1088.1561861,0.3351206434,934.99175819,712,3,28,153,4,36,934.99175819,1109.8070314,0.3351206434,968.81248951,736,3,29,146,4,35,966.10155329,968.81248951,0.3351206434,870.94243163,155,1,6,51,2,12,870.94243163,1114.6247461,0.3351206434,373,QLD,False,False,False,0.42,False,0.28,False,0.29,False,0.06,0,True,True,False,2021
POA4009,4009,1088.1561861,2452,10,94,413,10,97,1088.1561861,1088.1561861,0.0,1109.8070314,2450,10,94,418,10,98,1109.8070314,1109.8070314,0.0,966.10155329,696,3,27,138,4,33,966.10155329,966.10155329,0.0,1114.6247461,2408,10,92,405,10,95,1114.6247461,1114.6247461,0.0,11,QLD,True,False,False,0.94,False,0.94,False,0.27,False,0.92,0,True,True,False,2021
POA4010,4010,1073.5276994,2318,9,89,400,10,94,992.72898392,1121.4241488,0.0,1089.2445846,2348,9,90,397,10,93,1018.1212221,1186.4256459,0.0,954.01416237,535,3,21,105,3,25,867.65385749,1173.7877482,0.0,1107.2412644,2363,9,90,398,10,93,1033.2692176,1170.9145936,0.0,3446,QLD,False,False,False,0.89,False,0.9,False,0.21,False,0.9,0,True,True,False,2021
POA4011,4011,1078.9817615,2375,10,91,407,10,96,1010.0990323,1169.1181914,0.0003794346,1103.7371356,2420,10,93,411,10,97,1028.9946848,1202.8805031,0.0003794346,1033.1809723,1812,7,70,337,8,79,889.66815446,1195.2745181,0.0003794346,1115.4063279,2414,10,92,407,10,96,1053.7250372,1185.7413676,0.0003794346,15813,QLD,False,False,False,0.91,False,0.93,False,0.7,False,0.92,0,True,True,False,2021
POA4012,4012,1062.1546415,2180,9,84,385,9,90,959.7703357,1135.0219101,0.0,1071.3441478,2246,9,86,385,9,90,973.82792624,1161.1938878,0.0,1003.0901771,1327,6,51,244,6,58,822.35542149,1175.9497714,0.0,1082.0649714,2243,9,86,389,10,91,1019.1253271,1141.6997527,0.0,23440,QLD,False,False,False,0.84,False,0.86,False,0.51,False,0.86,0,True,True,False,2021
POA4013,4013,1037.2409719,1836,7,70,341,8,80,920.41522543,1121.0502099,0.0047169811,1046.4551161,2065,8,79,369,9,87,944.32331729,1135.5635173,0.0047169811,990.88802825,1123,5,43,202,5,48,836.76923873,1125.3238207,0.0047169811,1059.6021577,2129,9,82,379,9,89,1008.727334,1152.3506777,0.0047169811,4876,QLD,False,False,False,0.7,False,0.79,False,0.43,False,0.82,0,True,True,False,2021
POA4014,4014,1058.775436,2138,9,82,377,9,89,986.79429731,1113.5515705,0.0012888552,1058.5237866,2160,9,83,381,9,90,993.55833402,1118.9768103,0.0012888552,1042.2903713,1941,8,74,354,9,83,961.40320149,1162.8786565,0.0012888552,1043.7176635,2021,8,77,368,9,86,948.55516438,1122.2848924,0.0012888552,13190,QLD,False,False,False,0.82,False,0.83,False,0.74,False,0.77,0,True,True,False,2021
POA4017,4017,1029.6444001,1738,7,67,327,8,77,854.02288217,1187.5048374,0.0130310414,1015.982897,1797,7,69,331,8,78,850.24083391,1192.0274344,0.0130310414,1024.7179154,1690,7,65,318,8,75,819.49477934,1183.0507601,0.0130310414,1009.8843301,1751,7,67,330,8,78,819.86934433,1113.6704133,0.0130310414,37756,QLD,False,False,False,0.67,False,0.69,False,0.65,False,0.67,0,True,True,False,2021
POA4018,4018,991.11512992,1139,5,44,215,6,51,851.29230028,1090.0916466,0.0,980.44348671,1342,6,52,265,7,62,845.91087271,1084.0451749,0.0,974.80793969,837,4,32,165,4,39,812.88047608,1100.1939245,0.0,994.86573708,1590,7,61,312,8,73,793.11651723,1106.3064488,0.0,14097,QLD,False,False,False,0.44,False,0.52,False,0.32,False,0.61,0,True,True,False,2021
POA4019,4019,954.32675786,623,3,24,139,4,33,784.45000051,1025.2579721,0.0,938.7215881,757,3,29,159,4,38,824.69514475,1007.0895391,0.0,940.13290257,377,2,15,72,2,17,776.1349442,1025.9613577,0.0,949.07019961,1028,4,40,228,6,54,872.36778184,1035.1249979,0.0,20576,QLD,False,False,False,0.24,False,0.29,False,0.15,False,0.4,0,True,True,False,2021
POA4020,4020,992.11032828,1154,5,44,218,6,51,643.55556308,1124.7211055,0.0001562317,985.9693371,1427,6,55,277,7,65,696.52413906,1124.4510414,0.0001562317,984.57197867,1019,4,39,190,5,45,743.08543835,1180.8316092,0.0001562317,985.63809234,1499,6,58,297,7,70,763.81438094,1072.882378,0.0001562317,25603,QLD,False,False,False,0.44,False,0.55,False,0.39,False,0.58,0,True,True,False,2021
POA4021,4021,928.41550624,373,2,15,82,2,20,767.83285391,1053.733063,0.0,903.81670031,358,2,14,88,3,21,789.34466007,1068.0981337,0.0,941.86228976,394,2,16,77,2,18,777.50588916,1070.8737927,0.0,897.30635628,364,2,14,106,3,25,860.89671285,1010.6391681,0.0,9745,QLD,False,False,False,0.15,False,0.14,False,0.16,False,0.14,0,True,True,False,2021
