poa_code,postcode,census_population,census_age_20_24,census_age_25_34,census_age_35_44,census_median_age,census_median_household_income_weekly,census_avg_household_size,census_couple_no_children_families,census_couple_with_children_families,census_single_parent_families,census_other_families,census_total_families,census_households_all,census_households_weekly_income_3000_3499,census_households_weekly_income_3500_3999,census_households_weekly_income_4000_plus,census_population_15plus_g43,census_unemployment_rate_published_pct,census_labour_force_participation_rate_published_pct,census_bachelor_degree_count,census_employed_persons,census_unemployed_persons,census_labour_force,census_not_in_labour_force,census_labour_status_not_stated,census_population_15plus,census_family_households,census_lone_person_households,census_group_households,census_total_households,census_source_year,census_couple_families,census_age_20_44_count,census_households_weekly_income_3000_plus_count,census_employment_to_population_ratio,census_unemployment_rate,census_labour_force_participation_rate,census_couple_no_children_family_share,census_couple_with_children_family_share,census_couple_family_share,census_single_parent_family_share,census_family_household_share,census_lone_person_household_share,census_group_household_share,census_age_20_44_share,census_households_weekly_income_3000_plus_share,census_bachelor_degree_share,census_unemployment_rate_derived_pct,census_labour_force_participation_rate_derived_pct,census_small_population,census_small_labour_force,census_small_families,census_small_households,census_nonpositive_household_income,census_zero_population,census_any_feature_missing,census_ratio_quality_issue
POA3570,3570,837.0,36.0,53.0,89.0,49.0,1455.0,2.6,108.0,83.0,30.0,6.0,230.0,273.0,12.0,6.0,11.0,694.0,3.3,51.7,43.0,353.0,11.0,359.0,219.0,118.0,694.0,222.0,45.0,6.0,273.0,2021,191.0,178.0,29.0,0.5086455331412104,0.03064066852367688,0.5172910662824207,0.46956521739130436,0.36086956521739133,0.8304347826086956,0.13043478260869565,0.8131868131868132,0.16483516483516483,0.02197802197802198,0.2126642771804062,0.10622710622710622,0.06195965417867435,3.064066852367688,51.72910662824207,False,False,False,False,False,False,False,False
POA3571,3571,305.0,9.0,38.0,32.0,47.0,1375.0,2.6,44.0,35.0,10.0,0.0,88.0,111.0,4.0,3.0,5.0,253.0,1.9,62.8,19.0,158.0,0.0,156.0,81.0,16.0,253.0,88.0,25.0,3.0,111.0,2021,79.0,79.0,12.0,0.6245059288537549,0.0,0.616600790513834,0.5,0.3977272727272727,0.8977272727272727,0.11363636363636363,0.7927927927927928,0.22522522522522523,0.02702702702702703,0.25901639344262295,0.10810810810810811,0.07509881422924901,0.0,61.6600790513834,False,False,False,False,False,False,False,False
POA3572,3572,137.0,9.0,13.0,18.0,48.0,1781.0,2.6,20.0,16.0,3.0,0.0,42.0,50.0,0.0,0.0,6.0,111.0,1.4,66.1,8.0,71.0,0.0,73.0,28.0,8.0,111.0,37.0,13.0,0.0,50.0,2021,36.0,40.0,6.0,0.6396396396396397,0.0,0.6576576576576577,0.47619047619047616,0.38095238095238093,0.8571428571428571,0.07142857142857142,0.74,0.26,0.0,0.291970802919708,0.12,0.07207207207207207,0.0,65.76576576576578,False,False,False,False,False,False,False,False
POA3573,3573,340.0,14.0,31.0,48.0,42.0,1228.0,2.3,36.0,28.0,12.0,0.0,88.0,127.0,0.0,0.0,8.0,273.0,3.5,62.2,21.0,167.0,7.0,171.0,75.0,29.0,273.0,83.0,40.0,3.0,127.0,2021,64.0,93.0,8.0,0.6117216117216118,0.04093567251461988,0.6263736263736264,0.4090909090909091,0.3181818181818182,0.7272727272727273,0.13636363636363635,0.6535433070866141,0.31496062992125984,0.023622047244094488,0.2735294117647059,0.06299212598425197,0.07692307692307693,4.093567251461988,62.637362637362635,False,False,False,False,False,False,False,False
POA3575,3575,842.0,26.0,74.0,101.0,46.0,1060.0,2.3,97.0,83.0,32.0,0.0,212.0,337.0,8.0,5.0,12.0,683.0,6.0,58.2,77.0,375.0,27.0,397.0,219.0,67.0,683.0,212.0,113.0,7.0,337.0,2021,180.0,201.0,25.0,0.5490483162518301,0.06801007556675064,0.5812591508052709,0.45754716981132076,0.3915094339622642,0.8490566037735849,0.1509433962264151,0.629080118694362,0.3353115727002967,0.020771513353115726,0.23871733966745842,0.07418397626112759,0.11273792093704246,6.801007556675064,58.12591508052709,False,False,False,False,False,False,False,False
POA3576,3576,60.0,0.0,8.0,6.0,47.0,1174.0,2.3,9.0,6.0,0.0,0.0,23.0,30.0,0.0,0.0,0.0,48.0,5.7,71.4,13.0,34.0,0.0,38.0,12.0,0.0,48.0,20.0,4.0,0.0,30.0,2021,15.0,14.0,0.0,0.7083333333333334,0.0,0.7916666666666666,0.391304347826087,0.2608695652173913,0.6521739130434783,0.0,0.6666666666666666,0.13333333333333333,0.0,0.23333333333333334,0.0,0.2708333333333333,0.0,79.16666666666666,False,False,True,False,False,False,False,False
POA3579,3579,5450.0,225.0,489.0,546.0,50.0,1050.0,2.2,686.0,475.0,216.0,28.0,1402.0,2206.0,55.0,33.0,74.0,4537.0,4.2,50.5,311.0,2195.0,101.0,2288.0,1847.0,400.0,4537.0,1378.0,766.0,55.0,2206.0,2021,1161.0,1260.0,162.0,0.4837998677540225,0.04414335664335664,0.504297994269341,0.4893009985734665,0.3388017118402282,0.8281027104136948,0.15406562054208273,0.6246600181323663,0.3472348141432457,0.024932003626473256,0.23119266055045873,0.07343608340888486,0.06854749834692528,4.414335664335664,50.429799426934096,False,False,False,False,False,False,False,False
POA3580,3580,1101.0,46.0,76.0,110.0,54.0,973.0,2.2,186.0,86.0,43.0,4.0,320.0,449.0,18.0,4.0,15.0,943.0,5.7,46.9,43.0,419.0,25.0,437.0,410.0,86.0,943.0,314.0,129.0,4.0,449.0,2021,272.0,232.0,37.0,0.4443266171792153,0.057208237986270026,0.4634146341463415,0.58125,0.26875,0.85,0.134375,0.6993318485523385,0.2873051224944321,0.008908685968819599,0.21071752951861944,0.08240534521158129,0.04559915164369035,5.720823798627003,46.34146341463415,False,False,False,False,False,False,False,False
POA3581,3581,147.0,6.0,7.0,12.0,55.0,1321.0,2.5,21.0,17.0,0.0,0.0,40.0,54.0,0.0,0.0,7.0,132.0,2.9,52.7,9.0,66.0,0.0,71.0,55.0,8.0,132.0,38.0,12.0,9.0,54.0,2021,38.0,25.0,7.0,0.5,0.0,0.5378787878787878,0.525,0.425,0.95,0.0,0.7037037037037037,0.2222222222222222,0.16666666666666666,0.17006802721088435,0.12962962962962962,0.06818181818181818,0.0,53.78787878787878,False,False,False,False,False,False,False,False
POA3583,3583,162.0,14.0,12.0,11.0,46.0,1399.0,2.7,18.0,22.0,0.0,0.0,42.0,59.0,0.0,3.0,0.0,138.0,5.2,56.2,9.0,75.0,6.0,77.0,42.0,18.0,138.0,42.0,9.0,5.0,59.0,2021,40.0,37.0,3.0,0.5434782608695652,0.07792207792207792,0.5579710144927537,0.42857142857142855,0.5238095238095238,0.9523809523809523,0.0,0.711864406779661,0.15254237288135594,0.0847457627118644,0.22839506172839505,0.05084745762711865,0.06521739130434782,7.792207792207792,55.79710144927537,False,False,False,False,False,False,False,False
POA3584,3584,1138.0,57.0,125.0,116.0,42.0,1413.0,2.5,131.0,118.0,40.0,9.0,298.0,397.0,22.0,10.0,17.0,920.0,2.5,59.9,69.0,539.0,14.0,553.0,282.0,90.0,920.0,297.0,93.0,10.0,397.0,2021,249.0,298.0,49.0,0.5858695652173913,0.02531645569620253,0.6010869565217392,0.4395973154362416,0.3959731543624161,0.8355704697986577,0.1342281879194631,0.7481108312342569,0.23425692695214106,0.02518891687657431,0.2618629173989455,0.12342569269521411,0.075,2.5316455696202533,60.108695652173914,False,False,False,False,False,False,False,False
POA3585,3585,11508.0,701.0,1683.0,1366.0,38.0,1394.0,2.4,1295.0,1135.0,509.0,48.0,2992.0,4465.0,198.0,114.0,248.0,9290.0,2.9,59.9,881.0,5406.0,166.0,5569.0,3096.0,625.0,9290.0,2958.0,1359.0,149.0,4465.0,2021,2430.0,3750.0,560.0,0.5819160387513456,0.029807864966780392,0.5994617868675995,0.43282085561497324,0.37934491978609625,0.8121657754010695,0.170120320855615,0.6624860022396416,0.3043673012318029,0.033370660694288914,0.32586027111574556,0.12541993281075028,0.09483315392895586,2.9807864966780393,59.94617868675996,False,False,False,False,False,False,False,False
POA3586,3586,799.0,34.0,67.0,102.0,43.0,1656.0,2.7,90.0,101.0,12.0,0.0,213.0,270.0,19.0,14.0,16.0,640.0,2.3,68.8,43.0,431.0,7.0,441.0,158.0,40.0,640.0,209.0,57.0,7.0,270.0,2021,191.0,203.0,49.0,0.6734375,0.015873015873015872,0.6890625,0.4225352112676056,0.47417840375586856,0.8967136150234741,0.056338028169014086,0.774074074074074,0.2111111111111111,0.025925925925925925,0.25406758448060074,0.1814814814814815,0.0671875,1.5873015873015872,68.90625,False,False,False,False,False,False,False,False
POA3588,3588,404.0,22.0,44.0,44.0,42.0,1283.0,2.6,54.0,43.0,16.0,3.0,117.0,151.0,3.0,5.0,0.0,332.0,3.8,55.7,21.0,176.0,6.0,186.0,121.0,25.0,332.0,109.0,36.0,3.0,151.0,2021,97.0,110.0,8.0,0.5301204819277109,0.03225806451612903,0.5602409638554217,0.46153846153846156,0.36752136752136755,0.8290598290598291,0.13675213675213677,0.7218543046357616,0.23841059602649006,0.019867549668874173,0.2722772277227723,0.052980132450331126,0.06325301204819277,3.225806451612903,56.024096385542165,False,False,False,False,False,False,False,False
POA3589,3589,359.0,23.0,56.0,47.0,37.0,1781.0,2.7,47.0,30.0,6.0,3.0,92.0,116.0,6.0,12.0,7.0,289.0,0.5,66.8,23.0,188.0,0.0,191.0,54.0,40.0,289.0,88.0,22.0,4.0,116.0,2021,77.0,126.0,25.0,0.6505190311418685,0.0,0.6608996539792388,0.5108695652173914,0.32608695652173914,0.8369565217391305,0.06521739130434782,0.7586206896551724,0.1896551724137931,0.034482758620689655,0.35097493036211697,0.21551724137931033,0.07958477508650519,0.0,66.08996539792388,False,False,False,False,False,False,False,False
POA3590,3590,337.0,10.0,38.0,42.0,42.0,1390.0,2.6,40.0,45.0,3.0,0.0,91.0,113.0,5.0,3.0,8.0,270.0,1.8,60.6,29.0,163.0,3.0,163.0,78.0,33.0,270.0,89.0,22.0,0.0,113.0,2021,85.0,90.0,16.0,0.6037037037037037,0.018404907975460124,0.6037037037037037,0.43956043956043955,0.4945054945054945,0.9340659340659341,0.03296703296703297,0.7876106194690266,0.19469026548672566,0.0,0.26706231454005935,0.1415929203539823,0.10740740740740741,1.8404907975460123,60.370370370370374,False,False,False,False,False,False,False,False
POA3591,3591,163.0,5.0,14.0,17.0,49.0,1708.0,2.5,23.0,18.0,3.0,7.0,52.0,61.0,6.0,3.0,4.0,140.0,2.2,67.9,5.0,90.0,4.0,93.0,36.0,11.0,140.0,52.0,8.0,0.0,61.0,2021,41.0,36.0,13.0,0.6428571428571429,0.043010752688172046,0.6642857142857143,0.4423076923076923,0.34615384615384615,0.7884615384615384,0.057692307692307696,0.8524590163934426,0.13114754098360656,0.0,0.22085889570552147,0.21311475409836064,0.03571428571428571,4.301075268817205,66.42857142857143,False,False,False,False,False,False,False,False
POA3594,3594,536.0,18.0,91.0,46.0,46.0,1130.0,2.1,83.0,40.0,18.0,0.0,148.0,222.0,3.0,0.0,7.0,463.0,5.9,57.7,25.0,254.0,15.0,270.0,155.0,40.0,463.0,142.0,76.0,12.0,222.0,2021,123.0,155.0,10.0,0.5485961123110151,0.05555555555555555,0.5831533477321814,0.5608108108108109,0.2702702702702703,0.831081081081081,0.12162162162162163,0.6396396396396397,0.34234234234234234,0.05405405405405406,0.2891791044776119,0.04504504504504504,0.05399568034557235,5.555555555555555,58.31533477321814,False,False,False,False,False,False,False,False
POA3595,3595,673.0,20.0,84.0,72.0,45.0,979.0,2.3,68.0,50.0,33.0,3.0,152.0,240.0,9.0,0.0,0.0,553.0,6.9,42.2,17.0,217.0,16.0,233.0,247.0,69.0,553.0,145.0,80.0,11.0,240.0,2021,118.0,176.0,9.0,0.3924050632911392,0.06866952789699571,0.4213381555153707,0.4473684210526316,0.32894736842105265,0.7763157894736842,0.21710526315789475,0.6041666666666666,0.3333333333333333,0.04583333333333333,0.26151560178306094,0.0375,0.03074141048824593,6.866952789699571,42.13381555153707,False,False,False,False,False,False,False,False
POA3596,3596,103.0,4.0,3.0,7.0,51.0,1249.0,2.4,14.0,9.0,4.0,0.0,22.0,32.0,5.0,0.0,4.0,91.0,0.0,51.1,7.0,48.0,0.0,48.0,34.0,13.0,91.0,21.0,12.0,0.0,32.0,2021,23.0,14.0,9.0,0.5274725274725275,0.0,0.5274725274725275,0.6363636363636364,0.4090909090909091,,0.18181818181818182,0.65625,0.375,0.0,0.13592233009708737,0.28125,0.07692307692307693,0.0,52.74725274725275,False,False,True,False,False,False,True,True
POA3597,3597,458.0,28.0,81.0,60.0,40.0,1583.0,2.5,41.0,43.0,10.0,0.0,93.0,168.0,8.0,4.0,5.0,383.0,2.6,70.8,30.0,268.0,6.0,277.0,89.0,25.0,383.0,92.0,51.0,23.0,168.0,2021,84.0,169.0,17.0,0.6997389033942559,0.021660649819494584,0.7232375979112271,0.44086021505376344,0.46236559139784944,0.9032258064516129,0.10752688172043011,0.5476190476190477,0.30357142857142855,0.13690476190476192,0.36899563318777295,0.10119047619047619,0.0783289817232376,2.166064981949458,72.32375979112271,False,False,False,False,False,False,False,False
POA3599,3599,154.0,5.0,19.0,14.0,53.0,1531.0,2.5,20.0,15.0,0.0,0.0,35.0,51.0,4.0,0.0,4.0,136.0,1.5,50.0,8.0,64.0,0.0,67.0,41.0,27.0,136.0,33.0,14.0,0.0,51.0,2021,35.0,38.0,8.0,0.47058823529411764,0.0,0.49264705882352944,0.5714285714285714,0.42857142857142855,1.0,0.0,0.6470588235294118,0.27450980392156865,0.0,0.24675324675324675,0.1568627450980392,0.058823529411764705,0.0,49.26470588235294,False,False,False,False,False,False,False,False
POA3607,3607,160.0,12.0,15.0,19.0,46.0,1416.0,2.4,16.0,21.0,8.0,0.0,39.0,55.0,0.0,0.0,3.0,138.0,3.7,60.3,9.0,79.0,0.0,83.0,33.0,19.0,138.0,42.0,16.0,0.0,55.0,2021,37.0,46.0,3.0,0.572463768115942,0.0,0.6014492753623188,0.41025641025641024,0.5384615384615384,0.9487179487179487,0.20512820512820512,0.7636363636363637,0.2909090909090909,0.0,0.2875,0.05454545454545454,0.06521739130434782,0.0,60.14492753623188,False,False,False,False,False,False,False,False
POA3608,3608,2825.0,97.0,259.0,293.0,52.0,1183.0,2.1,414.0,237.0,105.0,10.0,763.0,1186.0,58.0,26.0,73.0,2409.0,3.4,52.0,230.0,1207.0,44.0,1253.0,959.0,199.0,2409.0,748.0,410.0,33.0,1186.0,2021,651.0,649.0,157.0,0.5010377750103777,0.035115722266560255,0.5201328352013284,0.5425950196592398,0.3106159895150721,0.8532110091743119,0.13761467889908258,0.6306913996627319,0.3456998313659359,0.02782462057335582,0.22973451327433628,0.13237774030354132,0.09547530095475301,3.5115722266560256,52.01328352013284,False,False,False,False,False,False,False,False
POA3610,3610,1600.0,67.0,205.0,159.0,49.0,1122.0,2.2,190.0,147.0,49.0,0.0,389.0,595.0,23.0,15.0,30.0,1394.0,5.2,48.0,108.0,633.0,35.0,671.0,638.0,81.0,1394.0,380.0,197.0,18.0,595.0,2021,337.0,431.0,68.0,0.45408895265423244,0.05216095380029806,0.4813486370157819,0.4884318766066838,0.37789203084832906,0.8663239074550129,0.12596401028277635,0.6386554621848739,0.3310924369747899,0.030252100840336135,0.269375,0.11428571428571428,0.07747489239598278,5.216095380029806,48.13486370157819,False,False,False,False,False,False,False,False
POA3612,3612,1801.0,51.0,141.0,129.0,55.0,904.0,2.1,262.0,129.0,66.0,9.0,471.0,762.0,23.0,10.0,18.0,1586.0,4.1,42.0,93.0,639.0,28.0,661.0,747.0,171.0,1586.0,458.0,286.0,25.0,762.0,2021,391.0,321.0,51.0,0.40290037831021436,0.04236006051437216,0.4167717528373266,0.5562632696390658,0.27388535031847133,0.8301486199575372,0.14012738853503184,0.6010498687664042,0.3753280839895013,0.03280839895013123,0.1782343142698501,0.06692913385826772,0.058638083228247165,4.236006051437216,41.67717528373266,False,False,False,False,False,False,False,False
POA3614,3614,927.0,44.0,97.0,127.0,40.0,1993.0,2.8,103.0,135.0,16.0,0.0,257.0,313.0,27.0,10.0,31.0,716.0,3.4,70.8,90.0,491.0,18.0,506.0,154.0,56.0,716.0,257.0,51.0,7.0,313.0,2021,238.0,268.0,68.0,0.6857541899441341,0.03557312252964427,0.7067039106145251,0.40077821011673154,0.5252918287937743,0.9260700389105059,0.0622568093385214,0.8210862619808307,0.16293929712460065,0.022364217252396165,0.2891046386192017,0.21725239616613418,0.12569832402234637,3.557312252964427,70.6703910614525,False,False,False,False,False,False,False,False
POA3616,3616,5605.0,241.0,683.0,598.0,44.0,1381.0,2.4,678.0,596.0,212.0,24.0,1506.0,2131.0,100.0,64.0,124.0,4607.0,3.4,57.5,457.0,2561.0,89.0,2652.0,1589.0,363.0,4607.0,1482.0,594.0,52.0,2131.0,2021,1274.0,1522.0,288.0,0.5558932059908834,0.033559577677224735,0.5756457564575646,0.450199203187251,0.39575033200531207,0.8459495351925631,0.1407702523240372,0.6954481464101361,0.27874237447207884,0.024401689347724072,0.2715432649420161,0.1351478179258564,0.09919687432168439,3.3559577677224737,57.564575645756456,False,False,False,False,False,False,False,False
POA3617,3617,161.0,12.0,10.0,17.0,46.0,1174.0,2.7,18.0,22.0,5.0,0.0,44.0,58.0,3.0,3.0,3.0,138.0,3.8,59.3,11.0,79.0,5.0,80.0,41.0,11.0,138.0,48.0,9.0,0.0,58.0,2021,40.0,39.0,9.0,0.572463768115942,0.0625,0.5797101449275363,0.4090909090909091,0.5,0.9090909090909091,0.11363636363636363,0.8275862068965517,0.15517241379310345,0.0,0.2422360248447205,0.15517241379310345,0.07971014492753623,6.25,57.971014492753625,False,False,False,False,False,False,False,False
POA3618,3618,679.0,35.0,72.0,70.0,47.0,1030.0,2.3,85.0,65.0,35.0,0.0,181.0,262.0,11.0,5.0,4.0,581.0,6.5,53.3,24.0,290.0,21.0,312.0,220.0,57.0,581.0,178.0,73.0,16.0,262.0,2021,150.0,177.0,20.0,0.4991394148020654,0.0673076923076923,0.5370051635111877,0.4696132596685083,0.35911602209944754,0.8287292817679558,0.19337016574585636,0.6793893129770993,0.2786259541984733,0.061068702290076333,0.2606774668630339,0.07633587786259542,0.04130808950086059,6.730769230769231,53.700516351118765,False,False,False,False,False,False,False,False
POA3620,3620,8340.0,417.0,818.0,850.0,46.0,1202.0,2.4,1007.0,864.0,380.0,21.0,2281.0,3288.0,124.0,70.0,149.0,6900.0,3.7,55.0,559.0,3653.0,138.0,3792.0,2627.0,478.0,6900.0,2240.0,993.0,57.0,3288.0,2021,1871.0,2085.0,343.0,0.5294202898550725,0.03639240506329114,0.5495652173913044,0.4414730381411662,0.3787812362998685,0.8202542744410346,0.16659359929855327,0.681265206812652,0.30200729927007297,0.017335766423357664,0.25,0.10431873479318735,0.08101449275362319,3.6392405063291138,54.95652173913044,False,False,False,False,False,False,False,False
POA3621,3621,2437.0,117.0,270.0,242.0,41.0,1262.0,2.5,276.0,256.0,90.0,3.0,633.0,899.0,38.0,12.0,37.0,1932.0,3.6,60.7,137.0,1128.0,45.0,1174.0,658.0,99.0,1932.0,616.0,265.0,17.0,899.0,2021,532.0,629.0,87.0,0.5838509316770186,0.03833049403747871,0.6076604554865425,0.43601895734597157,0.40442338072669826,0.8404423380726699,0.14218009478672985,0.6852057842046718,0.29477196885428253,0.018909899888765295,0.25810422650800163,0.0967741935483871,0.07091097308488613,3.8330494037478706,60.76604554865425,False,False,False,False,False,False,False,False
POA3622,3622,537.0,15.0,58.0,68.0,41.0,1490.0,2.8,56.0,66.0,16.0,0.0,141.0,176.0,10.0,3.0,8.0,421.0,1.5,64.1,43.0,267.0,3.0,273.0,115.0,37.0,421.0,138.0,29.0,3.0,176.0,2021,122.0,141.0,21.0,0.6342042755344418,0.01098901098901099,0.6484560570071259,0.3971631205673759,0.46808510638297873,0.8652482269503546,0.11347517730496454,0.7840909090909091,0.16477272727272727,0.017045454545454544,0.26256983240223464,0.11931818181818182,0.1021377672209026,1.098901098901099,64.8456057007126,False,False,False,False,False,False,False,False
POA3623,3623,890.0,39.0,98.0,84.0,50.0,1125.0,2.2,135.0,68.0,50.0,5.0,255.0,374.0,11.0,0.0,12.0,748.0,3.8,55.7,52.0,403.0,14.0,416.0,287.0,42.0,748.0,252.0,116.0,8.0,374.0,2021,203.0,221.0,23.0,0.5387700534759359,0.03365384615384615,0.5561497326203209,0.5294117647058824,0.26666666666666666,0.796078431372549,0.19607843137254902,0.6737967914438503,0.31016042780748665,0.0213903743315508,0.24831460674157305,0.06149732620320856,0.06951871657754011,3.3653846153846154,55.61497326203209,False,False,False,False,False,False,False,False
POA3624,3624,563.0,29.0,68.0,59.0,42.0,1093.0,2.4,68.0,55.0,22.0,0.0,146.0,217.0,4.0,3.0,8.0,461.0,4.7,50.7,27.0,225.0,9.0,234.0,187.0,38.0,461.0,140.0,68.0,10.0,217.0,2021,123.0,156.0,15.0,0.4880694143167028,0.038461538461538464,0.5075921908893709,0.4657534246575342,0.3767123287671233,0.8424657534246576,0.1506849315068493,0.6451612903225806,0.31336405529953915,0.04608294930875576,0.27708703374777977,0.06912442396313365,0.05856832971800434,3.8461538461538463,50.759219088937094,False,False,False,False,False,False,False,False
POA3629,3629,9536.0,568.0,1192.0,1023.0,43.0,1167.0,2.3,976.0,815.0,552.0,45.0,2383.0,3669.0,149.0,64.0,138.0,7911.0,5.4,52.0,518.0,3893.0,221.0,4114.0,2945.0,856.0,7911.0,2338.0,1222.0,105.0,3669.0,2021,1791.0,2783.0,351.0,0.49209960814056375,0.05371900826446281,0.5200353937555303,0.40956777171632397,0.3420058749475451,0.751573646663869,0.23164078892152748,0.6372308530934859,0.333060779503952,0.028618152085036794,0.2918414429530201,0.09566639411283728,0.06547844773100746,5.371900826446281,52.00353937555303,False,False,False,False,False,False,False,False
POA3630,3630,32151.0,2019.0,4720.0,3783.0,38.0,1287.0,2.4,3077.0,3021.0,1675.0,142.0,7919.0,11969.0,480.0,271.0,611.0,25981.0,5.5,54.0,2583.0,13262.0,777.0,14038.0,9848.0,2092.0,25981.0,7722.0,3778.0,474.0,11969.0,2021,6098.0,10522.0,1362.0,0.510449944189985,0.055349764923778313,0.5403179246372349,0.3885591615102917,0.38148756156080316,0.7700467230710948,0.21151660563202423,0.6451666805915282,0.31564875929484504,0.03960230595705573,0.327268203166309,0.11379396775002089,0.09941880605057542,5.534976492377831,54.03179246372349,False,False,False,False,False,False,False,False
POA3631,3631,14605.0,706.0,1649.0,2009.0,38.0,1981.0,2.9,1482.0,2064.0,411.0,29.0,3985.0,4724.0,348.0,212.0,533.0,11335.0,3.1,66.5,1422.0,7304.0,235.0,7538.0,3219.0,579.0,11335.0,3867.0,763.0,98.0,4724.0,2021,3546.0,4364.0,1093.0,0.6443758270842523,0.031175378084372513,0.6650198500220555,0.37189460476787956,0.5179422835633626,0.8898368883312422,0.10313676286072773,0.8185859441151566,0.1615156646909399,0.020745131244707875,0.29880178021225606,0.23137171888230312,0.12545213939126598,3.1175378084372514,66.50198500220556,False,False,False,False,False,False,False,False
POA3633,3633,620.0,27.0,61.0,76.0,41.0,1676.0,2.7,61.0,91.0,14.0,3.0,160.0,214.0,18.0,16.0,17.0,501.0,2.6,68.4,56.0,336.0,13.0,343.0,139.0,25.0,501.0,161.0,51.0,0.0,214.0,2021,152.0,164.0,51.0,0.6706586826347305,0.037900874635568516,0.6846307385229541,0.38125,0.56875,0.95,0.0875,0.7523364485981309,0.2383177570093458,0.0,0.2645161290322581,0.2383177570093458,0.11177644710578842,3.7900874635568513,68.46307385229541,False,False,False,False,False,False,False,False
POA3634,3634,1888.0,90.0,161.0,232.0,42.0,1652.0,2.7,213.0,232.0,72.0,6.0,520.0,640.0,41.0,28.0,53.0,1501.0,1.9,65.2,137.0,953.0,19.0,977.0,390.0,136.0,1501.0,510.0,117.0,6.0,640.0,2021,445.0,483.0,122.0,0.6349100599600267,0.019447287615148412,0.6508994003997335,0.4096153846153846,0.4461538461538462,0.8557692307692307,0.13846153846153847,0.796875,0.1828125,0.009375,0.2558262711864407,0.190625,0.09127248500999334,1.9447287615148412,65.08994003997334,False,False,False,False,False,False,False,False
POA3635,3635,552.0,29.0,70.0,47.0,48.0,1416.0,2.3,76.0,56.0,12.0,0.0,149.0,215.0,10.0,0.0,6.0,468.0,3.8,61.2,24.0,278.0,12.0,285.0,136.0,48.0,468.0,146.0,63.0,3.0,215.0,2021,132.0,146.0,16.0,0.594017094017094,0.042105263157894736,0.6089743589743589,0.5100671140939598,0.37583892617449666,0.8859060402684564,0.08053691275167785,0.6790697674418604,0.2930232558139535,0.013953488372093023,0.2644927536231884,0.07441860465116279,0.05128205128205128,4.2105263157894735,60.89743589743589,False,False,False,False,False,False,False,False
POA3636,3636,5375.0,240.0,580.0,515.0,48.0,1172.0,2.3,672.0,469.0,257.0,17.0,1425.0,2134.0,66.0,38.0,86.0,4500.0,3.6,51.2,339.0,2216.0,83.0,2303.0,1797.0,399.0,4500.0,1402.0,683.0,47.0,2134.0,2021,1141.0,1335.0,190.0,0.49244444444444446,0.03603994789405124,0.5117777777777778,0.47157894736842104,0.3291228070175439,0.8007017543859649,0.18035087719298246,0.6569821930646673,0.32005623242736647,0.022024367385192128,0.2483720930232558,0.08903467666354264,0.07533333333333334,3.6039947894051236,51.17777777777778,False,False,False,False,False,False,False,False
POA3637,3637,642.0,29.0,65.0,72.0,38.0,1431.0,2.8,68.0,82.0,19.0,0.0,171.0,200.0,6.0,6.0,8.0,490.0,2.3,63.5,25.0,300.0,5.0,309.0,137.0,42.0,490.0,168.0,31.0,3.0,200.0,2021,150.0,166.0,20.0,0.6122448979591837,0.016181229773462782,0.6306122448979592,0.39766081871345027,0.47953216374269003,0.8771929824561403,0.1111111111111111,0.84,0.155,0.015,0.2585669781931464,0.1,0.05102040816326531,1.6181229773462782,63.06122448979592,False,False,False,False,False,False,False,False
POA3638,3638,2199.0,116.0,212.0,213.0,46.0,1184.0,2.3,252.0,212.0,97.0,8.0,561.0,891.0,37.0,17.0,46.0,1837.0,3.9,56.6,151.0,1001.0,43.0,1042.0,714.0,83.0,1837.0,554.0,314.0,25.0,891.0,2021,464.0,541.0,100.0,0.5449101796407185,0.04126679462571977,0.5672291780076211,0.44919786096256686,0.3778966131907308,0.8270944741532977,0.17290552584670232,0.621773288439955,0.35241301907968575,0.028058361391694726,0.24602091859936334,0.1122334455667789,0.08219923788786064,4.126679462571977,56.722917800762104,False,False,False,False,False,False,False,False
POA3639,3639,479.0,16.0,39.0,36.0,57.0,937.0,2.1,71.0,44.0,12.0,0.0,132.0,209.0,0.0,3.0,3.0,426.0,4.7,54.2,35.0,223.0,14.0,230.0,176.0,21.0,426.0,123.0,75.0,8.0,209.0,2021,115.0,91.0,6.0,0.5234741784037559,0.06086956521739131,0.539906103286385,0.5378787878787878,0.3333333333333333,0.8712121212121212,0.09090909090909091,0.5885167464114832,0.3588516746411483,0.03827751196172249,0.18997912317327767,0.028708133971291867,0.08215962441314555,6.086956521739131,53.990610328638496,False,False,False,False,False,False,False,False
POA3640,3640,1025.0,64.0,133.0,140.0,38.0,1505.0,2.8,102.0,116.0,41.0,0.0,261.0,322.0,10.0,9.0,25.0,827.0,3.6,64.6,85.0,515.0,21.0,536.0,217.0,76.0,827.0,257.0,52.0,15.0,322.0,2021,218.0,337.0,44.0,0.6227327690447401,0.03917910447761194,0.6481257557436517,0.39080459770114945,0.4444444444444444,0.8352490421455939,0.15708812260536398,0.7981366459627329,0.16149068322981366,0.046583850931677016,0.32878048780487806,0.13664596273291926,0.10278113663845223,3.9179104477611943,64.81257557436517,False,False,False,False,False,False,False,False
