census_postcode,census_match_status,consumer_rows
7175,matched,163
7176,matched,156
7177,matched,167
7178,matched,160
7179,matched,154
7180,matched,146
7182,matched,147
7183,matched,146
7184,matched,170
7185,matched,157
7186,matched,159
7187,matched,146
7190,matched,158
7209,matched,143
7210,matched,165
7211,matched,159
7212,matched,164
7213,matched,153
7214,matched,155
7215,matched,144
7216,matched,171
7248,matched,152
7249,matched,151
7250,matched,172
7252,matched,166
7253,matched,171
7254,matched,165
7255,matched,132
7256,matched,152
7257,matched,155
7258,matched,166
7259,matched,167
7260,matched,155
7261,matched,157
7262,matched,152
7263,matched,153
7264,matched,143
7265,matched,166
7267,matched,166
7268,matched,129
7270,matched,143
7275,matched,172
7276,matched,167
7277,matched,158
7290,matched,147
7291,matched,138
7292,matched,166
7300,matched,148
7301,matched,147
7302,matched,152
7303,matched,154
7304,matched,138
7305,matched,163
7306,matched,153
7307,matched,159
7310,matched,189
7315,matched,183
7316,matched,153
7320,matched,174
7321,matched,161
7322,matched,147
7325,matched,165
7330,matched,175
7331,matched,160
7466,matched,160
7467,matched,133
7468,matched,149
7469,matched,141
7470,matched,126
8001,postcode_not_in_census,170
8002,postcode_not_in_census,175
8003,postcode_not_in_census,164
8004,postcode_not_in_census,153
8005,postcode_not_in_census,151
8006,postcode_not_in_census,153
8007,postcode_not_in_census,163
8008,postcode_not_in_census,164
8009,postcode_not_in_census,158
8010,postcode_not_in_census,164
8011,postcode_not_in_census,153
8012,postcode_not_in_census,135
8045,postcode_not_in_census,164
8051,postcode_not_in_census,146
8066,postcode_not_in_census,152
8069,postcode_not_in_census,155
8070,postcode_not_in_census,153
8071,postcode_not_in_census,170
8102,postcode_not_in_census,152
8107,postcode_not_in_census,165
8111,postcode_not_in_census,139
8120,postcode_not_in_census,159
8205,postcode_not_in_census,177
8785,postcode_not_in_census,144
9000,postcode_not_in_census,170
9001,postcode_not_in_census,137
9002,postcode_not_in_census,158
9005,postcode_not_in_census,171
9007,postcode_not_in_census,161
9009,postcode_not_in_census,134
9010,postcode_not_in_census,167
9013,postcode_not_in_census,137
9015,postcode_not_in_census,136
9464,postcode_not_in_census,165
9726,postcode_not_in_census,178
9999,postcode_not_in_census,149
