postcode,ato_income_year,ato_table8_state,ato_table8_individual_count,ato_official_median_taxable_income,ato_official_average_taxable_income,ato_table8_available
3934,2021-22,VIC,12080,53074,82981,True
3936,2021-22,VIC,7694,45508,66820,True
3937,2021-22,VIC,1053,55077,115095,True
3938,2021-22,VIC,2056,44392,62794,True
3939,2021-22,VIC,8589,44184,59902,True
3940,2021-22,VIC,2359,41157,53799,True
3941,2021-22,VIC,7637,43231,62814,True
3942,2021-22,VIC,1686,43903,84214,True
3943,2021-22,VIC,1241,52585,126272,True
3944,2021-22,VIC,586,77610,221867,True
3945,2021-22,VIC,643,44065,55394,True
3950,2021-22,VIC,2870,45212,56078,True
3951,2021-22,VIC,669,41130,52218,True
3953,2021-22,VIC,4891,45300,56364,True
3954,2021-22,VIC,267,45932,58421,True
3956,2021-22,VIC,1660,40380,55278,True
3957,2021-22,VIC,207,43419,50642,True
3959,2021-22,VIC,729,41014,54494,True
3960,2021-22,VIC,1556,40256,54610,True
3962,2021-22,VIC,522,37531,43806,True
3966,2021-22,VIC,316,41142,57841,True
3971,2021-22,VIC,2322,39505,47455,True
3975,2021-22,VIC,10783,54363,61628,True
3976,2021-22,VIC,14153,47649,50695,True
3977,2021-22,VIC,68492,52115,59082,True
3978,2021-22,VIC,28771,54548,60670,True
3979,2021-22,VIC,238,45255,54570,True
3980,2021-22,VIC,2129,51599,61768,True
3981,2021-22,VIC,3219,51222,59650,True
3984,2021-22,VIC,4375,48647,57682,True
3987,2021-22,VIC,944,50978,57959,True
3988,2021-22,VIC,712,42817,52888,True
3991,2021-22,VIC,264,37978,51405,True
3992,2021-22,VIC,771,44847,52235,True
3995,2021-22,VIC,6385,40790,51163,True
3996,2021-22,VIC,3792,44598,62970,True
4000,2021-22,QLD,15199,49753,83490,True
4001,2021-22,QLD,445,41698,77286,True
4005,2021-22,QLD,12508,73000,129088,True
4006,2021-22,QLD,19238,60520,81437,True
4007,2021-22,QLD,11075,68299,131756,True
4008,2021-22,QLD,203,62921,69078,True
4010,2021-22,QLD,2709,62475,76536,True
4011,2021-22,QLD,10695,67412,116562,True
4012,2021-22,QLD,15919,64204,80937,True
4013,2021-22,QLD,3423,60099,77776,True
4014,2021-22,QLD,8713,64778,77134,True
4017,2021-22,QLD,23090,57804,69173,True
4018,2021-22,QLD,8410,53410,60736,True
4019,2021-22,QLD,12001,51463,62370,True
4020,2021-22,QLD,15841,52155,70159,True
4021,2021-22,QLD,5191,47232,53980,True
4022,2021-22,QLD,3909,48036,54008,True
4030,2021-22,QLD,12608,63928,89152,True
4031,2021-22,QLD,9425,66811,83886,True
4032,2021-22,QLD,11838,54503,65351,True
4034,2021-22,QLD,29157,55369,66189,True
4035,2021-22,QLD,18184,62688,82441,True
4036,2021-22,QLD,4334,54746,61152,True
4037,2021-22,QLD,5190,63335,76153,True
4051,2021-22,QLD,19330,68434,102980,True
4053,2021-22,QLD,30508,62802,75507,True
4054,2021-22,QLD,8660,59071,68512,True
4055,2021-22,QLD,14092,65156,77399,True
4059,2021-22,QLD,8827,55017,81901,True
4060,2021-22,QLD,8799,71341,109315,True
4061,2021-22,QLD,11049,64767,89293,True
4064,2021-22,QLD,8887,68317,111466,True
4065,2021-22,QLD,6511,78513,123728,True
4066,2021-22,QLD,12925,59268,90918,True
4067,2021-22,QLD,6961,39312,77848,True
4068,2021-22,QLD,17064,57100,100286,True
4069,2021-22,QLD,23000,67073,111380,True
4070,2021-22,QLD,7570,62448,78678,True
4073,2021-22,QLD,5831,65187,85841,True
4074,2021-22,QLD,15484,58884,73947,True
4075,2021-22,QLD,16007,64886,88486,True
4076,2021-22,QLD,2961,51062,56645,True
4077,2021-22,QLD,19084,45228,50136,True
4078,2021-22,QLD,15815,53209,60124,True
4101,2021-22,QLD,24091,56494,81559,True
4102,2021-22,QLD,7858,51610,65779,True
4103,2021-22,QLD,10253,57062,72299,True
4104,2021-22,QLD,4847,60662,93467,True
4105,2021-22,QLD,9135,61831,80994,True
4106,2021-22,QLD,1044,51228,58203,True
4107,2021-22,QLD,4334,59577,69441,True
4108,2021-22,QLD,4177,46918,55407,True
4109,2021-22,QLD,24954,41796,55090,True
4110,2021-22,QLD,10721,52632,59043,True
4111,2021-22,QLD,661,48230,56883,True
4112,2021-22,QLD,5122,47500,62400,True
4113,2021-22,QLD,19045,46105,57398,True
4114,2021-22,QLD,14027,40532,43591,True
4115,2021-22,QLD,12670,51935,60081,True
4116,2021-22,QLD,17164,47817,58980,True
4117,2021-22,QLD,1499,51336,57696,True
4118,2021-22,QLD,19353,51299,56867,True
4119,2021-22,QLD,4251,50587,61960,True
4120,2021-22,QLD,7314,61066,76837,True
4121,2021-22,QLD,16609,67494,89884,True
4122,2021-22,QLD,29130,54511,66761,True
4123,2021-22,QLD,14425,54712,68961,True
4124,2021-22,QLD,14893,54818,62745,True
4125,2021-22,QLD,8551,49605,54794,True
4127,2021-22,QLD,15913,51258,60584,True
4128,2021-22,QLD,10708,57225,65922,True
4129,2021-22,QLD,4357,53628,59271,True
4130,2021-22,QLD,5748,59865,78358,True
4131,2021-22,QLD,6462,46523,50428,True
4132,2021-22,QLD,14458,46263,48287,True
4133,2021-22,QLD,13509,50190,53837,True
4151,2021-22,QLD,12759,65854,90782,True
4152,2021-22,QLD,31149,64110,85752,True
4153,2021-22,QLD,2934,61162,76972,True
4154,2021-22,QLD,7093,71231,95414,True
4155,2021-22,QLD,1071,66130,161639,True
4156,2021-22,QLD,2319,62350,100881,True
4157,2021-22,QLD,12252,55488,64394,True
4158,2021-22,QLD,2316,55492,66152,True
4159,2021-22,QLD,9114,57533,71097,True
4160,2021-22,QLD,12406,56553,76601,True
4161,2021-22,QLD,10063,54773,61221,True
4163,2021-22,QLD,9926,53426,83585,True
4164,2021-22,QLD,11999,57898,71035,True
4165,2021-22,QLD,24282,55725,66874,True
4169,2021-22,QLD,11824,60635,90701,True
4170,2021-22,QLD,18586,70130,95810,True
4171,2021-22,QLD,11517,76477,132680,True
4172,2021-22,QLD,3407,65569,81239,True
4173,2021-22,QLD,5393,59799,68154,True
4174,2021-22,QLD,1994,61562,69445,True
4178,2021-22,QLD,16472,58974,72233,True
4179,2021-22,QLD,12476,61939,80178,True
4183,2021-22,QLD,1339,39868,55485,True
4184,2021-22,QLD,3672,32445,43126,True
4205,2021-22,QLD,3026,46546,50997,True
4207,2021-22,QLD,40428,50416,56364,True
4208,2021-22,QLD,15213,55827,65985,True
4209,2021-22,QLD,47053,51352,60709,True
4210,2021-22,QLD,14592,53980,65856,True
4211,2021-22,QLD,39214,50239,61092,True
4212,2021-22,QLD,21917,52601,76062,True
4213,2021-22,QLD,19373,51008,69679,True
4214,2021-22,QLD,24592,47983,62385,True
4215,2021-22,QLD,34667,44931,56755,True
4216,2021-22,QLD,24616,49478,75591,True
4217,2021-22,QLD,30516,46545,77045,True
4218,2021-22,QLD,24754,52009,125459,True
4219,2021-22,QLD,,,,False
4220,2021-22,QLD,21577,53317,72616,True
4221,2021-22,QLD,18659,51221,72295,True
4223,2021-22,QLD,9652,50117,71710,True
4224,2021-22,QLD,4698,52522,68470,True
4225,2021-22,QLD,6010,46449,67326,True
4226,2021-22,QLD,23544,49817,63247,True
4227,2021-22,QLD,14853,51183,63877,True
4228,2021-22,QLD,3605,50605,80912,True
4230,2021-22,QLD,,,,False
4270,2021-22,QLD,2692,53065,65845,True
4271,2021-22,QLD,346,47354,63281,True
4272,2021-22,QLD,4530,44281,60865,True
4275,2021-22,QLD,2532,49039,59870,True
4280,2021-22,QLD,13348,54345,61336,True
4285,2021-22,QLD,12549,49424,59445,True
4287,2021-22,QLD,374,41029,46670,True
4300,2021-22,QLD,42768,56868,64753,True
4301,2021-22,QLD,21313,49791,52988,True
4303,2021-22,QLD,2064,45427,48673,True
4304,2021-22,QLD,9720,50471,55214,True
4305,2021-22,QLD,36369,51937,57942,True
4306,2021-22,QLD,28160,59503,68047,True
4307,2021-22,QLD,1034,48563,57449,True
4309,2021-22,QLD,1991,44661,54496,True
4310,2021-22,QLD,3516,43718,52793,True
4311,2021-22,QLD,5737,46885,52103,True
4312,2021-22,QLD,1370,40961,53871,True
4313,2021-22,QLD,1207,38525,46987,True
4314,2021-22,QLD,1248,34102,44315,True
4340,2021-22,QLD,3390,46695,54110,True
4341,2021-22,QLD,8911,49262,56115,True
4342,2021-22,QLD,1495,46487,53729,True
4343,2021-22,QLD,7432,41799,49609,True
4344,2021-22,QLD,1656,48952,57609,True
4346,2021-22,QLD,650,54904,63900,True
4347,2021-22,QLD,888,41937,47502,True
4350,2021-22,QLD,67738,51607,63411,True
4352,2021-22,QLD,19877,54235,65562,True
4353,2021-22,QLD,292,42456,49122,True
4354,2021-22,QLD,694,43691,52022,True
4355,2021-22,QLD,1423,37182,46666,True
4356,2021-22,QLD,3040,46789,61823,True
4357,2021-22,QLD,1564,41605,48139,True
4358,2021-22,QLD,1750,50879,57216,True
4359,2021-22,QLD,808,47550,50965,True
4360,2021-22,QLD,432,37938,43713,True
4361,2021-22,QLD,1609,38368,46405,True
4362,2021-22,QLD,1438,39702,47987,True
4363,2021-22,QLD,436,44659,54725,True
4364,2021-22,QLD,,,,False
4365,2021-22,QLD,256,39330,44244,True
4370,2021-22,QLD,10927,43987,50960,True
4371,2021-22,QLD,435,38548,41693,True
4373,2021-22,QLD,588,42732,53803,True
4374,2021-22,QLD,277,40561,50870,True
4376,2021-22,QLD,,,,False
4377,2021-22,QLD,359,34901,40190,True
4378,2021-22,QLD,270,41767,46187,True
4380,2021-22,QLD,4604,38665,47217,True
4381,2021-22,QLD,317,35925,41921,True
4382,2021-22,QLD,303,36803,44831,True
4383,2021-22,QLD,284,32629,40053,True
4385,2021-22,QLD,619,34549,41745,True
4387,2021-22,QLD,705,39039,45226,True
4388,2021-22,QLD,223,38609,62936,True
4390,2021-22,QLD,4500,51168,62213,True
4400,2021-22,QLD,1322,53026,59987,True
4401,2021-22,QLD,3283,46868,50670,True
4403,2021-22,QLD,462,46386,54002,True
4404,2021-22,QLD,291,46850,54153,True
4405,2021-22,QLD,8641,50017,58188,True
4406,2021-22,QLD,719,40123,43290,True
4407,2021-22,QLD,351,46951,49306,True
4408,2021-22,QLD,397,37738,44730,True
4410,2021-22,QLD,694,36185,43938,True
4413,2021-22,QLD,4819,49604,61719,True
4415,2021-22,QLD,1191,47527,55357,True
4416,2021-22,QLD,298,54297,60543,True
4417,2021-22,QLD,335,45485,52541,True
4419,2021-22,QLD,543,43762,39617,True
4420,2021-22,QLD,738,49782,67990,True
4421,2021-22,QLD,1050,36999,40356,True
4422,2021-22,QLD,305,41272,56138,True
4427,2021-22,QLD,,,,False
4428,2021-22,QLD,396,37522,34698,True
4454,2021-22,QLD,475,49509,59788,True
4455,2021-22,QLD,5480,54538,63572,True
4465,2021-22,QLD,746,43075,54631,True
4468,2021-22,QLD,218,36926,50892,True
4470,2021-22,QLD,2032,52907,58027,True
4472,2021-22,QLD,817,47714,58846,True
4477,2021-22,QLD,270,45965,55576,True
4478,2021-22,QLD,303,47625,65341,True
4480,2021-22,QLD,489,50227,55461,True
4486,2021-22,QLD,405,44224,51838,True
4487,2021-22,QLD,1876,48845,57663,True
4490,2021-22,QLD,701,44826,51543,True
4496,2021-22,QLD,,,,False
4497,2021-22,QLD,212,43008,68644,True
4500,2021-22,QLD,28380,55890,64243,True
4501,2021-22,QLD,3784,53783,57977,True
4502,2021-22,QLD,5290,54190,61476,True
4503,2021-22,QLD,32390,53682,59947,True
4504,2021-22,QLD,13071,56881,64629,True
4505,2021-22,QLD,16004,53252,61393,True
4506,2021-22,QLD,14982,48076,54543,True
4507,2021-22,QLD,10617,40505,55358,True
4508,2021-22,QLD,10388,46870,52346,True
4509,2021-22,QLD,23381,56801,67728,True
4510,2021-22,QLD,31132,46468,52589,True
4511,2021-22,QLD,5383,45163,54733,True
4512,2021-22,QLD,2295,49992,63185,True
4514,2021-22,QLD,4434,48764,57641,True
4515,2021-22,QLD,2780,49971,56678,True
4516,2021-22,QLD,2862,52786,62852,True
4517,2021-22,QLD,539,53158,62439,True
4518,2021-22,QLD,3534,49211,60099,True
4519,2021-22,QLD,5680,47203,57424,True
4520,2021-22,QLD,9137,61280,92668,True
4521,2021-22,QLD,3358,56636,73619,True
4550,2021-22,QLD,3094,48746,58930,True
4551,2021-22,QLD,42358,49168,62775,True
4552,2021-22,QLD,5504,38048,57727,True
4553,2021-22,QLD,7762,54327,66161,True
4554,2021-22,QLD,1284,44548,60608,True
4555,2021-22,QLD,5199,49705,64625,True
4556,2021-22,QLD,29684,49567,69648,True
4557,2021-22,QLD,13222,51245,67291,True
4558,2021-22,QLD,15147,48112,61871,True
4559,2021-22,QLD,4622,49759,63126,True
4560,2021-22,QLD,22238,47046,57590,True
4561,2021-22,QLD,5966,49682,64007,True
4562,2021-22,QLD,5993,45313,66364,True
4563,2021-22,QLD,6139,44196,61044,True
4564,2021-22,QLD,7510,47216,62944,True
4565,2021-22,QLD,9046,43510,56848,True
4566,2021-22,QLD,5801,43843,79268,True
4567,2021-22,QLD,8248,48704,88732,True
4568,2021-22,QLD,2382,44024,55706,True
4569,2021-22,QLD,1087,39458,52300,True
4570,2021-22,QLD,25886,42387,51319,True
4571,2021-22,QLD,516,39739,49857,True
4572,2021-22,QLD,2948,51832,81023,True
4573,2021-22,QLD,20010,49596,72353,True
4574,2021-22,QLD,871,40746,53596,True
4575,2021-22,QLD,18312,51974,74760,True
4580,2021-22,QLD,2355,33074,45376,True
4581,2021-22,QLD,796,41300,53005,True
4600,2021-22,QLD,462,38371,43413,True
4601,2021-22,QLD,648,33509,47287,True
4605,2021-22,QLD,2212,39351,46702,True
4606,2021-22,QLD,1305,43811,46320,True
4608,2021-22,QLD,523,41303,47736,True
4610,2021-22,QLD,8474,44409,52756,True
4613,2021-22,QLD,369,34380,38872,True
4614,2021-22,QLD,527,37337,44165,True
4615,2021-22,QLD,3372,39613,48916,True
4620,2021-22,QLD,246,35729,40337,True
4621,2021-22,QLD,910,33260,43664,True
4625,2021-22,QLD,1589,41657,48648,True
4626,2021-22,QLD,1461,37278,44100,True
4627,2021-22,QLD,401,36172,44504,True
4630,2021-22,QLD,1362,37381,44293,True
4650,2021-22,QLD,17345,43658,50403,True
4655,2021-22,QLD,34815,43847,55127,True
4659,2021-22,QLD,2510,35953,45702,True
4660,2021-22,QLD,4339,38189,48518,True
4662,2021-22,QLD,395,41478,47705,True
4670,2021-22,QLD,46766,45831,56632,True
4671,2021-22,QLD,3335,33870,43922,True
4673,2021-22,QLD,389,39672,47060,True
4674,2021-22,QLD,842,35795,47379,True
4677,2021-22,QLD,2598,40243,58525,True
4678,2021-22,QLD,480,43665,59964,True
4680,2021-22,QLD,32760,60149,74353,True
4695,2021-22,QLD,645,56456,64686,True
4699,2021-22,QLD,271,49885,66245,True
4700,2021-22,QLD,9641,55277,71678,True
4701,2021-22,QLD,25561,55011,64927,True
4702,2021-22,QLD,17028,54577,65254,True
4703,2021-22,QLD,15258,55607,73604,True
4705,2021-22,QLD,254,45327,40734,True
4709,2021-22,QLD,438,76576,91644,True
4710,2021-22,QLD,2924,49096,64187,True
4711,2021-22,QLD,1122,63401,76467,True
4712,2021-22,QLD,204,51708,63029,True
4713,2021-22,QLD,291,42098,47534,True
4714,2021-22,QLD,1267,43375,52057,True
4715,2021-22,QLD,4166,55571,68932,True
4716,2021-22,QLD,522,46224,55329,True
4717,2021-22,QLD,2700,81017,91760,True
4718,2021-22,QLD,1341,57665,75528,True
4719,2021-22,QLD,622,51444,61677,True
4720,2021-22,QLD,9479,62836,78859,True
4721,2021-22,QLD,2188,59739,73207,True
4722,2021-22,QLD,1057,58688,69633,True
4723,2021-22,QLD,873,52152,66449,True
4724,2021-22,QLD,391,50600,61140,True
4725,2021-22,QLD,876,54559,62924,True
4726,2021-22,QLD,244,42127,48691,True
4730,2021-22,QLD,1918,55089,62056,True
4735,2021-22,QLD,701,51957,60222,True
4737,2021-22,QLD,5176,57938,72659,True
4738,2021-22,QLD,720,51068,65789,True
4739,2021-22,QLD,216,44362,52157,True
4740,2021-22,QLD,54625,60932,76187,True
4741,2021-22,QLD,4303,56225,71272,True
4742,2021-22,QLD,600,68481,82950,True
4743,2021-22,QLD,237,80006,91565,True
4744,2021-22,QLD,5011,88563,103819,True
4745,2021-22,QLD,1462,82315,95405,True
4746,2021-22,QLD,845,87212,97042,True
4750,2021-22,QLD,3637,60527,72936,True
4751,2021-22,QLD,2960,63942,76640,True
4753,2021-22,QLD,2869,66133,79698,True
4754,2021-22,QLD,1468,60894,71178,True
4756,2021-22,QLD,391,46467,57452,True
4798,2021-22,QLD,471,49377,61732,True
4799,2021-22,QLD,683,42803,57735,True
4800,2021-22,QLD,6377,51450,65461,True
4801,2021-22,QLD,,,,False
4802,2021-22,QLD,7890,50499,64796,True
4803,2021-22,QLD,754,52921,56940,True
4804,2021-22,QLD,1099,51832,69495,True
4805,2021-22,QLD,7013,47916,63361,True
4806,2021-22,QLD,2231,52174,60093,True
4807,2021-22,QLD,6617,51771,63104,True
4808,2021-22,QLD,701,50320,56071,True
4809,2021-22,QLD,592,52163,59754,True
4810,2021-22,QLD,14141,61751,84035,True
4811,2021-22,QLD,7801,59965,70535,True
4812,2021-22,QLD,11438,54845,64321,True
4813,2021-22,QLD,287,71325,69959,True
4814,2021-22,QLD,26917,55579,65697,True
4815,2021-22,QLD,11958,52829,59185,True
4816,2021-22,QLD,5156,52111,63302,True
4817,2021-22,QLD,19040,57740,65492,True
4818,2021-22,QLD,20302,61831,68505,True
4819,2021-22,QLD,1555,39504,51856,True
4820,2021-22,QLD,5604,52903,63619,True
4821,2021-22,QLD,874,51173,58025,True
4822,2021-22,QLD,536,54060,70460,True
4823,2021-22,QLD,523,51165,79502,True
4824,2021-22,QLD,1595,65761,81678,True
4825,2021-22,QLD,11361,71448,81957,True
4829,2021-22,QLD,283,61934,69266,True
4830,2021-22,QLD,596,35002,49067,True
4849,2021-22,QLD,777,39262,49358,True
4850,2021-22,QLD,6247,47011,55615,True
4852,2021-22,QLD,2574,42946,54575,True
4854,2021-22,QLD,3400,44669,52128,True
4855,2021-22,QLD,481,40516,46486,True
4856,2021-22,QLD,390,44852,50455,True
4858,2021-22,QLD,900,48323,56952,True
4859,2021-22,QLD,329,42897,47958,True
4860,2021-22,QLD,6339,43570,52197,True
4861,2021-22,QLD,852,46915,54483,True
4865,2021-22,QLD,5296,53897,61608,True
4868,2021-22,QLD,13245,51333,59224,True
4869,2021-22,QLD,12255,53282,59296,True
4870,2021-22,QLD,45910,51414,63944,True
4871,2021-22,QLD,5957,41380,51961,True
4872,2021-22,QLD,2543,40660,49448,True
4873,2021-22,QLD,4236,43198,51358,True
4874,2021-22,QLD,3183,81418,86215,True
4875,2021-22,QLD,3125,50320,59982,True
4876,2021-22,QLD,1120,44442,52738,True
4877,2021-22,QLD,3751,45158,55946,True
4878,2021-22,QLD,9435,51900,62535,True
4879,2021-22,QLD,14134,54441,66314,True
4880,2021-22,QLD,8284,45578,52997,True
4881,2021-22,QLD,2858,42477,55533,True
4882,2021-22,QLD,2005,48128,57286,True
4883,2021-22,QLD,5157,44533,52504,True
4884,2021-22,QLD,1349,44972,56192,True
4885,2021-22,QLD,2513,42671,56480,True
4886,2021-22,QLD,532,36252,46123,True
4887,2021-22,QLD,1028,37807,46140,True
4888,2021-22,QLD,1456,37426,46412,True
4890,2021-22,QLD,765,53907,58742,True
4891,2021-22,QLD,328,51069,55610,True
4892,2021-22,QLD,1635,36004,46978,True
4895,2021-22,QLD,2352,46391,53282,True
5000,2021-22,SA,13078,42296,61773,True
5001,2021-22,SA,,,,False
5006,2021-22,SA,4414,61608,128700,True
5007,2021-22,SA,5271,57132,67015,True
5008,2021-22,SA,8606,52189,60646,True
5009,2021-22,SA,3415,53030,60637,True
5010,2021-22,SA,3159,47066,51955,True
5011,2021-22,SA,8973,56133,63415,True
5012,2021-22,SA,6570,44513,49073,True
5013,2021-22,SA,5941,49564,53627,True
5014,2021-22,SA,7493,53868,59278,True
5015,2021-22,SA,3991,57328,65174,True
5016,2021-22,SA,5711,57670,67242,True
5017,2021-22,SA,2686,50582,58186,True
5018,2021-22,SA,3548,54422,64864,True
5019,2021-22,SA,5580,55533,69038,True
5020,2021-22,SA,2076,54907,76514,True
5021,2021-22,SA,4457,53726,71959,True
5022,2021-22,SA,10546,59802,88842,True
5023,2021-22,SA,10808,51727,58423,True
5024,2021-22,SA,9335,54139,70158,True
5025,2021-22,SA,5708,54226,66137,True
5031,2021-22,SA,6529,53643,65910,True
5032,2021-22,SA,8668,53468,66786,True
5033,2021-22,SA,5657,50857,57883,True
5034,2021-22,SA,6773,60438,88985,True
5035,2021-22,SA,4183,55631,67097,True
5037,2021-22,SA,7428,52962,61824,True
5038,2021-22,SA,11525,52428,59574,True
5039,2021-22,SA,5625,53973,63658,True
5040,2021-22,SA,1415,49362,69682,True
5041,2021-22,SA,8608,58135,77569,True
5042,2021-22,SA,7421,48556,56972,True
5043,2021-22,SA,12278,49788,56832,True
5044,2021-22,SA,7464,58762,82588,True
5045,2021-22,SA,10837,57113,80657,True
5046,2021-22,SA,5929,53616,61846,True
5047,2021-22,SA,5337,50637,58079,True
5048,2021-22,SA,9575,55021,73337,True
5049,2021-22,SA,6684,55044,72511,True
5050,2021-22,SA,3707,52293,67289,True
5051,2021-22,SA,9975,59858,73933,True
5052,2021-22,SA,4280,58929,77586,True
5061,2021-22,SA,6752,67040,116201,True
5062,2021-22,SA,10172,60417,94841,True
5063,2021-22,SA,8098,58249,82547,True
5064,2021-22,SA,6833,58567,102190,True
5065,2021-22,SA,7297,57890,97248,True
5066,2021-22,SA,8356,61960,100068,True
5067,2021-22,SA,7375,59177,87279,True
5068,2021-22,SA,8232,57296,92253,True
5069,2021-22,SA,5547,62283,100300,True
5070,2021-22,SA,9691,52703,69052,True
5072,2021-22,SA,8969,55047,76195,True
5073,2021-22,SA,10652,52227,64164,True
5074,2021-22,SA,8869,50637,58147,True
5075,2021-22,SA,7055,50802,58974,True
5076,2021-22,SA,6328,52830,64519,True
5081,2021-22,SA,6573,62795,115248,True
5082,2021-22,SA,10530,58263,77355,True
5083,2021-22,SA,5148,54601,66061,True
5084,2021-22,SA,6131,45064,49596,True
5085,2021-22,SA,14908,52637,59479,True
5086,2021-22,SA,10637,50969,57468,True
5087,2021-22,SA,7870,52137,58717,True
5088,2021-22,SA,2271,47888,53885,True
5089,2021-22,SA,4497,53277,66282,True
5090,2021-22,SA,4550,48921,55486,True
5091,2021-22,SA,4898,53462,61633,True
5092,2021-22,SA,11088,50116,55601,True
5093,2021-22,SA,5525,48711,53295,True
5094,2021-22,SA,564,43412,48142,True
5095,2021-22,SA,13304,52091,59890,True
5096,2021-22,SA,8244,49130,55826,True
5097,2021-22,SA,8333,52700,58187,True
5098,2021-22,SA,7205,49084,54167,True
5107,2021-22,SA,9942,46236,50323,True
5108,2021-22,SA,22407,46887,49438,True
5109,2021-22,SA,11254,48921,54076,True
5110,2021-22,SA,4893,47885,53147,True
5111,2021-22,SA,233,70728,73365,True
5112,2021-22,SA,9299,43786,48015,True
5113,2021-22,SA,8405,40388,43469,True
5114,2021-22,SA,20758,50809,55687,True
5115,2021-22,SA,7680,51102,53267,True
5116,2021-22,SA,6132,52408,58548,True
5117,2021-22,SA,2863,59422,67068,True
5118,2021-22,SA,11797,53256,61453,True
5120,2021-22,SA,1899,53203,61505,True
5121,2021-22,SA,1363,50766,54788,True
5125,2021-22,SA,12409,57012,67602,True
5126,2021-22,SA,4571,54687,60420,True
5127,2021-22,SA,4955,54060,60991,True
5131,2021-22,SA,665,51721,71513,True
5132,2021-22,SA,308,50827,75101,True
5133,2021-22,SA,272,58301,76358,True
5134,2021-22,SA,283,54890,68825,True
5136,2021-22,SA,336,57352,73919,True
5137,2021-22,SA,367,55717,85791,True
5138,2021-22,SA,204,49187,65348,True
5140,2021-22,SA,305,63015,77982,True
5141,2021-22,SA,462,55880,78854,True
5142,2021-22,SA,417,57624,76380,True
5144,2021-22,SA,243,56526,85626,True
5151,2021-22,SA,279,61975,94196,True
5152,2021-22,SA,4295,65878,96930,True
5153,2021-22,SA,4314,52017,77533,True
5154,2021-22,SA,2275,63642,95048,True
5155,2021-22,SA,2514,57317,69518,True
5156,2021-22,SA,641,59621,73304,True
5157,2021-22,SA,2041,51498,67700,True
5158,2021-22,SA,15873,54482,61520,True
5159,2021-22,SA,20968,53387,62155,True
5161,2021-22,SA,5907,50180,54715,True
5162,2021-22,SA,20269,48996,53587,True
5163,2021-22,SA,7870,47584,54009,True
5164,2021-22,SA,2281,41482,44968,True
5165,2021-22,SA,3418,46648,53410,True
5166,2021-22,SA,1005,46550,52204,True
5167,2021-22,SA,3877,51083,59567,True
5168,2021-22,SA,3191,49320,54655,True
5169,2021-22,SA,12082,51557,57794,True
5170,2021-22,SA,759,46240,54077,True
5171,2021-22,SA,3914,49003,61977,True
5172,2021-22,SA,2782,46534,62397,True
5173,2021-22,SA,7486,46151,53819,True
5174,2021-22,SA,1775,49609,56638,True
5201,2021-22,SA,1499,50572,60266,True
5202,2021-22,SA,574,44125,54287,True
5203,2021-22,SA,740,38886,48574,True
5204,2021-22,SA,1805,37500,48286,True
5210,2021-22,SA,1235,47111,57773,True
5211,2021-22,SA,8939,39196,50077,True
5212,2021-22,SA,1201,41071,52939,True
5213,2021-22,SA,788,44386,76287,True
5214,2021-22,SA,4782,37357,48402,True
5220,2021-22,SA,218,41778,46583,True
5221,2021-22,SA,205,35850,44570,True
5222,2021-22,SA,460,43974,61041,True
5223,2021-22,SA,2290,41841,48893,True
5231,2021-22,SA,728,57806,78036,True
5232,2021-22,SA,288,51459,66922,True
5233,2021-22,SA,944,50757,65665,True
5234,2021-22,SA,880,50156,60041,True
5235,2021-22,SA,1530,47592,57538,True
5237,2021-22,SA,210,42534,49510,True
5238,2021-22,SA,2274,37420,45267,True
5240,2021-22,SA,372,44977,55610,True
5241,2021-22,SA,1592,50043,59502,True
5242,2021-22,SA,1041,55945,70969,True
5243,2021-22,SA,617,52574,80584,True
5244,2021-22,SA,2783,49865,64037,True
5245,2021-22,SA,2014,50923,71697,True
5250,2021-22,SA,2390,56595,70745,True
5251,2021-22,SA,12318,52932,63478,True
5252,2021-22,SA,4206,52393,60499,True
5253,2021-22,SA,10306,44169,48999,True
5254,2021-22,SA,1484,44348,51833,True
5255,2021-22,SA,6079,46097,57526,True
5256,2021-22,SA,752,39910,47190,True
5259,2021-22,SA,588,42078,45064,True
5260,2021-22,SA,1003,41365,52740,True
5261,2021-22,SA,241,44902,56877,True
5262,2021-22,SA,288,53382,73034,True
5264,2021-22,SA,781,40131,50969,True
5265,2021-22,SA,213,44456,56533,True
5266,2021-22,SA,405,46957,64716,True
5267,2021-22,SA,1295,46542,54076,True
5268,2021-22,SA,2621,48116,54851,True
5270,2021-22,SA,419,47630,56236,True
5271,2021-22,SA,5008,48610,59423,True
5272,2021-22,SA,553,49947,74382,True
5275,2021-22,SA,1448,47265,72688,True
5276,2021-22,SA,954,47716,64360,True
5277,2021-22,SA,1743,48716,60552,True
5278,2021-22,SA,340,45747,64019,True
5279,2021-22,SA,254,46094,52674,True
5280,2021-22,SA,4331,45065,56371,True
5290,2021-22,SA,15419,48509,57399,True
5291,2021-22,SA,5560,51606,64150,True
5301,2021-22,SA,317,39541,51298,True
5302,2021-22,SA,570,46710,47834,True
5304,2021-22,SA,538,45701,52736,True
5307,2021-22,SA,319,31673,38797,True
5320,2021-22,SA,310,44932,47887,True
5322,2021-22,SA,482,46857,52971,True
5330,2021-22,SA,1977,43992,51579,True
5332,2021-22,SA,214,42508,45168,True
5333,2021-22,SA,3521,46634,51860,True
5340,2021-22,SA,823,47274,51790,True
