transaction_date,transaction_count,total_amount,average_amount,active_users,active_merchants,transaction_count_7d_ma,total_amount_7d_ma
2022-09-25,27915,4479266.022643418,160.46089996931462,16545,2346,27576.0,4528090.794672685
2022-09-26,27960,4522991.641183826,161.76651077195373,16532,2336,27569.571428571428,4518465.941397762
2022-09-27,26411,4243316.829485129,160.66475443887504,16050,2314,27531.0,4497115.160120882
2022-09-28,26099,4286003.4719225075,164.2209844025636,15913,2300,27506.428571428572,4482589.129450374
2022-09-29,26675,4446746.1671755435,166.7008872418198,16104,2299,27484.571428571428,4491389.4284766195
2022-09-30,29433,4792396.337793559,162.8239166171834,16966,2342,27661.714285714286,4507386.689735053
2022-10-01,29826,4895552.570754244,164.1370807602174,17218,2423,27759.85714285714,4523753.291565461
2022-10-02,28716,4649808.071959418,161.92394734501386,16850,2339,27874.285714285714,4548116.441467746
2022-10-03,27151,4385453.625680827,161.52088783767914,16302,2339,27758.714285714286,4528468.153538747
2022-10-04,27046,4524102.803877505,167.2743771307219,16260,2334,27849.428571428572,4568580.435594801
2022-10-05,26240,4414862.237168366,168.24932306281883,15909,2308,27869.571428571428,4586988.830629923
2022-10-06,27178,4466218.059295485,164.3321090328753,16365,2334,27941.428571428572,4589770.5295042
2022-10-07,28963,4805617.050214918,165.92262715239852,16908,2357,27874.285714285714,4591659.2027072515
2022-10-08,29070,4779328.5494900085,164.40758684176157,16958,2350,27766.285714285714,4575055.771098075
2022-10-09,28231,4703082.5065578725,166.59284143522626,16619,2367,27697.0,4582666.404612141
2022-10-10,28508,4813250.4699712675,168.8385881146088,16702,2344,27890.85714285714,4643780.239510775
2022-10-11,27976,4673086.504980875,167.03912299760063,16580,2336,28023.714285714286,4665063.625382685
2022-10-12,27191,4489280.121377973,165.1016925224513,16222,2345,28159.571428571428,4675694.751698343
2022-10-13,27501,4554919.674544176,165.62741989542837,16471,2342,28205.714285714286,4688366.411019584
2022-10-14,29091,4873173.396561088,167.51481202299982,16854,2416,28224.0,4698017.317640466
2022-10-15,30177,5131688.672640376,170.05297652650614,17164,2393,28382.14285714286,4748354.478090518
2022-10-16,29645,4896147.896085685,165.1593150981847,17081,2399,28584.14285714286,4775935.248023063
2022-10-17,29105,4772032.201297066,163.95918918732403,16871,2356,28669.428571428572,4770046.923926748
2022-10-18,28623,4818284.379152138,168.33610659791557,16772,2393,28761.85714285714,4790789.477379786
2022-10-19,27228,4506007.476101665,165.49168047971443,16252,2292,28767.14285714286,4793179.099483171
2022-10-20,27241,4584099.614681886,168.279417594137,16329,2327,28730.0,4797347.6623599855
2022-10-21,28233,4726089.4645771105,167.39593612358271,16624,2385,28607.428571428572,4776335.6720765615
2022-10-22,29366,4833730.96216628,164.6029749426643,16995,2390,28491.571428571428,4733770.284865976
2022-10-23,28872,4854269.089531763,168.13068334482418,16817,2378,28381.14285714286,4727787.598215415
2022-10-24,29752,4890374.5114085805,164.37128634742473,17149,2385,28473.571428571428,4744693.64251706
2022-10-25,29011,4901128.797835289,168.9403604782768,16918,2408,28529.0,4756528.559471796
2022-10-26,27691,4436872.797912253,160.2279729122189,16478,2335,28595.14285714286,4746652.176873309
